GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,AdjEM,Overtime,Winner,Result,Score.D,,
33,20-Mar-10,2010,2,WN,U,9,Northern Iowa,MVC,69,18.87,,Northern Iowa,U,-2,,
34,20-Mar-10,2010,2,WN,F,6,Tennessee,SEC,83,18.5,,Tennessee,F,15,,
34,20-Mar-10,2010,2,WN,U,14,Ohio,MAC,68,8.25,,Tennessee,F,15,,
35,21-Mar-10,2010,2,WN,F,4,Maryland,ACC,83,22.37,,Michigan St.,U,-2,,
35,21-Mar-10,2010,2,WN,U,5,Michigan St.,B10,85,20.13,,Michigan St.,U,-2,,
36,21-Mar-10,2010,2,WN,F,2,Ohio St.,B10,75,24.99,,Ohio St.,F,9,,
36,21-Mar-10,2010,2,WN,U,10,Georgia Tech,ACC,66,18.22,,Ohio St.,F,9,,
37,21-Mar-10,2010,2,WS,F,1,Syracuse,BE,87,27.62,,Syracuse,F,22,,
37,21-Mar-10,2010,2,WS,U,8,Gonzaga,WCC,65,16.14,,Syracuse,F,22,,
38,20-Mar-10,2010,2,WS,F,5,Butler,Horz,54,22.45,,Butler,F,2,,
38,20-Mar-10,2010,2,WS,U,13,Murray St.,OVC,52,15.06,,Butler,F,2,,
39,21-Mar-10,2010,2,WS,F,6,Xavier,A10,71,20.87,,Xavier,F,3,,
39,21-Mar-10,2010,2,WS,U,3,Pittsburgh,BE,68,18.66,,Xavier,F,3,,
40,20-Mar-10,2010,2,WS,F,2,Kansas St.,B12,84,25.52,,Kansas St.,F,12,,
40,20-Mar-10,2010,2,WS,U,7,BYU,MWC,72,23.27,,Kansas St.,F,12,,
41,20-Mar-10,2010,2,EN,F,1,Kentucky,SEC,90,26.54,,Kentucky,F,30,,
41,20-Mar-10,2010,2,EN,U,9,Wake Forest,ACC,60,14.12,,Kentucky,F,30,,
42,21-Mar-10,2010,2,EN,F,4,Wisconsin,B10,69,23.56,,Cornell,U,-18,,
42,21-Mar-10,2010,2,EN,U,12,Cornell,Ivy,87,15.92,,Cornell,U,-18,,
43,20-Mar-10,2010,2,EN,F,11,Washington,P10,82,18.19,,Washington,F,18,,
43,20-Mar-10,2010,2,EN,U,3,New Mexico,MWC,64,16.18,,Washington,F,18,,
44,21-Mar-10,2010,2,EN,F,2,West Virginia,BE,68,25.54,,West Virginia,F,9,,
44,21-Mar-10,2010,2,EN,U,10,Missouri,B12,59,19.99,,West Virginia,F,9,,
45,21-Mar-10,2010,2,ES,F,1,Duke,ACC,68,33.29,,Duke,F,15,,
45,21-Mar-10,2010,2,ES,U,8,California,P10,53,22.15,,Duke,F,15,,
46,21-Mar-10,2010,2,ES,F,4,Purdue,B10,63,22.05,1 OT,Purdue,F,2,,
46,21-Mar-10,2010,2,ES,U,5,Texas A&M,B12,61,21.33,1 OT,Purdue,F,2,,
47,20-Mar-10,2010,2,ES,F,3,Baylor,B12,76,24.95,,Baylor,F,8,,
47,20-Mar-10,2010,2,ES,U,11,Old Dominion,CAA,68,17.51,,Baylor,F,8,,
48,20-Mar-10,2010,2,ES,F,2,Villanova,BE,68,21.24,,Saint Mary's,U,-7,,
48,20-Mar-10,2010,2,ES,U,10,Saint Mary's,WCC,75,18.59,,Saint Mary's,U,-7,,
49,26-Mar-10,2010,3,WN,F,2,Ohio St.,B10,73,24.99,,Tennessee,U,-3,,
49,26-Mar-10,2010,3,WN,U,6,Tennessee,SEC,76,18.5,,Tennessee,U,-3,,
50,26-Mar-10,2010,3,WN,F,5,Michigan St.,B10,59,20.13,,Michigan St.,F,7,,
50,26-Mar-10,2010,3,WN,U,9,Northern Iowa,MVC,52,18.87,,Michigan St.,F,7,,
51,25-Mar-10,2010,3,WS,F,1,Syracuse,BE,59,27.62,,Butler,U,-4,,
51,25-Mar-10,2010,3,WS,U,5,Butler,Horz,63,22.45,,Butler,U,-4,,
52,25-Mar-10,2010,3,WS,F,2,Kansas St.,B12,101,25.52,2 OT,Kansas St.,F,5,,
52,25-Mar-10,2010,3,WS,U,6,Xavier,A10,96,20.87,2 OT,Kansas St.,F,5,,
53,25-Mar-10,2010,3,EN,F,1,Kentucky,SEC,62,26.54,,Kentucky,F,17,,
53,25-Mar-10,2010,3,EN,U,12,Cornell,Ivy,45,15.92,,Kentucky,F,17,,
54,25-Mar-10,2010,3,EN,F,2,West Virginia,BE,69,25.54,,West Virginia,F,13,,
54,25-Mar-10,2010,3,EN,U,11,Washington,P10,56,18.19,,West Virginia,F,13,,
55,26-Mar-10,2010,3,ES,F,1,Duke,ACC,70,33.29,,Duke,F,13,,
55,26-Mar-10,2010,3,ES,U,4,Purdue,B10,57,22.05,,Duke,F,13,,
56,26-Mar-10,2010,3,ES,F,3,Baylor,B12,72,24.95,,Baylor,F,23,,
56,26-Mar-10,2010,3,ES,U,10,Saint Mary's,WCC,49,18.59,,Baylor,F,23,,
57,28-Mar-10,2010,4,WN,F,5,Michigan St.,B10,70,20.13,,Michigan St.,F,1,,
57,28-Mar-10,2010,4,WN,U,6,Tennessee,SEC,69,18.5,,Michigan St.,F,1,,
58,27-Mar-10,2010,4,WS,F,2,Kansas St.,B12,56,25.52,,Butler,U,-7,,
58,27-Mar-10,2010,4,WS,U,5,Butler,Horz,63,22.45,,Butler,U,-7,,
59,27-Mar-10,2010,4,EN,F,1,Kentucky,SEC,66,26.54,,West Virginia,U,-7,,
59,27-Mar-10,2010,4,EN,U,2,West Virginia,BE,73,25.54,,West Virginia,U,-7,,
60,28-Mar-10,2010,4,ES,F,1,Duke,ACC,78,33.29,,Duke,F,7,,
60,28-Mar-10,2010,4,ES,U,3,Baylor,B12,71,24.95,,Duke,F,7,,
61,3-Apr-10,2010,5,W4,F,5,Butler,Horz,52,22.45,,Butler,F,2,,
61,3-Apr-10,2010,5,W4,U,5,Michigan St.,B10,50,20.13,,Butler,F,2,,
62,3-Apr-10,2010,5,E4,F,1,Duke,ACC,78,33.29,,Duke,F,21,,
62,3-Apr-10,2010,5,E4,U,2,West Virginia,BE,57,25.54,,Duke,F,21,,
63,5-Apr-10,2010,6,Championship,F,1,Duke,ACC,61,33.29,,Duke,F,2,,
63,5-Apr-10,2010,6,Championship,U,5,Butler,Horz,59,22.45,,Duke,F,2,,
-4,15-Mar-11,2011,PI,EN,F,12,Clemson,ACC,70,18.16,,Clemson,F,18,,
-4,15-Mar-11,2011,PI,EN,U,12,UAB,CUSA,52,11.64,,Clemson,F,18,,
-3,16-Mar-11,2011,PI,EN,F,16,UTSA,Slnd,70,-5.32,,UTSA,F,9,,
-3,16-Mar-11,2011,PI,EN,U,16,Alabama St.,SWAC,61,-13.19,,UTSA,F,9,,
-2,15-Mar-11,2011,PI,ES,F,16,UNC Asheville,BSth,81,1.91,1 OT,UNC Asheville,F,4,,
-2,15-Mar-11,2011,PI,ES,U,16,Arkansas Little Rock,SB,77,-4.53,1 OT,UNC Asheville,F,4,,
-1,16-Mar-11,2011,PI,WS,F,11,VCU,CAA,59,13.49,,VCU,F,13,,
-1,16-Mar-11,2011,PI,WS,U,11,USC,P10,46,13.29,,VCU,F,13,,
1,18-Mar-11,2011,1,EN,F,1,Ohio St.,B10,75,33.47,,Ohio St.,F,29,,
1,18-Mar-11,2011,1,EN,U,16,UTSA,Slnd,46,-5.32,,Ohio St.,F,29,,
2,18-Mar-11,2011,1,EN,F,8,George Mason,CAA,61,18.3,,George Mason,F,4,,
2,18-Mar-11,2011,1,EN,U,9,Villanova,BE,57,17.83,,George Mason,F,4,,
3,17-Mar-11,2011,1,EN,F,5,West Virginia,BE,84,20.11,,West Virginia,F,8,,
3,17-Mar-11,2011,1,EN,U,12,Clemson,ACC,76,18.16,,West Virginia,F,8,,
4,17-Mar-11,2011,1,EN,F,4,Kentucky,SEC,59,25.82,,Kentucky,F,2,,
4,17-Mar-11,2011,1,EN,U,13,Princeton,Ivy,57,9.09,,Kentucky,F,2,,
5,18-Mar-11,2011,1,EN,F,11,Marquette,CUSA,66,18.14,,Marquette,F,11,,
5,18-Mar-11,2011,1,EN,U,6,Xavier,A10,55,16.02,,Marquette,F,11,,
6,18-Mar-11,2011,1,EN,F,3,Syracuse,BE,77,22.49,,Syracuse,F,17,,
6,18-Mar-11,2011,1,EN,U,14,Indiana St.,MVC,60,5.45,,Syracuse,F,17,,
7,18-Mar-11,2011,1,EN,F,7,Washington,P10,68,21.69,,Washington,F,3,,
7,18-Mar-11,2011,1,EN,U,10,Georgia,SEC,65,12.24,,Washington,F,3,,
8,18-Mar-11,2011,1,EN,F,2,North Carolina,ACC,102,22.18,,North Carolina,F,15,,
8,18-Mar-11,2011,1,EN,U,15,LIU Brooklyn,NEC,87,5.43,,North Carolina,F,15,,
9,18-Mar-11,2011,1,WN,F,1,Duke,ACC,87,28.42,,Duke,F,42,,
9,18-Mar-11,2011,1,WN,U,16,Hampton,MEAC,45,-4.21,,Duke,F,42,,
10,18-Mar-11,2011,1,WN,F,8,Michigan,B10,75,17.69,,Michigan,F,30,,
10,18-Mar-11,2011,1,WN,U,9,Tennessee,SEC,45,12.41,,Michigan,F,30,,
11,18-Mar-11,2011,1,WN,F,5,Arizona,P10,77,19.65,,Arizona,F,2,,
11,18-Mar-11,2011,1,WN,U,12,Memphis,CUSA,75,6.98,,Arizona,F,2,,
12,18-Mar-11,2011,1,WN,F,4,Texas,B12,85,25.93,,Texas,F,4,,
12,18-Mar-11,2011,1,WN,U,13,Oakland,MCon,81,13.31,,Texas,F,4,,
13,17-Mar-11,2011,1,WN,F,6,Cincinnati,CUSA,78,19.41,,Cincinnati,F,15,,
13,17-Mar-11,2011,1,WN,U,11,Missouri,B12,63,15.54,,Cincinnati,F,15,,
14,17-Mar-11,2011,1,WN,F,3,Connecticut,BE,81,23.93,,Connecticut,F,29,,
14,17-Mar-11,2011,1,WN,U,14,Bucknell,Pat,52,6.57,,Connecticut,F,29,,
15,17-Mar-11,2011,1,WN,F,7,Temple,A10,66,16.84,,Temple,F,2,,
15,17-Mar-11,2011,1,WN,U,10,Penn St.,B10,64,14.88,,Temple,F,2,,
16,17-Mar-11,2011,1,WN,F,2,San Diego St.,MWC,68,24.98,,San Diego St.,F,18,,
16,17-Mar-11,2011,1,WN,U,15,Northern Colorado,ind,50,4.05,,San Diego St.,F,18,,
17,18-Mar-11,2011,1,WS,F,1,Kansas,B12,72,28.38,,Kansas,F,19,,
17,18-Mar-11,2011,1,WS,U,16,Boston University,AE,53,-0.5,,Kansas,F,19,,
18,18-Mar-11,2011,1,WS,F,9,Illinois,B10,73,20.14,,Illinois,F,11,,
18,18-Mar-11,2011,1,WS,U,8,UNLV,MWC,62,17.75,,Illinois,F,11,,
19,17-Mar-11,2011,1,WS,F,5,Vanderbilt,SEC,66,17.33,,Richmond,U,-3,,
19,17-Mar-11,2011,1,WS,U,12,Richmond,A10,69,16.01,,Richmond,U,-3,,
20,17-Mar-11,2011,1,WS,F,4,Louisville,CUSA,61,22.26,,Morehead St.,U,-1,,
20,17-Mar-11,2011,1,WS,U,13,Morehead St.,OVC,62,7.01,,Morehead St.,U,-1,,
21,18-Mar-11,2011,1,WS,F,6,Georgetown,BE,56,17.65,,VCU,U,-18,,
21,18-Mar-11,2011,1,WS,U,11,VCU,CAA,74,13.49,,VCU,U,-18,,
22,18-Mar-11,2011,1,WS,F,3,Purdue,B10,65,24.79,,Purdue,F,22,,
22,18-Mar-11,2011,1,WS,U,14,Saint Peter's,MAAC,43,2.73,,Purdue,F,22,,
23,18-Mar-11,2011,1,WS,F,10,Florida St.,ACC,57,16.76,,Florida St.,F,7,,
23,18-Mar-11,2011,1,WS,U,7,Texas A&M,B12,50,14.62,,Florida St.,F,7,,
24,18-Mar-11,2011,1,WS,F,2,Notre Dame,BE,69,23.25,,Notre Dame,F,13,,
24,18-Mar-11,2011,1,WS,U,15,Akron,MAC,56,4.09,,Notre Dame,F,13,,
25,17-Mar-11,2011,1,ES,F,1,Pittsburgh,BE,74,27.08,,Pittsburgh,F,23,,
25,17-Mar-11,2011,1,ES,U,16,UNC Asheville,BSth,51,1.91,,Pittsburgh,F,23,,
26,17-Mar-11,2011,1,ES,F,8,Butler,Horz,60,16.46,,Butler,F,2,,
26,17-Mar-11,2011,1,ES,U,9,Old Dominion,CAA,58,14.66,,Butler,F,2,,
27,17-Mar-11,2011,1,ES,F,12,Utah St.,BW,68,19.32,,Kansas St.,U,-5,,
27,17-Mar-11,2011,1,ES,U,5,Kansas St.,B12,73,17.42,,Kansas St.,U,-5,,
28,17-Mar-11,2011,1,ES,F,4,Wisconsin,B10,72,25.84,,Wisconsin,F,14,,
28,17-Mar-11,2011,1,ES,U,13,Belmont,ASun,58,18.48,,Wisconsin,F,14,,
29,17-Mar-11,2011,1,ES,F,11,Gonzaga,WCC,86,16.45,,Gonzaga,F,15,,
29,17-Mar-11,2011,1,ES,U,6,St. John's,BE,71,15.87,,Gonzaga,F,15,,
30,17-Mar-11,2011,1,ES,F,3,BYU,MWC,74,23.22,,BYU,F,8,,
30,17-Mar-11,2011,1,ES,U,14,Wofford,SC,66,8.17,,BYU,F,8,,
31,17-Mar-11,2011,1,ES,F,10,Michigan St.,B10,76,15.08,,UCLA,U,-2,,
31,17-Mar-11,2011,1,ES,U,7,UCLA,P10,78,13.57,,UCLA,U,-2,,
32,17-Mar-11,2011,1,ES,F,2,Florida,SEC,79,20.61,,Florida,F,28,,
32,17-Mar-11,2011,1,ES,U,15,UC Santa Barbara,BW,51,3.15,,Florida,F,28,,
33,20-Mar-11,2011,2,EN,F,1,Ohio St.,B10,98,33.47,,Ohio St.,F,32,,
33,20-Mar-11,2011,2,EN,U,8,George Mason,CAA,66,18.3,,Ohio St.,F,32,,
34,19-Mar-11,2011,2,EN,F,4,Kentucky,SEC,71,25.82,,Kentucky,F,8,,
34,19-Mar-11,2011,2,EN,U,5,West Virginia,BE,63,20.11,,Kentucky,F,8,,
35,20-Mar-11,2011,2,EN,F,3,Syracuse,BE,62,22.49,,Marquette,U,-4,,
35,20-Mar-11,2011,2,EN,U,11,Marquette,CUSA,66,18.14,,Marquette,U,-4,,
36,20-Mar-11,2011,2,EN,F,2,North Carolina,ACC,86,22.18,,North Carolina,F,3,,
36,20-Mar-11,2011,2,EN,U,7,Washington,P10,83,21.69,,North Carolina,F,3,,
37,20-Mar-11,2011,2,WN,F,1,Duke,ACC,73,28.42,,Duke,F,2,,
37,20-Mar-11,2011,2,WN,U,8,Michigan,B10,71,17.69,,Duke,F,2,,
38,20-Mar-11,2011,2,WN,F,4,Texas,B12,69,25.93,,Arizona,U,-1,,
38,20-Mar-11,2011,2,WN,U,5,Arizona,P10,70,19.65,,Arizona,U,-1,,
39,19-Mar-11,2011,2,WN,F,3,Connecticut,BE,69,23.93,,Connecticut,F,11,,
39,19-Mar-11,2011,2,WN,U,6,Cincinnati,CUSA,58,19.41,,Connecticut,F,11,,
40,19-Mar-11,2011,2,WN,F,2,San Diego St.,MWC,71,24.98,2 OT,San Diego St.,F,7,,
40,19-Mar-11,2011,2,WN,U,7,Temple,A10,64,16.84,2 OT,San Diego St.,F,7,,
41,20-Mar-11,2011,2,WS,F,1,Kansas,B12,73,28.38,,Kansas,F,14,,
41,20-Mar-11,2011,2,WS,U,9,Illinois,B10,59,20.14,,Kansas,F,14,,
42,19-Mar-11,2011,2,WS,F,12,Richmond,A10,65,16.01,,Richmond,F,17,,
42,19-Mar-11,2011,2,WS,U,13,Morehead St.,OVC,48,7.01,,Richmond,F,17,,
43,20-Mar-11,2011,2,WS,F,3,Purdue,B10,76,24.79,,VCU,U,-18,,
43,20-Mar-11,2011,2,WS,U,11,VCU,CAA,94,13.49,,VCU,U,-18,,
44,20-Mar-11,2011,2,WS,F,2,Notre Dame,BE,57,23.25,,Florida St.,U,-14,,
44,20-Mar-11,2011,2,WS,U,10,Florida St.,ACC,71,16.76,,Florida St.,U,-14,,
45,19-Mar-11,2011,2,ES,F,1,Pittsburgh,BE,70,27.08,,Butler,U,-1,,
45,19-Mar-11,2011,2,ES,U,8,Butler,Horz,71,16.46,,Butler,U,-1,,
46,19-Mar-11,2011,2,ES,F,4,Wisconsin,B10,70,25.84,,Wisconsin,F,5,,
46,19-Mar-11,2011,2,ES,U,5,Kansas St.,B12,65,17.42,,Wisconsin,F,5,,
47,19-Mar-11,2011,2,ES,F,3,BYU,MWC,89,23.22,,BYU,F,22,,
47,19-Mar-11,2011,2,ES,U,11,Gonzaga,WCC,67,16.45,,BYU,F,22,,
48,19-Mar-11,2011,2,ES,F,2,Florida,SEC,73,20.61,,Florida,F,8,,
48,19-Mar-11,2011,2,ES,U,7,UCLA,P10,65,13.57,,Florida,F,8,,
49,25-Mar-11,2011,3,EN,F,1,Ohio St.,B10,60,33.47,,Kentucky,U,-2,,
49,25-Mar-11,2011,3,EN,U,4,Kentucky,SEC,62,25.82,,Kentucky,U,-2,,
50,25-Mar-11,2011,3,EN,F,2,North Carolina,ACC,81,22.18,,North Carolina,F,18,,
50,25-Mar-11,2011,3,EN,U,11,Marquette,CUSA,63,18.14,,North Carolina,F,18,,
51,24-Mar-11,2011,3,WN,F,1,Duke,ACC,77,28.42,,Arizona,U,-16,,
51,24-Mar-11,2011,3,WN,U,5,Arizona,P10,93,19.65,,Arizona,U,-16,,
52,24-Mar-11,2011,3,WN,F,2,San Diego St.,MWC,67,24.98,,Connecticut,U,-7,,
52,24-Mar-11,2011,3,WN,U,3,Connecticut,BE,74,23.93,,Connecticut,U,-7,,
53,25-Mar-11,2011,3,WS,F,1,Kansas,B12,77,28.38,,Kansas,F,20,,
53,25-Mar-11,2011,3,WS,U,12,Richmond,A10,57,16.01,,Kansas,F,20,,
54,25-Mar-11,2011,3,WS,F,10,Florida St.,ACC,71,16.76,1 OT,VCU,U,-1,,
54,25-Mar-11,2011,3,WS,U,11,VCU,CAA,72,13.49,1 OT,VCU,U,-1,,
55,24-Mar-11,2011,3,ES,F,3,BYU,MWC,74,23.22,1 OT,Florida,U,-9,,
55,24-Mar-11,2011,3,ES,U,2,Florida,SEC,83,20.61,1 OT,Florida,U,-9,,
56,24-Mar-11,2011,3,ES,F,4,Wisconsin,B10,54,25.84,,Butler,U,-7,,
56,24-Mar-11,2011,3,ES,U,8,Butler,Horz,61,16.46,,Butler,U,-7,,
57,27-Mar-11,2011,4,EN,F,4,Kentucky,SEC,76,25.82,,Kentucky,F,7,,
57,27-Mar-11,2011,4,EN,U,2,North Carolina,ACC,69,22.18,,Kentucky,F,7,,
58,26-Mar-11,2011,4,WN,F,3,Connecticut,BE,65,23.93,,Connecticut,F,2,,
58,26-Mar-11,2011,4,WN,U,5,Arizona,P10,63,19.65,,Connecticut,F,2,,
59,27-Mar-11,2011,4,WS,F,1,Kansas,B12,61,28.38,,VCU,U,-10,,
59,27-Mar-11,2011,4,WS,U,11,VCU,CAA,71,13.49,,VCU,U,-10,,
60,26-Mar-11,2011,4,ES,F,2,Florida,SEC,71,20.61,1 OT,Butler,U,-3,,
60,26-Mar-11,2011,4,ES,U,8,Butler,Horz,74,16.46,1 OT,Butler,U,-3,,
61,2-Apr-11,2011,5,E4,F,4,Kentucky,SEC,55,25.82,,Connecticut,U,-1,,
61,2-Apr-11,2011,5,E4,U,3,Connecticut,BE,56,23.93,,Connecticut,U,-1,,
62,2-Apr-11,2011,5,W4,F,8,Butler,Horz,70,16.46,,Butler,F,8,,
62,2-Apr-11,2011,5,W4,U,11,VCU,CAA,62,13.49,,Butler,F,8,,
63,4-Apr-11,2011,6,Championship,F,3,Connecticut,BE,53,23.93,,Connecticut,F,12,,
63,4-Apr-11,2011,6,Championship,U,8,Butler,Horz,41,16.46,,Connecticut,F,12,,
-4,14-Mar-12,2012,PI,WS,F,12,California,P10,54,16.37,,South Florida,U,-11,,
-4,14-Mar-12,2012,PI,WS,U,12,South Florida,CUSA,65,13.13,,South Florida,U,-11,,
-3,14-Mar-12,2012,PI,WS,F,16,Lamar,Slnd,59,6.33,,Vermont,U,-12,,
-3,14-Mar-12,2012,PI,WS,U,16,Vermont,AE,71,5.17,,Vermont,U,-12,,
-2,13-Mar-12,2012,PI,ES,F,16,Western Kentucky,SB,59,-2.67,,Western Kentucky,F,1,,
-2,13-Mar-12,2012,PI,ES,U,16,Mississippi Valley St.,SWAC,58,-6.3,,Western Kentucky,F,1,,
-1,13-Mar-12,2012,PI,WN,F,14,BYU,MWC,78,12.79,,BYU,F,6,,
-1,13-Mar-12,2012,PI,WN,U,14,Iona,MAAC,72,12.26,,BYU,F,6,,
1,15-Mar-12,2012,1,WN,F,1,Kentucky,SEC,81,32.59,,Kentucky,F,15,,
1,15-Mar-12,2012,1,WN,U,16,Western Kentucky,SB,66,-2.67,,Kentucky,F,15,,
2,15-Mar-12,2012,1,WN,F,8,Iowa St.,B12,77,16.69,,Iowa St.,F,13,,
2,15-Mar-12,2012,1,WN,U,9,Connecticut,BE,64,14.53,,Iowa St.,F,13,,
3,15-Mar-12,2012,1,WN,F,5,Wichita St.,MVC,59,22.36,,VCU,U,-3,,
3,15-Mar-12,2012,1,WN,U,12,VCU,CAA,62,13.45,,VCU,U,-3,,
4,15-Mar-12,2012,1,WN,F,4,Indiana,B10,79,22.55,,Indiana,F,13,,
4,15-Mar-12,2012,1,WN,U,13,New Mexico St.,SB,66,11.22,,Indiana,F,13,,
5,15-Mar-12,2012,1,WN,F,6,UNLV,MWC,64,14.97,,Colorado,U,-4,,
5,15-Mar-12,2012,1,WN,U,11,Colorado,B12,68,8.89,,Colorado,U,-4,,
6,15-Mar-12,2012,1,WN,F,3,Baylor,B12,68,21.29,,Baylor,F,8,,
6,15-Mar-12,2012,1,WN,U,14,South Dakota St.,ind,60,11.62,,Baylor,F,8,,
7,16-Mar-12,2012,1,WN,F,7,Notre Dame,BE,63,14.22,,Xavier,U,-4,,
7,16-Mar-12,2012,1,WN,U,10,Xavier,A10,67,12.59,,Xavier,U,-4,,
8,16-Mar-12,2012,1,WN,F,2,Duke,ACC,70,19.7,,Lehigh,U,-5,,
8,16-Mar-12,2012,1,WN,U,15,Lehigh,Pat,75,9.29,,Lehigh,U,-5,,
9,16-Mar-12,2012,1,WS,F,1,Michigan St.,B10,89,27.87,,Michigan St.,F,22,,
9,16-Mar-12,2012,1,WS,U,16,LIU Brooklyn,NEC,67,0.75,,Michigan St.,F,22,,
10,16-Mar-12,2012,1,WS,F,8,Memphis,CUSA,54,21.9,,Saint Louis,U,-7,,
10,16-Mar-12,2012,1,WS,U,9,Saint Louis,CUSA,61,21.2,,Saint Louis,U,-7,,
11,15-Mar-12,2012,1,WS,F,5,New Mexico,MWC,75,19.45,,New Mexico,F,7,,
11,15-Mar-12,2012,1,WS,U,12,Long Beach St.,BW,68,15.27,,New Mexico,F,7,,
12,15-Mar-12,2012,1,WS,F,4,Louisville,CUSA,69,20.67,,Louisville,F,7,,
12,15-Mar-12,2012,1,WS,U,13,Davidson,SC,62,10.65,,Louisville,F,7,,
13,15-Mar-12,2012,1,WS,F,6,Murray St.,OVC,58,15.34,,Murray St.,F,17,,
13,15-Mar-12,2012,1,WS,U,11,Colorado St.,MWC,41,8.17,,Murray St.,F,17,,
14,15-Mar-12,2012,1,WS,F,3,Marquette,CUSA,88,20.22,,Marquette,F,20,,
14,15-Mar-12,2012,1,WS,U,14,BYU,MWC,68,12.79,,Marquette,F,20,,
15,16-Mar-12,2012,1,WS,F,7,Florida,SEC,71,22.47,,Florida,F,26,,
15,16-Mar-12,2012,1,WS,U,10,Virginia,ACC,45,15.85,,Florida,F,26,,
16,16-Mar-12,2012,1,WS,F,2,Missouri,B12,84,25.28,,Norfolk St.,U,-2,,
16,16-Mar-12,2012,1,WS,U,15,Norfolk St.,MEAC,86,-1.82,,Norfolk St.,U,-2,,
17,15-Mar-12,2012,1,EN,F,1,Syracuse,BE,72,26.04,,Syracuse,F,7,,
17,15-Mar-12,2012,1,EN,U,16,UNC Asheville,BSth,65,5.5,,Syracuse,F,7,,
18,15-Mar-12,2012,1,EN,F,8,Kansas St.,B12,70,17.52,,Kansas St.,F,6,,
18,15-Mar-12,2012,1,EN,U,9,Southern Miss,CUSA,64,10.83,,Kansas St.,F,6,,
19,15-Mar-12,2012,1,EN,F,5,Vanderbilt,SEC,79,20.9,,Vanderbilt,F,9,,
19,15-Mar-12,2012,1,EN,U,12,Harvard,Ivy,70,14.34,,Vanderbilt,F,9,,
20,15-Mar-12,2012,1,EN,F,4,Wisconsin,B10,73,24.09,,Wisconsin,F,24,,
20,15-Mar-12,2012,1,EN,U,13,Montana,BSky,49,6.76,,Wisconsin,F,24,,
21,16-Mar-12,2012,1,EN,F,6,Cincinnati,CUSA,65,16.03,,Cincinnati,F,6,,
21,16-Mar-12,2012,1,EN,U,11,Texas,B12,59,15.9,,Cincinnati,F,6,,
22,16-Mar-12,2012,1,EN,F,3,Florida St.,ACC,66,17.14,,Florida St.,F,3,,
22,16-Mar-12,2012,1,EN,U,14,St. Bonaventure,A10,63,11.78,,Florida St.,F,3,,
23,15-Mar-12,2012,1,EN,F,7,Gonzaga,WCC,77,18.39,,Gonzaga,F,23,,
23,15-Mar-12,2012,1,EN,U,10,West Virginia,BE,54,13.56,,Gonzaga,F,23,,
24,15-Mar-12,2012,1,EN,F,2,Ohio St.,B10,78,30.07,,Ohio St.,F,19,,
24,15-Mar-12,2012,1,EN,U,15,Loyola MD,MAAC,59,3.91,,Ohio St.,F,19,,
25,16-Mar-12,2012,1,ES,F,1,North Carolina,ACC,77,25.44,,North Carolina,F,19,,
25,16-Mar-12,2012,1,ES,U,16,Vermont,AE,58,5.17,,North Carolina,F,19,,
26,16-Mar-12,2012,1,ES,F,9,Alabama,SEC,57,16.69,,Creighton,U,-1,,
26,16-Mar-12,2012,1,ES,U,8,Creighton,MVC,58,16.47,,Creighton,U,-1,,
27,16-Mar-12,2012,1,ES,F,5,Temple,A10,44,14.49,,South Florida,U,-14,,
27,16-Mar-12,2012,1,ES,U,12,South Florida,CUSA,58,13.13,,South Florida,U,-14,,
28,16-Mar-12,2012,1,ES,F,4,Michigan,B10,60,17.52,,Ohio,U,-5,,
28,16-Mar-12,2012,1,ES,U,13,Ohio,MAC,65,11.88,,Ohio,U,-5,,
29,16-Mar-12,2012,1,ES,F,11,North Carolina St.,ACC,79,14.22,,North Carolina St.,F,14,,
29,16-Mar-12,2012,1,ES,U,6,San Diego St.,MWC,65,11.16,,North Carolina St.,F,14,,
30,16-Mar-12,2012,1,ES,F,3,Georgetown,BE,74,21.05,,Georgetown,F,15,,
30,16-Mar-12,2012,1,ES,U,14,Belmont,ASun,59,16.96,,Georgetown,F,15,,
31,16-Mar-12,2012,1,ES,F,10,Purdue,B10,72,16.25,,Purdue,F,3,,
31,16-Mar-12,2012,1,ES,U,7,Saint Mary's,WCC,69,15.48,,Purdue,F,3,,
32,16-Mar-12,2012,1,ES,F,2,Kansas,B12,65,26.91,,Kansas,F,15,,
32,16-Mar-12,2012,1,ES,U,15,Detroit,Horz,50,5.48,,Kansas,F,15,,
33,17-Mar-12,2012,2,WN,F,1,Kentucky,SEC,87,32.59,,Kentucky,F,16,,
33,17-Mar-12,2012,2,WN,U,8,Iowa St.,B12,71,16.69,,Kentucky,F,16,,
34,18-Mar-12,2012,2,WN,F,10,Xavier,A10,70,12.59,,Xavier,F,12,,
34,18-Mar-12,2012,2,WN,U,15,Lehigh,Pat,58,9.29,,Xavier,F,12,,
35,17-Mar-12,2012,2,WN,F,4,Indiana,B10,63,22.55,,Indiana,F,2,,
35,17-Mar-12,2012,2,WN,U,12,VCU,CAA,61,13.45,,Indiana,F,2,,
36,17-Mar-12,2012,2,WN,F,3,Baylor,B12,80,21.29,,Baylor,F,17,,
36,17-Mar-12,2012,2,WN,U,11,Colorado,B12,63,8.89,,Baylor,F,17,,
