"longv","latv","UTME","UTMN","gz","hem","mgrs"
0.666555555555556,-46.96244818005,"322478","4796366","31","S","31GCH2247896366"
1.99966666666667,-46.9168805223673,"423831","4803587","31","S","31GDJ2383103587"
3.33277777777778,-46.8713128646846,"525360","4809082","31","S","31GEJ2536009082"
4.66588888888889,-46.8257452070019,"627060","4812853","31","S","31GFJ2706012853"
5.999,-46.7801775493193,"728928","4814895","31","S","31GGJ2892814895"
-5.999,-46.7346098916366,"270879","4819959","30","S","30GTP7087919959"
-4.66588888888889,-46.6890422339539,"372618","4828043","30","S","30GUP7261828043"
-3.33277777777778,-46.6434745762712,"474533","4834400","30","S","30GVP7453334400"
-1.99966666666667,-46.5979069185885,"576619","4839031","30","S","30GWP7661939031"
-0.666555555555555,-46.5523392609058,"678875","4841936","30","S","30GXP7887541936"
0.666555555555556,-46.5067716032231,"320975","4846999","31","S","31GCJ2097546999"
1.99966666666667,-46.4612039455404,"423188","4854221","31","S","31GDJ2318854221"
3.33277777777778,-46.4156362878577,"525574","4859717","31","S","31GEJ2557459717"
4.66588888888889,-46.370068630175,"628130","4863485","31","S","31GFJ2813063485"
5.999,-46.3245009724924,"730854","4865525","31","S","31GGJ3085465525"
-5.999,-46.2789333148097,"268955","4870588","30","S","30GTP6895570588"
-4.66588888888889,-46.233365657127,"371550","4878675","30","S","30GUP7155078675"
-3.33277777777778,-46.1877979994443,"474320","4885033","30","S","30GVP7432085033"
-1.99966666666667,-46.1422303417616,"577259","4889663","30","S","30GWP7725989663"
-0.666555555555555,-46.0966626840789,"680367","4892565","30","S","30GXP8036792565"
0.666555555555556,-46.0510950263962,"319484","4897628","31","S","31GCJ1948497628"
1.99966666666667,-46.0055273687135,"422550","4904852","31","S","31GDK2255004852"
3.33277777777778,-45.9599597110308,"525786","4910347","31","S","31GEK2578610347"
4.66588888888889,-45.9143920533482,"629192","4914115","31","S","31GFK2919214115"
5.999,-45.8688243956655,"732765","4916152","31","S","31GGK3276516152"
-5.999,-45.8232567379828,"267045","4921215","30","S","30GTQ6704521215"
-4.66588888888889,-45.7776890803001,"370491","4929303","30","S","30GUQ7049129303"
-3.33277777777778,-45.7321214226174,"474108","4935661","30","S","30GVQ7410835661"
-1.99966666666667,-45.6865537649347,"577894","4940291","30","S","30GWQ7789440291"
-0.666555555555555,-45.640986107252,"681848","4943192","30","S","30GXQ8184843192"
0.666555555555556,-45.5954184495693,"318005","4948254","31","S","31GCK1800548254"
1.99966666666667,-45.5498507918866,"421916","4955478","31","S","31GDK2191655478"
3.33277777777778,-45.5042831342039,"525997","4960974","31","S","31GEK2599760974"
4.66588888888889,-45.4587154765213,"630245","4964740","31","S","31GFK3024564740"
5.999,-45.4131478188386,"734661","4966777","31","S","31GGK3466166777"
-5.999,-45.3675801611559,"265150","4971839","30","S","30GTQ6515071839"
-4.66588888888889,-45.3220125034732,"369440","4979927","30","S","30GUQ6944079927"
-3.33277777777778,-45.2764448457905,"473898","4986285","30","S","30GVQ7389886285"
-1.99966666666667,-45.2308771881078,"578524","4990915","30","S","30GWQ7852490915"
-0.666555555555555,-45.1853095304251,"683317","4993815","30","S","30GXQ8331793815"
0.666555555555556,-45.1397418727424,"316537","4998877","31","S","31GCK1653798877"
1.99966666666667,-45.0941742150597,"421288","5006101","31","S","31GDL2128806101"
3.33277777777778,-45.048606557377,"526206","5011596","31","S","31GEL2620611596"
4.66588888888889,-45.0030388996944,"631291","5015362","31","S","31GFL3129115362"
5.999,-44.9574712420117,"736542","5017398","31","S","31GGL3654217398"
-5.999,-44.911903584329,"263270","5022460","30","S","30GTR6327022460"
-4.66588888888889,-44.8663359266463,"368397","5030548","30","S","30GUR6839730548"
-3.33277777777778,-44.8207682689636,"473690","5036906","30","S","30GVR7369036906"
-1.99966666666667,-44.7752006112809,"579149","5041535","30","S","30GWR7914941535"
-0.666555555555555,-44.7296329535982,"684775","5044434","30","S","30GXR8477544434"
0.666555555555556,-44.6840652959155,"315080","5049496","31","S","31GCL1508049496"
1.99966666666667,-44.6384976382328,"420664","5056720","31","S","31GDL2066456720"
3.33277777777778,-44.5929299805502,"526413","5062214","31","S","31GEL2641362214"
4.66588888888889,-44.5473623228675,"632327","5065980","31","S","31GFL3232765980"
5.999,-44.5017946651848,"738409","5068016","31","S","31GGL3840968016"
-5.999,-44.4562270075021,"261406","5073078","30","S","30GTR6140673078"
-4.66588888888889,-44.4106593498194,"367363","5081165","30","S","30GUR6736381165"
-3.33277777777778,-44.3650916921367,"473484","5087522","30","S","30GVR7348487522"
-1.99966666666667,-44.319524034454,"579769","5092151","30","S","30GWR7976992151"
-0.666555555555555,-44.2739563767713,"686220","5095051","30","S","30GXR8622095051"
0.666555555555556,-44.2283887190886,"313636","5100112","31","S","31GCM1363600112"
1.99966666666667,-44.1828210614059,"420046","5107335","31","S","31GDM2004607335"
3.33277777777778,-44.1372534037233,"526619","5112829","31","S","31GEM2661912829"
4.66588888888889,-44.0916857460406,"633356","5116595","31","S","31GFM3335616595"
5.999,-44.0461180883579,"740260","5118631","31","S","31GGM4026018631"
-5.999,-44.0005504306752,"259556","5123693","30","S","30GTS5955623693"
-4.66588888888889,-43.9549827729925,"366337","5131778","30","S","30GUS6633731778"
-3.33277777777778,-43.9094151153098,"473279","5138134","30","S","30GVS7327938134"
-1.99966666666667,-43.8638474576271,"580384","5142763","30","S","30GWS8038442763"
-0.666555555555555,-43.8182797999444,"687654","5145664","30","S","30GXS8765445664"
0.666555555555556,-43.7727121422617,"312203","5150725","31","S","31GCM1220350725"
1.99966666666667,-43.727144484579,"419432","5157946","31","S","31GDM1943257946"
3.33277777777778,-43.6815768268964,"526822","5163439","31","S","31GEM2682263439"
4.66588888888889,-43.6360091692137,"634376","5167205","31","S","31GFM3437667205"
5.999,-43.590441511531,"742096","5169244","31","S","31GGM4209669244"
-5.999,-43.5448738538483,"257722","5174305","30","S","30GTS5772274305"
-4.66588888888889,-43.4993061961656,"365320","5182388","30","S","30GUS6532082388"
-3.33277777777778,-43.4537385384829,"473076","5188742","30","S","30GVS7307688742"
-1.99966666666667,-43.4081708808002,"580994","5193371","30","S","30GWS8099493371"
-0.666555555555555,-43.3626032231175,"689076","5196273","30","S","30GXS8907696273"
0.666555555555556,-43.3170355654348,"310782","5201334","31","S","31GCN1078201334"
1.99966666666667,-43.2714679077522,"418824","5208553","31","S","31GDN1882408553"
3.33277777777778,-43.2259002500695,"527025","5214045","31","S","31GEN2702514045"
4.66588888888889,-43.1803325923868,"635387","5217812","31","S","31GFN3538717812"
5.999,-43.1347649347041,"743916","5219853","31","S","31GGN4391619853"
-5.999,-43.0891972770214,"255903","5224914","30","S","30GTT5590324914"
-4.66588888888889,-43.0436296193387,"364311","5232994","30","S","30GUT6431132994"
-3.33277777777778,-42.998061961656,"472875","5239347","30","S","30GVT7287539347"
-1.99966666666667,-42.9524943039733,"581599","5243975","30","S","30GWT8159943975"
-0.666555555555555,-42.9069266462906,"690486","5246879","30","S","30GXT9048646879"
0.666555555555556,-42.8613589886079,"309374","5251940","31","S","31GCN0937451940"
1.99966666666667,-42.8157913309253,"418221","5259156","31","S","31GDN1822159156"
3.33277777777778,-42.7702236732426,"527225","5264647","31","S","31GEN2722564647"
4.66588888888889,-42.7246560155599,"636390","5268415","31","S","31GFN3639068415"
5.999,-42.6790883578772,"745721","5270459","31","S","31GGN4572170459"
-5.999,-42.6335207001945,"254099","5275520","30","S","30GTT5409975520"
-4.66588888888889,-42.5879530425118,"363311","5283596","30","S","30GUT6331183596"
-3.33277777777778,-42.5423853848291,"472675","5289947","30","S","30GVT7267589947"
-1.99966666666667,-42.4968177271464,"582198","5294575","30","S","30GWT8219894575"
-0.666555555555555,-42.4512500694637,"691884","5297482","30","S","30GXT9188497482"
0.666555555555556,-42.4056824117811,"307977","5302542","31","S","31GCP0797702542"
1.99966666666667,-42.3601147540984,"417623","5309755","31","S","31GDP1762309755"
3.33277777777778,-42.3145470964157,"527424","5315245","31","S","31GEP2742415245"
4.66588888888889,-42.268979438733,"637384","5319015","31","S","31GFP3738419015"
5.999,-42.2234117810503,"747511","5321063","31","S","31GGP4751121063"
