GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,Winner,Result
-2,13/Mar/2012,2012,PI,ES,U,16,Mississippi Valley State,SWAC,58,Western Kentucky,F
-1,13/Mar/2012,2012,PI,WN,F,14,Brigham Young,MWC,78,BYU,F
-1,13/Mar/2012,2012,PI,WN,U,14,Iona,MAAC,72,BYU,F
1,15/Mar/2012,2012,1,EN,F,1,Syracuse,BE,72,Syracuse,F
1,15/Mar/2012,2012,1,EN,U,16,North Carolina-Asheville,BSth,65,Syracuse,F
2,15/Mar/2012,2012,1,EN,F,8,Kansas State,B12,70,Kansas St.,F
2,15/Mar/2012,2012,1,EN,U,9,Southern Mississippi,CUSA,64,Kansas St.,F
3,15/Mar/2012,2012,1,EN,F,5,Vanderbilt,SEC,79,Vanderbilt,F
3,15/Mar/2012,2012,1,EN,U,12,Harvard,Ivy,70,Vanderbilt,F
4,15/Mar/2012,2012,1,EN,F,4,Wisconsin,B10,73,Wisconsin,F
4,15/Mar/2012,2012,1,EN,U,13,Montana,BSky,49,Wisconsin,F
5,16/Mar/2012,2012,1,EN,F,6,Cincinnati,CUSA,65,Cincinnati,F
5,16/Mar/2012,2012,1,EN,U,11,Texas,B12,59,Cincinnati,F
6,16/Mar/2012,2012,1,EN,F,3,Florida State,ACC,66,Florida St.,F
6,16/Mar/2012,2012,1,EN,U,14,St. Bonaventure,A10,63,Florida St.,F
7,15/Mar/2012,2012,1,EN,F,7,Gonzaga,WCC,77,Gonzaga,F
7,15/Mar/2012,2012,1,EN,U,10,West Virginia,BE,54,Gonzaga,F
8,15/Mar/2012,2012,1,EN,F,2,Ohio State,B10,78,Ohio St.,F
8,15/Mar/2012,2012,1,EN,U,15,Loyola (MD),MAAC,59,Ohio St.,F
9,16/Mar/2012,2012,1,WN,F,1,Michigan State,B10,89,Michigan St.,F
9,16/Mar/2012,2012,1,WN,U,16,Long Island University,NEC,67,Michigan St.,F
10,16/Mar/2012,2012,1,WN,F,8,Memphis,CUSA,54,Saint Louis,U
10,16/Mar/2012,2012,1,WN,U,9,Saint Louis,CUSA,61,Saint Louis,U
11,15/Mar/2012,2012,1,WN,F,5,New Mexico,MWC,75,New Mexico,F
11,15/Mar/2012,2012,1,WN,U,12,Long Beach State,BW,68,New Mexico,F
12,15/Mar/2012,2012,1,WN,F,4,Louisville,CUSA,69,Louisville,F
12,15/Mar/2012,2012,1,WN,U,13,Davidson,SC,62,Louisville,F
13,15/Mar/2012,2012,1,WN,F,6,Murray State,OVC,58,Murray St.,F
13,15/Mar/2012,2012,1,WN,U,11,Colorado State,MWC,41,Murray St.,F
14,15/Mar/2012,2012,1,WN,F,3,Marquette,CUSA,88,Marquette,F
14,15/Mar/2012,2012,1,WN,U,14,Brigham Young,MWC,68,Marquette,F
15,16/Mar/2012,2012,1,WN,F,7,Florida,SEC,71,Florida,F
15,16/Mar/2012,2012,1,WN,U,10,Virginia,ACC,45,Florida,F
16,16/Mar/2012,2012,1,WN,F,2,Missouri,B12,84,Norfolk St.,U
16,16/Mar/2012,2012,1,WN,U,15,Norfolk State,MEAC,86,Norfolk St.,U
17,15/Mar/2012,2012,1,ES,F,1,Kentucky,SEC,81,Kentucky,F
17,15/Mar/2012,2012,1,ES,U,16,Western Kentucky,SB,66,Kentucky,F
18,15/Mar/2012,2012,1,ES,F,8,Iowa State,B12,77,Iowa St.,F
18,15/Mar/2012,2012,1,ES,U,9,Connecticut,BE,64,Iowa St.,F
19,15/Mar/2012,2012,1,ES,F,5,Wichita State,MVC,59,VCU,U
19,15/Mar/2012,2012,1,ES,U,12,Virginia Commonwealth,CAA,62,VCU,U
20,15/Mar/2012,2012,1,ES,F,4,Indiana,B10,79,Indiana,F
20,15/Mar/2012,2012,1,ES,U,13,New Mexico State,SB,66,Indiana,F
21,15/Mar/2012,2012,1,ES,F,6,Nevada-Las Vegas,MWC,64,Colorado,U
21,15/Mar/2012,2012,1,ES,U,11,Colorado,B12,68,Colorado,U
22,15/Mar/2012,2012,1,ES,F,3,Baylor,B12,68,Baylor,F
22,15/Mar/2012,2012,1,ES,U,14,South Dakota State,ind,60,Baylor,F
23,16/Mar/2012,2012,1,ES,F,7,Notre Dame,BE,63,Xavier,U
23,16/Mar/2012,2012,1,ES,U,10,Xavier,A10,67,Xavier,U
24,16/Mar/2012,2012,1,ES,F,2,Duke,ACC,70,Lehigh,U
24,16/Mar/2012,2012,1,ES,U,15,Lehigh,Pat,75,Lehigh,U
25,16/Mar/2012,2012,1,WS,F,1,North Carolina,ACC,77,North Carolina,F
25,16/Mar/2012,2012,1,WS,U,16,Vermont,AE,58,North Carolina,F
26,16/Mar/2012,2012,1,WS,F,9,Alabama,SEC,57,Creighton,U
26,16/Mar/2012,2012,1,WS,U,8,Creighton,MVC,58,Creighton,U
27,16/Mar/2012,2012,1,WS,F,11,North Carolina State,ACC,79,North Carolina St.,F
27,16/Mar/2012,2012,1,WS,U,6,San Diego State,MWC,65,North Carolina St.,F
28,16/Mar/2012,2012,1,WS,F,5,Temple,A10,44,South Florida,U
28,16/Mar/2012,2012,1,WS,U,12,South Florida,CUSA,58,South Florida,U
29,16/Mar/2012,2012,1,WS,F,10,Purdue,B10,72,Purdue,F
29,16/Mar/2012,2012,1,WS,U,7,Saint Mary's (CA),WCC,69,Purdue,F
30,16/Mar/2012,2012,1,WS,F,4,Michigan,B10,60,Ohio,U
30,16/Mar/2012,2012,1,WS,U,13,Ohio,MAC,65,Ohio,U
31,16/Mar/2012,2012,1,WS,F,2,Kansas,B12,65,Kansas,F
31,16/Mar/2012,2012,1,WS,U,15,Detroit Mercy,Horz,50,Kansas,F
32,16/Mar/2012,2012,1,WS,F,3,Georgetown,BE,74,Georgetown,F
32,16/Mar/2012,2012,1,WS,U,14,Belmont,ASun,59,Georgetown,F
33,17/Mar/2012,2012,2,EN,F,1,Syracuse,BE,75,Syracuse,F
33,17/Mar/2012,2012,2,EN,U,8,Kansas State,B12,59,Syracuse,F
34,17/Mar/2012,2012,2,EN,F,4,Wisconsin,B10,60,Wisconsin,F
34,17/Mar/2012,2012,2,EN,U,5,Vanderbilt,SEC,57,Wisconsin,F
35,18/Mar/2012,2012,2,EN,F,3,Florida State,ACC,56,Cincinnati,U
35,18/Mar/2012,2012,2,EN,U,6,Cincinnati,CUSA,62,Cincinnati,U
36,17/Mar/2012,2012,2,EN,F,2,Ohio State,B10,73,Ohio St.,F
36,17/Mar/2012,2012,2,EN,U,7,Gonzaga,WCC,66,Ohio St.,F
37,18/Mar/2012,2012,2,WN,F,1,Michigan State,B10,65,Michigan St.,F
37,18/Mar/2012,2012,2,WN,U,9,Saint Louis,CUSA,61,Michigan St.,F
38,18/Mar/2012,2012,2,WN,F,7,Florida,SEC,84,Florida,F
38,18/Mar/2012,2012,2,WN,U,15,Norfolk State,MEAC,50,Florida,F
39,17/Mar/2012,2012,2,WN,F,4,Louisville,CUSA,59,Louisville,F
39,17/Mar/2012,2012,2,WN,U,5,New Mexico,MWC,56,Louisville,F
40,17/Mar/2012,2012,2,WN,F,3,Marquette,CUSA,62,Marquette,F
40,17/Mar/2012,2012,2,WN,U,6,Murray State,OVC,53,Marquette,F
41,17/Mar/2012,2012,2,ES,F,1,Kentucky,SEC,87,Kentucky,F
41,17/Mar/2012,2012,2,ES,U,8,Iowa State,B12,71,Kentucky,F
42,18/Mar/2012,2012,2,ES,F,10,Xavier,A10,70,Xavier,F
42,18/Mar/2012,2012,2,ES,U,15,Lehigh,Pat,58,Xavier,F
43,17/Mar/2012,2012,2,ES,F,4,Indiana,B10,63,Indiana,F
43,17/Mar/2012,2012,2,ES,U,12,Virginia Commonwealth,CAA,61,Indiana,F
44,17/Mar/2012,2012,2,ES,F,3,Baylor,B12,80,Baylor,F
44,17/Mar/2012,2012,2,ES,U,11,Colorado,B12,63,Baylor,F
45,18/Mar/2012,2012,2,WS,F,1,North Carolina,ACC,87,North Carolina,F
45,18/Mar/2012,2012,2,WS,U,8,Creighton,MVC,73,North Carolina,F
46,18/Mar/2012,2012,2,WS,F,12,South Florida,CUSA,56,Ohio,U
46,18/Mar/2012,2012,2,WS,U,13,Ohio,MAC,62,Ohio,U
47,18/Mar/2012,2012,2,WS,F,3,Georgetown,BE,63,North Carolina St.,U
47,18/Mar/2012,2012,2,WS,U,11,North Carolina State,ACC,66,North Carolina St.,U
48,18/Mar/2012,2012,2,WS,F,2,Kansas,B12,63,Kansas,F
48,18/Mar/2012,2012,2,WS,U,10,Purdue,B10,60,Kansas,F
49,22/Mar/2012,2012,3,EN,F,1,Syracuse,BE,64,Syracuse,F
49,22/Mar/2012,2012,3,EN,U,4,Wisconsin,B10,63,Syracuse,F
50,22/Mar/2012,2012,3,EN,F,2,Ohio State,B10,81,Ohio St.,F
50,22/Mar/2012,2012,3,EN,U,6,Cincinnati,CUSA,66,Ohio St.,F
51,22/Mar/2012,2012,3,WN,F,1,Michigan State,B10,44,Louisville,U
51,22/Mar/2012,2012,3,WN,U,4,Louisville,CUSA,57,Louisville,U
52,22/Mar/2012,2012,3,WN,F,7,Florida,SEC,68,Florida,F
52,22/Mar/2012,2012,3,WN,U,3,Marquette,CUSA,58,Florida,F
53,23/Mar/2012,2012,3,ES,F,1,Kentucky,SEC,102,Kentucky,F
53,23/Mar/2012,2012,3,ES,U,4,Indiana,B10,90,Kentucky,F
54,23/Mar/2012,2012,3,ES,F,3,Baylor,B12,75,Baylor,F
54,23/Mar/2012,2012,3,ES,U,10,Xavier,A10,70,Baylor,F
55,23/Mar/2012,2012,3,WS,F,1,North Carolina,ACC,73,North Carolina,F
55,23/Mar/2012,2012,3,WS,U,13,Ohio,MAC,65,North Carolina,F
56,23/Mar/2012,2012,3,WS,F,2,Kansas,B12,60,Kansas,F
56,23/Mar/2012,2012,3,WS,U,11,North Carolina State,ACC,57,Kansas,F
57,24/Mar/2012,2012,4,EN,F,2,Ohio State,B10,77,Ohio St.,F
57,24/Mar/2012,2012,4,EN,U,1,Syracuse,BE,70,Ohio St.,F
58,24/Mar/2012,2012,4,WN,F,7,Florida,SEC,68,Louisville,U
58,24/Mar/2012,2012,4,WN,U,4,Louisville,CUSA,72,Louisville,U
59,25/Mar/2012,2012,4,ES,F,1,Kentucky,SEC,82,Kentucky,F
59,25/Mar/2012,2012,4,ES,U,3,Baylor,B12,70,Kentucky,F
60,25/Mar/2012,2012,4,WS,F,2,Kansas,B12,80,Kansas,F
60,25/Mar/2012,2012,4,WS,U,1,North Carolina,ACC,67,Kansas,F
61,31/Mar/2012,2012,5,W4,F,2,Ohio State,B10,62,Kansas,U
61,31/Mar/2012,2012,5,W4,U,2,Kansas,B12,64,Kansas,U
62,31/Mar/2012,2012,5,E4,F,1,Kentucky,SEC,69,Kentucky,F
62,31/Mar/2012,2012,5,E4,U,4,Louisville,CUSA,61,Kentucky,F
63,02/Apr/2012,2012,6,Championship,F,1,Kentucky,SEC,67,Kentucky,F
63,02/Apr/2012,2012,6,Championship,U,2,Kansas,B12,59,Kentucky,F
-4,20/Mar/2013,2013,PI,EN,F,16,James Madison,CAA,68,James Madison,F
-4,20/Mar/2013,2013,PI,EN,U,16,Long Island University,NEC,55,James Madison,F
-3,19/Mar/2013,2013,PI,WS,F,11,Saint Mary's (CA),WCC,67,Saint Mary's,F
-3,19/Mar/2013,2013,PI,WS,U,11,Middle Tennessee,SB,54,Saint Mary's,F
-2,19/Mar/2013,2013,PI,WS,F,16,North Carolina A&T,MEAC,73,North Carolina A&T,F
-2,19/Mar/2013,2013,PI,WS,U,16,Liberty,BSth,72,North Carolina A&T,F
-1,20/Mar/2013,2013,PI,WN,F,13,La Salle,A10,80,La Salle,F
-1,20/Mar/2013,2013,PI,WN,U,13,Boise State,WAC,71,La Salle,F
1,22/Mar/2013,2013,1,EN,F,1,Indiana,B10,83,Indiana,F
1,22/Mar/2013,2013,1,EN,U,16,James Madison,CAA,62,Indiana,F
2,22/Mar/2013,2013,1,EN,F,8,North Carolina State,ACC,72,Temple,U
2,22/Mar/2013,2013,1,EN,U,9,Temple,A10,76,Temple,U
3,21/Mar/2013,2013,1,EN,F,5,Nevada-Las Vegas,MWC,61,California,U
3,21/Mar/2013,2013,1,EN,U,12,University of California,P10,64,California,U
4,21/Mar/2013,2013,1,EN,F,4,Syracuse,BE,81,Syracuse,F
4,21/Mar/2013,2013,1,EN,U,13,Montana,BSky,34,Syracuse,F
5,21/Mar/2013,2013,1,EN,F,6,Butler,Horz,68,Butler,F
5,21/Mar/2013,2013,1,EN,U,11,Bucknell,Pat,56,Butler,F
6,21/Mar/2013,2013,1,EN,F,3,Marquette,CUSA,59,Marquette,F
6,21/Mar/2013,2013,1,EN,U,14,Davidson,SC,58,Marquette,F
7,22/Mar/2013,2013,1,EN,F,7,Illinois,B10,57,Illinois,F
7,22/Mar/2013,2013,1,EN,U,10,Colorado,B12,49,Illinois,F
8,22/Mar/2013,2013,1,EN,F,2,Miami (FL),BE,78,Miami FL,F
8,22/Mar/2013,2013,1,EN,U,15,Pacific,BW,49,Miami FL,F
9,21/Mar/2013,2013,1,WN,F,1,Gonzaga,WCC,64,Gonzaga,F
9,21/Mar/2013,2013,1,WN,U,16,Southern,SWAC,58,Gonzaga,F
10,21/Mar/2013,2013,1,WN,F,8,Pittsburgh,BE,55,Wichita St.,U
10,21/Mar/2013,2013,1,WN,U,9,Wichita State,MVC,73,Wichita St.,U
11,22/Mar/2013,2013,1,WN,F,5,Wisconsin,B10,46,Mississippi,U
11,22/Mar/2013,2013,1,WN,U,12,Mississippi,SEC,57,Mississippi,U
12,22/Mar/2013,2013,1,WN,F,4,Kansas State,B12,61,La Salle,U
12,22/Mar/2013,2013,1,WN,U,13,La Salle,A10,63,La Salle,U
13,21/Mar/2013,2013,1,WN,F,6,Arizona,P10,81,Arizona,F
13,21/Mar/2013,2013,1,WN,U,11,Belmont,ASun,64,Arizona,F
14,21/Mar/2013,2013,1,WN,F,3,New Mexico,MWC,62,Harvard,U
14,21/Mar/2013,2013,1,WN,U,14,Harvard,Ivy,68,Harvard,U
15,22/Mar/2013,2013,1,WN,F,10,Iowa State,B12,76,Iowa St.,F
15,22/Mar/2013,2013,1,WN,U,7,Notre Dame,BE,58,Iowa St.,F
16,22/Mar/2013,2013,1,WN,F,2,Ohio State,B10,95,Ohio St.,F
16,22/Mar/2013,2013,1,WN,U,15,Iona,MAAC,70,Ohio St.,F
17,22/Mar/2013,2013,1,ES,F,1,Kansas,B12,64,Kansas,F
17,22/Mar/2013,2013,1,ES,U,16,Western Kentucky,SB,57,Kansas,F
18,22/Mar/2013,2013,1,ES,F,8,North Carolina,ACC,78,North Carolina,F
18,22/Mar/2013,2013,1,ES,U,9,Villanova,BE,71,North Carolina,F
19,21/Mar/2013,2013,1,ES,F,5,Virginia Commonwealth,CAA,88,VCU,F
19,21/Mar/2013,2013,1,ES,U,12,Akron,MAC,42,VCU,F
20,21/Mar/2013,2013,1,ES,F,4,Michigan,B10,71,Michigan,F
20,21/Mar/2013,2013,1,ES,U,13,South Dakota State,ind,56,Michigan,F
21,22/Mar/2013,2013,1,ES,F,11,Minnesota,B10,83,Minnesota,F
21,22/Mar/2013,2013,1,ES,U,6,UCLA,P10,63,Minnesota,F
22,22/Mar/2013,2013,1,ES,F,3,Florida,SEC,79,Florida,F
22,22/Mar/2013,2013,1,ES,U,14,Northwestern State,Slnd,47,Florida,F
23,22/Mar/2013,2013,1,ES,F,7,San Diego State,MWC,70,San Diego St.,F
23,22/Mar/2013,2013,1,ES,U,10,Oklahoma,B12,55,San Diego St.,F
24,22/Mar/2013,2013,1,ES,F,2,Georgetown,BE,68,Florida Gulf Coast,U
24,22/Mar/2013,2013,1,ES,U,15,Florida Gulf Coast,ASun,78,Florida Gulf Coast,U
25,21/Mar/2013,2013,1,WS,F,1,Louisville,CUSA,79,Louisville,F
25,21/Mar/2013,2013,1,WS,U,16,North Carolina A&T,MEAC,48,Louisville,F
26,21/Mar/2013,2013,1,WS,F,8,Colorado State,MWC,84,Colorado St.,F
26,21/Mar/2013,2013,1,WS,U,9,Missouri,B12,72,Colorado St.,F
27,21/Mar/2013,2013,1,WS,F,11,Saint Mary's (CA),WCC,52,Memphis,U
27,21/Mar/2013,2013,1,WS,U,6,Memphis,CUSA,54,Memphis,U
28,21/Mar/2013,2013,1,WS,F,5,Oklahoma State,B12,55,Oregon,U
28,21/Mar/2013,2013,1,WS,U,12,Oregon,P10,68,Oregon,U
29,22/Mar/2013,2013,1,WS,F,7,Creighton,MVC,67,Creighton,F
29,22/Mar/2013,2013,1,WS,U,10,Cincinnati,CUSA,63,Creighton,F
30,21/Mar/2013,2013,1,WS,F,4,Saint Louis,CUSA,64,Saint Louis,F
30,21/Mar/2013,2013,1,WS,U,13,New Mexico State,SB,44,Saint Louis,F
31,22/Mar/2013,2013,1,WS,F,2,Duke,ACC,73,Duke,F
31,22/Mar/2013,2013,1,WS,U,15,Albany (NY),AE,61,Duke,F
32,21/Mar/2013,2013,1,WS,F,3,Michigan State,B10,65,Michigan St.,F
32,21/Mar/2013,2013,1,WS,U,14,Valparaiso,MCon,54,Michigan St.,F
33,24/Mar/2013,2013,2,EN,F,1,Indiana,B10,58,Indiana,F
33,24/Mar/2013,2013,2,EN,U,9,Temple,A10,52,Indiana,F
34,23/Mar/2013,2013,2,EN,F,4,Syracuse,BE,66,Syracuse,F
34,23/Mar/2013,2013,2,EN,U,12,University of California,P10,60,Syracuse,F
35,23/Mar/2013,2013,2,EN,F,3,Marquette,CUSA,74,Marquette,F
35,23/Mar/2013,2013,2,EN,U,6,Butler,Horz,72,Marquette,F
36,24/Mar/2013,2013,2,EN,F,2,Miami (FL),BE,63,Miami FL,F
36,24/Mar/2013,2013,2,EN,U,7,Illinois,B10,59,Miami FL,F
37,23/Mar/2013,2013,2,WN,F,1,Gonzaga,WCC,70,Wichita St.,U
37,23/Mar/2013,2013,2,WN,U,9,Wichita State,MVC,76,Wichita St.,U
38,24/Mar/2013,2013,2,WN,F,12,Mississippi,SEC,74,La Salle,U
38,24/Mar/2013,2013,2,WN,U,13,La Salle,A10,76,La Salle,U
39,23/Mar/2013,2013,2,WN,F,6,Arizona,P10,74,Arizona,F
39,23/Mar/2013,2013,2,WN,U,14,Harvard,Ivy,51,Arizona,F
40,24/Mar/2013,2013,2,WN,F,2,Ohio State,B10,78,Ohio St.,F
40,24/Mar/2013,2013,2,WN,U,10,Iowa State,B12,75,Ohio St.,F
41,24/Mar/2013,2013,2,ES,F,1,Kansas,B12,70,Kansas,F
41,24/Mar/2013,2013,2,ES,U,8,North Carolina,ACC,58,Kansas,F
42,24/Mar/2013,2013,2,ES,F,7,San Diego State,MWC,71,Florida Gulf Coast,U
42,24/Mar/2013,2013,2,ES,U,15,Florida Gulf Coast,ASun,81,Florida Gulf Coast,U
43,23/Mar/2013,2013,2,ES,F,4,Michigan,B10,78,Michigan,F
43,23/Mar/2013,2013,2,ES,U,5,Virginia Commonwealth,CAA,53,Michigan,F
44,24/Mar/2013,2013,2,ES,F,3,Florida,SEC,78,Florida,F
44,24/Mar/2013,2013,2,ES,U,11,Minnesota,B10,64,Florida,F
45,23/Mar/2013,2013,2,WS,F,1,Louisville,CUSA,82,Louisville,F
45,23/Mar/2013,2013,2,WS,U,8,Colorado State,MWC,56,Louisville,F
46,23/Mar/2013,2013,2,WS,F,4,Saint Louis,CUSA,57,Oregon,U
46,23/Mar/2013,2013,2,WS,U,12,Oregon,P10,74,Oregon,U
47,23/Mar/2013,2013,2,WS,F,3,Michigan State,B10,70,Michigan St.,F
47,23/Mar/2013,2013,2,WS,U,6,Memphis,CUSA,48,Michigan St.,F
48,24/Mar/2013,2013,2,WS,F,2,Duke,ACC,66,Duke,F
48,24/Mar/2013,2013,2,WS,U,7,Creighton,MVC,50,Duke,F
49,28/Mar/2013,2013,3,EN,F,1,Indiana,B10,50,Syracuse,U
49,28/Mar/2013,2013,3,EN,U,4,Syracuse,BE,61,Syracuse,U
50,28/Mar/2013,2013,3,EN,F,2,Miami (FL),BE,61,Marquette,U
50,28/Mar/2013,2013,3,EN,U,3,Marquette,CUSA,71,Marquette,U
51,28/Mar/2013,2013,3,WN,F,2,Ohio State,B10,73,Ohio St.,F
51,28/Mar/2013,2013,3,WN,U,6,Arizona,P10,70,Ohio St.,F
52,28/Mar/2013,2013,3,WN,F,9,Wichita State,MVC,72,Wichita St.,F
52,28/Mar/2013,2013,3,WN,U,13,La Salle,A10,58,Wichita St.,F
53,29/Mar/2013,2013,3,ES,F,4,Michigan,B10,87,Michigan,F
53,29/Mar/2013,2013,3,ES,U,1,Kansas,B12,85,Michigan,F
54,29/Mar/2013,2013,3,ES,F,3,Florida,SEC,62,Florida,F
54,29/Mar/2013,2013,3,ES,U,15,Florida Gulf Coast,ASun,50,Florida,F
55,29/Mar/2013,2013,3,WS,F,1,Louisville,CUSA,77,Louisville,F
55,29/Mar/2013,2013,3,WS,U,12,Oregon,P10,69,Louisville,F
56,29/Mar/2013,2013,3,WS,F,2,Duke,ACC,71,Duke,F
56,29/Mar/2013,2013,3,WS,U,3,Michigan State,B10,61,Duke,F
57,30/Mar/2013,2013,4,EN,F,4,Syracuse,BE,55,Syracuse,F
57,30/Mar/2013,2013,4,EN,U,3,Marquette,CUSA,39,Syracuse,F
58,30/Mar/2013,2013,4,WN,F,2,Ohio State,B10,66,Wichita St.,U
58,30/Mar/2013,2013,4,WN,U,9,Wichita State,MVC,70,Wichita St.,U
59,31/Mar/2013,2013,4,ES,F,3,Florida,SEC,59,Michigan,U
59,31/Mar/2013,2013,4,ES,U,4,Michigan,B10,79,Michigan,U
60,31/Mar/2013,2013,4,WS,F,1,Louisville,CUSA,85,Louisville,F
60,31/Mar/2013,2013,4,WS,U,2,Duke,ACC,63,Louisville,F
61,06/Apr/2013,2013,5,W4,F,4,Michigan,B10,61,Michigan,F
61,06/Apr/2013,2013,5,W4,U,4,Syracuse,BE,56,Michigan,F
62,06/Apr/2013,2013,5,E4,F,1,Louisville,CUSA,72,Louisville,F
62,06/Apr/2013,2013,5,E4,U,9,Wichita State,MVC,68,Louisville,F
63,08/Apr/2013,2013,6,Championship,F,1,Louisville,CUSA,82,Louisville,F
63,08/Apr/2013,2013,6,Championship,U,4,Michigan,B10,76,Louisville,F
-4,19/Mar/2014,2014,PI,WS,F,11,Tennessee,SEC,78,Tennessee,F
-4,19/Mar/2014,2014,PI,WS,U,11,Iowa,B10,65,Tennessee,F
-3,18/Mar/2014,2014,PI,WS,F,12,Xavier,A10,59,North Carolina St.,U
-3,18/Mar/2014,2014,PI,WS,U,12,North Carolina State,ACC,74,North Carolina St.,U
-2,19/Mar/2014,2014,PI,WS,F,16,Cal Poly,BW,81,Cal Poly,F
-2,19/Mar/2014,2014,PI,WS,U,16,Texas Southern,SWAC,69,Cal Poly,F
-1,18/Mar/2014,2014,PI,ES,F,16,Albany (NY),AE,71,Albany,F
-1,18/Mar/2014,2014,PI,ES,U,16,Mount St. Mary's,NEC,64,Albany,F
1,21/Mar/2014,2014,1,EN,F,1,Virginia,ACC,70,Virginia,F
1,21/Mar/2014,2014,1,EN,U,16,Coastal Carolina,BSth,59,Virginia,F
2,21/Mar/2014,2014,1,EN,F,8,Memphis,CUSA,71,Memphis,F
2,21/Mar/2014,2014,1,EN,U,9,George Washington,A10,66,Memphis,F
3,20/Mar/2014,2014,1,EN,F,5,Cincinnati,CUSA,57,Harvard,U
3,20/Mar/2014,2014,1,EN,U,12,Harvard,Ivy,61,Harvard,U
4,20/Mar/2014,2014,1,EN,F,4,Michigan State,B10,93,Michigan St.,F
4,20/Mar/2014,2014,1,EN,U,13,Delaware,CAA,78,Michigan St.,F
5,21/Mar/2014,2014,1,EN,F,6,North Carolina,ACC,79,North Carolina,F
5,21/Mar/2014,2014,1,EN,U,11,Providence,BE,77,North Carolina,F
6,21/Mar/2014,2014,1,EN,F,3,Iowa State,B12,93,Iowa St.,F
6,21/Mar/2014,2014,1,EN,U,14,North Carolina Central,ind,75,Iowa St.,F
7,20/Mar/2014,2014,1,EN,F,7,Connecticut,BE,89,Connecticut,F
7,20/Mar/2014,2014,1,EN,U,10,Saint Joseph's,A10,81,Connecticut,F
8,20/Mar/2014,2014,1,EN,F,2,Villanova,BE,73,Villanova,F
8,20/Mar/2014,2014,1,EN,U,15,Milwaukee,Horz,53,Villanova,F
9,21/Mar/2014,2014,1,WN,F,1,Arizona,P10,68,Arizona,F
9,21/Mar/2014,2014,1,WN,U,16,Weber State,BSky,59,Arizona,F
10,21/Mar/2014,2014,1,WN,F,9,Oklahoma State,B12,77,Gonzaga,U
10,21/Mar/2014,2014,1,WN,U,8,Gonzaga,WCC,85,Gonzaga,U
11,20/Mar/2014,2014,1,WN,F,5,Oklahoma,B12,75,North Dakota St.,U
11,20/Mar/2014,2014,1,WN,U,12,North Dakota State,ind,80,North Dakota St.,U
12,20/Mar/2014,2014,1,WN,F,4,San Diego State,MWC,73,San Diego St.,F
12,20/Mar/2014,2014,1,WN,U,13,New Mexico State,SB,69,San Diego St.,F
13,21/Mar/2014,2014,1,WN,F,6,Baylor,B12,74,Baylor,F
13,21/Mar/2014,2014,1,WN,U,11,Nebraska,B12,60,Baylor,F
14,21/Mar/2014,2014,1,WN,F,3,Creighton,MVC,76,Creighton,F
14,21/Mar/2014,2014,1,WN,U,14,Lafayette,Pat,66,Creighton,F
15,20/Mar/2014,2014,1,WN,F,7,Oregon,P10,87,Oregon,F
15,20/Mar/2014,2014,1,WN,U,10,Brigham Young,MWC,68,Oregon,F
16,20/Mar/2014,2014,1,WN,F,2,Wisconsin,B10,75,Wisconsin,F
16,20/Mar/2014,2014,1,WN,U,15,American,Pat,35,Wisconsin,F
17,20/Mar/2014,2014,1,ES,F,1,Florida,SEC,67,Florida,F
17,20/Mar/2014,2014,1,ES,U,16,Albany (NY),AE,55,Florida,F
18,20/Mar/2014,2014,1,ES,F,9,Pittsburgh,BE,77,Pittsburgh,F
18,20/Mar/2014,2014,1,ES,U,8,Colorado,B12,48,Pittsburgh,F
19,21/Mar/2014,2014,1,ES,F,5,Virginia Commonwealth,CAA,75,Stephen F. Austin,U
19,21/Mar/2014,2014,1,ES,U,12,Stephen F. Austin,Slnd,77,Stephen F. Austin,U
20,21/Mar/2014,2014,1,ES,F,4,UCLA,P10,76,UCLA,F
20,21/Mar/2014,2014,1,ES,U,13,Tulsa,WAC,59,UCLA,F
21,20/Mar/2014,2014,1,ES,F,6,Ohio State,B10,59,Dayton,U
21,20/Mar/2014,2014,1,ES,U,11,Dayton,A10,60,Dayton,U
22,20/Mar/2014,2014,1,ES,F,3,Syracuse,BE,77,Syracuse,F
22,20/Mar/2014,2014,1,ES,U,14,Western Michigan,MAC,53,Syracuse,F
23,21/Mar/2014,2014,1,ES,F,7,New Mexico,MWC,53,Stanford,U
23,21/Mar/2014,2014,1,ES,U,10,Stanford,P10,58,Stanford,U
24,21/Mar/2014,2014,1,ES,F,2,Kansas,B12,80,Kansas,F
24,21/Mar/2014,2014,1,ES,U,15,Eastern Kentucky,OVC,69,Kansas,F
25,21/Mar/2014,2014,1,WS,F,1,Wichita State,MVC,64,Wichita St.,F
25,21/Mar/2014,2014,1,WS,U,16,Cal Poly,BW,37,Wichita St.,F
26,21/Mar/2014,2014,1,WS,F,8,Kentucky,SEC,56,Kentucky,F
26,21/Mar/2014,2014,1,WS,U,9,Kansas State,B12,49,Kentucky,F
27,21/Mar/2014,2014,1,WS,F,11,Tennessee,SEC,86,Tennessee,F
27,21/Mar/2014,2014,1,WS,U,6,Massachusetts,A10,67,Tennessee,F
28,20/Mar/2014,2014,1,WS,F,5,Saint Louis,CUSA,83,Saint Louis,F
28,20/Mar/2014,2014,1,WS,U,12,North Carolina State,ACC,80,Saint Louis,F
