GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,Winner,Result
29,20/Mar/2014,2014,1,WS,F,10,Arizona State,P10,85,Texas,U
29,20/Mar/2014,2014,1,WS,U,7,Texas,B12,87,Texas,U
30,20/Mar/2014,2014,1,WS,F,4,Louisville,CUSA,71,Louisville,F
30,20/Mar/2014,2014,1,WS,U,13,Manhattan,MAAC,64,Louisville,F
31,20/Mar/2014,2014,1,WS,F,2,Michigan,B10,57,Michigan,F
31,20/Mar/2014,2014,1,WS,U,15,Wofford,SC,40,Michigan,F
32,21/Mar/2014,2014,1,WS,F,3,Duke,ACC,71,Mercer,U
32,21/Mar/2014,2014,1,WS,U,14,Mercer,ASun,78,Mercer,U
33,23/Mar/2014,2014,2,EN,F,1,Virginia,ACC,78,Virginia,F
33,23/Mar/2014,2014,2,EN,U,8,Memphis,CUSA,60,Virginia,F
34,22/Mar/2014,2014,2,EN,F,4,Michigan State,B10,80,Michigan St.,F
34,22/Mar/2014,2014,2,EN,U,12,Harvard,Ivy,73,Michigan St.,F
35,23/Mar/2014,2014,2,EN,F,3,Iowa State,B12,85,Iowa St.,F
35,23/Mar/2014,2014,2,EN,U,6,North Carolina,ACC,83,Iowa St.,F
36,22/Mar/2014,2014,2,EN,F,2,Villanova,BE,65,Connecticut,U
36,22/Mar/2014,2014,2,EN,U,7,Connecticut,BE,77,Connecticut,U
37,23/Mar/2014,2014,2,WN,F,1,Arizona,P10,84,Arizona,F
37,23/Mar/2014,2014,2,WN,U,8,Gonzaga,WCC,61,Arizona,F
38,22/Mar/2014,2014,2,WN,F,4,San Diego State,MWC,63,San Diego St.,F
38,22/Mar/2014,2014,2,WN,U,12,North Dakota State,ind,44,San Diego St.,F
39,23/Mar/2014,2014,2,WN,F,3,Creighton,MVC,55,Baylor,U
39,23/Mar/2014,2014,2,WN,U,6,Baylor,B12,85,Baylor,U
40,22/Mar/2014,2014,2,WN,F,2,Wisconsin,B10,85,Wisconsin,F
40,22/Mar/2014,2014,2,WN,U,7,Oregon,P10,77,Wisconsin,F
41,22/Mar/2014,2014,2,ES,F,1,Florida,SEC,61,Florida,F
41,22/Mar/2014,2014,2,ES,U,9,Pittsburgh,BE,45,Florida,F
42,23/Mar/2014,2014,2,ES,F,4,UCLA,P10,77,UCLA,F
42,23/Mar/2014,2014,2,ES,U,12,Stephen F. Austin,Slnd,60,UCLA,F
43,22/Mar/2014,2014,2,ES,F,3,Syracuse,BE,53,Dayton,U
43,22/Mar/2014,2014,2,ES,U,11,Dayton,A10,55,Dayton,U
44,23/Mar/2014,2014,2,ES,F,2,Kansas,B12,57,Stanford,U
44,23/Mar/2014,2014,2,ES,U,10,Stanford,P10,60,Stanford,U
45,23/Mar/2014,2014,2,WS,F,1,Wichita State,MVC,76,Kentucky,U
45,23/Mar/2014,2014,2,WS,U,8,Kentucky,SEC,78,Kentucky,U
46,23/Mar/2014,2014,2,WS,F,11,Tennessee,SEC,83,Tennessee,F
46,23/Mar/2014,2014,2,WS,U,14,Mercer,ASun,63,Tennessee,F
47,22/Mar/2014,2014,2,WS,F,4,Louisville,CUSA,66,Louisville,F
47,22/Mar/2014,2014,2,WS,U,5,Saint Louis,CUSA,51,Louisville,F
48,22/Mar/2014,2014,2,WS,F,2,Michigan,B10,79,Michigan,F
48,22/Mar/2014,2014,2,WS,U,7,Texas,B12,65,Michigan,F
49,28/Mar/2014,2014,3,EN,F,1,Virginia,ACC,59,Michigan St.,U
49,28/Mar/2014,2014,3,EN,U,4,Michigan State,B10,61,Michigan St.,U
50,28/Mar/2014,2014,3,EN,F,7,Connecticut,BE,81,Connecticut,F
50,28/Mar/2014,2014,3,EN,U,3,Iowa State,B12,76,Connecticut,F
51,27/Mar/2014,2014,3,WN,F,1,Arizona,P10,70,Arizona,F
51,27/Mar/2014,2014,3,WN,U,4,San Diego State,MWC,64,Arizona,F
52,27/Mar/2014,2014,3,WN,F,2,Wisconsin,B10,69,Wisconsin,F
52,27/Mar/2014,2014,3,WN,U,6,Baylor,B12,52,Wisconsin,F
53,27/Mar/2014,2014,3,ES,F,1,Florida,SEC,79,Florida,F
53,27/Mar/2014,2014,3,ES,U,4,UCLA,P10,68,Florida,F
54,27/Mar/2014,2014,3,ES,F,10,Stanford,P10,72,Dayton,U
54,27/Mar/2014,2014,3,ES,U,11,Dayton,A10,82,Dayton,U
55,28/Mar/2014,2014,3,WS,F,11,Tennessee,SEC,71,Michigan,U
55,28/Mar/2014,2014,3,WS,U,2,Michigan,B10,73,Michigan,U
56,28/Mar/2014,2014,3,WS,F,4,Louisville,CUSA,69,Kentucky,U
56,28/Mar/2014,2014,3,WS,U,8,Kentucky,SEC,74,Kentucky,U
57,30/Mar/2014,2014,4,EN,F,4,Michigan State,B10,54,Connecticut,U
57,30/Mar/2014,2014,4,EN,U,7,Connecticut,BE,60,Connecticut,U
58,29/Mar/2014,2014,4,WN,F,1,Arizona,P10,63,Wisconsin,U
58,29/Mar/2014,2014,4,WN,U,2,Wisconsin,B10,64,Wisconsin,U
59,29/Mar/2014,2014,4,ES,F,1,Florida,SEC,62,Florida,F
59,29/Mar/2014,2014,4,ES,U,11,Dayton,A10,52,Florida,F
60,30/Mar/2014,2014,4,WS,F,2,Michigan,B10,72,Kentucky,U
60,30/Mar/2014,2014,4,WS,U,8,Kentucky,SEC,75,Kentucky,U
61,05/Apr/2014,2014,5,W4,F,2,Wisconsin,B10,73,Kentucky,U
61,05/Apr/2014,2014,5,W4,U,8,Kentucky,SEC,74,Kentucky,U
62,05/Apr/2014,2014,5,E4,F,1,Florida,SEC,53,Connecticut,U
62,05/Apr/2014,2014,5,E4,U,7,Connecticut,BE,63,Connecticut,U
63,07/Apr/2014,2014,6,Championship,F,8,Kentucky,SEC,54,Connecticut,U
63,07/Apr/2014,2014,6,Championship,U,7,Connecticut,BE,60,Connecticut,U
-4,18/Mar/2015,2015,PI,EN,F,11,Dayton,A10,56,Dayton,F
-4,18/Mar/2015,2015,PI,EN,U,11,Boise State,WAC,55,Dayton,F
-3,17/Mar/2015,2015,PI,WS,F,16,Manhattan,MAAC,64,Hampton,U
-3,17/Mar/2015,2015,PI,WS,U,16,Hampton,MEAC,74,Hampton,U
-2,18/Mar/2015,2015,PI,ES,F,16,North Florida,ASun,77,Robert Morris,U
-2,18/Mar/2015,2015,PI,ES,U,16,Robert Morris,NEC,81,Robert Morris,U
-1,17/Mar/2015,2015,PI,WN,F,11,Brigham Young,MWC,90,Mississippi,U
-1,17/Mar/2015,2015,PI,WN,U,11,Mississippi,SEC,94,Mississippi,U
1,19/Mar/2015,2015,1,EN,F,1,Villanova,BE,93,Villanova,F
1,19/Mar/2015,2015,1,EN,U,16,Lafayette,Pat,52,Villanova,F
2,19/Mar/2015,2015,1,EN,F,8,North Carolina State,ACC,66,North Carolina St.,F
2,19/Mar/2015,2015,1,EN,U,9,Louisiana State,SEC,65,North Carolina St.,F
3,20/Mar/2015,2015,1,EN,F,5,Northern Iowa,MVC,71,Northern Iowa,F
3,20/Mar/2015,2015,1,EN,U,12,Wyoming,MWC,54,Northern Iowa,F
4,20/Mar/2015,2015,1,EN,F,4,Louisville,CUSA,57,Louisville,F
4,20/Mar/2015,2015,1,EN,U,13,UC-Irvine,BW,55,Louisville,F
5,20/Mar/2015,2015,1,EN,F,6,Providence,BE,53,Dayton,U
5,20/Mar/2015,2015,1,EN,U,11,Dayton,A10,66,Dayton,U
6,20/Mar/2015,2015,1,EN,F,3,Oklahoma,B12,69,Oklahoma,F
6,20/Mar/2015,2015,1,EN,U,14,Albany (NY),AE,60,Oklahoma,F
7,20/Mar/2015,2015,1,EN,F,7,Michigan State,B10,70,Michigan St.,F
7,20/Mar/2015,2015,1,EN,U,10,Georgia,SEC,63,Michigan St.,F
8,20/Mar/2015,2015,1,EN,F,2,Virginia,ACC,79,Virginia,F
8,20/Mar/2015,2015,1,EN,U,15,Belmont,ASun,67,Virginia,F
9,20/Mar/2015,2015,1,WN,F,1,Wisconsin,B10,86,Wisconsin,F
9,20/Mar/2015,2015,1,WN,U,16,Coastal Carolina,BSth,72,Wisconsin,F
10,20/Mar/2015,2015,1,WN,F,9,Oklahoma State,B12,73,Oregon,U
10,20/Mar/2015,2015,1,WN,U,8,Oregon,P10,79,Oregon,U
11,19/Mar/2015,2015,1,WN,F,5,Arkansas,SEC,56,Arkansas,F
11,19/Mar/2015,2015,1,WN,U,12,Wofford,SC,53,Arkansas,F
12,19/Mar/2015,2015,1,WN,F,4,North Carolina,ACC,67,North Carolina,F
12,19/Mar/2015,2015,1,WN,U,13,Harvard,Ivy,65,North Carolina,F
13,19/Mar/2015,2015,1,WN,F,6,Xavier,A10,76,Xavier,F
13,19/Mar/2015,2015,1,WN,U,11,Mississippi,SEC,57,Xavier,F
14,19/Mar/2015,2015,1,WN,F,3,Baylor,B12,56,Georgia St.,U
14,19/Mar/2015,2015,1,WN,U,14,Georgia State,ASun,57,Georgia St.,U
15,19/Mar/2015,2015,1,WN,F,10,Ohio State,B10,75,Ohio St.,F
15,19/Mar/2015,2015,1,WN,U,7,Virginia Commonwealth,CAA,72,Ohio St.,F
16,19/Mar/2015,2015,1,WN,F,2,Arizona,P10,93,Arizona,F
16,19/Mar/2015,2015,1,WN,U,15,Texas Southern,SWAC,72,Arizona,F
17,20/Mar/2015,2015,1,ES,F,1,Duke,ACC,85,Duke,F
17,20/Mar/2015,2015,1,ES,U,16,Robert Morris,NEC,56,Duke,F
18,20/Mar/2015,2015,1,ES,F,8,San Diego State,MWC,76,San Diego St.,F
18,20/Mar/2015,2015,1,ES,U,9,St. John's (NY),BE,64,San Diego St.,F
19,19/Mar/2015,2015,1,ES,F,5,Utah,MWC,57,Utah,F
19,19/Mar/2015,2015,1,ES,U,12,Stephen F. Austin,Slnd,50,Utah,F
20,19/Mar/2015,2015,1,ES,F,4,Georgetown,BE,84,Georgetown,F
20,19/Mar/2015,2015,1,ES,U,13,Eastern Washington,BSky,74,Georgetown,F
21,19/Mar/2015,2015,1,ES,F,6,Southern Methodist,WAC,59,UCLA,U
21,19/Mar/2015,2015,1,ES,U,11,UCLA,P10,60,UCLA,U
22,19/Mar/2015,2015,1,ES,F,3,Iowa State,B12,59,UAB,U
22,19/Mar/2015,2015,1,ES,U,14,Alabama-Birmingham,CUSA,60,UAB,U
23,20/Mar/2015,2015,1,ES,F,7,Iowa,B10,83,Iowa,F
23,20/Mar/2015,2015,1,ES,U,10,Davidson,SC,52,Iowa,F
24,20/Mar/2015,2015,1,ES,F,2,Gonzaga,WCC,86,Gonzaga,F
24,20/Mar/2015,2015,1,ES,U,15,North Dakota State,ind,76,Gonzaga,F
25,19/Mar/2015,2015,1,WS,F,1,Kentucky,SEC,79,Kentucky,F
25,19/Mar/2015,2015,1,WS,U,16,Hampton,MEAC,56,Kentucky,F
26,19/Mar/2015,2015,1,WS,F,8,Cincinnati,CUSA,66,Cincinnati,F
26,19/Mar/2015,2015,1,WS,U,9,Purdue,B10,65,Cincinnati,F
27,19/Mar/2015,2015,1,WS,F,6,Butler,Horz,56,Butler,F
27,19/Mar/2015,2015,1,WS,U,11,Texas,B12,48,Butler,F
28,20/Mar/2015,2015,1,WS,F,5,West Virginia,BE,68,West Virginia,F
28,20/Mar/2015,2015,1,WS,U,12,Buffalo,MAC,62,West Virginia,F
29,20/Mar/2015,2015,1,WS,F,7,Wichita State,MVC,81,Wichita St.,F
29,20/Mar/2015,2015,1,WS,U,10,Indiana,B10,76,Wichita St.,F
30,20/Mar/2015,2015,1,WS,F,4,Maryland,ACC,65,Maryland,F
30,20/Mar/2015,2015,1,WS,U,13,Valparaiso,MCon,62,Maryland,F
31,20/Mar/2015,2015,1,WS,F,2,Kansas,B12,75,Kansas,F
31,20/Mar/2015,2015,1,WS,U,15,New Mexico State,SB,56,Kansas,F
32,19/Mar/2015,2015,1,WS,F,3,Notre Dame,BE,69,Notre Dame,F
32,19/Mar/2015,2015,1,WS,U,14,Northeastern,AE,65,Notre Dame,F
33,21/Mar/2015,2015,2,EN,F,1,Villanova,BE,68,North Carolina St.,U
33,21/Mar/2015,2015,2,EN,U,8,North Carolina State,ACC,71,North Carolina St.,U
34,22/Mar/2015,2015,2,EN,F,4,Louisville,CUSA,66,Louisville,F
34,22/Mar/2015,2015,2,EN,U,5,Northern Iowa,MVC,53,Louisville,F
35,22/Mar/2015,2015,2,EN,F,3,Oklahoma,B12,72,Oklahoma,F
35,22/Mar/2015,2015,2,EN,U,11,Dayton,A10,66,Oklahoma,F
36,22/Mar/2015,2015,2,EN,F,2,Virginia,ACC,54,Michigan St.,U
36,22/Mar/2015,2015,2,EN,U,7,Michigan State,B10,60,Michigan St.,U
37,22/Mar/2015,2015,2,WN,F,1,Wisconsin,B10,72,Wisconsin,F
37,22/Mar/2015,2015,2,WN,U,8,Oregon,P10,65,Wisconsin,F
38,21/Mar/2015,2015,2,WN,F,6,Xavier,A10,75,Xavier,F
38,21/Mar/2015,2015,2,WN,U,14,Georgia State,ASun,67,Xavier,F
39,21/Mar/2015,2015,2,WN,F,4,North Carolina,ACC,87,North Carolina,F
39,21/Mar/2015,2015,2,WN,U,5,Arkansas,SEC,78,North Carolina,F
40,21/Mar/2015,2015,2,WN,F,2,Arizona,P10,73,Arizona,F
40,21/Mar/2015,2015,2,WN,U,10,Ohio State,B10,58,Arizona,F
41,22/Mar/2015,2015,2,ES,F,1,Duke,ACC,68,Duke,F
41,22/Mar/2015,2015,2,ES,U,8,San Diego State,MWC,49,Duke,F
42,21/Mar/2015,2015,2,ES,F,11,UCLA,P10,92,UCLA,F
42,21/Mar/2015,2015,2,ES,U,14,Alabama-Birmingham,CUSA,75,UCLA,F
43,21/Mar/2015,2015,2,ES,F,5,Utah,MWC,75,Utah,F
43,21/Mar/2015,2015,2,ES,U,4,Georgetown,BE,64,Utah,F
44,22/Mar/2015,2015,2,ES,F,2,Gonzaga,WCC,87,Gonzaga,F
44,22/Mar/2015,2015,2,ES,U,7,Iowa,B10,69,Gonzaga,F
45,21/Mar/2015,2015,2,WS,F,1,Kentucky,SEC,64,Kentucky,F
45,21/Mar/2015,2015,2,WS,U,8,Cincinnati,CUSA,51,Kentucky,F
46,22/Mar/2015,2015,2,WS,F,5,West Virginia,BE,69,West Virginia,F
46,22/Mar/2015,2015,2,WS,U,4,Maryland,ACC,59,West Virginia,F
47,21/Mar/2015,2015,2,WS,F,3,Notre Dame,BE,67,Notre Dame,F
47,21/Mar/2015,2015,2,WS,U,6,Butler,Horz,64,Notre Dame,F
48,22/Mar/2015,2015,2,WS,F,2,Kansas,B12,65,Wichita St.,U
48,22/Mar/2015,2015,2,WS,U,7,Wichita State,MVC,78,Wichita St.,U
49,27/Mar/2015,2015,3,EN,F,3,Oklahoma,B12,58,Michigan St.,U
49,27/Mar/2015,2015,3,EN,U,7,Michigan State,B10,62,Michigan St.,U
50,27/Mar/2015,2015,3,EN,F,4,Louisville,CUSA,75,Louisville,F
50,27/Mar/2015,2015,3,EN,U,8,North Carolina State,ACC,65,Louisville,F
51,26/Mar/2015,2015,3,WN,F,1,Wisconsin,B10,79,Wisconsin,F
51,26/Mar/2015,2015,3,WN,U,4,North Carolina,ACC,72,Wisconsin,F
52,26/Mar/2015,2015,3,WN,F,2,Arizona,P10,68,Arizona,F
52,26/Mar/2015,2015,3,WN,U,6,Xavier,A10,60,Arizona,F
53,27/Mar/2015,2015,3,ES,F,1,Duke,ACC,63,Duke,F
53,27/Mar/2015,2015,3,ES,U,5,Utah,MWC,57,Duke,F
54,27/Mar/2015,2015,3,ES,F,2,Gonzaga,WCC,74,Gonzaga,F
54,27/Mar/2015,2015,3,ES,U,11,UCLA,P10,62,Gonzaga,F
55,26/Mar/2015,2015,3,WS,F,1,Kentucky,SEC,78,Kentucky,F
55,26/Mar/2015,2015,3,WS,U,5,West Virginia,BE,39,Kentucky,F
56,26/Mar/2015,2015,3,WS,F,3,Notre Dame,BE,81,Notre Dame,F
56,26/Mar/2015,2015,3,WS,U,7,Wichita State,MVC,70,Notre Dame,F
57,29/Mar/2015,2015,4,EN,F,7,Michigan State,B10,76,Michigan St.,F
57,29/Mar/2015,2015,4,EN,U,4,Louisville,CUSA,70,Michigan St.,F
58,28/Mar/2015,2015,4,WN,F,1,Wisconsin,B10,85,Wisconsin,F
58,28/Mar/2015,2015,4,WN,U,2,Arizona,P10,78,Wisconsin,F
59,29/Mar/2015,2015,4,ES,F,1,Duke,ACC,66,Duke,F
59,29/Mar/2015,2015,4,ES,U,2,Gonzaga,WCC,52,Duke,F
60,28/Mar/2015,2015,4,WS,F,1,Kentucky,SEC,68,Kentucky,F
60,28/Mar/2015,2015,4,WS,U,3,Notre Dame,BE,66,Kentucky,F
61,04/Apr/2015,2015,5,W4,F,1,Kentucky,SEC,64,Wisconsin,U
61,04/Apr/2015,2015,5,W4,U,1,Wisconsin,B10,71,Wisconsin,U
62,04/Apr/2015,2015,5,E4,F,1,Duke,ACC,81,Duke,F
62,04/Apr/2015,2015,5,E4,U,7,Michigan State,B10,61,Duke,F
63,06/Apr/2015,2015,6,Championship,F,1,Wisconsin,B10,63,Duke,U
63,06/Apr/2015,2015,6,Championship,U,1,Duke,ACC,68,Duke,U
-4,16/Mar/2016,2016,PI,EN,F,11,Michigan,B10,67,Michigan,F
-4,16/Mar/2016,2016,PI,EN,U,11,Tulsa,WAC,62,Michigan,F
-3,15/Mar/2016,2016,PI,EN,F,16,Florida Gulf Coast,ASun,96,Florida Gulf Coast,F
-3,15/Mar/2016,2016,PI,EN,U,16,Fairleigh Dickinson,NEC,65,Florida Gulf Coast,F
-2,15/Mar/2016,2016,PI,WN,F,11,Wichita State,MVC,70,Wichita St.,F
-2,15/Mar/2016,2016,PI,WN,U,11,Vanderbilt,SEC,50,Wichita St.,F
-1,16/Mar/2016,2016,PI,WS,F,16,Southern,SWAC,55,Holy Cross,U
-1,16/Mar/2016,2016,PI,WS,U,16,Holy Cross,Pat,59,Holy Cross,U
1,17/Mar/2016,2016,1,EN,F,1,North Carolina,ACC,83,North Carolina,F
1,17/Mar/2016,2016,1,EN,U,16,Florida Gulf Coast,ASun,67,North Carolina,F
2,17/Mar/2016,2016,1,EN,F,9,Providence,BE,70,Providence,F
2,17/Mar/2016,2016,1,EN,U,8,Southern California,P10,69,Providence,F
3,17/Mar/2016,2016,1,EN,F,5,Indiana,B10,99,Indiana,F
3,17/Mar/2016,2016,1,EN,U,12,Chattanooga,SC,74,Indiana,F
4,17/Mar/2016,2016,1,EN,F,4,Kentucky,SEC,85,Kentucky,F
4,17/Mar/2016,2016,1,EN,U,13,Stony Brook,AE,57,Kentucky,F
5,18/Mar/2016,2016,1,EN,F,6,Notre Dame,BE,70,Notre Dame,F
5,18/Mar/2016,2016,1,EN,U,11,Michigan,B10,63,Notre Dame,F
6,18/Mar/2016,2016,1,EN,F,3,West Virginia,BE,56,Stephen F. Austin,U
6,18/Mar/2016,2016,1,EN,U,14,Stephen F. Austin,Slnd,70,Stephen F. Austin,U
7,18/Mar/2016,2016,1,EN,F,10,Pittsburgh,BE,43,Wisconsin,U
7,18/Mar/2016,2016,1,EN,U,7,Wisconsin,B10,47,Wisconsin,U
8,18/Mar/2016,2016,1,EN,F,2,Xavier,A10,71,Xavier,F
8,18/Mar/2016,2016,1,EN,U,15,Weber State,BSky,53,Xavier,F
9,18/Mar/2016,2016,1,WS,F,1,Oregon,P10,91,Oregon,F
9,18/Mar/2016,2016,1,WS,U,16,Holy Cross,Pat,52,Oregon,F
10,18/Mar/2016,2016,1,WS,F,9,Cincinnati,CUSA,76,Saint Joseph's,U
10,18/Mar/2016,2016,1,WS,U,8,Saint Joseph's,A10,78,Saint Joseph's,U
11,17/Mar/2016,2016,1,WS,F,5,Baylor,B12,75,Yale,U
11,17/Mar/2016,2016,1,WS,U,12,Yale,Ivy,79,Yale,U
12,17/Mar/2016,2016,1,WS,F,4,Duke,ACC,93,Duke,F
12,17/Mar/2016,2016,1,WS,U,13,North Carolina-Wilmington,CAA,85,Duke,F
13,18/Mar/2016,2016,1,WS,F,6,Texas,B12,72,Northern Iowa,U
13,18/Mar/2016,2016,1,WS,U,11,Northern Iowa,MVC,75,Northern Iowa,U
14,18/Mar/2016,2016,1,WS,F,3,Texas A&M,B12,92,Texas A&M,F
14,18/Mar/2016,2016,1,WS,U,14,Green Bay,Horz,65,Texas A&M,F
15,18/Mar/2016,2016,1,WS,F,10,Virginia Commonwealth,CAA,75,VCU,F
15,18/Mar/2016,2016,1,WS,U,7,Oregon State,P10,67,VCU,F
16,18/Mar/2016,2016,1,WS,F,2,Oklahoma,B12,82,Oklahoma,F
16,18/Mar/2016,2016,1,WS,U,15,Cal State Bakersfield,ind,68,Oklahoma,F
17,17/Mar/2016,2016,1,WN,F,1,Kansas,B12,105,Kansas,F
17,17/Mar/2016,2016,1,WN,U,16,Austin Peay,OVC,79,Kansas,F
18,17/Mar/2016,2016,1,WN,F,9,Connecticut,BE,74,Connecticut,F
18,17/Mar/2016,2016,1,WN,U,8,Colorado,B12,67,Connecticut,F
19,18/Mar/2016,2016,1,WN,F,5,Maryland,ACC,79,Maryland,F
19,18/Mar/2016,2016,1,WN,U,12,South Dakota State,ind,74,Maryland,F
20,18/Mar/2016,2016,1,WN,F,4,University of California,P10,66,Hawaii,U
20,18/Mar/2016,2016,1,WN,U,13,Hawaii,WAC,77,Hawaii,U
21,17/Mar/2016,2016,1,WN,F,11,Wichita State,MVC,65,Wichita St.,F
21,17/Mar/2016,2016,1,WN,U,6,Arizona,P10,55,Wichita St.,F
22,17/Mar/2016,2016,1,WN,F,3,Miami (FL),BE,79,Miami FL,F
22,17/Mar/2016,2016,1,WN,U,14,Buffalo,MAC,72,Miami FL,F
23,18/Mar/2016,2016,1,WN,F,7,Iowa,B10,72,Iowa,F
23,18/Mar/2016,2016,1,WN,U,10,Temple,A10,70,Iowa,F
24,18/Mar/2016,2016,1,WN,F,2,Villanova,BE,86,Villanova,F
24,18/Mar/2016,2016,1,WN,U,15,North Carolina-Asheville,BSth,56,Villanova,F
25,17/Mar/2016,2016,1,ES,F,1,Virginia,ACC,81,Virginia,F
25,17/Mar/2016,2016,1,ES,U,16,Hampton,MEAC,45,Virginia,F
26,17/Mar/2016,2016,1,ES,F,9,Butler,Horz,71,Butler,F
26,17/Mar/2016,2016,1,ES,U,8,Texas Tech,B12,61,Butler,F
27,17/Mar/2016,2016,1,ES,F,11,Gonzaga,WCC,68,Gonzaga,F
27,17/Mar/2016,2016,1,ES,U,6,Seton Hall,BE,52,Gonzaga,F
28,17/Mar/2016,2016,1,ES,F,5,Purdue,B10,83,Arkansas Little Rock,U
28,17/Mar/2016,2016,1,ES,U,12,Little Rock,SB,85,Arkansas Little Rock,U
29,18/Mar/2016,2016,1,ES,F,10,Syracuse,BE,70,Syracuse,F
29,18/Mar/2016,2016,1,ES,U,7,Dayton,A10,51,Syracuse,F
30,17/Mar/2016,2016,1,ES,F,4,Iowa State,B12,94,Iowa St.,F
30,17/Mar/2016,2016,1,ES,U,13,Iona,MAAC,81,Iowa St.,F
31,18/Mar/2016,2016,1,ES,F,2,Michigan State,B10,81,Middle Tennessee,U
31,18/Mar/2016,2016,1,ES,U,15,Middle Tennessee,SB,90,Middle Tennessee,U
32,17/Mar/2016,2016,1,ES,F,3,Utah,MWC,80,Utah,F
32,17/Mar/2016,2016,1,ES,U,14,Fresno State,WAC,69,Utah,F
33,19/Mar/2016,2016,2,EN,F,1,North Carolina,ACC,85,North Carolina,F
33,19/Mar/2016,2016,2,EN,U,9,Providence,BE,66,North Carolina,F
34,20/Mar/2016,2016,2,EN,F,6,Notre Dame,BE,76,Notre Dame,F
34,20/Mar/2016,2016,2,EN,U,14,Stephen F. Austin,Slnd,75,Notre Dame,F
35,19/Mar/2016,2016,2,EN,F,4,Kentucky,SEC,67,Indiana,U
35,19/Mar/2016,2016,2,EN,U,5,Indiana,B10,73,Indiana,U
36,20/Mar/2016,2016,2,EN,F,2,Xavier,A10,63,Wisconsin,U
36,20/Mar/2016,2016,2,EN,U,7,Wisconsin,B10,66,Wisconsin,U
37,20/Mar/2016,2016,2,WS,F,1,Oregon,P10,69,Oregon,F
37,20/Mar/2016,2016,2,WS,U,8,Saint Joseph's,A10,64,Oregon,F
38,19/Mar/2016,2016,2,WS,F,4,Duke,ACC,71,Duke,F
38,19/Mar/2016,2016,2,WS,U,12,Yale,Ivy,64,Duke,F
39,20/Mar/2016,2016,2,WS,F,3,Texas A&M,B12,92,Texas A&M,F
39,20/Mar/2016,2016,2,WS,U,11,Northern Iowa,MVC,88,Texas A&M,F
40,20/Mar/2016,2016,2,WS,F,2,Oklahoma,B12,85,Oklahoma,F
40,20/Mar/2016,2016,2,WS,U,10,Virginia Commonwealth,CAA,81,Oklahoma,F
41,19/Mar/2016,2016,2,WN,F,1,Kansas,B12,73,Kansas,F
41,19/Mar/2016,2016,2,WN,U,9,Connecticut,BE,61,Kansas,F
42,20/Mar/2016,2016,2,WN,F,5,Maryland,ACC,73,Maryland,F
42,20/Mar/2016,2016,2,WN,U,13,Hawaii,WAC,60,Maryland,F
43,19/Mar/2016,2016,2,WN,F,11,Wichita State,MVC,57,Miami FL,U
43,19/Mar/2016,2016,2,WN,U,3,Miami (FL),BE,65,Miami FL,U
44,20/Mar/2016,2016,2,WN,F,2,Villanova,BE,87,Villanova,F
44,20/Mar/2016,2016,2,WN,U,7,Iowa,B10,68,Villanova,F
45,19/Mar/2016,2016,2,ES,F,1,Virginia,ACC,77,Virginia,F
45,19/Mar/2016,2016,2,ES,U,9,Butler,Horz,69,Virginia,F
46,20/Mar/2016,2016,2,ES,F,10,Syracuse,BE,75,Syracuse,F
46,20/Mar/2016,2016,2,ES,U,15,Middle Tennessee,SB,50,Syracuse,F
47,19/Mar/2016,2016,2,ES,F,4,Iowa State,B12,78,Iowa St.,F
47,19/Mar/2016,2016,2,ES,U,12,Little Rock,SB,61,Iowa St.,F
48,19/Mar/2016,2016,2,ES,F,11,Gonzaga,WCC,82,Gonzaga,F
48,19/Mar/2016,2016,2,ES,U,3,Utah,MWC,59,Gonzaga,F
49,25/Mar/2016,2016,3,EN,F,1,North Carolina,ACC,101,North Carolina,F
49,25/Mar/2016,2016,3,EN,U,5,Indiana,B10,86,North Carolina,F
50,25/Mar/2016,2016,3,EN,F,6,Notre Dame,BE,61,Notre Dame,F
50,25/Mar/2016,2016,3,EN,U,7,Wisconsin,B10,56,Notre Dame,F
51,24/Mar/2016,2016,3,WS,F,1,Oregon,P10,82,Oregon,F
51,24/Mar/2016,2016,3,WS,U,4,Duke,ACC,68,Oregon,F
52,24/Mar/2016,2016,3,WS,F,2,Oklahoma,B12,77,Oklahoma,F
52,24/Mar/2016,2016,3,WS,U,3,Texas A&M,B12,63,Oklahoma,F
53,24/Mar/2016,2016,3,WN,F,1,Kansas,B12,79,Kansas,F
53,24/Mar/2016,2016,3,WN,U,5,Maryland,ACC,63,Kansas,F
54,24/Mar/2016,2016,3,WN,F,2,Villanova,BE,92,Villanova,F
54,24/Mar/2016,2016,3,WN,U,3,Miami (FL),BE,69,Villanova,F
55,25/Mar/2016,2016,3,ES,F,1,Virginia,ACC,84,Virginia,F
55,25/Mar/2016,2016,3,ES,U,4,Iowa State,B12,71,Virginia,F
56,25/Mar/2016,2016,3,ES,F,11,Gonzaga,WCC,60,Syracuse,U
56,25/Mar/2016,2016,3,ES,U,10,Syracuse,BE,63,Syracuse,U
57,27/Mar/2016,2016,4,EN,F,1,North Carolina,ACC,88,North Carolina,F
57,27/Mar/2016,2016,4,EN,U,6,Notre Dame,BE,74,North Carolina,F
58,26/Mar/2016,2016,4,WS,F,2,Oklahoma,B12,80,Oklahoma,F
