GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,Winner,Result
60,29-Mar-2015,2015,4,D,F,1,Duke,ACC,66,Duke,F
60,29-Mar-2015,2015,4,D,U,2,Gonzaga,WCC,52,Duke,F
61,04-Apr-2015,2015,5,E,F,1,Kentucky,SEC,64,Wisconsin,U
61,04-Apr-2015,2015,5,E,U,1,Wisconsin,Big Ten,71,Wisconsin,U
62,04-Apr-2015,2015,5,F,F,1,Duke,ACC,81,Duke,F
62,04-Apr-2015,2015,5,F,U,7,Michigan State,Big Ten,61,Duke,F
63,06-Apr-2015,2015,6,G,F,1,Wisconsin,Big Ten,63,Duke,U
63,06-Apr-2015,2015,6,G,U,1,Duke,ACC,68,Duke,U
-3,17-Mar-2015,2015,PI,A,F,16,Manhattan,MAAC,64,Hampton,U
-3,17-Mar-2015,2015,PI,A,U,16,Hampton,Big South,74,Hampton,U
-1,17-Mar-2015,2015,PI,B,F,11,Brigham Young,WCC,90,Mississippi,U
-1,17-Mar-2015,2015,PI,B,U,11,Mississippi,SEC,94,Mississippi,U
-4,18-Mar-2015,2015,PI,C,F,11,Dayton,A-10,56,Dayton,F
-4,18-Mar-2015,2015,PI,C,U,11,Boise State,MWC,55,Dayton,F
-2,18-Mar-2015,2015,PI,D,F,16,North Florida,A-Sun,77,Robert Morris,U
-2,18-Mar-2015,2015,PI,D,U,16,Robert Morris,NEC,81,Robert Morris,U
1,17-Mar-2016,2016,1,A,F,1,Kansas,Big 12,105,Kansas,F
1,17-Mar-2016,2016,1,A,U,16,Austin Peay,OVC,79,Kansas,F
2,17-Mar-2016,2016,1,A,F,8,Connecticut,AAC,74,Connecticut,F
2,17-Mar-2016,2016,1,A,U,9,Colorado,Pac-12,67,Connecticut,F
3,18-Mar-2016,2016,1,A,F,5,Maryland,Big Ten,79,Maryland,F
3,18-Mar-2016,2016,1,A,U,12,South Dakota State,Summit,74,Maryland,F
4,18-Mar-2016,2016,1,A,F,4,University of California,Pac-12,66,Hawaii,U
4,18-Mar-2016,2016,1,A,U,13,Hawaii,Big West,77,Hawaii,U
5,17-Mar-2016,2016,1,A,F,6,Arizona,Pac-12,55,Wichita State,U
5,17-Mar-2016,2016,1,A,U,11,Wichita State,AAC,65,Wichita State,U
6,17-Mar-2016,2016,1,A,F,3,Miami (FL),ACC,79,Miami (FL),F
6,17-Mar-2016,2016,1,A,U,14,Buffalo,MAC (East),72,Miami (FL),F
7,18-Mar-2016,2016,1,A,F,7,Iowa,Big Ten,72,Iowa,F
7,18-Mar-2016,2016,1,A,U,10,Temple,AAC,70,Iowa,F
8,18-Mar-2016,2016,1,A,F,2,Villanova,Big East,86,Villanova,F
8,18-Mar-2016,2016,1,A,U,15,North Carolina-Asheville,Big South,56,Villanova,F
9,18-Mar-2016,2016,1,B,F,1,Oregon,Pac-12,91,Oregon,F
9,18-Mar-2016,2016,1,B,U,16,Holy Cross,Patriot,52,Oregon,F
10,18-Mar-2016,2016,1,B,F,8,Cincinnati,AAC,76,Saint Joseph's,U
10,18-Mar-2016,2016,1,B,U,9,Saint Joseph's,A-10,78,Saint Joseph's,U
11,17-Mar-2016,2016,1,B,F,5,Baylor,Big 12,75,Yale,U
11,17-Mar-2016,2016,1,B,U,12,Yale,Ivy,79,Yale,U
12,17-Mar-2016,2016,1,B,F,4,Duke,ACC,93,Duke,F
12,17-Mar-2016,2016,1,B,U,13,North Carolina-Wilmington,CAA,85,Duke,F
13,18-Mar-2016,2016,1,B,F,6,Texas,Big 12,72,Northern Iowa,U
13,18-Mar-2016,2016,1,B,U,11,Northern Iowa,MVC,75,Northern Iowa,U
14,18-Mar-2016,2016,1,B,F,3,Texas A&M,SEC,92,Texas A&M,F
14,18-Mar-2016,2016,1,B,U,14,Green Bay,Horizon,65,Texas A&M,F
15,18-Mar-2016,2016,1,B,F,7,Virginia Commonwealth,A-10,75,Virginia Commonwealth,F
15,18-Mar-2016,2016,1,B,U,10,Oregon State,Pac-12,67,Virginia Commonwealth,F
16,18-Mar-2016,2016,1,B,F,2,Oklahoma,Big 12,82,Oklahoma,F
16,18-Mar-2016,2016,1,B,U,15,Cal State Bakersfield,WAC,68,Oklahoma,F
17,17-Mar-2016,2016,1,C,F,1,North Carolina,ACC,83,North Carolina,F
17,17-Mar-2016,2016,1,C,U,16,Florida Gulf Coast,A-Sun,67,North Carolina,F
18,17-Mar-2016,2016,1,C,F,8,Providence,Big East,70,Providence,F
18,17-Mar-2016,2016,1,C,U,9,Southern California,Pac-12,69,Providence,F
19,17-Mar-2016,2016,1,C,F,5,Indiana,Big Ten,99,Indiana,F
19,17-Mar-2016,2016,1,C,U,12,Chattanooga,Southern,74,Indiana,F
20,17-Mar-2016,2016,1,C,F,4,Kentucky,SEC,85,Kentucky,F
20,17-Mar-2016,2016,1,C,U,13,Stony Brook,AEC,57,Kentucky,F
21,18-Mar-2016,2016,1,C,F,6,Notre Dame,ACC,70,Notre Dame,F
21,18-Mar-2016,2016,1,C,U,11,Michigan,Big Ten,63,Notre Dame,F
22,18-Mar-2016,2016,1,C,F,3,West Virginia,Big 12,56,Stephen F. Austin,U
22,18-Mar-2016,2016,1,C,U,14,Stephen F. Austin,Southland,70,Stephen F. Austin,U
23,18-Mar-2016,2016,1,C,F,7,Pittsburgh,ACC,43,Wisconsin,U
23,18-Mar-2016,2016,1,C,U,10,Wisconsin,Big Ten,47,Wisconsin,U
24,18-Mar-2016,2016,1,C,F,2,Xavier,Big East,71,Xavier,F
24,18-Mar-2016,2016,1,C,U,15,Weber State,Big Sky,53,Xavier,F
25,17-Mar-2016,2016,1,D,F,1,Virginia,ACC,81,Virginia,F
25,17-Mar-2016,2016,1,D,U,16,Hampton,Big South,45,Virginia,F
26,17-Mar-2016,2016,1,D,F,8,Texas Tech,Big 12,61,Butler,U
26,17-Mar-2016,2016,1,D,U,9,Butler,Big East,71,Butler,U
27,17-Mar-2016,2016,1,D,F,5,Purdue,Big Ten,83,Little Rock,U
27,17-Mar-2016,2016,1,D,U,12,Little Rock,Sun Belt,85,Little Rock,U
28,17-Mar-2016,2016,1,D,F,4,Iowa State,Big 12,94,Iowa State,F
28,17-Mar-2016,2016,1,D,U,13,Iona,MAAC,81,Iowa State,F
29,17-Mar-2016,2016,1,D,F,6,Seton Hall,Big East,52,Gonzaga,U
29,17-Mar-2016,2016,1,D,U,11,Gonzaga,WCC,68,Gonzaga,U
30,17-Mar-2016,2016,1,D,F,3,Utah,Pac-12,80,Utah,F
30,17-Mar-2016,2016,1,D,U,14,Fresno State,MWC,69,Utah,F
31,18-Mar-2016,2016,1,D,F,7,Dayton,A-10,51,Syracuse,U
31,18-Mar-2016,2016,1,D,U,10,Syracuse,ACC,70,Syracuse,U
32,18-Mar-2016,2016,1,D,F,2,Michigan State,Big Ten,81,Middle Tennessee,U
32,18-Mar-2016,2016,1,D,U,15,Middle Tennessee,CUSA,90,Middle Tennessee,U
33,19-Mar-2016,2016,2,A,F,1,Kansas,Big 12,73,Kansas,F
33,19-Mar-2016,2016,2,A,U,9,Connecticut,AAC,61,Kansas,F
34,20-Mar-2016,2016,2,A,F,5,Maryland,Big Ten,73,Maryland,F
34,20-Mar-2016,2016,2,A,U,13,Hawaii,Big West,60,Maryland,F
35,19-Mar-2016,2016,2,A,F,3,Miami (FL),ACC,65,Miami (FL),F
35,19-Mar-2016,2016,2,A,U,11,Wichita State,AAC,57,Miami (FL),F
36,20-Mar-2016,2016,2,A,F,2,Villanova,Big East,87,Villanova,F
36,20-Mar-2016,2016,2,A,U,7,Iowa,Big Ten,68,Villanova,F
37,20-Mar-2016,2016,2,B,F,1,Oregon,Pac-12,69,Oregon,F
37,20-Mar-2016,2016,2,B,U,8,Saint Joseph's,A-10,64,Oregon,F
38,19-Mar-2016,2016,2,B,F,4,Duke,ACC,71,Duke,F
38,19-Mar-2016,2016,2,B,U,12,Yale,Ivy,64,Duke,F
39,20-Mar-2016,2016,2,B,F,3,Texas A&M,SEC,92,Texas A&M,F
39,20-Mar-2016,2016,2,B,U,11,Northern Iowa,MVC,88,Texas A&M,F
40,20-Mar-2016,2016,2,B,F,2,Oklahoma,Big 12,85,Oklahoma,F
40,20-Mar-2016,2016,2,B,U,10,Virginia Commonwealth,A-10,81,Oklahoma,F
41,19-Mar-2016,2016,2,C,F,1,North Carolina,ACC,85,North Carolina,F
41,19-Mar-2016,2016,2,C,U,9,Providence,Big East,66,North Carolina,F
42,20-Mar-2016,2016,2,C,F,6,Notre Dame,ACC,76,Notre Dame,F
42,20-Mar-2016,2016,2,C,U,14,Stephen F. Austin,Southland,75,Notre Dame,F
43,19-Mar-2016,2016,2,C,F,4,Kentucky,SEC,67,Indiana,U
43,19-Mar-2016,2016,2,C,U,5,Indiana,Big Ten,73,Indiana,U
44,20-Mar-2016,2016,2,C,F,2,Xavier,Big East,63,Wisconsin,U
44,20-Mar-2016,2016,2,C,U,7,Wisconsin,Big Ten,66,Wisconsin,U
45,19-Mar-2016,2016,2,D,F,1,Virginia,ACC,77,Virginia,F
45,19-Mar-2016,2016,2,D,U,9,Butler,Big East,69,Virginia,F
46,20-Mar-2016,2016,2,D,F,10,Syracuse,ACC,75,Syracuse,F
46,20-Mar-2016,2016,2,D,U,15,Middle Tennessee,CUSA,50,Syracuse,F
47,19-Mar-2016,2016,2,D,F,4,Iowa State,Big 12,78,Iowa State,F
47,19-Mar-2016,2016,2,D,U,12,Little Rock,Sun Belt,61,Iowa State,F
48,19-Mar-2016,2016,2,D,F,3,Utah,Pac-12,59,Gonzaga,U
48,19-Mar-2016,2016,2,D,U,11,Gonzaga,WCC,82,Gonzaga,U
49,24-Mar-2016,2016,3,A,F,1,Kansas,Big 12,79,Kansas,F
49,24-Mar-2016,2016,3,A,U,5,Maryland,Big Ten,63,Kansas,F
50,24-Mar-2016,2016,3,A,F,2,Villanova,Big East,92,Villanova,F
50,24-Mar-2016,2016,3,A,U,3,Miami (FL),ACC,69,Villanova,F
51,24-Mar-2016,2016,3,B,F,1,Oregon,Pac-12,82,Oregon,F
51,24-Mar-2016,2016,3,B,U,4,Duke,ACC,68,Oregon,F
52,24-Mar-2016,2016,3,B,F,2,Oklahoma,Big 12,77,Oklahoma,F
52,24-Mar-2016,2016,3,B,U,3,Texas A&M,SEC,63,Oklahoma,F
53,25-Mar-2016,2016,3,C,F,1,North Carolina,ACC,101,North Carolina,F
53,25-Mar-2016,2016,3,C,U,5,Indiana,Big Ten,86,North Carolina,F
54,25-Mar-2016,2016,3,C,F,6,Notre Dame,ACC,61,Notre Dame,F
54,25-Mar-2016,2016,3,C,U,7,Wisconsin,Big Ten,56,Notre Dame,F
55,25-Mar-2016,2016,3,D,F,1,Virginia,ACC,84,Virginia,F
55,25-Mar-2016,2016,3,D,U,4,Iowa State,Big 12,71,Virginia,F
56,25-Mar-2016,2016,3,D,F,10,Syracuse,ACC,63,Syracuse,F
56,25-Mar-2016,2016,3,D,U,11,Gonzaga,WCC,60,Syracuse,F
57,26-Mar-2016,2016,4,A,F,1,Kansas,Big 12,59,Villanova,U
57,26-Mar-2016,2016,4,A,U,2,Villanova,Big East,64,Villanova,U
58,26-Mar-2016,2016,4,B,F,1,Oregon,Pac-12,68,Oklahoma,U
58,26-Mar-2016,2016,4,B,U,2,Oklahoma,Big 12,80,Oklahoma,U
59,27-Mar-2016,2016,4,C,F,1,North Carolina,ACC,88,North Carolina,F
59,27-Mar-2016,2016,4,C,U,6,Notre Dame,ACC,74,North Carolina,F
60,27-Mar-2016,2016,4,D,F,1,Virginia,ACC,62,Syracuse,U
60,27-Mar-2016,2016,4,D,U,10,Syracuse,ACC,68,Syracuse,U
61,02-Apr-2016,2016,5,E,F,2,Villanova,Big East,95,Villanova,F
61,02-Apr-2016,2016,5,E,U,2,Oklahoma,Big 12,51,Villanova,F
62,02-Apr-2016,2016,5,F,F,1,North Carolina,ACC,83,North Carolina,F
62,02-Apr-2016,2016,5,F,U,10,Syracuse,ACC,66,North Carolina,F
63,04-Apr-2016,2016,6,G,F,1,North Carolina,ACC,74,Villanova,U
63,04-Apr-2016,2016,6,G,U,2,Villanova,Big East,77,Villanova,U
-2,15-Mar-2016,2016,PI,A,F,11,Wichita State,AAC,70,Wichita State,F
-2,15-Mar-2016,2016,PI,A,U,11,Vanderbilt,SEC,50,Wichita State,F
-1,16-Mar-2016,2016,PI,B,F,16,Southern,SWAC,55,Holy Cross,U
-1,16-Mar-2016,2016,PI,B,U,16,Holy Cross,Patriot,59,Holy Cross,U
-4,16-Mar-2016,2016,PI,C,F,11,Michigan,Big Ten,67,Michigan,F
-4,16-Mar-2016,2016,PI,C,U,11,Tulsa,AAC,62,Michigan,F
-3,15-Mar-2016,2016,PI,C,F,16,Florida Gulf Coast,A-Sun,96,Florida Gulf Coast,F
-3,15-Mar-2016,2016,PI,C,U,16,Fairleigh Dickinson,NEC,65,Florida Gulf Coast,F
1,16-Mar-2017,2017,1,A,F,1,Villanova,Big East,76,Villanova,F
1,16-Mar-2017,2017,1,A,U,16,Mount St. Mary's,NEC,56,Villanova,F
2,16-Mar-2017,2017,1,A,F,8,Wisconsin,Big Ten,84,Wisconsin,F
2,16-Mar-2017,2017,1,A,U,9,Virginia Tech,ACC,74,Wisconsin,F
3,16-Mar-2017,2017,1,A,F,5,Virginia,ACC,76,Virginia,F
3,16-Mar-2017,2017,1,A,U,12,North Carolina-Wilmington,CAA,71,Virginia,F
4,16-Mar-2017,2017,1,A,F,4,Florida,SEC,80,Florida,F
4,16-Mar-2017,2017,1,A,U,13,East Tennessee State,Southern,65,Florida,F
5,17-Mar-2017,2017,1,A,F,6,Southern Methodist,AAC,65,Southern California,U
5,17-Mar-2017,2017,1,A,U,11,Southern California,Pac-12,66,Southern California,U
6,17-Mar-2017,2017,1,A,F,3,Baylor,Big 12,91,Baylor,F
6,17-Mar-2017,2017,1,A,U,14,New Mexico State,WAC,73,Baylor,F
7,17-Mar-2017,2017,1,A,F,7,South Carolina,SEC,93,South Carolina,F
7,17-Mar-2017,2017,1,A,U,10,Marquette,Big East,73,South Carolina,F
8,17-Mar-2017,2017,1,A,F,2,Duke,ACC,87,Duke,F
8,17-Mar-2017,2017,1,A,U,15,Troy,Sun Belt,65,Duke,F
9,16-Mar-2017,2017,1,B,F,1,Gonzaga,WCC,66,Gonzaga,F
9,16-Mar-2017,2017,1,B,U,16,San Diego State,MWC,46,Gonzaga,F
10,16-Mar-2017,2017,1,B,F,8,Vanderbilt,SEC,66,Northwestern,U
10,16-Mar-2017,2017,1,B,U,9,Northwestern,Big Ten,68,Northwestern,U
11,16-Mar-2017,2017,1,B,F,5,Notre Dame,ACC,60,Notre Dame,F
11,16-Mar-2017,2017,1,B,U,12,Princeton,Ivy,58,Notre Dame,F
12,16-Mar-2017,2017,1,B,F,4,West Virginia,Big 12,86,West Virginia,F
12,16-Mar-2017,2017,1,B,U,13,Bucknell,Patriot,80,West Virginia,F
13,16-Mar-2017,2017,1,B,F,6,Maryland,Big Ten,65,Xavier,U
13,16-Mar-2017,2017,1,B,U,11,Xavier,Big East,76,Xavier,U
14,16-Mar-2017,2017,1,B,F,3,Florida State,ACC,86,Florida State,F
14,16-Mar-2017,2017,1,B,U,14,Florida Gulf Coast,A-Sun,80,Florida State,F
15,16-Mar-2017,2017,1,B,F,7,Saint Mary's (CA),WCC,85,Saint Mary's (CA),F
15,16-Mar-2017,2017,1,B,U,10,Virginia Commonwealth,A-10,77,Saint Mary's (CA),F
16,16-Mar-2017,2017,1,B,F,2,Arizona,Pac-12,100,Arizona,F
16,16-Mar-2017,2017,1,B,U,15,North Dakota,Summit,82,Arizona,F
17,17-Mar-2017,2017,1,C,F,1,Kansas,Big 12,100,Kansas,F
17,17-Mar-2017,2017,1,C,U,16,UC-Davis,Big West,62,Kansas,F
18,17-Mar-2017,2017,1,C,F,8,Michigan State,Big Ten,78,Michigan State,F
18,17-Mar-2017,2017,1,C,U,9,Miami (FL),ACC,58,Michigan State,F
19,16-Mar-2017,2017,1,C,F,5,Iowa State,Big 12,84,Iowa State,F
19,16-Mar-2017,2017,1,C,U,12,Nevada,MWC,73,Iowa State,F
20,16-Mar-2017,2017,1,C,F,4,Purdue,Big Ten,80,Purdue,F
20,16-Mar-2017,2017,1,C,U,13,Vermont,AEC,70,Purdue,F
21,17-Mar-2017,2017,1,C,F,6,Creighton,Big East,72,Rhode Island,U
21,17-Mar-2017,2017,1,C,U,11,Rhode Island,A-10,84,Rhode Island,U
22,17-Mar-2017,2017,1,C,F,3,Oregon,Pac-12,93,Oregon,F
22,17-Mar-2017,2017,1,C,U,14,Iona,MAAC,77,Oregon,F
23,17-Mar-2017,2017,1,C,F,7,Michigan,Big Ten,92,Michigan,F
23,17-Mar-2017,2017,1,C,U,10,Oklahoma State,Big 12,91,Michigan,F
24,17-Mar-2017,2017,1,C,F,2,Louisville,ACC,78,Louisville,F
24,17-Mar-2017,2017,1,C,U,15,Jacksonville State,OVC,63,Louisville,F
25,17-Mar-2017,2017,1,D,F,1,North Carolina,ACC,103,North Carolina,F
25,17-Mar-2017,2017,1,D,U,16,Texas Southern,SWAC,64,North Carolina,F
26,17-Mar-2017,2017,1,D,F,8,Arkansas,SEC,77,Arkansas,F
26,17-Mar-2017,2017,1,D,U,9,Seton Hall,Big East,71,Arkansas,F
27,16-Mar-2017,2017,1,D,F,5,Minnesota,Big Ten,72,Middle Tennessee,U
27,16-Mar-2017,2017,1,D,U,12,Middle Tennessee,CUSA,81,Middle Tennessee,U
28,16-Mar-2017,2017,1,D,F,4,Butler,Big East,76,Butler,F
28,16-Mar-2017,2017,1,D,U,13,Winthrop,Big South,64,Butler,F
29,17-Mar-2017,2017,1,D,F,6,Cincinnati,AAC,75,Cincinnati,F
29,17-Mar-2017,2017,1,D,U,11,Kansas State,Big 12,61,Cincinnati,F
30,17-Mar-2017,2017,1,D,F,3,UCLA,Pac-12,97,UCLA,F
30,17-Mar-2017,2017,1,D,U,14,Kent State,MAC (East),80,UCLA,F
31,17-Mar-2017,2017,1,D,F,7,Wichita State,AAC,64,Wichita State,F
31,17-Mar-2017,2017,1,D,U,10,Dayton,A-10,58,Wichita State,F
32,17-Mar-2017,2017,1,D,F,2,Kentucky,SEC,79,Kentucky,F
32,17-Mar-2017,2017,1,D,U,15,Northern Kentucky,Horizon,70,Kentucky,F
33,18-Mar-2017,2017,2,A,F,1,Villanova,Big East,62,Wisconsin,U
33,18-Mar-2017,2017,2,A,U,8,Wisconsin,Big Ten,65,Wisconsin,U
34,18-Mar-2017,2017,2,A,F,4,Florida,SEC,65,Florida,F
34,18-Mar-2017,2017,2,A,U,5,Virginia,ACC,39,Florida,F
35,19-Mar-2017,2017,2,A,F,3,Baylor,Big 12,82,Baylor,F
35,19-Mar-2017,2017,2,A,U,11,Southern California,Pac-12,78,Baylor,F
36,19-Mar-2017,2017,2,A,F,2,Duke,ACC,81,South Carolina,U
36,19-Mar-2017,2017,2,A,U,7,South Carolina,SEC,88,South Carolina,U
37,18-Mar-2017,2017,2,B,F,1,Gonzaga,WCC,79,Gonzaga,F
37,18-Mar-2017,2017,2,B,U,8,Northwestern,Big Ten,73,Gonzaga,F
38,18-Mar-2017,2017,2,B,F,4,West Virginia,Big 12,83,West Virginia,F
38,18-Mar-2017,2017,2,B,U,5,Notre Dame,ACC,71,West Virginia,F
39,18-Mar-2017,2017,2,B,F,3,Florida State,ACC,66,Xavier,U
39,18-Mar-2017,2017,2,B,U,11,Xavier,Big East,91,Xavier,U
40,18-Mar-2017,2017,2,B,F,2,Arizona,Pac-12,69,Arizona,F
40,18-Mar-2017,2017,2,B,U,7,Saint Mary's (CA),WCC,60,Arizona,F
41,19-Mar-2017,2017,2,C,F,1,Kansas,Big 12,90,Kansas,F
41,19-Mar-2017,2017,2,C,U,9,Michigan State,Big Ten,70,Kansas,F
42,18-Mar-2017,2017,2,C,F,4,Purdue,Big Ten,80,Purdue,F
42,18-Mar-2017,2017,2,C,U,5,Iowa State,Big 12,76,Purdue,F
43,19-Mar-2017,2017,2,C,F,3,Oregon,Pac-12,75,Oregon,F
43,19-Mar-2017,2017,2,C,U,11,Rhode Island,A-10,72,Oregon,F
44,19-Mar-2017,2017,2,C,F,2,Louisville,ACC,69,Michigan,U
44,19-Mar-2017,2017,2,C,U,7,Michigan,Big Ten,73,Michigan,U
45,19-Mar-2017,2017,2,D,F,1,North Carolina,ACC,72,North Carolina,F
45,19-Mar-2017,2017,2,D,U,8,Arkansas,SEC,65,North Carolina,F
46,18-Mar-2017,2017,2,D,F,4,Butler,Big East,74,Butler,F
46,18-Mar-2017,2017,2,D,U,12,Middle Tennessee,CUSA,65,Butler,F
47,19-Mar-2017,2017,2,D,F,3,UCLA,Pac-12,79,UCLA,F
47,19-Mar-2017,2017,2,D,U,6,Cincinnati,AAC,67,UCLA,F
48,19-Mar-2017,2017,2,D,F,2,Kentucky,SEC,65,Kentucky,F
48,19-Mar-2017,2017,2,D,U,10,Wichita State,AAC,62,Kentucky,F
49,24-Mar-2017,2017,3,A,F,3,Baylor,Big 12,50,South Carolina,U
49,24-Mar-2017,2017,3,A,U,7,South Carolina,SEC,70,South Carolina,U
50,24-Mar-2017,2017,3,A,F,4,Florida,SEC,84,Florida,F
50,24-Mar-2017,2017,3,A,U,8,Wisconsin,Big Ten,83,Florida,F
51,23-Mar-2017,2017,3,B,F,1,Gonzaga,WCC,61,Gonzaga,F
51,23-Mar-2017,2017,3,B,U,4,West Virginia,Big 12,58,Gonzaga,F
52,23-Mar-2017,2017,3,B,F,2,Arizona,Pac-12,71,Xavier,U
52,23-Mar-2017,2017,3,B,U,11,Xavier,Big East,73,Xavier,U
53,23-Mar-2017,2017,3,C,F,1,Kansas,Big 12,98,Kansas,F
53,23-Mar-2017,2017,3,C,U,4,Purdue,Big Ten,66,Kansas,F
54,23-Mar-2017,2017,3,C,F,3,Oregon,Pac-12,69,Oregon,F
54,23-Mar-2017,2017,3,C,U,7,Michigan,Big Ten,68,Oregon,F
55,24-Mar-2017,2017,3,D,F,1,North Carolina,ACC,92,North Carolina,F
55,24-Mar-2017,2017,3,D,U,4,Butler,Big East,80,North Carolina,F
56,24-Mar-2017,2017,3,D,F,2,Kentucky,SEC,86,Kentucky,F
56,24-Mar-2017,2017,3,D,U,3,UCLA,Pac-12,75,Kentucky,F
57,26-Mar-2017,2017,4,A,F,4,Florida,SEC,70,South Carolina,U
57,26-Mar-2017,2017,4,A,U,7,South Carolina,SEC,77,South Carolina,U
58,25-Mar-2017,2017,4,B,F,1,Gonzaga,WCC,83,Gonzaga,F
58,25-Mar-2017,2017,4,B,U,11,Xavier,Big East,59,Gonzaga,F
59,25-Mar-2017,2017,4,C,F,1,Kansas,Big 12,60,Oregon,U
59,25-Mar-2017,2017,4,C,U,3,Oregon,Pac-12,74,Oregon,U
60,26-Mar-2017,2017,4,D,F,1,North Carolina,ACC,75,North Carolina,F
60,26-Mar-2017,2017,4,D,U,2,Kentucky,SEC,73,North Carolina,F
61,01-Apr-2017,2017,5,E,F,1,Gonzaga,WCC,77,Gonzaga,F
61,01-Apr-2017,2017,5,E,U,7,South Carolina,SEC,73,Gonzaga,F
62,01-Apr-2017,2017,5,F,F,1,North Carolina,ACC,77,North Carolina,F
62,01-Apr-2017,2017,5,F,U,3,Oregon,Pac-12,76,North Carolina,F
63,03-Apr-2017,2017,6,G,F,1,Gonzaga,WCC,65,North Carolina,U
63,03-Apr-2017,2017,6,G,U,1,North Carolina,ACC,71,North Carolina,U
-4,15-Mar-2017,2017,PI,A,F,11,Southern California,Pac-12,75,Southern California,F
-4,15-Mar-2017,2017,PI,A,U,11,Providence,Big East,71,Southern California,F
-3,14-Mar-2017,2017,PI,A,F,16,New Orleans,Southland,66,Mount St. Mary's,U
-3,14-Mar-2017,2017,PI,A,U,16,Mount St. Mary's,NEC,67,Mount St. Mary's,U
-2,15-Mar-2017,2017,PI,C,F,16,North Carolina Central,MEAC,63,UC-Davis,U
-2,15-Mar-2017,2017,PI,C,U,16,UC-Davis,Big West,67,UC-Davis,U
-1,14-Mar-2017,2017,PI,D,F,11,Kansas State,Big 12,95,Kansas State,F
-1,14-Mar-2017,2017,PI,D,U,11,Wake Forest,ACC,88,Kansas State,F
1,16-Mar-2018,2018,1,A,F,1,Virginia,ACC,54,Maryland-Baltimore County,U
1,16-Mar-2018,2018,1,A,U,16,Maryland-Baltimore County,AEC,74,Maryland-Baltimore County,U
2,16-Mar-2018,2018,1,A,F,8,Creighton,Big East,59,Kansas State,U
2,16-Mar-2018,2018,1,A,U,9,Kansas State,Big 12,69,Kansas State,U
3,15-Mar-2018,2018,1,A,F,5,Kentucky,SEC,78,Kentucky,F
3,15-Mar-2018,2018,1,A,U,12,Davidson,A-10,73,Kentucky,F
4,15-Mar-2018,2018,1,A,F,4,Arizona,Pac-12,68,Buffalo,U
4,15-Mar-2018,2018,1,A,U,13,Buffalo,MAC (East),89,Buffalo,U
5,15-Mar-2018,2018,1,A,F,6,Miami (FL),ACC,62,Loyola (IL),U
5,15-Mar-2018,2018,1,A,U,11,Loyola (IL),MVC,64,Loyola (IL),U
6,15-Mar-2018,2018,1,A,F,3,Tennessee,SEC,73,Tennessee,F
6,15-Mar-2018,2018,1,A,U,14,Wright State,Horizon,47,Tennessee,F
7,16-Mar-2018,2018,1,A,F,7,Nevada,MWC,87,Nevada,F
7,16-Mar-2018,2018,1,A,U,10,Texas,Big 12,83,Nevada,F
8,16-Mar-2018,2018,1,A,F,2,Cincinnati,AAC,68,Cincinnati,F
8,16-Mar-2018,2018,1,A,U,15,Georgia State,Sun Belt,53,Cincinnati,F
9,16-Mar-2018,2018,1,B,F,1,Xavier,Big East,102,Xavier,F
9,16-Mar-2018,2018,1,B,U,16,Texas Southern,SWAC,83,Xavier,F
10,16-Mar-2018,2018,1,B,F,8,Florida State,ACC,67,Florida State,F
10,16-Mar-2018,2018,1,B,U,9,Missouri,SEC,54,Florida State,F
11,15-Mar-2018,2018,1,B,F,5,Ohio State,Big Ten,81,Ohio State,F
11,15-Mar-2018,2018,1,B,U,12,South Dakota State,Summit,73,Ohio State,F
12,15-Mar-2018,2018,1,B,F,4,Gonzaga,WCC,68,Gonzaga,F
12,15-Mar-2018,2018,1,B,U,13,North Carolina-Greensboro,Southern,64,Gonzaga,F
13,15-Mar-2018,2018,1,B,F,6,Houston,AAC,67,Houston,F
13,15-Mar-2018,2018,1,B,U,11,San Diego State,MWC,65,Houston,F
14,15-Mar-2018,2018,1,B,F,3,Michigan,Big Ten,61,Michigan,F
14,15-Mar-2018,2018,1,B,U,14,Montana,Big Sky,47,Michigan,F
15,16-Mar-2018,2018,1,B,F,7,Texas A&M,SEC,73,Texas A&M,F
15,16-Mar-2018,2018,1,B,U,10,Providence,Big East,69,Texas A&M,F
16,16-Mar-2018,2018,1,B,F,2,North Carolina,ACC,84,North Carolina,F
16,16-Mar-2018,2018,1,B,U,15,Lipscomb,A-Sun,66,North Carolina,F
17,15-Mar-2018,2018,1,C,F,1,Villanova,Big East,87,Villanova,F
17,15-Mar-2018,2018,1,C,U,16,Radford,Big South,61,Villanova,F
18,15-Mar-2018,2018,1,C,F,8,Virginia Tech,ACC,83,Alabama,U
18,15-Mar-2018,2018,1,C,U,9,Alabama,SEC,86,Alabama,U
19,16-Mar-2018,2018,1,C,F,5,West Virginia,Big 12,85,West Virginia,F
19,16-Mar-2018,2018,1,C,U,12,Murray State,OVC,68,West Virginia,F
20,16-Mar-2018,2018,1,C,F,4,Wichita State,AAC,75,Marshall,U
20,16-Mar-2018,2018,1,C,U,13,Marshall,CUSA,81,Marshall,U
21,15-Mar-2018,2018,1,C,F,6,Florida,SEC,77,Florida,F
21,15-Mar-2018,2018,1,C,U,11,St. Bonaventure,A-10,62,Florida,F
