ID,Date,Year,season,Round,Region,F.Rate,F.Rank,F.Seed,F.Team,F.Score,U.Rate,U.Rank,U.Seed,U.Team,U.Score,Overtime,MV,SeD,Upset
886,21-Mar-15,2015,2014-15,2,West,23.85,10,4,North Carolina,87,16.44,29,5,Arkansas,78,,9,1,
887,21-Mar-15,2015,2014-15,2,West,19.49,21,6,Xavier,75,10.32,68,14,Georgia St.,67,,8,8,
888,21-Mar-15,2015,2014-15,2,South,27.24,8,5,Utah,75,19.13,22,4,Georgetown,64,,11,-1,
889,22-Mar-15,2015,2014-15,2,East,30.06,6,2,Virginia,54,21.72,15,7,Michigan St.,60,,6,-5,7 over 2
890,22-Mar-15,2015,2014-15,2,Midwest,22.72,12,2,Kansas,65,22.21,13,7,Wichita St.,78,,13,-5,7 over 2
891,22-Mar-15,2015,2014-15,2,East,22.8,11,3,Oklahoma,72,14.24,42,11,Dayton,66,,6,8,
892,22-Mar-15,2015,2014-15,2,East,21.21,17,4,Louisville,66,20.98,18,5,Northern Iowa,53,,13,1,
893,22-Mar-15,2015,2014-15,2,South,32.48,3,1,Duke,68,15.95,31,8,San Diego St.,49,,19,7,
894,22-Mar-15,2015,2014-15,2,South,27.78,7,2,Gonzaga,87,19.02,23,7,Iowa,69,,18,5,
895,22-Mar-15,2015,2014-15,2,West,33.72,2,1,Wisconsin,72,13.88,45,8,Oregon,65,,7,7,
896,22-Mar-15,2015,2014-15,2,Midwest,17.64,25,5,West Virginia,69,15.68,33,4,Maryland,59,,10,-1,
897,26-Mar-15,2015,2014-15,3,Midwest,36.91,1,1,Kentucky,78,17.64,25,5,West Virginia,39,,39,4,
898,26-Mar-15,2015,2014-15,3,Midwest,24.96,9,3,Notre Dame,81,22.21,13,7,Wichita St.,70,,11,4,
899,26-Mar-15,2015,2014-15,3,West,33.72,2,1,Wisconsin,79,23.85,10,4,North Carolina,72,,7,3,
900,26-Mar-15,2015,2014-15,3,West,32.36,4,2,Arizona,68,19.49,21,6,Xavier,60,,8,4,
901,27-Mar-15,2015,2014-15,3,East,22.8,11,3,Oklahoma,58,21.72,15,7,Michigan St.,62,,4,-4,7 over 3
902,27-Mar-15,2015,2014-15,3,East,21.21,17,4,Louisville,75,15.93,32,8,North Carolina St.,65,,10,4,
903,27-Mar-15,2015,2014-15,3,South,32.48,3,1,Duke,63,27.24,8,5,Utah,57,,6,4,
904,27-Mar-15,2015,2014-15,3,South,27.78,7,2,Gonzaga,74,14.65,40,11,UCLA,62,,12,9,
905,28-Mar-15,2015,2014-15,4,Midwest,36.91,1,1,Kentucky,68,24.96,9,3,Notre Dame,66,,2,2,
906,28-Mar-15,2015,2014-15,4,West,33.72,2,1,Wisconsin,85,32.36,4,2,Arizona,78,,7,1,
907,29-Mar-15,2015,2014-15,4,East,21.72,15,7,Michigan St.,76,21.21,17,4,Louisville,70,1 OT,6,-3,7 over 4
908,29-Mar-15,2015,2014-15,4,South,32.48,3,1,Duke,66,27.78,7,2,Gonzaga,52,,14,1,
909,4-Apr-15,2015,2014-15,5,Final Four,32.48,3,1,Duke,81,21.72,15,7,Michigan St.,61,,20,6,
910,4-Apr-15,2015,2014-15,5,Final Four,36.91,1,1,Kentucky,64,33.72,2,1,Wisconsin,71,,7,0,
911,6-Apr-15,2015,2014-15,6,Championship,33.72,2,1,Wisconsin,63,32.48,3,1,Duke,68,,5,0,
912,15-Mar-16,2016,2015-16,PI,East,-0.08,162,16,Florida Gulf Coast,96,-10.63,280,16,Fairleigh Dickinson,65,,31,0,
913,15-Mar-16,2016,2015-16,PI,South,22.53,13,11,Wichita St.,70,18.76,25,11,Vanderbilt,50,,20,0,
914,16-Mar-16,2016,2015-16,PI,East,14.15,50,11,Michigan,67,11.5,65,11,Tulsa,62,,5,0,
915,16-Mar-16,2016,2015-16,PI,West,-5.75,229,16,Southern,55,-11.39,285,16,Holy Cross,59,,4,0,
916,17-Mar-16,2016,2015-16,1,Midwest,23.85,9,5,Purdue,83,13.24,56,12,Arkansas Little Rock,85,2 OT,2,-7,12 over 5
917,17-Mar-16,2016,2015-16,1,West,19.06,24,5,Baylor,75,14.33,47,12,Yale,79,,4,-7,12 over 5
918,17-Mar-16,2016,2015-16,1,Midwest,20.82,21,11,Gonzaga,68,18.27,29,6,Seton Hall,52,,16,-5,11 over 6
919,17-Mar-16,2016,2015-16,1,South,22.53,13,11,Wichita St.,65,20.97,19,6,Arizona,55,,10,-5,11 over 6
920,17-Mar-16,2016,2015-16,1,East,29.82,2,1,North Carolina,83,-0.08,162,16,Florida Gulf Coast,67,,16,15,
921,17-Mar-16,2016,2015-16,1,East,25.14,6,4,Kentucky,85,8.13,94,13,Stony Brook,57,,28,9,
922,17-Mar-16,2016,2015-16,1,East,23.05,11,5,Indiana,99,6.5,109,12,Chattanooga,74,,25,7,
923,17-Mar-16,2016,2015-16,1,Midwest,29.64,4,1,Virginia,81,-7.4,248,16,Hampton,45,,36,15,
924,17-Mar-16,2016,2015-16,1,Midwest,16.79,33,3,Utah,80,6.63,108,14,Fresno St.,69,,11,11,
925,17-Mar-16,2016,2015-16,1,Midwest,20.95,20,4,Iowa St.,94,7.13,104,13,Iona,81,,13,9,
926,17-Mar-16,2016,2015-16,1,South,29.67,3,1,Kansas,105,-5.1,217,16,Austin Peay,79,,26,15,
927,17-Mar-16,2016,2015-16,1,South,22.44,15,3,Miami FL,79,2.95,138,14,Buffalo,72,,7,11,
928,17-Mar-16,2016,2015-16,1,West,21.87,17,4,Duke,93,9.21,83,13,UNC Wilmington,85,,8,9,
929,17-Mar-16,2016,2015-16,1,East,14.49,44,9,Providence,70,14.25,49,8,USC,69,,1,-1,
930,17-Mar-16,2016,2015-16,1,Midwest,17.27,30,9,Butler,71,13.78,54,8,Texas Tech,61,,10,-1,
931,17-Mar-16,2016,2015-16,1,South,18.71,26,9,Connecticut,74,12.91,57,8,Colorado,67,,7,-1,
932,18-Mar-16,2016,2015-16,1,Midwest,27.97,5,2,Michigan St.,81,4.76,119,15,Middle Tennessee,90,,9,-13,15 over 2
933,18-Mar-16,2016,2015-16,1,East,24.45,8,3,West Virginia,56,15.62,41,14,Stephen F. Austin,70,,14,-11,14 over 3
934,18-Mar-16,2016,2015-16,1,South,18.32,28,4,California,66,12.16,60,13,Hawaii,77,,11,-9,13 over 4
935,18-Mar-16,2016,2015-16,1,West,16.19,39,6,Texas,72,11.13,67,11,Northern Iowa,75,,3,-5,11 over 6
936,18-Mar-16,2016,2015-16,1,Midwest,18.57,27,10,Syracuse,70,12.63,59,7,Dayton,51,,19,-3,10 over 7
937,18-Mar-16,2016,2015-16,1,West,17.07,31,10,VCU,75,11.65,64,7,Oregon St.,67,,8,-3,10 over 7
938,18-Mar-16,2016,2015-16,1,East,22.52,14,2,Xavier,71,2.45,142,15,Weber St.,53,,18,13,
939,18-Mar-16,2016,2015-16,1,East,16.6,36,6,Notre Dame,70,14.15,50,11,Michigan,63,,7,5,
940,18-Mar-16,2016,2015-16,1,East,16.6,37,10,Pittsburgh,43,16.55,38,7,Wisconsin,47,,4,3,
941,18-Mar-16,2016,2015-16,1,South,32.01,1,2,Villanova,86,3.44,131,15,UNC Asheville,56,,30,13,
942,18-Mar-16,2016,2015-16,1,South,20.25,22,5,Maryland,79,9.57,80,12,South Dakota St.,74,,5,7,
943,18-Mar-16,2016,2015-16,1,South,20.24,23,7,Iowa,72,8.82,86,10,Temple,70,1 OT,2,3,
944,18-Mar-16,2016,2015-16,1,West,22.68,12,1,Oregon,91,-11.39,285,16,Holy Cross,52,,39,15,
945,18-Mar-16,2016,2015-16,1,West,23.78,10,2,Oklahoma,82,6.26,110,15,Cal St. Bakersfield,68,,14,13,
946,18-Mar-16,2016,2015-16,1,West,21.26,18,3,Texas A&M,92,3.74,127,14,Green Bay,65,,27,11,
947,18-Mar-16,2016,2015-16,1,West,17.06,32,9,Cincinnati,76,15.37,43,8,Saint Joseph's,78,,2,1,
948,19-Mar-16,2016,2015-16,2,Midwest,20.82,21,11,Gonzaga,82,16.79,33,3,Utah,59,,23,-8,11 over 3
949,19-Mar-16,2016,2015-16,2,East,29.82,2,1,North Carolina,85,14.49,44,9,Providence,66,,19,8,
950,19-Mar-16,2016,2015-16,2,Midwest,29.64,4,1,Virginia,77,17.27,30,9,Butler,69,,8,8,
951,19-Mar-16,2016,2015-16,2,Midwest,20.95,20,4,Iowa St.,78,20.95,20,4,Iowa St.,78,,17,8,
952,19-Mar-16,2016,2015-16,2,South,29.67,3,1,Kansas,73,18.71,26,9,Connecticut,61,,12,8,
953,19-Mar-16,2016,2015-16,2,South,22.53,13,11,Wichita St.,57,22.44,15,3,Miami FL,65,,8,8,
954,19-Mar-16,2016,2015-16,2,West,21.87,17,4,Duke,71,14.33,47,12,Yale,64,,7,8,
955,19-Mar-16,2016,2015-16,2,East,25.14,6,4,Kentucky,67,23.05,11,5,Indiana,73,,6,-1,
956,20-Mar-16,2016,2015-16,2,East,22.52,14,2,Xavier,63,16.55,38,7,Wisconsin,66,,3,-5,7 over 2
957,20-Mar-16,2016,2015-16,2,East,16.6,36,6,Notre Dame,76,15.62,41,14,Stephen F. Austin,75,,1,8,
958,20-Mar-16,2016,2015-16,2,Midwest,18.57,27,10,Syracuse,75,4.76,119,15,Middle Tennessee,50,,25,5,
959,20-Mar-16,2016,2015-16,2,South,32.01,1,2,Villanova,87,20.24,23,7,Iowa,68,,19,5,
960,20-Mar-16,2016,2015-16,2,South,20.25,22,5,Maryland,73,12.16,60,13,Hawaii,60,,13,8,
961,20-Mar-16,2016,2015-16,2,West,22.68,12,1,Oregon,69,15.37,43,8,Saint Joseph's,64,,5,7,
962,20-Mar-16,2016,2015-16,2,West,23.78,10,2,Oklahoma,85,17.07,31,10,VCU,81,,4,8,
963,20-Mar-16,2016,2015-16,2,West,21.26,18,3,Texas A&M,92,11.13,67,11,Northern Iowa,88,2 OT,4,8,
964,24-Mar-16,2016,2015-16,3,South,29.67,3,1,Kansas,79,20.25,22,5,Maryland,63,,16,4,
965,24-Mar-16,2016,2015-16,3,South,32.01,1,2,Villanova,92,22.44,15,3,Miami FL,69,,23,1,
966,24-Mar-16,2016,2015-16,3,West,22.68,12,1,Oregon,82,21.87,17,4,Duke,68,,14,3,
967,24-Mar-16,2016,2015-16,3,West,23.78,10,2,Oklahoma,77,21.26,18,3,Texas A&M,63,,14,1,
968,25-Mar-16,2016,2015-16,3,East,29.82,2,1,North Carolina,101,23.05,11,5,Indiana,86,,15,4,
969,25-Mar-16,2016,2015-16,3,East,16.6,36,6,Notre Dame,61,16.55,38,7,Wisconsin,56,,5,1,
970,25-Mar-16,2016,2015-16,3,Midwest,29.64,4,1,Virginia,84,20.95,20,4,Iowa St.,71,,13,3,
971,25-Mar-16,2016,2015-16,3,Midwest,20.82,21,11,Gonzaga,60,18.57,27,10,Syracuse,63,,3,1,
972,26-Mar-16,2016,2015-16,4,South,32.01,1,2,Villanova,64,29.67,3,1,Kansas,59,,5,-1,
973,26-Mar-16,2016,2015-16,4,West,23.78,10,2,Oklahoma,80,22.68,12,1,Oregon,68,,12,-1,
974,27-Mar-16,2016,2015-16,4,Midwest,29.64,4,1,Virginia,62,18.57,27,10,Syracuse,68,,6,-9,10 over 1
975,27-Mar-16,2016,2015-16,4,East,29.82,2,1,North Carolina,88,16.6,36,6,Notre Dame,74,,14,5,
976,2-Apr-16,2016,2015-16,5,Final Four,29.82,2,1,North Carolina,83,18.57,27,10,Syracuse,66,,17,9,
977,2-Apr-16,2016,2015-16,5,Final Four,32.01,1,2,Villanova,95,23.78,10,2,Oklahoma,51,,44,0,
978,4-Apr-16,2016,2015-16,6,Championship,32.01,1,2,Villanova,77,29.82,2,1,North Carolina,74,,3,-1,
979,14-Mar-17,2017,2016-17,PI,South,17.44,30,11,Kansas St.,95,16.25,36,11,Wake Forest,88,,7,0,
980,14-Mar-17,2017,2016-17,PI,East,-0.52,178,16,New Orleans,66,-3.86,209,16,Mount St. Mary's,67,,1,0,
981,15-Mar-17,2017,2016-17,PI,Midwest,0.36,161,16,North Carolina Central,63,-4.41,218,16,UC Davis,67,,4,0,
982,15-Mar-17,2017,2016-17,PI,East,13.45,53,11,USC,75,12.43,60,11,Providence,71,,4,0,
983,16-Mar-17,2017,2016-17,1,South,16,37,5,Minnesota,72,14.95,43,12,Middle Tennessee,81,,9,-7,12 over 5
984,16-Mar-17,2017,2016-17,1,West,16.7,31,11,Xavier,76,14.34,46,6,Maryland,65,,11,-5,11 over 6
985,16-Mar-17,2017,2016-17,1,West,19.74,27,5,Notre Dame,60,12.61,58,12,Princeton,58,,2,7,
986,16-Mar-17,2017,2016-17,1,East,24.29,12,5,Virginia,76,12.46,59,12,UNC Wilmington,71,,5,7,
987,16-Mar-17,2017,2016-17,1,South,20.76,25,4,Butler,76,4.53,113,13,Winthrop,64,,12,9,
988,16-Mar-17,2017,2016-17,1,West,32.05,1,1,Gonzaga,66,8.99,78,16,San Diego St.,46,,20,15,
989,16-Mar-17,2017,2016-17,1,West,27.17,7,4,West Virginia,86,9.38,76,13,Bucknell,80,,6,9,
990,16-Mar-17,2017,2016-17,1,East,27.5,5,4,Florida,80,11.1,67,13,East Tennessee St.,65,,15,9,
991,16-Mar-17,2017,2016-17,1,West,16.53,33,9,Vanderbilt,66,15.81,38,8,Northwestern,68,,2,1,
992,16-Mar-17,2017,2016-17,1,East,29.88,2,1,Villanova,76,-3.86,209,16,Mount St. Mary's,56,,20,15,
993,16-Mar-17,2017,2016-17,1,West,23.67,15,7,Saint Mary's,85,14.07,48,10,VCU,77,,8,3,
994,16-Mar-17,2017,2016-17,1,Midwest,23.12,19,4,Purdue,80,11.67,63,13,Vermont,70,,10,9,
995,16-Mar-17,2017,2016-17,1,West,20.06,26,3,Florida St.,86,5.07,108,14,Florida Gulf Coast,80,,6,11,
996,16-Mar-17,2017,2016-17,1,East,22.99,21,8,Wisconsin,84,13.8,50,9,Virginia Tech,74,,10,1,
997,16-Mar-17,2017,2016-17,1,Midwest,23.45,17,5,Iowa St.,84,13.31,54,12,Nevada,73,,11,7,
998,16-Mar-17,2017,2016-17,1,West,23.31,18,2,Arizona,100,0.04,168,15,North Dakota,82,,18,13,
999,17-Mar-17,2017,2016-17,1,East,24.73,11,6,SMU,65,13.45,53,11,USC,66,,1,-5,11 over 6
1000,17-Mar-17,2017,2016-17,1,Midwest,18.83,28,6,Creighton,72,16.26,34,11,Rhode Island,84,,12,-5,11 over 6
1001,17-Mar-17,2017,2016-17,1,South,26.14,8,10,Wichita St.,64,15.57,39,7,Dayton,58,,6,-3,10 over 7
1002,17-Mar-17,2017,2016-17,1,Midwest,23.05,20,7,Michigan,92,22.48,22,10,Oklahoma St.,91,,1,3,
1003,17-Mar-17,2017,2016-17,1,East,24.23,13,3,Baylor,91,7.89,84,14,New Mexico St.,73,,18,11,
1004,17-Mar-17,2017,2016-17,1,South,16.25,35,8,Arkansas,77,13.63,51,9,Seton Hall,71,,6,1,
1005,17-Mar-17,2017,2016-17,1,Midwest,25.02,10,3,Oregon,93,4.2,117,14,Iona,77,,16,11,
1006,17-Mar-17,2017,2016-17,1,Midwest,25.51,9,2,Louisville,78,0.63,157,15,Jacksonville St.,63,,15,13,
1007,17-Mar-17,2017,2016-17,1,South,28.22,3,1,North Carolina,103,-4.04,212,16,Texas Southern,64,,39,15,
1008,17-Mar-17,2017,2016-17,1,Midwest,27.45,6,1,Kansas,100,-4.41,218,16,UC Davis,62,,38,15,
1009,17-Mar-17,2017,2016-17,1,East,24.17,14,2,Duke,87,2.04,137,15,Troy,65,,22,13,
1010,17-Mar-17,2017,2016-17,1,South,22.18,23,6,Cincinnati,75,17.44,30,11,Kansas St.,61,,14,5,
1011,17-Mar-17,2017,2016-17,1,East,20.8,24,7,South Carolina,93,16.58,32,10,Marquette,73,,20,3,
1012,17-Mar-17,2017,2016-17,1,South,23.63,16,3,UCLA,97,1.68,141,14,Kent St.,80,,17,11,
1013,17-Mar-17,2017,2016-17,1,South,27.72,4,2,Kentucky,79,1.91,138,15,Northern Kentucky,70,,9,13,
1014,17-Mar-17,2017,2016-17,1,Midwest,15.51,40,9,Michigan St.,78,15.03,42,8,Miami FL,58,,20,-1,
1015,18-Mar-17,2017,2016-17,2,West,20.06,26,3,Florida St.,66,16.7,31,11,Xavier,91,,25,-8,11 over 3
1016,18-Mar-17,2017,2016-17,2,East,29.88,2,1,Villanova,62,22.99,21,8,Wisconsin,65,,3,-7,8 over 1
1017,18-Mar-17,2017,2016-17,2,West,27.17,7,4,West Virginia,83,19.74,27,5,Notre Dame,71,,12,1,
1018,18-Mar-17,2017,2016-17,2,West,32.05,1,1,Gonzaga,79,15.81,38,8,Northwestern,73,,6,7,
1019,18-Mar-17,2017,2016-17,2,South,20.76,25,4,Butler,74,14.95,43,12,Middle Tennessee,65,,9,8,
1020,18-Mar-17,2017,2016-17,2,West,23.67,15,7,Saint Mary's,60,23.31,18,2,Arizona,69,,9,5,
1021,18-Mar-17,2017,2016-17,2,East,27.5,5,4,Florida,65,24.29,12,5,Virginia,39,,26,1,
1022,18-Mar-17,2017,2016-17,2,Midwest,23.45,17,5,Iowa St.,76,23.12,19,4,Purdue,80,,4,1,
1023,19-Mar-17,2017,2016-17,2,Midwest,25.51,9,2,Louisville,69,23.05,20,7,Michigan,73,,4,-5,7 over 2
1024,19-Mar-17,2017,2016-17,2,East,24.17,14,2,Duke,81,20.8,24,7,South Carolina,88,,7,-5,7 over 2
1025,19-Mar-17,2017,2016-17,2,South,27.72,4,2,Kentucky,65,26.14,8,10,Wichita St.,62,,3,8,
1026,19-Mar-17,2017,2016-17,2,Midwest,27.45,6,1,Kansas,90,15.51,40,9,Michigan St.,70,,20,8,
1027,19-Mar-17,2017,2016-17,2,South,28.22,3,1,North Carolina,72,16.25,35,8,Arkansas,65,,7,7,
1028,19-Mar-17,2017,2016-17,2,Midwest,25.02,10,3,Oregon,75,16.26,34,11,Rhode Island,72,,3,8,
1029,19-Mar-17,2017,2016-17,2,East,24.23,13,3,Baylor,82,13.45,53,11,USC,78,,4,8,
1030,19-Mar-17,2017,2016-17,2,South,23.63,16,3,UCLA,79,22.18,23,6,Cincinnati,67,,12,3,
1031,23-Mar-17,2017,2016-17,3,West,23.31,18,2,Arizona,71,16.7,31,11,Xavier,73,,2,-9,11 over 2
1032,23-Mar-17,2017,2016-17,3,Midwest,25.02,10,3,Oregon,69,23.05,20,7,Michigan,68,,1,4,
1033,23-Mar-17,2017,2016-17,3,West,32.05,1,1,Gonzaga,61,27.17,7,4,West Virginia,58,,3,3,
1034,23-Mar-17,2017,2016-17,3,Midwest,27.45,6,1,Kansas,98,23.12,19,4,Purdue,66,,32,3,
1035,24-Mar-17,2017,2016-17,3,East,24.23,13,3,Baylor,50,20.8,24,7,South Carolina,70,,20,-4,7 over 3
1036,24-Mar-17,2017,2016-17,3,South,28.22,3,1,North Carolina,92,20.76,25,4,Butler,80,,12,3,
1037,24-Mar-17,2017,2016-17,3,South,27.72,4,2,Kentucky,86,23.63,16,3,UCLA,75,,11,1,
1038,24-Mar-17,2017,2016-17,3,East,27.5,5,4,Florida,84,22.99,21,8,Wisconsin,83,1 OT,1,4,
1039,25-Mar-17,2017,2016-17,4,Midwest,27.45,6,1,Kansas,60,25.02,10,3,Oregon,74,,14,-2,
1040,25-Mar-17,2017,2016-17,4,West,32.05,1,1,Gonzaga,83,16.7,31,11,Xavier,59,,24,10,
1041,26-Mar-17,2017,2016-17,4,East,27.5,5,4,Florida,70,20.8,24,7,South Carolina,77,,7,-3,7 over 4
1042,26-Mar-17,2017,2016-17,4,South,28.22,3,1,North Carolina,75,27.72,4,2,Kentucky,73,,2,1,
1043,1-Apr-17,2017,2016-17,5,Final Four,32.05,1,1,Gonzaga,77,20.8,24,7,South Carolina,73,,4,6,
1044,1-Apr-17,2017,2016-17,5,Final Four,28.22,3,1,North Carolina,77,25.02,10,3,Oregon,76,,1,2,
1045,3-Apr-17,2017,2016-17,6,Championship,32.05,1,1,Gonzaga,65,28.22,3,1,North Carolina,71,,6,0,
1046,13-Mar-18,2018,2017-18,PI,East,0.07,170,16,Radford,71,-8.27,259,16,LIU Brooklyn,61,,10,0,
1047,13-Mar-18,2018,2017-18,PI,East,13.52,56,11,UCLA,58,11.21,68,11,St. Bonaventure,65,,7,0,
1048,14-Mar-18,2018,2017-18,PI,West,-6.65,243,16,Texas Southern,64,-13.41,316,16,North Carolina Central,46,,18,0,
1049,14-Mar-18,2018,2017-18,PI,Midwest,14.82,41,11,Syracuse,60,14.13,49,11,Arizona St.,56,,4,0,
1050,15-Mar-18,2018,2017-18,1,South,22.27,13,3,Tennessee,73,2.89,133,14,Wright St.,47,,26,11,
1051,15-Mar-18,2018,2017-18,1,West,23.03,10,4,Gonzaga,68,9.22,82,13,UNC Greensboro,64,,4,9,
1052,15-Mar-18,2018,2017-18,1,Midwest,14.16,48,10,Oklahoma,78,13.93,52,7,Rhode Island,83,1 OT,5,3,
1053,15-Mar-18,2018,2017-18,1,Midwest,23.49,9,1,Kansas,76,3.69,125,16,Penn,60,,16,15,
1054,15-Mar-18,2018,2017-18,1,Midwest,28.86,3,2,Duke,89,2.63,137,15,Iona,67,,22,13,
1055,15-Mar-18,2018,2017-18,1,West,21.16,16,5,Ohio St.,81,10.2,78,12,South Dakota St.,73,,8,7,
1056,15-Mar-18,2018,2017-18,1,South,16.39,31,11,Loyola Chicago,64,15.43,37,6,Miami FL,62,,2,-5,11 over 6
1057,15-Mar-18,2018,2017-18,1,Midwest,18.04,26,8,Seton Hall,94,14.52,46,9,North Carolina St.,83,,11,1,
1058,15-Mar-18,2018,2017-18,1,East,33.76,1,1,Villanova,87,0.07,170,16,Radford,61,,26,15,
1059,15-Mar-18,2018,2017-18,1,South,20.44,17,5,Kentucky,78,14.7,43,12,Davidson,73,,5,7,
1060,15-Mar-18,2018,2017-18,1,East,22.59,11,3,Texas Tech,70,5.58,112,14,Stephen F. Austin,60,,10,11,
1061,15-Mar-18,2018,2017-18,1,West,20.24,18,6,Houston,67,14.09,50,11,San Diego St.,65,,2,5,
1062,15-Mar-18,2018,2017-18,1,East,16.03,33,8,Virginia Tech,83,13.41,57,9,Alabama,86,,3,-1,
1063,15-Mar-18,2018,2017-18,1,South,17.7,28,4,Arizona,68,11.53,67,13,Buffalo,89,,21,-9,13 over 4
1064,15-Mar-18,2018,2017-18,1,East,18.96,22,6,Florida,77,11.21,68,11,St. Bonaventure,62,,15,5,
1065,15-Mar-18,2018,2017-18,1,West,24.2,7,3,Michigan,61,10.4,72,14,Montana,47,,14,11,
1066,16-Mar-18,2018,2017-18,1,South,26.6,4,2,Cincinnati,68,6.92,101,15,Georgia St.,53,,15,13,
1067,16-Mar-18,2018,2017-18,1,East,26.27,5,2,Purdue,74,0.62,162,15,Cal St. Fullerton,48,,26,13,
1068,16-Mar-18,2018,2017-18,1,East,19.03,21,4,Wichita St.,75,6.53,105,13,Marshall,81,,6,-9,13 over 4
1069,16-Mar-18,2018,2017-18,1,West,16.96,29,7,Texas A&M,73,12.17,63,10,Providence,69,,4,3,
1070,16-Mar-18,2018,2017-18,1,West,23.59,8,2,North Carolina,84,0.43,167,15,Lipscomb,66,,18,13,
1071,16-Mar-18,2018,2017-18,1,East,19.05,20,10,Butler,79,14.69,44,7,Arkansas,62,,17,-3,10 over 7
1072,16-Mar-18,2018,2017-18,1,South,18.39,25,7,Nevada,87,15.43,36,10,Texas,83,1 OT,4,3,
1073,16-Mar-18,2018,2017-18,1,East,22.44,12,5,West Virginia,85,12.19,62,12,Murray St.,68,,17,7,
1074,16-Mar-18,2018,2017-18,1,West,21.51,15,1,Xavier,102,-6.65,243,16,Texas Southern,83,,19,15,
1075,16-Mar-18,2018,2017-18,1,Midwest,25.41,6,3,Michigan St.,82,7.31,97,14,Bucknell,78,,4,11,
1076,16-Mar-18,2018,2017-18,1,Midwest,18.69,23,4,Auburn,62,18.69,23,4,Auburn,62,,4,9,
1077,16-Mar-18,2018,2017-18,1,South,16.91,30,8,Creighton,59,14.77,42,9,Kansas St.,69,,10,-1,
1078,16-Mar-18,2018,2017-18,1,Midwest,21.65,14,5,Clemson,79,12.92,60,12,New Mexico St.,68,,11,7,
1079,16-Mar-18,2018,2017-18,1,South,29.53,2,1,Virginia,54,0.5,166,16,UMBC,74,,20,-15,16 over 1
1080,16-Mar-18,2018,2017-18,1,Midwest,18.47,24,6,TCU,52,14.82,41,11,Syracuse,57,,5,-5,11 over 6
1081,16-Mar-18,2018,2017-18,1,West,17.77,27,9,Florida St.,67,14.83,40,8,Missouri,54,,13,-1,
1082,17-Mar-18,2018,2017-18,2,East,33.76,1,1,Villanova,81,13.41,57,9,Alabama,58,,23,8,
1083,17-Mar-18,2018,2017-18,2,Midwest,28.86,3,2,Duke,87,13.93,52,7,Rhode Island,62,,25,5,
1084,17-Mar-18,2018,2017-18,2,West,23.03,10,4,Gonzaga,90,21.16,16,5,Ohio St.,84,,6,1,
1085,17-Mar-18,2018,2017-18,2,South,11.53,67,5,Buffalo,95,11.53,67,13,Buffalo,75,,20,8,
1086,17-Mar-18,2018,2017-18,2,South,22.27,13,3,Tennessee,62,16.39,31,11,Loyola Chicago,63,,1,-8,11 over 3
1087,17-Mar-18,2018,2017-18,2,Midwest,23.49,9,1,Kansas,83,18.04,26,8,Seton Hall,79,,4,7,
1088,17-Mar-18,2018,2017-18,2,East,22.59,11,3,Texas Tech,69,18.96,22,6,Florida,66,,3,3,
1089,17-Mar-18,2018,2017-18,2,West,24.2,7,3,Michigan,64,20.24,18,6,Houston,63,,1,3,
1090,18-Mar-18,2018,2017-18,2,Midwest,21.65,14,5,Clemson,84,18.69,23,4,Auburn,53,,31,-1,
1091,18-Mar-18,2018,2017-18,2,South,26.6,4,2,Cincinnati,73,18.39,25,7,Nevada,75,,2,-5,7 over 2
1092,18-Mar-18,2018,2017-18,2,West,23.59,8,2,North Carolina,65,16.96,29,7,Texas A&M,86,,21,-5,7 over 2
1093,18-Mar-18,2018,2017-18,2,East,26.27,5,2,Purdue,76,19.05,20,10,Butler,73,,3,8,
1094,18-Mar-18,2018,2017-18,2,Midwest,25.41,6,3,Michigan St.,53,14.82,41,11,Syracuse,55,,2,-8,11 over 3
1095,18-Mar-18,2018,2017-18,2,South,14.77,42,9,Kansas St.,50,0.5,166,16,UMBC,43,,7,7,
1096,18-Mar-18,2018,2017-18,2,West,21.51,15,1,Xavier,70,17.77,27,9,Florida St.,75,,5,-8,9 over 1
1097,18-Mar-18,2018,2017-18,2,East,22.44,12,5,West Virginia,89,6.53,105,13,Marshall,62,,27,8,
1098,22-Mar-18,2018,2017-18,3,West,24.2,7,3,Michigan,99,16.96,29,7,Texas A&M,72,,27,4,
1099,22-Mar-18,2018,2017-18,3,South,18.39,25,7,Nevada,68,16.39,31,11,Loyola Chicago,69,,1,-4,11 over 7
1100,22-Mar-18,2018,2017-18,3,South,23.49,9,9,Kansas,61,20.44,17,5,Kentucky,58,,3,-4,9 over 5
1101,22-Mar-18,2018,2017-18,3,West,23.03,10,4,Gonzaga,60,17.77,27,9,Florida St.,75,,15,-5,9 over 4
1102,23-Mar-18,2018,2017-18,3,East,33.76,1,1,Villanova,90,22.44,12,5,West Virginia,78,,12,4,
1103,23-Mar-18,2018,2017-18,3,Midwest,23.49,9,1,Kansas,80,21.65,14,5,Clemson,76,,4,4,
1104,23-Mar-18,2018,2017-18,3,Midwest,28.86,3,2,Duke,69,14.82,41,11,Syracuse,65,,4,9,
1105,23-Mar-18,2018,2017-18,3,East,26.27,5,2,Purdue,65,22.59,11,3,Texas Tech,78,,13,-1,
1106,24-Mar-18,2018,2017-18,4,South,16.39,31,11,Loyola Chicago,78,14.77,42,9,Kansas St.,62,,16,-2,
