AMAGX,AMANX,BGAFX,BMGAX,DXQLX,ETGLX,FKDNX,MFEGX,NBGEX,NNLEX,NNTWX,OBCHX,PGRTX,PRMTX,PYVLX,ROGSX,RYOCX,SEEKX,SFLNX,SMPIX,SVAAX,TMFGX,UOPIX,WPSGX,AKREX,AMAGX,BGSAX,BPTRX,DXSLX,FNCMX,GOLDX,INPIX,JAGTX,LDVAX,PGTAX,PYVAX,RMQHX,RYOCX,RYVYX,SFLNX,SWPPX,TEPSX,TMFGX,ULPIX,total,inc
464.3303427482947,542.7070337640758,874.755310885464,1068.4289146079016,744.1529975894575,1315.1293009838198,930.8225406363277,934.626781434962,1041.9472066673695,1747.081239382114,1520.0565600044563,3523.646287126275,1386.9423842152369,1006.0827811245391,1150.4899360588568,874.6843575173449,959.7145874311211,686.7657627879197,743.8578614638376,843.2711103330414,1419.8899977941176,741.6650191633987,818.4499715324155,996.9319979638673,929.2761844493654,506.43921752213834,851.0422323228902,1156.2507292283196,872.9737413972792,857.4416763280925,1972.8242929941998,872.3895584683772,937.6799454161154,398.5183009964585,768.6514324187432,572.2716344400019,619.6887229090612,909.5949267537811,742.2071631768346,294.579418282128,628.7311692564881,759.583929373186,722.9142366628221,888.3093309105643,42597.79812652306,0.02612360429551045
464.5481179844248,543.7631429408646,872.1115470957169,1064.2603377394707,743.8694217823258,1311.1820749218614,929.3981530124148,934.3782663024372,1039.680204639958,1739.1098517235778,1516.4125633234312,3547.8223411701965,1380.9252625754436,1002.7933118942866,1151.7634057408038,874.6843575173449,959.7145874311211,686.6103018808799,743.4296540322774,842.549081692103,1417.4163752132351,738.0309206209151,818.1380268496993,997.8959641461287,928.445838773021,506.6767422109809,848.8801342139429,1149.0690012885227,873.577267796489,856.5609832479842,1947.5479010150814,866.7363312270785,937.1873039016496,396.6195900918321,768.2535589646347,573.2233485806887,619.6077269709212,909.5949267537811,742.0739554159404,294.40984140107594,629.0010145675775,761.7473250484364,719.3720154363707,888.8259250935721,42537.8980042305,0.024680690997456237
464.43925283826525,544.5023411737595,879.3819636116158,1063.4265469891911,746.1381422511629,1316.1162094210733,931.2608748962862,937.7747432688117,1038.285119368828,1737.7812167859079,1515.8920751333087,3556.8884395388236,1376.913812185651,1006.9262172512905,1151.7634057408038,872.6115995873915,961.1193337107104,685.9881900262492,742.5731489157205,836.2318276523796,1419.8899977941176,737.4252428758172,820.7369020275839,999.8238716096859,931.9752036669238,506.558004376382,850.231455828394,1153.6048554022568,873.577267796489,856.9613165178306,1966.505131273782,865.4172388959416,939.4040969619044,399.36219360641354,773.0277957694675,572.9060775808434,621.5505800116666,910.9263122573722,744.4726781260482,294.07065189719077,629.0010145675775,765.2086394535048,718.7816504421378,888.8259250935721,42606.258564180134,0.0263274048477551
461.0634670153831,543.0238540519033,880.0428384649578,1059.25788636899,731.3912881860466,1311.8399119582668,926.4396948391233,930.5675359147972,1035.1462005851345,1737.7812167859079,1513.8097747627185,3541.77848386353,1373.9053053106509,999.9255607274096,1151.7634057408038,864.024707166778,951.754071976726,683.1888839057578,739.575426134489,815.2943513428586,1424.8372429558822,737.7280977843138,804.2078829298363,993.5583404346431,929.0686515126359,502.8760775814546,842.9345222918431,1146.2341825134415,864.8263937186438,849.9961243400048,1998.1006849733183,859.9524453299924,931.76875619738,393.4550930142426,767.6568303316283,573.2233485806887,609.5697251881929,902.0501373273281,729.6800679210634,292.883506504483,626.0327986881318,755.0718190743919,719.076848569781,880.0436035094383,42386.40704637499,0.02103147778622019
461.93462413966705,543.0238540519033,873.7639655584035,1060.9253422418933,730.540475255814,1306.247804526965,925.3438702292801,928.4964282367554,1036.3669209660868,1740.4384163333336,1513.2891127675455,3514.580501166275,1370.896690545858,994.9490996557895,1151.7634057408038,866.0973738849232,951.0516033246907,683.8109957603884,740.4319312510461,825.4021203197395,1424.8372429558822,738.6365662941178,803.3762248280725,995.2451816497382,931.9752036669238,503.82623761138046,839.6914163138583,1144.1552572767528,864.8263937186438,849.8360211172319,2033.4876592343392,854.6760760054455,931.0297537450343,391.97831786619986,764.8718588621426,572.9060775808434,608.719699378443,901.3843540512761,728.6139517750568,293.22269600836825,625.8978278827738,755.8134842709993,719.9623491695503,879.6561416609325,42377.98052888117,0.020828494325039058
459.10335505877924,538.6940296676325,855.9185269305643,1048.8361929426017,710.688800615194,1282.563734702868,912.3047287217574,919.8808230217526,1022.5905623725179,1718.5168541246617,1502.357354464538,3487.38251846902,1347.8311475014793,979.7667881067882,1147.9432615597057,853.3649960083388,937.9401127311995,678.3677970923621,734.0082331303048,803.3817455050984,1422.363620375,727.1285287777779,781.2334887867772,986.5698595238699,927.4077034446353,500.7382083229376,824.2867178323454,1117.5074603247867,850.6440255403302,837.42671766181,2062.5554717749424,828.200106884514,918.2219315560445,382.69571012457203,754.5276995053773,571.3199862052146,592.0030559353715,888.957591467681,708.3129897771898,290.6788104710102,620.7708220004341,739.0011764608623,708.7452579738563,865.0619571942096,41847.800460648716,0.008057170302035377
461.39015234148366,541.4397979407988,861.2060214630109,1049.2531092556837,727.704517663876,1285.1951507963313,918.002477938361,926.0111846109214,1032.7048336675455,1737.1169696449867,1512.2479625822505,3484.360277407059,1347.8311475014793,984.6587859778682,1150.4899360588568,865.8012699526352,937.9401127311995,682.4113111440872,738.718921017932,822.6947025150977,1422.363620375,729.8541267385622,799.7377577678174,992.5943991533475,926.7848693120777,503.2323891245407,830.7729023313575,1132.0597663681324,860.9036395248188,846.2332723983254,2008.2113947064968,842.8984712968373,928.5667068952905,389.4466822299102,762.6836364127022,572.5888065809982,606.2506219393586,888.957591467681,725.3266826979689,292.5443170005978,624.5486425985954,754.6391362307377,711.4019473394849,875.5232714758693,42095.303294177975,0.014019180330348654
462.47909593785056,542.9182397346219,856.2489974042828,1041.3326205765934,721.7490551758141,1275.9847188343126,916.9068299693641,926.5910588474542,1023.2880957775436,1730.4739356124664,1509.1245699613814,3472.2722503850982,1333.7913408616864,979.1762803141781,1151.1266046836445,864.6169150313544,945.1982311677399,681.0116265277859,736.1494959216976,821.431197536045,1427.3108655367644,726.8256738692811,793.2924047284093,989.9437162608194,928.6533503168079,504.4200860982204,828.340572847869,1120.1533341508493,856.9807940213366,841.4296826526971,1977.879520409513,832.1573838779243,928.812960684779,389.2357565451941,758.5062097890321,572.9060775808434,601.3530845650126,895.8366655112742,719.3296980439736,291.5267842307233,623.0645277803279,752.2285250042917,708.4500598462131,871.3904142598062,41931.899308872875,0.010082998327243659
458.994478676667,542.8126820773822,840.716918186567,1022.9905222228848,704.7333381271318,1257.5635831189059,901.0187365731693,915.4902183975798,1014.0457227777191,1709.881078669377,1494.5486991073155,3429.964312012549,1312.731361177515,961.6323305262927,1149.909617408036,856.622169667445,934.1940271400539,677.745811461953,734.4364856885835,795.2595101482084,1428.0559103051469,718.9517028235294,774.4762680853147,981.9913687716476,917.2346532434435,500.61945823342757,810.7738037143663,1105.5753413004486,847.9281719621624,832.1427681059199,1932.3820913178656,814.2553922680593,912.0642742510385,379.53121304698254,746.1727443228419,572.1406464648892,587.4697510830852,885.4071396005147,702.4492877803945,290.8484052229528,619.8264115614347,736.2197604506435,700.7751586159169,862.0914077096639,41374.674733407024,-0.003339791462988265
461.82571404969656,545.9808282956159,845.0130012978584,1032.5784248989937,717.4951045364342,1262.4978535138027,907.7026385142036,922.2003870955825,1021.5442807260588,1715.8596545772361,1504.9600850902343,3442.0526514431376,1320.7541540673078,969.4765427647897,1153.7532021188456,863.1363649659772,942.3886430963204,680.5450544703338,737.8624159013748,806.2696253273851,1430.5395689374998,727.7342065228759,788.1985662481846,992.8353906989128,919.9336724610018,503.7074507571368,816.719470550381,1112.7790404648777,856.3772980586792,838.3874289253432,1880.5653730545248,822.4525873339569,920.4386174679088,385.22734576086174,749.355589246436,574.0542242547746,597.7506191194674,893.1738039798353,714.7986775075847,292.2051274967125,622.9295569749697,746.4802256913957,709.3356229680893,870.4863452592924,41620.362436491894,0.0025784945167643116
456.4898499780688,538.7996326529055,836.0902654604153,1018.8218197267983,705.5840940514729,1243.4188807619907,900.0325838487389,914.0818205365916,1004.4545461532244,1689.2880107425476,1487.2608216152992,3405.788570377255,1293.6771606331363,962.8975445103518,1142.2221169054897,852.7727881437626,934.6622281437966,670.5919432514352,727.1563727047221,794.3570014325892,1418.1215398823529,719.860299620915,774.9961465486374,978.3766200929954,914.743338106156,497.88769146842606,810.7738037143663,1099.319551666044,835.2545436904921,828.7801992921443,1886.8844073236662,797.5783516232392,913.2959182178499,381.2189560733171,746.7695545040046,568.3136226969174,587.7531173318215,885.85088950625,702.8046333032885,287.96536592349076,615.3740258353633,734.6126368516245,701.6607842599001,849.1761381264661,41115.82018729032,-0.009575248963881124
449.0849750958194,527.499875256512,828.1589740911745,1006.3157959903093,680.6277698530233,1233.8794113730455,886.2263684263417,897.7619777025247,993.6427229920927,1673.3450947696479,1463.3147728986264,3411.8324276839217,1281.6430252433431,952.5229043037364,1126.8473145489531,839.1521288742495,918.2729245970833,657.6840018928942,713.0243090418411,774.6830301021207,1390.802351352941,707.1408103986929,748.0713516655586,959.0982924863933,901.0408588322335,489.81128832186585,798.3419523793394,1080.9311721699517,804.7774192818023,815.6503477643391,1909.6331855951278,776.0018090045718,899.0101982725599,369.4047548889753,736.027521693131,560.6596081139234,567.110267812177,870.3174928544167,678.2835687395268,282.36884633472806,604.3105331657744,714.400818524218,689.2628692925798,818.6962383440011,40486.67336202609,-0.02473054891750113
453.1141090989975,531.8296996407829,844.0216229237508,1022.9905222228848,696.7926739714729,1253.6163570569474,900.9091530081799,907.537331390593,1000.7924588546829,1687.2951286639568,1471.1231965157817,3469.2503217317653,1295.682939772929,965.9339572766082,1132.6128240475384,848.3312595633756,929.0430281228977,662.9715976516313,717.7350420561866,795.981448503967,1400.736721775735,714.7118944640523,765.3281830072353,966.8096484299999,907.8920556833094,494.20581369314334,815.3681763928873,1082.4476985100296,818.356321934011,825.1775090721707,1909.6331855951278,792.396199136367,912.803276703384,378.0544378989399,748.360905611165,563.5298429869525,580.791230983508,880.5251438123083,694.231145514299,284.23437073520626,609.3025544856662,729.544254476599,696.6425411341792,832.1281021102067,40990.77588622141,-0.012587397820221984
459.75673694693324,537.8491831214312,857.5709123462036,1036.7470855191948,717.7786518406202,1266.445215471446,914.057878080692,921.8690279915746,1011.7787392113864,1707.224019777778,1485.1785212447087,3490.4044471223533,1309.722962192308,976.3929240119182,1144.7845508568196,859.8792825186791,943.0910162361151,671.5251031443672,727.1563727047221,817.2798127347057,1418.1215398823529,722.888752490196,788.3025771502943,979.340586275257,918.2727030000586,501.45084366402114,827.5298512672875,1092.494993565161,841.8930905893795,836.7061779464171,1939.9650598921114,805.3044719347099,925.1184841650053,388.391863935239,756.7158404066614,569.5893302391911,598.5197097714604,893.8394967316309,715.0651679256789,287.96536592349076,617.9375218979884,747.2837133188226,704.6126717531719,855.3755795785622,41589.177836378105,0.001827299486161273
458.4499619346725,534.6810255711891,856.9099383517196,1034.245838896012,712.6739452768993,1265.129405502951,912.0855726318309,916.650025607382,1009.1629150982252,1705.231137699187,1477.8905858176759,3475.294491447059,1304.708676177515,974.4529355004871,1141.5814090933786,856.9182735997332,939.5790311468407,667.9481611500944,723.7304424919307,807.8940723987631,1413.1544867242646,720.4659452941177,782.3770035476441,972.593196513912,916.6119046826566,500.02556072694296,826.719047315834,1091.547159863349,834.0474908920726,833.9841223076191,1926.0628021461719,807.0004221825985,922.1627690136978,385.6493026142331,752.140621877039,567.6757854022554,593.9054089810342,890.5109198173323,709.5568161327964,286.60864364973105,615.239096301274,744.1932593265888,702.2511179930796,847.4972232429412,41417.19795194273,-0.0023154643806234344
450.82730058034036,525.9157398213496,836.7512394548994,1011.3182473607901,690.5535786703878,1243.4188807619907,892.362440862851,901.4898725096438,990.6781875596556,1679.3237410054205,1457.067871786855,3414.8546687458825,1279.637461883136,960.4514430709279,1129.4096160679119,837.9677131450967,939.5790311468407,656.7508893340453,712.1678039252839,771.9756845256227,1398.2530631433822,707.1408103986929,758.0511718660636,956.2065184444375,909.1377881272525,491.7116206366291,807.5306977363816,1070.6943634542065,807.7949599681937,820.1338062773351,1962.7135832610213,782.3145446756477,905.6604703049344,375.5228022626502,738.4146197085082,561.9353156561971,575.1650381198432,890.5109198173323,687.3012618372293,282.02965683084284,605.6597184499525,723.4868430096055,689.2628692925798,821.0209575590363,40710.154813056884,-0.019347181651808515
454.96529972967795,530.1399952163722,845.3434717715767,1023.824229221394,705.8677268644961,1252.9583841248573,904.0867672713977,912.5907129595182,1000.4436552300123,1693.938162696477,1469.0408961451915,3460.1845357717652,1289.665818133136,967.4521593887412,1135.8159658109792,849.5157361004002,935.3646967958322,663.1271374488097,718.5915471727435,791.4690493821586,1405.7035108272057,715.0147814444445,774.6842018659211,967.0506399755654,918.2727030000586,496.22488384250533,819.1518000338696,1091.1679998427496,823.4861897993603,828.4600012035886,1950.075514722738,794.8459501232907,917.4830362520898,380.5860735352295,746.5706177769503,565.1244691765572,588.4412120456747,886.5166727823024,702.8046333032885,284.5735602390915,611.3264149544707,738.5067268154505,696.9377705228759,836.3900916607711,41143.785402981586,-0.008901604569520903
457.687669956548,533.4137557518875,846.3349162397793,1028.8265968401042,715.2263270617057,1256.5768105773377,908.6888685190042,917.3127438153979,1003.4082645067651,1694.6024098373985,1476.8495515024138,3541.77848386353,1294.6801041479291,972.3442939316668,1140.3002583338991,853.3649960083388,941.2179734405422,667.6371131117928,724.5869476084879,801.9378326795093,1415.6381453566175,716.8318467516341,785.0798126069773,973.7980297369104,922.009771974232,499.1941385316158,822.9354236748517,1096.0968147117958,834.3492693099537,833.6638657201303,1950.075514722738,798.143643215341,922.1627690136978,385.0163778825699,747.5653014122215,567.3568667549245,596.0506282803503,892.0642707980477,711.9111815057908,286.94783315361633,615.3740258353633,744.6258865411812,698.7088967666283,847.2388807599367,41439.61511275116,-0.0017754651586332566
465.85484805287456,542.2846104909753,861.8669954574949,1037.1639180805068,733.94355595907,1276.3136203655547,918.002477938361,924.4371071979293,1018.4053619423652,1716.5239017181573,1497.151545603045,3590.1299671341176,1315.7399759423076,982.044099816978,1144.1441079094507,866.3935386250835,953.8612152741701,676.1906028265013,734.8647833735805,828.1095200673458,1425.5722516727938,730.7625952483662,805.6632543498059,985.3650263008716,926.3696536880203,508.10197612841426,835.3672750098787,1119.4139711628281,852.1527654469734,844.7921929675397,1885.6206004698379,815.3860509238461,936.4485157460857,393.66606089253446,758.9040832431407,569.2704115918601,611.8768148030232,904.047238213779,730.657399177557,291.01801784578606,622.1200623129704,762.2417746938481,712.2874479392543,865.5784476252161,41976.1096412301,0.01114796571008239
464.6569943665371,540.1725167894887,860.8755509892926,1034.245838896012,733.6600656607753,1277.300528802808,918.3312286333298,923.6915534093926,1012.6506375065892,1711.8739607479677,1493.5076647920537,3599.196065502745,1313.7343046923077,980.4414942982376,1142.8626922852293,865.2090620880588,953.6270192600582,675.1019820265292,733.1518182671848,825.0411059992703,1423.0888571470587,727.1285287777779,805.2474638092549,983.9191766313422,925.7468195554627,506.7954923004909,835.3672750098787,1116.570470057392,850.0404991411203,843.9115583863644,1870.454790772622,812.9362999369225,936.4485157460857,392.822210476155,762.0869077796958,568.6325413442484,611.5125174485552,903.8252727366548,730.3019787583573,290.3396567089062,621.175651873971,760.2638463110565,708.7452579738563,862.9954767101776,41909.68915040728,0.009547985512989694
468.0327801894195,543.8687005981046,873.4334620376378,1043.0001183253821,752.0936617451165,1296.379365658935,928.4120002879843,932.8870999886271,1021.021038366895,1726.488241783198,1503.3983887798,3605.240235218039,1332.7883973468936,991.8282322309836,1148.628466648557,876.1648771787858,965.8020600899433,681.3226903441151,740.0037238194861,854.6422398326876,1430.5395689374998,734.093903026144,825.7268946499739,997.6550722044259,931.1447510258661,510.47741909541855,844.0155027039232,1130.0299588562254,866.9386600244966,854.4795076400868,1830.0124616450119,829.7075574194174,948.0248011166545,401.6828613644114,772.4310671364609,571.1839893817455,626.97434178435185,915.3644902466507,748.9594162216295,293.0531191273163,627.38198397231,775.7163387884731,715.5345335601694,880.0436035094383,42346.60758390869,0.020072762320372847
466.39936479486903,542.3902588042814,863.1889103994158,1034.245838896012,748.1233439187598,1278.6162368495397,915.5919375900178,929.0763612100247,1018.4053619423652,1725.1597475013552,1502.877900589677,3605.240235218039,1327.7742192218934,988.2857065367344,1148.628466648557,872.6115995873915,962.9924720185239,679.4564178923341,738.718921017932,840.2026782079304,1428.0559103051469,728.9455940849674,821.1527695887968,997.8959641461287,927.4077034446353,508.69587363489893,832.93494552639,1126.807221901977,863.6194017933291,852.0776500898445,1845.178398793504,820.6624202483931,937.9263063539952,396.1976965288241,766.0653976763117,571.5029080290765,623.533928995469,912.7016287152118,744.6948158880479,292.5443170005978,626.1676731938632,765.9503788221948,710.5163842176087,876.6855921763865,42165.906860001254,0.01571992517221854
466.7260164131114,545.5584050225153,867.4849935107072,1038.4145832679837,751.8100859379844,1288.4846417436481,917.6738266038684,930.1532741025694,1030.786653725883,1744.4241101626021,1508.0834197760862,3617.3279498313723,1342.8169693764794,996.2142538459165,1152.472051359366,873.2038074519681,965.5679595880721,681.3226903441151,740.8601386826061,842.0076595250968,1433.022963463235,732.8825796078431,825.519048892981,1000.7877381880844,931.1447510258661,509.0521484132515,834.0160357662998,1133.8213694916867,868.4474608042447,855.2800655389044,1875.5101456392115,827.6347398208289,938.6652016579499,395.14283604057715,765.8664609492575,573.4163210542132,626.7315403631063,915.1426152937831,748.6927806919429,293.39227288942027,627.9216745944888,765.4558735477211,714.3538348327567,881.4642666929598,42374.758215532565,0.020750873134910443
464.11252256835365,545.4528020372423,850.3005288773523,1026.7422665300037,737.9139592942637,1274.6688748918962,905.5111659353634,921.7033484395706,1027.6476610978737,1733.7955229566398,1503.3983887798,3578.042252520785,1332.7883973468936,984.9961775125495,1153.112626739106,865.2090620880588,956.4366073314777,680.2340537661156,739.575426134489,827.2071016369063,1440.4739393602938,728.9455940849674,809.9255117489286,995.2451816497382,929.4838671366936,506.2016438136511,819.692317696867,1128.1341966673356,861.2053875061475,848.3148650040885,1881.829179908353,804.5506711956749,926.5962747729149,386.70412090890443,755.9201750466007,573.7353056074436,615.2363532145317,906.4881342680937,734.5221562205578,292.883506504483,625.4931080659532,753.1556574933576,710.5163842176087,874.360859992351,42018.46313857028,0.012168204437355242
467.70609486331875,549.0434168566097,855.2575529360804,1027.9928898415951,750.959273007752,1284.5372797860048,909.3462815885189,925.3484076661689,1029.5659333449307,1741.102663474255,1509.1245699613814,3578.042252520785,1339.8083546116864,991.5752355609196,1158.2374946417658,874.9804006417612,965.3337874520199,685.3661412837295,745.1425740119545,849.7688986185535,1447.9243870441176,734.093903026144,824.3754571114523,997.1730891132952,934.4665188042113,510.1211075523323,827.5298512672875,1134.5795947476195,872.9737413972792,855.9205870708723,1850.233626208817,819.7201858340084,934.7243374131989,388.6028318135308,760.6944322384724,576.2866218331418,626.0838808119275,914.9206724477227,747.8043747555361,295.08818466706515,629.810564257935,765.1468170226852,715.5345335601694,886.1137180920305,42288.16252076064,0.01866489943805604
