GameN,Date,Year,Round,Region,F.Seed,F.Team,F.Conf,F.Score,F.AdjEM,U.Seed,U.Team,U.Conf,U.Score,U.AdjEM,Overtime,W.Team,Result,Score.D
,19-Mar-15,2015,1,West,5,Arkansas,SEC,56,16.44,12,Wofford,SC,53,6.72,,Arkansas,F,3
,19-Mar-15,2015,1,West,6,Xavier,A10,76,19.49,11,Mississippi,SEC,57,13.88,,Xavier,F,19
,20-Mar-15,2015,1,West,1,Wisconsin,B10,86,33.72,16,Coastal Carolina,BSth,72,2.38,,Wisconsin,F,14
,20-Mar-15,2015,1,West,9,Oklahoma St.,B12,73,14.92,8,Oregon,P10,79,13.88,,Oregon,U,-6
,21-Mar-15,2015,2,East,1,Villanova,BE,68,30.65,8,North Carolina St.,ACC,71,15.93,,North Carolina St.,U,-3
,22-Mar-15,2015,2,East,2,Virginia,ACC,54,30.06,7,Michigan St.,B10,60,21.72,,Michigan St.,U,-6
,22-Mar-15,2015,2,East,3,Oklahoma,B12,72,22.8,11,Dayton,A10,66,14.24,,Oklahoma,F,6
,22-Mar-15,2015,2,East,4,Louisville,CUSA,66,21.21,5,Northern Iowa,MVC,53,20.98,,Louisville,F,13
,21-Mar-15,2015,2,Midwest,1,Kentucky,SEC,64,36.91,8,Cincinnati,CUSA,51,14.15,,Kentucky,F,13
,21-Mar-15,2015,2,Midwest,3,Notre Dame,BE,67,24.96,6,Butler,Horz,64,20.09,1 OT,Notre Dame,F,3
,22-Mar-15,2015,2,Midwest,2,Kansas,B12,65,22.72,7,Wichita St.,MVC,78,22.21,,Wichita St.,U,-13
,22-Mar-15,2015,2,Midwest,5,West Virginia,BE,69,17.64,4,Maryland,ACC,59,15.68,,West Virginia,F,10
,21-Mar-15,2015,2,South,11,UCLA,P10,92,14.65,14,UAB,CUSA,75,3.06,,UCLA,F,17
,21-Mar-15,2015,2,South,5,Utah,MWC,75,27.24,4,Georgetown,BE,64,19.13,,Utah,F,11
,22-Mar-15,2015,2,South,1,Duke,ACC,68,32.48,8,San Diego St.,MWC,49,15.95,,Duke,F,19
,22-Mar-15,2015,2,South,2,Gonzaga,WCC,87,27.78,7,Iowa,B10,69,19.02,,Gonzaga,F,18
,21-Mar-15,2015,2,West,2,Arizona,P10,73,32.36,10,Ohio St.,B10,58,20.75,,Arizona,F,15
,21-Mar-15,2015,2,West,4,North Carolina,ACC,87,23.85,5,Arkansas,SEC,78,16.44,,North Carolina,F,9
,21-Mar-15,2015,2,West,6,Xavier,A10,75,19.49,14,Georgia St.,ASun,67,10.32,,Xavier,F,8
,22-Mar-15,2015,2,West,1,Wisconsin,B10,72,33.72,8,Oregon,P10,65,13.88,,Wisconsin,F,7
,27-Mar-15,2015,3,East,3,Oklahoma,B12,58,22.8,7,Michigan St.,B10,62,21.72,,Michigan St.,U,-4
,27-Mar-15,2015,3,East,4,Louisville,CUSA,75,21.21,8,North Carolina St.,ACC,65,15.93,,Louisville,F,10
,26-Mar-15,2015,3,Midwest,1,Kentucky,SEC,78,36.91,5,West Virginia,BE,39,17.64,,Kentucky,F,39
,26-Mar-15,2015,3,Midwest,3,Notre Dame,BE,81,24.96,7,Wichita St.,MVC,70,22.21,,Notre Dame,F,11
,27-Mar-15,2015,3,South,1,Duke,ACC,63,32.48,5,Utah,MWC,57,27.24,,Duke,F,6
,27-Mar-15,2015,3,South,2,Gonzaga,WCC,74,27.78,11,UCLA,P10,62,14.65,,Gonzaga,F,12
,26-Mar-15,2015,3,West,1,Wisconsin,B10,79,33.72,4,North Carolina,ACC,72,23.85,,Wisconsin,F,7
,26-Mar-15,2015,3,West,2,Arizona,P10,68,32.36,6,Xavier,A10,60,19.49,,Arizona,F,8
,29-Mar-15,2015,4,East,7,Michigan St.,B10,76,21.72,4,Louisville,CUSA,70,21.21,1 OT,Michigan St.,F,6
,28-Mar-15,2015,4,Midwest,1,Kentucky,SEC,68,36.91,3,Notre Dame,BE,66,24.96,,Kentucky,F,2
,29-Mar-15,2015,4,South,1,Duke,ACC,66,32.48,2,Gonzaga,WCC,52,27.78,,Duke,F,14
,28-Mar-15,2015,4,West,1,Wisconsin,B10,85,33.72,2,Arizona,P10,78,32.36,,Wisconsin,F,7
,04-Apr-15,2015,5,Final Four,1,Duke,ACC,81,32.48,7,Michigan St.,B10,61,21.72,,Duke,F,20
,04-Apr-15,2015,5,Final Four,1,Kentucky,SEC,64,36.91,1,Wisconsin,B10,71,33.72,,Wisconsin,U,-7
,06-Apr-15,2015,6,Championship,1,Wisconsin,B10,63,33.72,1,Duke,ACC,68,32.48,,Duke,U,-5
,18-Mar-15,2015,PI,East,11,Dayton,A10,56,14.24,11,Boise St.,WAC,55,13.85,,Dayton,F,1
,17-Mar-15,2015,PI,Midwest,16,Manhattan,MAAC,64,0.31,16,Hampton,MEAC,74,-7.4,,Hampton,U,-10
,18-Mar-15,2015,PI,South,16,North Florida,ASun,77,2.26,16,Robert Morris,NEC,81,-1.39,,Robert Morris,U,-4
,17-Mar-15,2015,PI,West,11,BYU,MWC,90,16.69,11,Mississippi,SEC,94,13.88,,Mississippi,U,-4
,17-Mar-16,2016,1,East,1,North Carolina,ACC,83,29.82,16,Florida Gulf Coast,ASun,67,-0.08,,North Carolina,F,16
,17-Mar-16,2016,1,East,4,Kentucky,SEC,85,25.14,13,Stony Brook,AE,57,8.13,,Kentucky,F,28
,17-Mar-16,2016,1,East,5,Indiana,B10,99,23.05,12,Chattanooga,SC,74,6.5,,Indiana,F,25
,17-Mar-16,2016,1,East,9,Providence,BE,70,14.49,8,USC,P10,69,14.25,,Providence,F,1
,18-Mar-16,2016,1,East,3,West Virginia,BE,56,24.45,14,Stephen F. Austin,Slnd,70,15.62,,Stephen F. Austin,U,-14
,18-Mar-16,2016,1,East,2,Xavier,A10,71,22.52,15,Weber St.,BSky,53,2.45,,Xavier,F,18
,18-Mar-16,2016,1,East,6,Notre Dame,BE,70,16.6,11,Michigan,B10,63,14.15,,Notre Dame,F,7
,18-Mar-16,2016,1,East,10,Pittsburgh,BE,43,16.6,7,Wisconsin,B10,47,16.55,,Wisconsin,U,-4
,17-Mar-16,2016,1,Midwest,5,Purdue,B10,83,23.85,12,Arkansas Little Rock,SB,85,13.24,2 OT,Arkansas Little Rock,U,-2
,17-Mar-16,2016,1,Midwest,11,Gonzaga,WCC,68,20.82,6,Seton Hall,BE,52,18.27,,Gonzaga,F,16
,17-Mar-16,2016,1,Midwest,1,Virginia,ACC,81,29.64,16,Hampton,MEAC,45,-7.4,,Virginia,F,36
,17-Mar-16,2016,1,Midwest,3,Utah,MWC,80,16.79,14,Fresno St.,WAC,69,6.63,,Utah,F,11
,17-Mar-16,2016,1,Midwest,4,Iowa St.,B12,94,20.95,13,Iona,MAAC,81,7.13,,Iowa St.,F,13
,17-Mar-16,2016,1,Midwest,9,Butler,Horz,71,17.27,8,Texas Tech,B12,61,13.78,,Butler,F,10
,18-Mar-16,2016,1,Midwest,2,Michigan St.,B10,81,27.97,15,Middle Tennessee,SB,90,4.76,,Middle Tennessee,U,-9
,18-Mar-16,2016,1,Midwest,10,Syracuse,BE,70,18.57,7,Dayton,A10,51,12.63,,Syracuse,F,19
,17-Mar-16,2016,1,South,11,Wichita St.,MVC,65,22.53,6,Arizona,P10,55,20.97,,Wichita St.,F,10
,17-Mar-16,2016,1,South,1,Kansas,B12,105,29.67,16,Austin Peay,OVC,79,-5.1,,Kansas,F,26
,17-Mar-16,2016,1,South,3,Miami FL,BE,79,22.44,14,Buffalo,MAC,72,2.95,,Miami FL,F,7
,17-Mar-16,2016,1,South,9,Connecticut,BE,74,18.71,8,Colorado,B12,67,12.91,,Connecticut,F,7
,18-Mar-16,2016,1,South,4,California,P10,66,18.32,13,Hawaii,WAC,77,12.16,,Hawaii,U,-11
,18-Mar-16,2016,1,South,2,Villanova,BE,86,32.01,15,UNC Asheville,BSth,56,3.44,,Villanova,F,30
,18-Mar-16,2016,1,South,5,Maryland,ACC,79,20.25,12,South Dakota St.,ind,74,9.57,,Maryland,F,5
,18-Mar-16,2016,1,South,7,Iowa,B10,72,20.24,10,Temple,A10,70,8.82,1 OT,Iowa,F,2
,17-Mar-16,2016,1,West,5,Baylor,B12,75,19.06,12,Yale,Ivy,79,14.33,,Yale,U,-4
,17-Mar-16,2016,1,West,4,Duke,ACC,93,21.87,13,UNC Wilmington,CAA,85,9.21,,Duke,F,8
,18-Mar-16,2016,1,West,6,Texas,B12,72,16.19,11,Northern Iowa,MVC,75,11.13,,Northern Iowa,U,-3
,18-Mar-16,2016,1,West,10,VCU,CAA,75,17.07,7,Oregon St.,P10,67,11.65,,VCU,F,8
,18-Mar-16,2016,1,West,1,Oregon,P10,91,22.68,16,Holy Cross,Pat,52,-11.39,,Oregon,F,39
,18-Mar-16,2016,1,West,2,Oklahoma,B12,82,23.78,15,Cal St. Bakersfield,ind,68,6.26,,Oklahoma,F,14
,18-Mar-16,2016,1,West,3,Texas A&M,B12,92,21.26,14,Green Bay,Horz,65,3.74,,Texas A&M,F,27
,18-Mar-16,2016,1,West,9,Cincinnati,CUSA,76,17.06,8,Saint Joseph's,A10,78,15.37,,Saint Joseph's,U,-2
,19-Mar-16,2016,2,East,1,North Carolina,ACC,85,29.82,9,Providence,BE,66,14.49,,North Carolina,F,19
,19-Mar-16,2016,2,East,4,Kentucky,SEC,67,25.14,5,Indiana,B10,73,23.05,,Indiana,U,-6
,20-Mar-16,2016,2,East,2,Xavier,A10,63,22.52,7,Wisconsin,B10,66,16.55,,Wisconsin,U,-3
,20-Mar-16,2016,2,East,6,Notre Dame,BE,76,16.6,14,Stephen F. Austin,Slnd,75,15.62,,Notre Dame,F,1
,19-Mar-16,2016,2,Midwest,11,Gonzaga,WCC,82,20.82,3,Utah,MWC,59,16.79,,Gonzaga,F,23
,19-Mar-16,2016,2,Midwest,1,Virginia,ACC,77,29.64,9,Butler,Horz,69,17.27,,Virginia,F,8
,19-Mar-16,2016,2,Midwest,4,Iowa St.,B12,78,20.95,12,Arkansas Little Rock,SB,61,13.24,,Iowa St.,F,17
,20-Mar-16,2016,2,Midwest,10,Syracuse,BE,75,18.57,15,Middle Tennessee,SB,50,4.76,,Syracuse,F,25
,19-Mar-16,2016,2,South,1,Kansas,B12,73,29.67,9,Connecticut,BE,61,18.71,,Kansas,F,12
,19-Mar-16,2016,2,South,11,Wichita St.,MVC,57,22.53,3,Miami FL,BE,65,22.44,,Miami FL,U,-8
,20-Mar-16,2016,2,South,2,Villanova,BE,87,32.01,7,Iowa,B10,68,20.24,,Villanova,F,19
,20-Mar-16,2016,2,South,5,Maryland,ACC,73,20.25,13,Hawaii,WAC,60,12.16,,Maryland,F,13
,19-Mar-16,2016,2,West,4,Duke,ACC,71,21.87,12,Yale,Ivy,64,14.33,,Duke,F,7
,20-Mar-16,2016,2,West,1,Oregon,P10,69,22.68,8,Saint Joseph's,A10,64,15.37,,Oregon,F,5
,20-Mar-16,2016,2,West,2,Oklahoma,B12,85,23.78,10,VCU,CAA,81,17.07,,Oklahoma,F,4
,20-Mar-16,2016,2,West,3,Texas A&M,B12,92,21.26,11,Northern Iowa,MVC,88,11.13,2 OT,Texas A&M,F,4
,25-Mar-16,2016,3,East,1,North Carolina,ACC,101,29.82,5,Indiana,B10,86,23.05,,North Carolina,F,15
,25-Mar-16,2016,3,East,6,Notre Dame,BE,61,16.6,7,Wisconsin,B10,56,16.55,,Notre Dame,F,5
,25-Mar-16,2016,3,Midwest,1,Virginia,ACC,84,29.64,4,Iowa St.,B12,71,20.95,,Virginia,F,13
,25-Mar-16,2016,3,Midwest,11,Gonzaga,WCC,60,20.82,10,Syracuse,BE,63,18.57,,Syracuse,U,-3
,24-Mar-16,2016,3,South,1,Kansas,B12,79,29.67,5,Maryland,ACC,63,20.25,,Kansas,F,16
,24-Mar-16,2016,3,South,2,Villanova,BE,92,32.01,3,Miami FL,BE,69,22.44,,Villanova,F,23
,24-Mar-16,2016,3,West,1,Oregon,P10,82,22.68,4,Duke,ACC,68,21.87,,Oregon,F,14
,24-Mar-16,2016,3,West,2,Oklahoma,B12,77,23.78,3,Texas A&M,B12,63,21.26,,Oklahoma,F,14
,27-Mar-16,2016,4,East,1,North Carolina,ACC,88,29.82,6,Notre Dame,BE,74,16.6,,North Carolina,F,14
,27-Mar-16,2016,4,Midwest,1,Virginia,ACC,62,29.64,10,Syracuse,BE,68,18.57,,Syracuse,U,-6
,26-Mar-16,2016,4,South,2,Villanova,BE,64,32.01,1,Kansas,B12,59,29.67,,Villanova,F,5
,26-Mar-16,2016,4,West,2,Oklahoma,B12,80,23.78,1,Oregon,P10,68,22.68,,Oklahoma,F,12
,02-Apr-16,2016,5,Final Four,1,North Carolina,ACC,83,29.82,10,Syracuse,BE,66,18.57,,North Carolina,F,17
,02-Apr-16,2016,5,Final Four,2,Villanova,BE,95,32.01,2,Oklahoma,B12,51,23.78,,Villanova,F,44
,04-Apr-16,2016,6,Championship,2,Villanova,BE,77,32.01,1,North Carolina,ACC,74,29.82,,Villanova,F,3
,15-Mar-16,2016,PI,East,16,Florida Gulf Coast,ASun,96,-0.08,16,Fairleigh Dickinson,NEC,65,-10.63,,Florida Gulf Coast,F,31
,16-Mar-16,2016,PI,East,11,Michigan,B10,67,14.15,11,Tulsa,WAC,62,11.5,,Michigan,F,5
,15-Mar-16,2016,PI,South,11,Wichita St.,MVC,70,22.53,11,Vanderbilt,SEC,50,18.76,,Wichita St.,F,20
,16-Mar-16,2016,PI,West,16,Southern,SWAC,55,-5.75,16,Holy Cross,Pat,59,-11.39,,Holy Cross,U,-4
,16-Mar-17,2017,1,East,5,Virginia,ACC,76,24.29,12,UNC Wilmington,CAA,71,12.46,,Virginia,F,5
,16-Mar-17,2017,1,East,4,Florida,SEC,80,27.5,13,East Tennessee St.,SC,65,11.1,,Florida,F,15
,16-Mar-17,2017,1,East,1,Villanova,BE,76,29.88,16,Mount St. Mary's,NEC,56,-3.86,,Villanova,F,20
,16-Mar-17,2017,1,East,8,Wisconsin,B10,84,22.99,9,Virginia Tech,BE,74,13.8,,Wisconsin,F,10
,17-Mar-17,2017,1,East,6,SMU,WAC,65,24.73,11,USC,P10,66,13.45,,USC,U,-1
,17-Mar-17,2017,1,East,3,Baylor,B12,91,24.23,14,New Mexico St.,SB,73,7.89,,Baylor,F,18
,17-Mar-17,2017,1,East,2,Duke,ACC,87,24.17,15,Troy,ASun,65,2.04,,Duke,F,22
,17-Mar-17,2017,1,East,7,South Carolina,SEC,93,20.8,10,Marquette,CUSA,73,16.58,,South Carolina,F,20
,16-Mar-17,2017,1,Midwest,4,Purdue,B10,80,23.12,13,Vermont,AE,70,11.67,,Purdue,F,10
,16-Mar-17,2017,1,Midwest,5,Iowa St.,B12,84,23.45,12,Nevada,WAC,73,13.31,,Iowa St.,F,11
,17-Mar-17,2017,1,Midwest,6,Creighton,MVC,72,18.83,11,Rhode Island,A10,84,16.26,,Rhode Island,U,-12
,17-Mar-17,2017,1,Midwest,7,Michigan,B10,92,23.05,10,Oklahoma St.,B12,91,22.48,,Michigan,F,1
,17-Mar-17,2017,1,Midwest,3,Oregon,P10,93,25.02,14,Iona,MAAC,77,4.2,,Oregon,F,16
,17-Mar-17,2017,1,Midwest,2,Louisville,CUSA,78,25.51,15,Jacksonville St.,ASun,63,0.63,,Louisville,F,15
,17-Mar-17,2017,1,Midwest,1,Kansas,B12,100,27.45,16,UC Davis,ind,62,-4.41,,Kansas,F,38
,17-Mar-17,2017,1,Midwest,9,Michigan St.,B10,78,15.51,8,Miami FL,BE,58,15.03,,Michigan St.,F,20
,16-Mar-17,2017,1,South,5,Minnesota,B10,72,16,12,Middle Tennessee,SB,81,14.95,,Middle Tennessee,U,-9
,16-Mar-17,2017,1,South,4,Butler,Horz,76,20.76,13,Winthrop,BSth,64,4.53,,Butler,F,12
,17-Mar-17,2017,1,South,10,Wichita St.,MVC,64,26.14,7,Dayton,A10,58,15.57,,Wichita St.,F,6
,17-Mar-17,2017,1,South,8,Arkansas,SEC,77,16.25,9,Seton Hall,BE,71,13.63,,Arkansas,F,6
,17-Mar-17,2017,1,South,1,North Carolina,ACC,103,28.22,16,Texas Southern,SWAC,64,-4.04,,North Carolina,F,39
,17-Mar-17,2017,1,South,6,Cincinnati,CUSA,75,22.18,11,Kansas St.,B12,61,17.44,,Cincinnati,F,14
,17-Mar-17,2017,1,South,3,UCLA,P10,97,23.63,14,Kent St.,MAC,80,1.68,,UCLA,F,17
,17-Mar-17,2017,1,South,2,Kentucky,SEC,79,27.72,15,Northern Kentucky,ASun,70,1.91,,Kentucky,F,9
,16-Mar-17,2017,1,West,11,Xavier,A10,76,16.7,6,Maryland,ACC,65,14.34,,Xavier,F,11
,16-Mar-17,2017,1,West,5,Notre Dame,BE,60,19.74,12,Princeton,Ivy,58,12.61,,Notre Dame,F,2
,16-Mar-17,2017,1,West,1,Gonzaga,WCC,66,32.05,16,San Diego St.,MWC,46,8.99,,Gonzaga,F,20
,16-Mar-17,2017,1,West,4,West Virginia,BE,86,27.17,13,Bucknell,Pat,80,9.38,,West Virginia,F,6
,16-Mar-17,2017,1,West,9,Vanderbilt,SEC,66,16.53,8,Northwestern,B10,68,15.81,,Northwestern,U,-2
,16-Mar-17,2017,1,West,7,Saint Mary's,WCC,85,23.67,10,VCU,CAA,77,14.07,,Saint Mary's,F,8
,16-Mar-17,2017,1,West,3,Florida St.,ACC,86,20.06,14,Florida Gulf Coast,ASun,80,5.07,,Florida St.,F,6
,16-Mar-17,2017,1,West,2,Arizona,P10,100,23.31,15,North Dakota,GWC,82,0.04,,Arizona,F,18
,18-Mar-17,2017,2,East,1,Villanova,BE,62,29.88,8,Wisconsin,B10,65,22.99,,Wisconsin,U,-3
,18-Mar-17,2017,2,East,4,Florida,SEC,65,27.5,5,Virginia,ACC,39,24.29,,Florida,F,26
,19-Mar-17,2017,2,East,2,Duke,ACC,81,24.17,7,South Carolina,SEC,88,20.8,,South Carolina,U,-7
,19-Mar-17,2017,2,East,3,Baylor,B12,82,24.23,11,USC,P10,78,13.45,,Baylor,F,4
,18-Mar-17,2017,2,Midwest,5,Iowa St.,B12,76,23.45,4,Purdue,B10,80,23.12,,Purdue,U,-4
,19-Mar-17,2017,2,Midwest,2,Louisville,CUSA,69,25.51,7,Michigan,B10,73,23.05,,Michigan,U,-4
,19-Mar-17,2017,2,Midwest,1,Kansas,B12,90,27.45,9,Michigan St.,B10,70,15.51,,Kansas,F,20
,19-Mar-17,2017,2,Midwest,3,Oregon,P10,75,25.02,11,Rhode Island,A10,72,16.26,,Oregon,F,3
,18-Mar-17,2017,2,South,4,Butler,Horz,74,20.76,12,Middle Tennessee,SB,65,14.95,,Butler,F,9
,19-Mar-17,2017,2,South,2,Kentucky,SEC,65,27.72,10,Wichita St.,MVC,62,26.14,,Kentucky,F,3
,19-Mar-17,2017,2,South,1,North Carolina,ACC,72,28.22,8,Arkansas,SEC,65,16.25,,North Carolina,F,7
,19-Mar-17,2017,2,South,3,UCLA,P10,79,23.63,6,Cincinnati,CUSA,67,22.18,,UCLA,F,12
,18-Mar-17,2017,2,West,3,Florida St.,ACC,66,20.06,11,Xavier,A10,91,16.7,,Xavier,U,-25
,18-Mar-17,2017,2,West,4,West Virginia,BE,83,27.17,5,Notre Dame,BE,71,19.74,,West Virginia,F,12
,18-Mar-17,2017,2,West,1,Gonzaga,WCC,79,32.05,8,Northwestern,B10,73,15.81,,Gonzaga,F,6
,18-Mar-17,2017,2,West,7,Saint Mary's,WCC,60,23.67,2,Arizona,P10,69,23.31,,Arizona,U,-9
,24-Mar-17,2017,3,East,3,Baylor,B12,50,24.23,7,South Carolina,SEC,70,20.8,,South Carolina,U,-20
,24-Mar-17,2017,3,East,4,Florida,SEC,84,27.5,8,Wisconsin,B10,83,22.99,1 OT,Florida,F,1
,23-Mar-17,2017,3,Midwest,3,Oregon,P10,69,25.02,7,Michigan,B10,68,23.05,,Oregon,F,1
,23-Mar-17,2017,3,Midwest,1,Kansas,B12,98,27.45,4,Purdue,B10,66,23.12,,Kansas,F,32
,24-Mar-17,2017,3,South,1,North Carolina,ACC,92,28.22,4,Butler,Horz,80,20.76,,North Carolina,F,12
,24-Mar-17,2017,3,South,2,Kentucky,SEC,86,27.72,3,UCLA,P10,75,23.63,,Kentucky,F,11
,23-Mar-17,2017,3,West,2,Arizona,P10,71,23.31,11,Xavier,A10,73,16.7,,Xavier,U,-2
,23-Mar-17,2017,3,West,1,Gonzaga,WCC,61,32.05,4,West Virginia,BE,58,27.17,,Gonzaga,F,3
,26-Mar-17,2017,4,East,4,Florida,SEC,70,27.5,7,South Carolina,SEC,77,20.8,,South Carolina,U,-7
,25-Mar-17,2017,4,Midwest,1,Kansas,B12,60,27.45,3,Oregon,P10,74,25.02,,Oregon,U,-14
,26-Mar-17,2017,4,South,1,North Carolina,ACC,75,28.22,2,Kentucky,SEC,73,27.72,,North Carolina,F,2
,25-Mar-17,2017,4,West,1,Gonzaga,WCC,83,32.05,11,Xavier,A10,59,16.7,,Gonzaga,F,24
,01-Apr-17,2017,5,Final Four,1,Gonzaga,WCC,77,32.05,7,South Carolina,SEC,73,20.8,,Gonzaga,F,4
,01-Apr-17,2017,5,Final Four,1,North Carolina,ACC,77,28.22,3,Oregon,P10,76,25.02,,North Carolina,F,1
,03-Apr-17,2017,6,Championship,1,Gonzaga,WCC,65,32.05,1,North Carolina,ACC,71,28.22,,North Carolina,U,-6
,14-Mar-17,2017,PI,East,16,New Orleans,SB,66,-0.52,16,Mount St. Mary's,NEC,67,-3.86,,Mount St. Mary's,U,-1
,15-Mar-17,2017,PI,East,11,USC,P10,75,13.45,11,Providence,BE,71,12.43,,USC,F,4
,15-Mar-17,2017,PI,Midwest,16,North Carolina Central,ind,63,0.36,16,UC Davis,ind,67,-4.41,,UC Davis,U,-4
,14-Mar-17,2017,PI,South,11,Kansas St.,B12,95,17.44,11,Wake Forest,ACC,88,16.25,,Kansas St.,F,7
,15-Mar-18,2018,1,East,1,Villanova,BE,87,33.76,16,Radford,BSth,61,0.07,,Villanova,F,26
,15-Mar-18,2018,1,East,3,Texas Tech,B12,70,22.59,14,Stephen F. Austin,Slnd,60,5.58,,Texas Tech,F,10
,15-Mar-18,2018,1,East,8,Virginia Tech,BE,83,16.03,9,Alabama,SEC,86,13.41,,Alabama,U,-3
,15-Mar-18,2018,1,East,6,Florida,SEC,77,18.96,11,St. Bonaventure,A10,62,11.21,,Florida,F,15
,16-Mar-18,2018,1,East,2,Purdue,B10,74,26.27,15,Cal St. Fullerton,BW,48,0.62,,Purdue,F,26
,16-Mar-18,2018,1,East,4,Wichita St.,MVC,75,19.03,13,Marshall,MAC,81,6.53,,Marshall,U,-6
,16-Mar-18,2018,1,East,10,Butler,Horz,79,19.05,7,Arkansas,SEC,62,14.69,,Butler,F,17
,16-Mar-18,2018,1,East,5,West Virginia,BE,85,22.44,12,Murray St.,OVC,68,12.19,,West Virginia,F,17
,15-Mar-18,2018,1,Midwest,10,Oklahoma,B12,78,14.16,7,Rhode Island,A10,83,13.93,1 OT,Rhode Island,U,-5
,15-Mar-18,2018,1,Midwest,1,Kansas,B12,76,23.49,16,Penn,Ivy,60,3.69,,Kansas,F,16
,15-Mar-18,2018,1,Midwest,2,Duke,ACC,89,28.86,15,Iona,MAAC,67,2.63,,Duke,F,22
,15-Mar-18,2018,1,Midwest,8,Seton Hall,BE,94,18.04,9,North Carolina St.,ACC,83,14.52,,Seton Hall,F,11
,16-Mar-18,2018,1,Midwest,3,Michigan St.,B10,82,25.41,14,Bucknell,Pat,78,7.31,,Michigan St.,F,4
,16-Mar-18,2018,1,Midwest,4,Auburn,SEC,62,18.69,13,Charleston,CAA,58,7,,Auburn,F,4
,16-Mar-18,2018,1,Midwest,5,Clemson,ACC,79,21.65,12,New Mexico St.,SB,68,12.92,,Clemson,F,11
,16-Mar-18,2018,1,Midwest,6,TCU,CUSA,52,18.47,11,Syracuse,BE,57,14.82,,Syracuse,U,-5
,15-Mar-18,2018,1,South,3,Tennessee,SEC,73,22.27,14,Wright St.,Horz,47,2.89,,Tennessee,F,26
,15-Mar-18,2018,1,South,11,Loyola Chicago,Horz,64,16.39,6,Miami FL,BE,62,15.43,,Loyola Chicago,F,2
,15-Mar-18,2018,1,South,5,Kentucky,SEC,78,20.44,12,Davidson,SC,73,14.7,,Kentucky,F,5
,15-Mar-18,2018,1,South,4,Arizona,P10,68,17.7,13,Buffalo,MAC,89,11.53,,Buffalo,U,-21
,16-Mar-18,2018,1,South,2,Cincinnati,CUSA,68,26.6,15,Georgia St.,ASun,53,6.92,,Cincinnati,F,15
,16-Mar-18,2018,1,South,7,Nevada,WAC,87,18.39,10,Texas,B12,83,15.43,1 OT,Nevada,F,4
,16-Mar-18,2018,1,South,8,Creighton,MVC,59,16.91,9,Kansas St.,B12,69,14.77,,Kansas St.,U,-10
,16-Mar-18,2018,1,South,1,Virginia,ACC,54,29.53,16,UMBC,NEC,74,0.5,,UMBC,U,-20
,15-Mar-18,2018,1,West,4,Gonzaga,WCC,68,23.03,13,UNC Greensboro,SC,64,9.22,,Gonzaga,F,4
,15-Mar-18,2018,1,West,5,Ohio St.,B10,81,21.16,12,South Dakota St.,ind,73,10.2,,Ohio St.,F,8
,15-Mar-18,2018,1,West,6,Houston,CUSA,67,20.24,11,San Diego St.,MWC,65,14.09,,Houston,F,2
,15-Mar-18,2018,1,West,3,Michigan,B10,61,24.2,14,Montana,BSky,47,10.4,,Michigan,F,14
,16-Mar-18,2018,1,West,7,Texas A&M,B12,73,16.96,10,Providence,BE,69,12.17,,Texas A&M,F,4
,16-Mar-18,2018,1,West,2,North Carolina,ACC,84,23.59,15,Lipscomb,ind,66,0.43,,North Carolina,F,18
,16-Mar-18,2018,1,West,1,Xavier,A10,102,21.51,16,Texas Southern,SWAC,83,-6.65,,Xavier,F,19
,16-Mar-18,2018,1,West,9,Florida St.,ACC,67,17.77,8,Missouri,B12,54,14.83,,Florida St.,F,13
,17-Mar-18,2018,2,East,1,Villanova,BE,81,33.76,9,Alabama,SEC,58,13.41,,Villanova,F,23
,17-Mar-18,2018,2,East,3,Texas Tech,B12,69,22.59,6,Florida,SEC,66,18.96,,Texas Tech,F,3
,18-Mar-18,2018,2,East,2,Purdue,B10,76,26.27,10,Butler,Horz,73,19.05,,Purdue,F,3
,18-Mar-18,2018,2,East,5,West Virginia,BE,89,22.44,13,Marshall,MAC,62,6.53,,West Virginia,F,27
,17-Mar-18,2018,2,Midwest,2,Duke,ACC,87,28.86,7,Rhode Island,A10,62,13.93,,Duke,F,25
,17-Mar-18,2018,2,Midwest,1,Kansas,B12,83,23.49,8,Seton Hall,BE,79,18.04,,Kansas,F,4
,18-Mar-18,2018,2,Midwest,5,Clemson,ACC,84,21.65,4,Auburn,SEC,53,18.69,,Clemson,F,31
,18-Mar-18,2018,2,Midwest,3,Michigan St.,B10,53,25.41,11,Syracuse,BE,55,14.82,,Syracuse,U,-2
,17-Mar-18,2018,2,South,13,Buffalo,MAC,75,11.53,13,Buffalo,MAC,75,11.53,,Buffalo,U,0
,17-Mar-18,2018,2,South,3,Tennessee,SEC,62,22.27,11,Loyola Chicago,Horz,63,16.39,,Loyola Chicago,U,-1
,18-Mar-18,2018,2,South,2,Cincinnati,CUSA,73,26.6,7,Nevada,WAC,75,18.39,,Nevada,U,-2
,18-Mar-18,2018,2,South,9,Kansas St.,B12,50,14.77,16,UMBC,NEC,43,0.5,,Kansas St.,F,7
,17-Mar-18,2018,2,West,4,Gonzaga,WCC,90,23.03,5,Ohio St.,B10,84,21.16,,Gonzaga,F,6
,17-Mar-18,2018,2,West,3,Michigan,B10,64,24.2,6,Houston,CUSA,63,20.24,,Michigan,F,1
