"","Date","Year","Round","Region","WSeed","Winner","wConf","WScore","W.AdjEM","LSeed","Loser","Lconf","LScore","AdjEM","Overtime"
"236","20-Mar-88",1988,"2","Southeast",6,"Villanova","BE",66,NA,3,"Illinois","B10",63,NA,""
"237","20-Mar-88",1988,"2","West",5,"Iowa","B10",104,NA,4,"UNLV","MWC",86,NA,""
"238","24-Mar-88",1988,"3","East",1,"Temple","A10",69,NA,13,"Richmond","A10",47,NA,""
"239","24-Mar-88",1988,"3","East",2,"Duke","ACC",73,NA,11,"Rhode Island","A10",72,NA,""
"240","24-Mar-88",1988,"3","Southeast",1,"Oklahoma","B12",108,NA,5,"Louisville","CUSA",98,NA,""
"241","24-Mar-88",1988,"3","Southeast",6,"Villanova","BE",80,NA,2,"Kentucky","SEC",74,NA,""
"242","25-Mar-88",1988,"3","Midwest",6,"Kansas","B12",77,NA,7,"Vanderbilt","SEC",64,NA,""
"243","25-Mar-88",1988,"3","West",1,"Arizona","P10",99,NA,5,"Iowa","B10",79,NA,""
"244","25-Mar-88",1988,"3","West",2,"North Carolina","ACC",78,NA,3,"Michigan","B10",69,NA,""
"245","25-Mar-88",1988,"3","Midwest",4,"Kansas St.","B12",73,NA,1,"Purdue","B10",70,NA,""
"246","26-Mar-88",1988,"4","Southeast",1,"Oklahoma","B12",78,NA,6,"Villanova","BE",59,NA,""
"247","26-Mar-88",1988,"4","East",2,"Duke","ACC",63,NA,1,"Temple","A10",53,NA,""
"248","27-Mar-88",1988,"4","West",1,"Arizona","P10",70,NA,2,"North Carolina","ACC",52,NA,""
"249","27-Mar-88",1988,"4","Midwest",6,"Kansas","B12",71,NA,4,"Kansas St.","B12",58,NA,""
"250","2-Apr-88",1988,"5","Final Four",1,"Oklahoma","B12",86,NA,1,"Arizona","P10",78,NA,""
"251","2-Apr-88",1988,"5","Final Four",6,"Kansas","B12",66,NA,2,"Duke","ACC",59,NA,""
"252","4-Apr-88",1988,"6","Championship",6,"Kansas","B12",83,NA,1,"Oklahoma","B12",79,NA,""
"253","16-Mar-89",1989,"1","East",14,"Siena","MAAC",80,NA,3,"Stanford","P10",78,NA,""
"254","16-Mar-89",1989,"1","Southeast",13,"Middle Tennessee","SB",97,NA,4,"Florida St.","ACC",83,NA,""
"255","16-Mar-89",1989,"1","East",2,"Duke","ACC",90,NA,15,"South Carolina St.","MEAC",69,NA,""
"256","16-Mar-89",1989,"1","East",7,"West Virginia","BE",84,NA,10,"Tennessee","SEC",68,NA,""
"257","16-Mar-89",1989,"1","Midwest",1,"Illinois","B10",77,NA,16,"McNeese St.","Slnd",71,NA,""
"258","16-Mar-89",1989,"1","Midwest",4,"Louisville","CUSA",76,NA,13,"Arkansas Little Rock","SB",71,NA,""
"259","16-Mar-89",1989,"1","Midwest",5,"Arkansas","SEC",120,NA,12,"Loyola Marymount","WCC",101,NA,""
"260","16-Mar-89",1989,"1","Southeast",1,"Oklahoma","B12",72,NA,16,"East Tennessee St.","SC",71,NA,""
"261","16-Mar-89",1989,"1","Southeast",5,"Virginia","ACC",100,NA,12,"Providence","BE",97,NA,""
"262","16-Mar-89",1989,"1","West",1,"Arizona","P10",94,NA,16,"Robert Morris","NEC",60,NA,""
"263","16-Mar-89",1989,"1","West",4,"UNLV","MWC",68,NA,13,"Idaho","BW",56,NA,""
"264","16-Mar-89",1989,"1","West",12,"DePaul","CUSA",66,NA,5,"Memphis","CUSA",63,NA,""
"265","16-Mar-89",1989,"1","East",11,"Minnesota","B10",86,NA,6,"Kansas St.","B12",75,NA,""
"266","16-Mar-89",1989,"1","Midwest",9,"Ball St.","MAC",68,NA,8,"Pittsburgh","BE",64,NA,""
"267","16-Mar-89",1989,"1","Southeast",9,"Louisiana Tech","WAC",83,NA,8,"La Salle","A10",74,NA,""
"268","16-Mar-89",1989,"1","West",9,"Clemson","ACC",83,NA,8,"Saint Mary's","WCC",70,NA,""
"269","17-Mar-89",1989,"1","East",1,"Georgetown","BE",50,NA,16,"Princeton","Ivy",49,NA,""
"270","17-Mar-89",1989,"1","East",4,"Iowa","B10",87,NA,13,"Rutgers","BE",73,NA,""
"271","17-Mar-89",1989,"1","East",5,"North Carolina St.","ACC",81,NA,12,"South Carolina","SEC",66,NA,""
"272","17-Mar-89",1989,"1","Midwest",2,"Syracuse","BE",104,NA,15,"Bucknell","Pat",81,NA,""
"273","17-Mar-89",1989,"1","Midwest",3,"Missouri","B12",85,NA,14,"Creighton","MVC",69,NA,""
"274","17-Mar-89",1989,"1","Southeast",2,"North Carolina","ACC",93,NA,15,"Southern","SWAC",79,NA,""
"275","17-Mar-89",1989,"1","Southeast",3,"Michigan","B10",92,NA,14,"Xavier","A10",87,NA,""
"276","17-Mar-89",1989,"1","Southeast",7,"UCLA","P10",84,NA,10,"Iowa St.","B12",74,NA,""
"277","17-Mar-89",1989,"1","West",2,"Indiana","B10",99,NA,15,"George Mason","CAA",85,NA,""
"278","17-Mar-89",1989,"1","West",3,"Seton Hall","BE",60,NA,14,"Missouri St.","MVC",51,NA,""
"279","17-Mar-89",1989,"1","West",7,"UTEP","WAC",85,NA,10,"LSU","SEC",74,NA,""
"280","17-Mar-89",1989,"1","Midwest",11,"Texas","B12",76,NA,6,"Georgia Tech","ACC",70,NA,""
"281","17-Mar-89",1989,"1","Southeast",11,"South Alabama","SB",86,NA,6,"Alabama","SEC",84,NA,""
"282","17-Mar-89",1989,"1","West",11,"Evansville","MVC",94,NA,6,"Oregon St.","P10",90,NA,"1 OT"
"283","17-Mar-89",1989,"1","Midwest",10,"Colorado St.","MWC",68,NA,7,"Florida","SEC",46,NA,""
"284","17-Mar-89",1989,"1","East",9,"Notre Dame","BE",81,NA,8,"Vanderbilt","SEC",65,NA,""
"285","18-Mar-89",1989,"2","East",2,"Duke","ACC",70,NA,7,"West Virginia","BE",63,NA,""
"286","18-Mar-89",1989,"2","East",11,"Minnesota","B10",80,NA,14,"Siena","MAAC",67,NA,""
"287","18-Mar-89",1989,"2","Midwest",1,"Illinois","B10",72,NA,9,"Ball St.","MAC",60,NA,""
"288","18-Mar-89",1989,"2","Midwest",4,"Louisville","CUSA",93,NA,5,"Arkansas","SEC",84,NA,""
"289","18-Mar-89",1989,"2","Southeast",1,"Oklahoma","B12",124,NA,9,"Louisiana Tech","WAC",81,NA,""
"290","18-Mar-89",1989,"2","Southeast",5,"Virginia","ACC",104,NA,13,"Middle Tennessee","SB",88,NA,""
"291","18-Mar-89",1989,"2","West",1,"Arizona","P10",94,NA,9,"Clemson","ACC",68,NA,""
"292","18-Mar-89",1989,"2","West",4,"UNLV","MWC",85,NA,12,"DePaul","CUSA",70,NA,""
"293","19-Mar-89",1989,"2","East",1,"Georgetown","BE",81,NA,9,"Notre Dame","BE",74,NA,""
"294","19-Mar-89",1989,"2","Midwest",2,"Syracuse","BE",65,NA,10,"Colorado St.","MWC",50,NA,""
"295","19-Mar-89",1989,"2","Midwest",3,"Missouri","B12",108,NA,11,"Texas","B12",89,NA,""
"296","19-Mar-89",1989,"2","Southeast",2,"North Carolina","ACC",88,NA,7,"UCLA","P10",81,NA,""
"297","19-Mar-89",1989,"2","Southeast",3,"Michigan","B10",91,NA,11,"South Alabama","SB",82,NA,""
"298","19-Mar-89",1989,"2","West",2,"Indiana","B10",92,NA,7,"UTEP","WAC",69,NA,""
"299","19-Mar-89",1989,"2","West",3,"Seton Hall","BE",87,NA,11,"Evansville","MVC",73,NA,""
"300","19-Mar-89",1989,"2","East",5,"North Carolina St.","ACC",102,NA,4,"Iowa","B10",96,NA,"2 OT"
"301","23-Mar-89",1989,"3","Southeast",5,"Virginia","ACC",86,NA,1,"Oklahoma","B12",80,NA,""
"302","23-Mar-89",1989,"3","West",4,"UNLV","MWC",68,NA,1,"Arizona","P10",67,NA,""
"303","23-Mar-89",1989,"3","Southeast",3,"Michigan","B10",92,NA,2,"North Carolina","ACC",87,NA,""
"304","23-Mar-89",1989,"3","West",3,"Seton Hall","BE",78,NA,2,"Indiana","B10",65,NA,""
"305","24-Mar-89",1989,"3","East",1,"Georgetown","BE",69,NA,5,"North Carolina St.","ACC",61,NA,""
"306","24-Mar-89",1989,"3","East",2,"Duke","ACC",87,NA,11,"Minnesota","B10",70,NA,""
"307","24-Mar-89",1989,"3","Midwest",1,"Illinois","B10",83,NA,4,"Louisville","CUSA",69,NA,""
"308","24-Mar-89",1989,"3","Midwest",2,"Syracuse","BE",83,NA,3,"Missouri","B12",80,NA,""
"309","25-Mar-89",1989,"4","Southeast",3,"Michigan","B10",102,NA,5,"Virginia","ACC",65,NA,""
"310","25-Mar-89",1989,"4","West",3,"Seton Hall","BE",84,NA,4,"UNLV","MWC",61,NA,""
"311","26-Mar-89",1989,"4","Midwest",1,"Illinois","B10",89,NA,2,"Syracuse","BE",86,NA,""
"312","26-Mar-89",1989,"4","East",2,"Duke","ACC",85,NA,1,"Georgetown","BE",77,NA,""
"313","1-Apr-89",1989,"5","Final Four",3,"Michigan","B10",83,NA,1,"Illinois","B10",81,NA,""
"314","1-Apr-89",1989,"5","Final Four",3,"Seton Hall","BE",95,NA,2,"Duke","ACC",78,NA,""
"315","3-Apr-89",1989,"6","Championship",3,"Michigan","B10",80,NA,3,"Seton Hall","BE",79,NA,"1 OT"
"316","15-Mar-90",1990,"1","East",1,"Connecticut","BE",76,NA,16,"Boston University","AE",52,NA,""
"317","15-Mar-90",1990,"1","East",4,"La Salle","A10",79,NA,13,"Southern Miss","CUSA",63,NA,""
"318","15-Mar-90",1990,"1","East",5,"Clemson","ACC",49,NA,12,"BYU","MWC",47,NA,""
"319","15-Mar-90",1990,"1","Midwest",1,"Oklahoma","B12",77,NA,16,"Towson","CAA",68,NA,""
"320","15-Mar-90",1990,"1","Midwest",4,"Arkansas","SEC",68,NA,13,"Princeton","Ivy",64,NA,""
"321","15-Mar-90",1990,"1","Midwest",8,"North Carolina","ACC",83,NA,9,"Missouri St.","MVC",70,NA,""
"322","15-Mar-90",1990,"1","Southeast",1,"Michigan St.","B10",75,NA,16,"Murray St.","OVC",71,NA,"1 OT"
"323","15-Mar-90",1990,"1","Southeast",4,"Georgia Tech","ACC",99,NA,13,"East Tennessee St.","SC",83,NA,""
"324","15-Mar-90",1990,"1","Southeast",5,"LSU","SEC",70,NA,12,"Villanova","BE",63,NA,""
"325","15-Mar-90",1990,"1","West",1,"UNLV","MWC",102,NA,16,"Arkansas Little Rock","SB",72,NA,""
"326","15-Mar-90",1990,"1","West",4,"Louisville","CUSA",78,NA,13,"Idaho","BW",59,NA,""
"327","15-Mar-90",1990,"1","West",8,"Ohio St.","B10",84,NA,9,"Providence","BE",83,NA,"1 OT"
"328","15-Mar-90",1990,"1","Midwest",12,"Dayton","A10",88,NA,5,"Illinois","B10",86,NA,""
"329","15-Mar-90",1990,"1","West",12,"Ball St.","MAC",54,NA,5,"Oregon St.","P10",53,NA,""
"330","15-Mar-90",1990,"1","East",9,"California","P10",65,NA,8,"Indiana","B10",63,NA,""
"331","15-Mar-90",1990,"1","Southeast",9,"UC Santa Barbara","BW",70,NA,8,"Houston","CUSA",66,NA,""
"332","16-Mar-90",1990,"1","Southeast",14,"Northern Iowa","MVC",74,NA,3,"Missouri","B12",71,NA,""
"333","16-Mar-90",1990,"1","East",2,"Kansas","B12",79,NA,15,"Robert Morris","NEC",71,NA,""
"334","16-Mar-90",1990,"1","East",3,"Duke","ACC",81,NA,14,"Richmond","A10",46,NA,""
"335","16-Mar-90",1990,"1","East",6,"St. John's","BE",81,NA,11,"Temple","A10",65,NA,""
"336","16-Mar-90",1990,"1","East",7,"UCLA","P10",68,NA,10,"UAB","CUSA",56,NA,""
"337","16-Mar-90",1990,"1","Midwest",2,"Purdue","B10",75,NA,15,"Louisiana Monroe","Slnd",63,NA,""
"338","16-Mar-90",1990,"1","Midwest",3,"Georgetown","BE",70,NA,14,"Texas Southern","SWAC",52,NA,""
"339","16-Mar-90",1990,"1","Midwest",6,"Xavier","A10",87,NA,11,"Kansas St.","B12",79,NA,""
"340","16-Mar-90",1990,"1","Southeast",2,"Syracuse","BE",70,NA,15,"Coppin St.","MEAC",48,NA,""
"341","16-Mar-90",1990,"1","Southeast",6,"Minnesota","B10",64,NA,11,"UTEP","WAC",61,NA,"1 OT"
"342","16-Mar-90",1990,"1","Southeast",7,"Virginia","ACC",75,NA,10,"Notre Dame","BE",67,NA,""
"343","16-Mar-90",1990,"1","West",2,"Arizona","P10",79,NA,15,"South Florida","CUSA",67,NA,""
"344","16-Mar-90",1990,"1","West",3,"Michigan","B10",76,NA,14,"Illinois St.","MVC",70,NA,""
"345","16-Mar-90",1990,"1","West",7,"Alabama","SEC",71,NA,10,"Colorado St.","MWC",54,NA,""
"346","16-Mar-90",1990,"1","West",11,"Loyola Marymount","WCC",111,NA,6,"New Mexico St.","SB",92,NA,""
"347","16-Mar-90",1990,"1","Midwest",10,"Texas","B12",100,NA,7,"Georgia","SEC",88,NA,""
"348","17-Mar-90",1990,"2","West",12,"Ball St.","MAC",62,NA,4,"Louisville","CUSA",60,NA,""
"349","17-Mar-90",1990,"2","East",1,"Connecticut","BE",74,NA,9,"California","P10",54,NA,""
"350","17-Mar-90",1990,"2","Midwest",4,"Arkansas","SEC",86,NA,12,"Dayton","A10",84,NA,""
"351","17-Mar-90",1990,"2","Southeast",1,"Michigan St.","B10",62,NA,9,"UC Santa Barbara","BW",58,NA,""
"352","17-Mar-90",1990,"2","Southeast",4,"Georgia Tech","ACC",94,NA,5,"LSU","SEC",91,NA,""
"353","17-Mar-90",1990,"2","West",1,"UNLV","MWC",76,NA,8,"Ohio St.","B10",65,NA,""
"354","17-Mar-90",1990,"2","Midwest",8,"North Carolina","ACC",79,NA,1,"Oklahoma","B12",77,NA,""
"355","17-Mar-90",1990,"2","East",5,"Clemson","ACC",79,NA,4,"La Salle","A10",75,NA,""
"356","18-Mar-90",1990,"2","Midwest",10,"Texas","B12",73,NA,2,"Purdue","B10",72,NA,""
"357","18-Mar-90",1990,"2","West",11,"Loyola Marymount","WCC",149,NA,3,"Michigan","B10",115,NA,""
"358","18-Mar-90",1990,"2","East",3,"Duke","ACC",76,NA,6,"St. John's","BE",72,NA,""
"359","18-Mar-90",1990,"2","Southeast",2,"Syracuse","BE",63,NA,7,"Virginia","ACC",61,NA,""
"360","18-Mar-90",1990,"2","Southeast",6,"Minnesota","B10",81,NA,14,"Northern Iowa","MVC",78,NA,""
"361","18-Mar-90",1990,"2","East",7,"UCLA","P10",71,NA,2,"Kansas","B12",70,NA,""
"362","18-Mar-90",1990,"2","West",7,"Alabama","SEC",77,NA,2,"Arizona","P10",55,NA,""
"363","18-Mar-90",1990,"2","Midwest",6,"Xavier","A10",74,NA,3,"Georgetown","BE",71,NA,""
"364","22-Mar-90",1990,"3","East",1,"Connecticut","BE",71,NA,5,"Clemson","ACC",70,NA,""
"365","22-Mar-90",1990,"3","East",3,"Duke","ACC",90,NA,7,"UCLA","P10",81,NA,""
"366","22-Mar-90",1990,"3","Midwest",4,"Arkansas","SEC",96,NA,8,"North Carolina","ACC",73,NA,""
"367","22-Mar-90",1990,"3","Midwest",10,"Texas","B12",102,NA,6,"Xavier","A10",89,NA,""
"368","23-Mar-90",1990,"3","West",1,"UNLV","MWC",69,NA,12,"Ball St.","MAC",67,NA,""
"369","23-Mar-90",1990,"3","Southeast",6,"Minnesota","B10",82,NA,2,"Syracuse","BE",75,NA,""
"370","23-Mar-90",1990,"3","West",11,"Loyola Marymount","WCC",62,NA,7,"Alabama","SEC",60,NA,""
"371","23-Mar-90",1990,"3","Southeast",4,"Georgia Tech","ACC",81,NA,1,"Michigan St.","B10",80,NA,"1 OT"
"372","24-Mar-90",1990,"4","Midwest",4,"Arkansas","SEC",88,NA,10,"Texas","B12",85,NA,""
"373","24-Mar-90",1990,"4","East",3,"Duke","ACC",79,NA,1,"Connecticut","BE",78,NA,"1 OT"
"374","25-Mar-90",1990,"4","Southeast",4,"Georgia Tech","ACC",93,NA,6,"Minnesota","B10",91,NA,""
"375","25-Mar-90",1990,"4","West",1,"UNLV","MWC",131,NA,11,"Loyola Marymount","WCC",101,NA,""
"376","31-Mar-90",1990,"5","Final Four",1,"UNLV","MWC",90,NA,4,"Georgia Tech","ACC",81,NA,""
"377","31-Mar-90",1990,"5","Final Four",3,"Duke","ACC",97,NA,4,"Arkansas","SEC",83,NA,""
"378","2-Apr-90",1990,"6","Championship",1,"UNLV","MWC",103,NA,3,"Duke","ACC",73,NA,""
"379","14-Mar-91",1991,"1","East",15,"Richmond","A10",73,NA,2,"Syracuse","BE",69,NA,""
"380","14-Mar-91",1991,"1","Midwest",14,"Xavier","A10",89,NA,3,"Nebraska","B12",84,NA,""
"381","14-Mar-91",1991,"1","East",3,"Oklahoma St.","B12",67,NA,14,"New Mexico","MWC",54,NA,""
"382","14-Mar-91",1991,"1","East",6,"North Carolina St.","ACC",114,NA,11,"Southern Miss","CUSA",85,NA,""
"383","14-Mar-91",1991,"1","Midwest",2,"Duke","ACC",102,NA,15,"Louisiana Monroe","Slnd",73,NA,""
"384","14-Mar-91",1991,"1","Midwest",7,"Iowa","B10",76,NA,10,"East Tennessee St.","SC",73,NA,""
"385","14-Mar-91",1991,"1","Southeast",2,"Indiana","B10",79,NA,15,"Coastal Carolina","BSth",69,NA,""
"386","14-Mar-91",1991,"1","Southeast",3,"Kansas","B12",55,NA,14,"New Orleans","SB",49,NA,""
"387","14-Mar-91",1991,"1","Southeast",6,"Pittsburgh","BE",76,NA,11,"Georgia","SEC",68,NA,"1 OT"
"388","14-Mar-91",1991,"1","Southeast",7,"Florida St.","ACC",75,NA,10,"USC","P10",72,NA,""
"389","14-Mar-91",1991,"1","West",2,"Arizona","P10",93,NA,15,"St. Francis PA","NEC",80,NA,""
"390","14-Mar-91",1991,"1","West",3,"Seton Hall","BE",71,NA,14,"Pepperdine","WCC",51,NA,""
"391","14-Mar-91",1991,"1","Midwest",11,"Connecticut","BE",79,NA,6,"LSU","SEC",62,NA,""
"392","14-Mar-91",1991,"1","West",11,"Creighton","MVC",64,NA,6,"New Mexico St.","SB",56,NA,""
"393","14-Mar-91",1991,"1","East",10,"Temple","A10",80,NA,7,"Purdue","B10",63,NA,""
"394","14-Mar-91",1991,"1","West",10,"BYU","MWC",61,NA,7,"Virginia","ACC",48,NA,""
"395","15-Mar-91",1991,"1","East",13,"Penn St.","B10",74,NA,4,"UCLA","P10",69,NA,""
"396","15-Mar-91",1991,"1","East",1,"North Carolina","ACC",101,NA,16,"Northeastern","AE",66,NA,""
"397","15-Mar-91",1991,"1","Midwest",1,"Ohio St.","B10",97,NA,16,"Towson","CAA",86,NA,""
"398","15-Mar-91",1991,"1","Midwest",4,"St. John's","BE",75,NA,13,"Northern Illinois","MAC",68,NA,""
"399","15-Mar-91",1991,"1","Midwest",5,"Texas","B12",73,NA,12,"Saint Peter's","MAAC",65,NA,""
"400","15-Mar-91",1991,"1","Midwest",8,"Georgia Tech","ACC",87,NA,9,"DePaul","CUSA",70,NA,""
"401","15-Mar-91",1991,"1","Southeast",1,"Arkansas","SEC",117,NA,16,"Georgia St.","ASun",76,NA,""
"402","15-Mar-91",1991,"1","Southeast",4,"Alabama","SEC",89,NA,13,"Murray St.","OVC",79,NA,""
"403","15-Mar-91",1991,"1","Southeast",5,"Wake Forest","ACC",71,NA,12,"Louisiana Tech","WAC",65,NA,""
"404","15-Mar-91",1991,"1","Southeast",8,"Arizona St.","P10",79,NA,9,"Rutgers","BE",76,NA,""
"405","15-Mar-91",1991,"1","West",1,"UNLV","MWC",99,NA,16,"Montana","BSky",65,NA,""
"406","15-Mar-91",1991,"1","West",4,"Utah","MWC",82,NA,13,"South Alabama","SB",72,NA,""
"407","15-Mar-91",1991,"1","West",5,"Michigan St.","B10",60,NA,12,"Green Bay","Horz",58,NA,""
"408","15-Mar-91",1991,"1","West",8,"Georgetown","BE",70,NA,9,"Vanderbilt","SEC",60,NA,""
"409","15-Mar-91",1991,"1","East",12,"Eastern Michigan","MAC",76,NA,5,"Mississippi St.","SEC",56,NA,""
"410","15-Mar-91",1991,"1","East",9,"Villanova","BE",50,NA,8,"Princeton","Ivy",48,NA,""
"411","16-Mar-91",1991,"2","East",3,"Oklahoma St.","B12",73,NA,6,"North Carolina St.","ACC",64,NA,""
"412","16-Mar-91",1991,"2","East",10,"Temple","A10",77,NA,15,"Richmond","A10",64,NA,""
"413","16-Mar-91",1991,"2","Midwest",2,"Duke","ACC",85,NA,7,"Iowa","B10",70,NA,""
"414","16-Mar-91",1991,"2","Midwest",11,"Connecticut","BE",66,NA,14,"Xavier","A10",50,NA,""
"415","16-Mar-91",1991,"2","Southeast",2,"Indiana","B10",82,NA,7,"Florida St.","ACC",60,NA,""
"416","16-Mar-91",1991,"2","Southeast",3,"Kansas","B12",77,NA,6,"Pittsburgh","BE",66,NA,""
"417","16-Mar-91",1991,"2","West",2,"Arizona","P10",76,NA,10,"BYU","MWC",61,NA,""
"418","16-Mar-91",1991,"2","West",3,"Seton Hall","BE",81,NA,11,"Creighton","MVC",69,NA,""
"419","17-Mar-91",1991,"2","East",1,"North Carolina","ACC",84,NA,9,"Villanova","BE",69,NA,""
"420","17-Mar-91",1991,"2","East",12,"Eastern Michigan","MAC",71,NA,13,"Penn St.","B10",68,NA,"1 OT"
"421","17-Mar-91",1991,"2","Midwest",1,"Ohio St.","B10",65,NA,8,"Georgia Tech","ACC",61,NA,""
"422","17-Mar-91",1991,"2","Midwest",4,"St. John's","BE",84,NA,5,"Texas","B12",76,NA,""
"423","17-Mar-91",1991,"2","Southeast",1,"Arkansas","SEC",97,NA,8,"Arizona St.","P10",90,NA,""
"424","17-Mar-91",1991,"2","Southeast",4,"Alabama","SEC",96,NA,5,"Wake Forest","ACC",88,NA,""
"425","17-Mar-91",1991,"2","West",1,"UNLV","MWC",62,NA,8,"Georgetown","BE",54,NA,""
"426","17-Mar-91",1991,"2","West",4,"Utah","MWC",85,NA,5,"Michigan St.","B10",84,NA,"2 OT"
"427","21-Mar-91",1991,"3","Southeast",1,"Arkansas","SEC",93,NA,4,"Alabama","SEC",70,NA,""
"428","21-Mar-91",1991,"3","West",1,"UNLV","MWC",83,NA,4,"Utah","MWC",66,NA,""
"429","21-Mar-91",1991,"3","Southeast",3,"Kansas","B12",83,NA,2,"Indiana","B10",65,NA,""
"430","21-Mar-91",1991,"3","West",3,"Seton Hall","BE",81,NA,2,"Arizona","P10",77,NA,""
"431","22-Mar-91",1991,"3","East",1,"North Carolina","ACC",93,NA,12,"Eastern Michigan","MAC",67,NA,""
"432","22-Mar-91",1991,"3","Midwest",2,"Duke","ACC",81,NA,11,"Connecticut","BE",67,NA,""
"433","22-Mar-91",1991,"3","East",10,"Temple","A10",72,NA,3,"Oklahoma St.","B12",63,NA,"1 OT"
"434","22-Mar-91",1991,"3","Midwest",4,"St. John's","BE",91,NA,1,"Ohio St.","B10",74,NA,""
"435","23-Mar-91",1991,"4","West",1,"UNLV","MWC",77,NA,3,"Seton Hall","BE",65,NA,""
"436","23-Mar-91",1991,"4","Southeast",3,"Kansas","B12",93,NA,1,"Arkansas","SEC",81,NA,""
"437","24-Mar-91",1991,"4","East",1,"North Carolina","ACC",75,NA,10,"Temple","A10",72,NA,""
"438","24-Mar-91",1991,"4","Midwest",2,"Duke","ACC",78,NA,4,"St. John's","BE",61,NA,""
"439","30-Mar-91",1991,"5","Final Four",3,"Kansas","B12",79,NA,1,"North Carolina","ACC",73,NA,""
"440","30-Mar-91",1991,"5","Final Four",2,"Duke","ACC",79,NA,1,"UNLV","MWC",77,NA,""
"441","1-Apr-91",1991,"6","Championship",2,"Duke","ACC",72,NA,3,"Kansas","B12",65,NA,""
"442","19-Mar-92",1992,"1","East",1,"Duke","ACC",82,NA,16,"Campbell","ASun",56,NA,""
"443","19-Mar-92",1992,"1","East",4,"Seton Hall","BE",78,NA,13,"La Salle","A10",76,NA,""
"444","19-Mar-92",1992,"1","East",5,"Missouri","B12",89,NA,12,"West Virginia","BE",78,NA,""
"445","19-Mar-92",1992,"1","Midwest",2,"USC","P10",84,NA,15,"Louisiana Monroe","Slnd",54,NA,""
"446","19-Mar-92",1992,"1","Midwest",3,"Arkansas","SEC",80,NA,14,"Murray St.","OVC",69,NA,""
"447","19-Mar-92",1992,"1","Midwest",6,"Memphis","CUSA",80,NA,11,"Pepperdine","WCC",70,NA,""
"448","19-Mar-92",1992,"1","Midwest",7,"Georgia Tech","ACC",65,NA,10,"Houston","CUSA",60,NA,""
"449","19-Mar-92",1992,"1","Southeast",1,"Ohio St.","B10",83,NA,16,"Mississippi Valley St.","SWAC",56,NA,""
"450","19-Mar-92",1992,"1","Southeast",4,"North Carolina","ACC",68,NA,13,"Miami OH","MAC",63,NA,""
"451","19-Mar-92",1992,"1","Southeast",5,"Alabama","SEC",80,NA,12,"Stanford","P10",75,NA,""
"452","19-Mar-92",1992,"1","West",2,"Indiana","B10",94,NA,15,"Eastern Illinois","OVC",55,NA,""
"453","19-Mar-92",1992,"1","West",3,"Florida St.","ACC",78,NA,14,"Montana","BSky",68,NA,""
"454","19-Mar-92",1992,"1","West",6,"Georgetown","BE",75,NA,11,"South Florida","CUSA",60,NA,""
"455","19-Mar-92",1992,"1","West",7,"LSU","SEC",94,NA,10,"BYU","MWC",83,NA,""
"456","19-Mar-92",1992,"1","East",9,"Iowa","B10",98,NA,8,"Texas","B12",92,NA,""
"457","19-Mar-92",1992,"1","Southeast",9,"Connecticut","BE",86,NA,8,"Nebraska","B12",65,NA,""
"458","20-Mar-92",1992,"1","Southeast",14,"East Tennessee St.","SC",87,NA,3,"Arizona","P10",80,NA,""
"459","20-Mar-92",1992,"1","West",13,"Lafayette","SB",87,NA,4,"Oklahoma","B12",83,NA,""
"460","20-Mar-92",1992,"1","East",2,"Kentucky","SEC",88,NA,15,"Old Dominion","CAA",69,NA,""
"461","20-Mar-92",1992,"1","East",3,"Massachusetts","A10",85,NA,14,"Fordham","A10",58,NA,""
"462","20-Mar-92",1992,"1","East",6,"Syracuse","BE",51,NA,11,"Princeton","Ivy",43,NA,""
"463","20-Mar-92",1992,"1","Midwest",1,"Kansas","B12",100,NA,16,"Howard","MEAC",67,NA,""
"464","20-Mar-92",1992,"1","Midwest",4,"Cincinnati","CUSA",85,NA,13,"Delaware","CAA",47,NA,""
"465","20-Mar-92",1992,"1","Midwest",5,"Michigan St.","B10",61,NA,12,"Missouri St.","MVC",54,NA,""
"466","20-Mar-92",1992,"1","West",12,"New Mexico St.","SB",81,NA,5,"DePaul","CUSA",73,NA,""
"467","20-Mar-92",1992,"1","Southeast",2,"Oklahoma St.","B12",100,NA,15,"Georgia Southern","SC",73,NA,""
"468","20-Mar-92",1992,"1","Southeast",6,"Michigan","B10",73,NA,11,"Temple","A10",66,NA,""
"469","20-Mar-92",1992,"1","West",1,"UCLA","P10",73,NA,16,"Robert Morris","NEC",53,NA,""
"470","20-Mar-92",1992,"1","West",8,"Louisville","CUSA",81,NA,9,"Wake Forest","ACC",58,NA,""
"471","20-Mar-92",1992,"1","East",10,"Iowa St.","B12",76,NA,7,"Charlotte","CUSA",74,NA,""
"472","20-Mar-92",1992,"1","Southeast",10,"Tulane","CUSA",61,NA,7,"St. John's","BE",57,NA,""
"473","20-Mar-92",1992,"1","Midwest",9,"UTEP","WAC",55,NA,8,"Evansville","MVC",50,NA,""
"474","21-Mar-92",1992,"2","East",1,"Duke","ACC",75,NA,9,"Iowa","B10",62,NA,""
"475","21-Mar-92",1992,"2","East",4,"Seton Hall","BE",88,NA,5,"Missouri","B12",71,NA,""
"476","21-Mar-92",1992,"2","Southeast",1,"Ohio St.","B10",78,NA,9,"Connecticut","BE",55,NA,""
