"Year","Round","WSeed","Winner","WScore","LSeed","Loser","LScore","Rank.x","AdjEM.x","Rank.y","AdjEM.y"
2007,"1",1,"Florida",112,16,"Jackson St.",69,2,30.81,251,-9.48
2007,"1",2,"Wisconsin",76,15,"Texas A&M Corpus Chris",63,8,25.45,91,7.76
2007,"1",3,"Oregon",58,14,"Miami OH",56,18,20.76,87,8.38
2007,"1",7,"UNLV",67,10,"Georgia Tech",63,41,16.83,23,19.61
2007,"1",2,"Memphis",73,15,"North Texas",58,9,24.81,162,-0.98
2007,"1",4,"Virginia",84,13,"Albany",57,48,15.43,138,2.25
2007,"1",5,"Tennessee",121,12,"Long Beach St.",86,31,18.29,113,5.44
2007,"1",7,"Nevada",77,10,"Creighton",71,47,16.09,28,18.53
2007,"1",1,"Kansas",107,16,"Niagara",67,5,27.81,186,-2.76
2007,"1",4,"Southern Illinois",61,13,"Holy Cross",51,16,21.03,93,7.4
2007,"1",5,"Virginia Tech",54,12,"Illinois",52,37,17.38,36,17.5
2007,"1",8,"Kentucky",67,9,"Villanova",58,13,21.73,21,20.11
2007,"1",9,"Purdue",72,8,"Arizona",63,30,18.31,24,19.43
2007,"2",6,"Vanderbilt",78,3,"Washington St.",74,43,16.23,27,18.87
2007,"2",1,"North Carolina",81,9,"Michigan St.",67,1,31.37,17,20.97
2007,"2",2,"Georgetown",62,7,"Boston College",55,4,28.48,44,16.18
2007,"2",1,"Ohio St.",78,9,"Xavier",71,3,29.33,32,18.13
2007,"2",3,"Texas A&M",72,6,"Louisville",69,7,26.97,19,20.35
2007,"2",2,"UCLA",54,7,"Indiana",49,6,27.15,14,21.58
2007,"2",3,"Pittsburgh",84,11,"VCU",79,11,22.9,52,14.55
2007,"2",5,"Butler",62,4,"Maryland",59,15,21.45,12,22.42
2007,"2",7,"UNLV",74,2,"Wisconsin",68,41,16.83,8,25.45
2007,"2",1,"Florida",74,9,"Purdue",67,2,30.81,30,18.31
2007,"2",3,"Oregon",75,11,"Winthrop",61,18,20.76,51,14.81
2007,"2",2,"Memphis",78,7,"Nevada",62,9,24.81,47,16.09
2007,"2",1,"Kansas",88,8,"Kentucky",76,5,27.81,13,21.73
2007,"2",4,"Southern Illinois",63,5,"Virginia Tech",48,16,21.03,37,17.38
2007,"2",5,"USC",87,4,"Texas",68,39,16.86,25,19.24
2007,"2",5,"Tennessee",77,4,"Virginia",74,31,18.29,48,15.43
2007,"3",1,"Ohio St.",85,5,"Tennessee",84,3,29.33,31,18.29
2007,"3",2,"Memphis",65,3,"Texas A&M",64,9,24.81,7,26.97
2007,"3",1,"Kansas",61,4,"Southern Illinois",58,5,27.81,16,21.03
2007,"3",2,"UCLA",64,3,"Pittsburgh",55,6,27.15,11,22.9
2007,"3",1,"North Carolina",74,5,"USC",64,1,31.37,39,16.86
2007,"3",2,"Georgetown",66,6,"Vanderbilt",65,4,28.48,43,16.23
2007,"3",1,"Florida",65,5,"Butler",57,2,30.81,15,21.45
2007,"3",3,"Oregon",76,7,"UNLV",72,18,20.76,41,16.83
2007,"4",1,"Ohio St.",92,2,"Memphis",76,3,29.33,9,24.81
2007,"4",2,"UCLA",68,1,"Kansas",55,6,27.15,5,27.81
2007,"4",1,"Florida",85,3,"Oregon",77,2,30.81,18,20.76
2007,"4",2,"Georgetown",96,1,"North Carolina",84,4,28.48,1,31.37
2007,"5",1,"Florida",76,2,"UCLA",66,2,30.81,6,27.15
2007,"5",1,"Ohio St.",67,2,"Georgetown",60,3,29.33,4,28.48
2007,"6",1,"Florida",84,1,"Ohio St.",75,2,30.81,3,29.33
2008,"PI",16,"Mount St. Mary's",69,16,"Coppin St.",60,173,-1.32,298,-14.41
2008,"1",11,"Kansas St.",80,6,"USC",67,26,18.9,28,18.67
2008,"1",4,"Washington St.",71,13,"Winthrop",40,10,24.32,104,6.38
2008,"1",5,"Notre Dame",68,12,"George Mason",50,24,19.07,80,9.68
2008,"1",1,"Kansas",85,16,"Portland St.",61,1,35.21,112,5.4
2008,"1",3,"Wisconsin",71,14,"Cal St. Fullerton",56,5,26.68,88,8.47
2008,"1",8,"UNLV",71,9,"Kent St.",58,48,13.71,55,13.04
2008,"1",3,"Stanford",77,14,"Cornell",53,12,22.75,123,4.41
2008,"1",4,"Pittsburgh",82,13,"Oral Roberts",63,22,19.91,77,10.27
2008,"1",5,"Michigan St.",72,12,"Temple",61,19,21.15,57,12.37
2008,"1",6,"Marquette",74,11,"Kentucky",66,14,22.16,78,10.01
2008,"1",1,"UCLA",70,16,"Mississippi Valley St.",29,4,29.94,306,-15.21
2008,"1",2,"Duke",71,15,"Belmont",70,6,26.4,129,3.53
2008,"1",3,"Xavier",73,14,"Georgia",61,15,22.05,91,8.08
2008,"1",6,"Purdue",90,11,"Baylor",79,30,18.3,41,14.82
2008,"1",7,"West Virginia",75,10,"Arizona",65,18,21.29,23,19.14
2008,"1",9,"Texas A&M",67,8,"BYU",62,21,19.93,35,15.76
2008,"1",13,"Siena",83,4,"Vanderbilt",62,93,7.99,56,12.65
2008,"1",13,"San Diego",70,4,"Connecticut",69,120,4.64,27,18.9
2008,"1",12,"Villanova",75,5,"Clemson",69,46,14.21,16,22.03
2008,"1",12,"Western Kentucky",101,5,"Drake",99,43,14.6,17,21.46
2008,"1",10,"Davidson",82,7,"Gonzaga",76,11,23.61,25,19.05
2008,"1",1,"North Carolina",113,16,"Mount St. Mary's",74,3,30.22,173,-1.32
2008,"1",2,"Tennessee",72,15,"American",57,13,22.17,150,1.67
2008,"1",3,"Louisville",79,14,"Boise St.",61,8,25.41,126,3.89
2008,"1",6,"Oklahoma",72,11,"Saint Joseph's",64,44,14.47,45,14.32
2008,"1",7,"Butler",81,10,"South Alabama",61,20,19.97,65,11.8
2008,"1",2,"Georgetown",66,15,"UMBC",47,7,25.56,127,3.86
2008,"1",1,"Memphis",87,16,"UT Arlington",63,2,31.51,180,-2.31
2008,"1",2,"Texas",74,15,"Austin Peay",54,9,25.09,168,-0.3
2008,"1",7,"Miami FL",78,10,"Saint Mary's",64,37,15.38,42,14.66
2008,"1",8,"Mississippi St.",76,9,"Oregon",69,33,16.77,36,15.66
2008,"1",9,"Arkansas",86,8,"Indiana",72,40,15.19,29,18.43
2008,"2",7,"West Virginia",73,2,"Duke",67,18,21.29,6,26.4
2008,"2",4,"Washington St.",61,5,"Notre Dame",41,10,24.32,24,19.07
2008,"2",1,"Kansas",75,8,"UNLV",56,1,35.21,48,13.71
2008,"2",3,"Wisconsin",72,11,"Kansas St.",55,5,26.68,26,18.9
2008,"2",3,"Stanford",82,6,"Marquette",81,12,22.75,14,22.16
2008,"2",1,"UCLA",53,9,"Texas A&M",49,4,29.94,21,19.93
2008,"2",3,"Xavier",85,6,"Purdue",78,15,22.05,30,18.3
2008,"2",5,"Michigan St.",65,4,"Pittsburgh",54,19,21.15,22,19.91
2008,"2",10,"Davidson",74,2,"Georgetown",70,11,23.61,7,25.56
2008,"2",1,"North Carolina",108,9,"Arkansas",77,3,30.22,40,15.19
2008,"2",2,"Tennessee",76,7,"Butler",71,13,22.17,20,19.97
2008,"2",3,"Louisville",78,6,"Oklahoma",48,8,25.41,44,14.47
2008,"2",12,"Villanova",84,13,"Siena",72,46,14.21,93,7.99
2008,"2",1,"Memphis",77,8,"Mississippi St.",74,2,31.51,33,16.77
2008,"2",2,"Texas",75,7,"Miami FL",72,9,25.09,37,15.38
2008,"2",12,"Western Kentucky",72,13,"San Diego",63,43,14.6,120,4.64
2008,"3",1,"North Carolina",68,4,"Washington St.",47,3,30.22,10,24.32
2008,"3",1,"UCLA",88,12,"Western Kentucky",78,4,29.94,43,14.6
2008,"3",3,"Xavier",79,7,"West Virginia",75,15,22.05,18,21.29
2008,"3",3,"Louisville",79,2,"Tennessee",60,8,25.41,13,22.17
2008,"3",10,"Davidson",73,3,"Wisconsin",56,11,23.61,5,26.68
2008,"3",1,"Kansas",72,12,"Villanova",57,1,35.21,46,14.21
2008,"3",1,"Memphis",92,5,"Michigan St.",74,2,31.51,19,21.15
2008,"3",2,"Texas",82,3,"Stanford",62,9,25.09,12,22.75
2008,"4",1,"North Carolina",83,3,"Louisville",73,3,30.22,8,25.41
2008,"4",1,"UCLA",76,3,"Xavier",57,4,29.94,15,22.05
2008,"4",1,"Kansas",59,10,"Davidson",57,1,35.21,11,23.61
2008,"4",1,"Memphis",85,2,"Texas",67,2,31.51,9,25.09
2008,"5",1,"Kansas",84,1,"North Carolina",66,1,35.21,3,30.22
2008,"5",1,"Memphis",78,1,"UCLA",63,2,31.51,4,29.94
2008,"6",1,"Kansas",75,1,"Memphis",68,1,35.21,2,31.51
2009,"PI",16,"Morehead St.",58,16,"Alabama St.",43,157,0.76,200,-2.97
2009,"1",12,"Western Kentucky",76,5,"Illinois",72,88,8.1,25,18.72
2009,"1",10,"Michigan",62,7,"Clemson",59,47,14.75,23,19.62
2009,"1",10,"Maryland",84,7,"California",71,55,13.55,30,17.37
2009,"1",2,"Duke",86,15,"Binghamton",62,10,24.31,177,-0.98
2009,"1",3,"Villanova",80,14,"American",67,13,23.89,112,4.7
2009,"1",6,"UCLA",65,11,"VCU",64,12,23.93,54,13.62
2009,"1",7,"Texas",76,10,"Minnesota",62,22,19.65,40,15.43
2009,"1",1,"North Carolina",101,16,"Radford",58,1,31.14,176,-0.86
2009,"1",2,"Oklahoma",82,15,"Morgan St.",54,7,24.59,150,0.99
2009,"1",4,"Gonzaga",77,13,"Akron",64,8,24.51,95,6.9
2009,"1",8,"LSU",75,9,"Butler",71,46,14.86,38,15.78
2009,"1",1,"Connecticut",103,16,"Chattanooga",47,2,29.25,213,-4.04
2009,"1",2,"Memphis",81,15,"Cal St. Northridge",70,4,28.67,108,5.18
2009,"1",4,"Washington",71,13,"Mississippi St.",58,17,22.09,69,11.55
2009,"1",5,"Purdue",61,12,"Northern Iowa",56,18,21.84,83,9.7
2009,"1",9,"Texas A&M",79,8,"BYU",66,45,15.01,21,20.1
2009,"1",13,"Cleveland St.",84,4,"Wake Forest",69,66,11.96,24,18.88
2009,"1",12,"Wisconsin",61,5,"Florida St.",59,29,17.62,39,15.76
2009,"1",12,"Arizona",84,5,"Utah",71,37,15.96,28,17.8
2009,"1",11,"Dayton",68,6,"West Virginia",60,78,10.23,11,24.21
2009,"1",10,"USC",72,7,"Boston College",55,27,18.26,74,11.2
2009,"1",1,"Pittsburgh",72,16,"East Tennessee St.",62,3,28.96,105,5.67
2009,"1",4,"Xavier",77,13,"Portland St.",59,20,20.24,118,4.04
2009,"1",8,"Oklahoma St.",77,9,"Tennessee",75,26,18.33,32,16.48
2009,"1",1,"Louisville",74,16,"Morehead St.",54,5,26.06,157,0.76
2009,"1",2,"Michigan St.",77,15,"Robert Morris",62,9,24.37,146,1.49
2009,"1",3,"Kansas",84,14,"North Dakota St.",74,14,23.83,61,12.29
2009,"1",3,"Syracuse",59,14,"Stephen F. Austin",44,16,22.21,101,6.52
2009,"1",6,"Arizona St.",66,11,"Temple",57,15,23.03,50,14.38
2009,"1",3,"Missouri",78,14,"Cornell",59,6,24.81,107,5.23
2009,"1",6,"Marquette",58,11,"Utah St.",57,19,21.02,44,15.12
2009,"1",9,"Siena",74,8,"Ohio St.",72,67,11.93,34,16.34
2009,"2",2,"Duke",74,7,"Texas",69,10,24.31,22,19.65
2009,"2",3,"Villanova",89,6,"UCLA",69,13,23.89,12,23.93
2009,"2",1,"North Carolina",84,8,"LSU",70,1,31.14,46,14.86
2009,"2",2,"Oklahoma",73,10,"Michigan",63,7,24.59,47,14.75
2009,"2",4,"Gonzaga",83,12,"Western Kentucky",81,8,24.51,88,8.1
2009,"2",1,"Connecticut",92,9,"Texas A&M",66,2,29.25,45,15.01
2009,"2",2,"Memphis",89,10,"Maryland",70,4,28.67,55,13.55
2009,"2",5,"Purdue",76,4,"Washington",74,18,21.84,17,22.09
2009,"2",1,"Pittsburgh",84,8,"Oklahoma St.",76,3,28.96,26,18.33
2009,"2",4,"Xavier",60,12,"Wisconsin",49,20,20.24,29,17.62
2009,"2",1,"Louisville",79,9,"Siena",72,5,26.06,67,11.93
2009,"2",2,"Michigan St.",74,10,"USC",69,9,24.37,27,18.26
2009,"2",3,"Kansas",60,11,"Dayton",43,14,23.83,78,10.23
2009,"2",12,"Arizona",71,13,"Cleveland St.",57,37,15.96,66,11.96
2009,"2",3,"Syracuse",78,6,"Arizona St.",67,16,22.21,15,23.03
2009,"2",3,"Missouri",83,6,"Marquette",79,6,24.81,19,21.02
2009,"3",1,"Pittsburgh",60,4,"Xavier",55,3,28.96,20,20.24
2009,"3",1,"Connecticut",72,5,"Purdue",60,2,29.25,18,21.84
2009,"3",3,"Villanova",77,2,"Duke",54,13,23.89,10,24.31
2009,"3",3,"Missouri",102,2,"Memphis",91,6,24.81,4,28.67
2009,"3",1,"Louisville",103,12,"Arizona",64,5,26.06,37,15.96
2009,"3",2,"Michigan St.",67,3,"Kansas",62,9,24.37,14,23.83
2009,"3",1,"North Carolina",98,4,"Gonzaga",77,1,31.14,8,24.51
2009,"3",2,"Oklahoma",84,3,"Syracuse",71,7,24.59,16,22.21
2009,"4",3,"Villanova",78,1,"Pittsburgh",76,13,23.89,3,28.96
2009,"4",1,"Connecticut",82,3,"Missouri",75,2,29.25,6,24.81
2009,"4",1,"North Carolina",72,2,"Oklahoma",60,1,31.14,7,24.59
2009,"4",2,"Michigan St.",64,1,"Louisville",52,9,24.37,5,26.06
2009,"5",1,"North Carolina",83,3,"Villanova",69,1,31.14,13,23.89
2009,"5",2,"Michigan St.",82,1,"Connecticut",73,9,24.37,2,29.25
2009,"6",1,"North Carolina",89,2,"Michigan St.",72,1,31.14,9,24.37
2010,"PI",16,"Arkansas Pine Bluff",61,16,"Winthrop",44,231,-6.44,225,-5.63
2010,"1",14,"Ohio",97,3,"Georgetown",83,94,8.25,11,22.64
2010,"1",13,"Murray St.",66,4,"Vanderbilt",65,53,15.06,36,17.54
2010,"1",11,"Washington",80,6,"Marquette",78,32,18.19,24,19.65
2010,"1",11,"Old Dominion",51,6,"Notre Dame",50,37,17.51,35,17.71
2010,"1",10,"Saint Mary's",80,7,"Richmond",71,29,18.59,54,15.01
2010,"1",1,"Kentucky",100,16,"East Tennessee St.",71,4,26.54,150,2.47
2010,"1",3,"New Mexico",62,14,"Montana",57,43,16.18,95,8.08
2010,"1",1,"Kansas",90,16,"Lehigh",74,2,31.85,186,-0.97
2010,"1",6,"Tennessee",62,11,"San Diego St.",59,30,18.5,40,16.58
2010,"1",2,"Villanova",73,15,"Robert Morris",70,17,21.24,185,-0.97
2010,"1",3,"Baylor",68,14,"Sam Houston St.",59,8,24.95,100,7.42
2010,"1",2,"Kansas St.",82,15,"North Texas",62,6,25.52,175,-0.47
2010,"1",5,"Butler",77,12,"UTEP",59,12,22.45,42,16.53
2010,"1",7,"BYU",99,10,"Florida",92,10,23.27,50,15.23
2010,"1",9,"Wake Forest",81,8,"Texas",80,58,14.12,19,20.75
2010,"1",9,"Northern Iowa",69,8,"UNLV",66,27,18.87,41,16.56
2010,"1",12,"Cornell",78,5,"Temple",65,46,15.92,21,20.12
2010,"1",10,"Missouri",86,7,"Clemson",78,22,19.99,25,19.28
2010,"1",10,"Georgia Tech",64,7,"Oklahoma St.",59,31,18.22,39,16.72
2010,"1",2,"West Virginia",77,15,"Morgan St.",50,5,25.54,156,1.58
2010,"1",4,"Wisconsin",53,13,"Wofford",49,9,23.56,82,10.12
2010,"1",2,"Ohio St.",68,15,"UC Santa Barbara",51,7,24.99,153,2.11
2010,"1",4,"Maryland",89,13,"Houston",77,13,22.37,88,8.79
2010,"1",5,"Michigan St.",70,12,"New Mexico St.",67,20,20.13,112,6.03
2010,"1",1,"Duke",73,16,"Arkansas Pine Bluff",44,1,33.29,231,-6.44
2010,"1",4,"Purdue",72,13,"Siena",64,15,22.05,59,13.86
2010,"1",5,"Texas A&M",69,12,"Utah St.",53,16,21.33,23,19.9
2010,"1",8,"California",77,9,"Louisville",62,14,22.15,38,16.91
2010,"1",1,"Syracuse",79,16,"Vermont",56,3,27.62,136,3.08
2010,"1",3,"Pittsburgh",89,14,"Oakland",66,28,18.66,135,3.19
2010,"1",6,"Xavier",65,11,"Minnesota",54,18,20.87,34,17.97
2010,"1",8,"Gonzaga",67,9,"Florida St.",60,44,16.14,33,18.02
2010,"2",11,"Washington",82,3,"New Mexico",64,32,18.19,43,16.18
2010,"2",9,"Northern Iowa",69,1,"Kansas",67,27,18.87,2,31.85
2010,"2",10,"Saint Mary's",75,2,"Villanova",68,29,18.59,17,21.24
2010,"2",1,"Kentucky",90,9,"Wake Forest",60,4,26.54,58,14.12
2010,"2",6,"Tennessee",83,14,"Ohio",68,30,18.5,94,8.25
2010,"2",3,"Baylor",76,11,"Old Dominion",68,8,24.95,37,17.51
2010,"2",2,"Kansas St.",84,7,"BYU",72,6,25.52,10,23.27
2010,"2",5,"Butler",54,13,"Murray St.",52,12,22.45,53,15.06
2010,"2",12,"Cornell",87,4,"Wisconsin",69,46,15.92,9,23.56
2010,"2",6,"Xavier",71,3,"Pittsburgh",68,18,20.87,28,18.66
2010,"2",2,"West Virginia",68,10,"Missouri",59,5,25.54,22,19.99
2010,"2",2,"Ohio St.",75,10,"Georgia Tech",66,7,24.99,31,18.22
2010,"2",1,"Duke",68,8,"California",53,1,33.29,14,22.15
2010,"2",4,"Purdue",63,5,"Texas A&M",61,15,22.05,16,21.33
2010,"2",1,"Syracuse",87,8,"Gonzaga",65,3,27.62,44,16.14
2010,"2",5,"Michigan St.",85,4,"Maryland",83,20,20.13,13,22.37
2010,"3",5,"Butler",63,1,"Syracuse",59,12,22.45,3,27.62
2010,"3",1,"Kentucky",62,12,"Cornell",45,4,26.54,46,15.92
2010,"3",2,"West Virginia",69,11,"Washington",56,5,25.54,32,18.19
2010,"3",2,"Kansas St.",101,6,"Xavier",96,6,25.52,18,20.87
2010,"3",6,"Tennessee",76,2,"Ohio St.",73,30,18.5,7,24.99
2010,"3",5,"Michigan St.",59,9,"Northern Iowa",52,20,20.13,27,18.87
2010,"3",1,"Duke",70,4,"Purdue",57,1,33.29,15,22.05
2010,"3",3,"Baylor",72,10,"Saint Mary's",49,8,24.95,29,18.59
2010,"4",5,"Butler",63,2,"Kansas St.",56,12,22.45,6,25.52
2010,"4",2,"West Virginia",73,1,"Kentucky",66,5,25.54,4,26.54
2010,"4",5,"Michigan St.",70,6,"Tennessee",69,20,20.13,30,18.5
2010,"4",1,"Duke",78,3,"Baylor",71,1,33.29,8,24.95
2010,"5",1,"Duke",78,2,"West Virginia",57,1,33.29,5,25.54
2010,"5",5,"Butler",52,5,"Michigan St.",50,12,22.45,20,20.13
2010,"6",1,"Duke",61,5,"Butler",59,1,33.29,12,22.45
2011,"PI",12,"Clemson",70,12,"UAB",52,25,19.28,62,12.73
2011,"PI",16,"UNC Asheville",81,16,"Arkansas Little Rock",77,276,-11.43,281,-11.99
2011,"PI",16,"UTSA",70,16,"Alabama St.",61,198,-2.1,289,-12.63
2011,"PI",11,"VCU",59,11,"USC",46,56,14.39,77,10.63
2011,"1",13,"Morehead St.",62,4,"Louisville",61,102,7,38,16.91
2011,"1",12,"Richmond",69,5,"Vanderbilt",66,54,15.01,36,17.54
2011,"1",11,"Gonzaga",86,6,"St. John's",71,44,16.14,67,11.97
2011,"1",4,"Kentucky",59,13,"Princeton",57,4,26.54,120,5.29
2011,"1",5,"West Virginia",84,12,"Clemson",76,5,25.54,25,19.28
2011,"1",1,"Pittsburgh",74,16,"UNC Asheville",51,28,18.66,276,-11.43
2011,"1",2,"Florida",79,15,"UC Santa Barbara",51,50,15.23,153,2.11
2011,"1",3,"BYU",74,14,"Wofford",66,10,23.27,82,10.12
2011,"1",4,"Wisconsin",72,13,"Belmont",58,9,23.56,132,3.67
2011,"1",5,"Kansas St.",73,12,"Utah St.",68,6,25.52,23,19.9
2011,"1",7,"UCLA",78,10,"Michigan St.",76,117,5.48,20,20.13
2011,"1",8,"Butler",60,9,"Old Dominion",58,12,22.45,37,17.51
2011,"1",2,"San Diego St.",68,15,"Northern Colorado",50,40,16.58,125,4.82
2011,"1",3,"Connecticut",81,14,"Bucknell",52,51,15.19,246,-7.96
2011,"1",6,"Cincinnati",78,11,"Missouri",63,68,11.92,22,19.99
2011,"1",7,"Temple",66,10,"Penn St.",64,21,20.12,101,7.04
2011,"1",11,"Marquette",66,6,"Xavier",55,24,19.65,18,20.87
2011,"1",11,"VCU",74,6,"Georgetown",56,56,14.39,11,22.64
2011,"1",5,"Arizona",77,12,"Memphis",75,87,8.83,49,15.24
2011,"1",10,"Florida St.",57,7,"Texas A&M",50,33,18.02,16,21.33
2011,"1",1,"Ohio St.",75,16,"UTSA",46,7,24.99,198,-2.1
2011,"1",2,"North Carolina",102,15,"LIU Brooklyn",87,61,13.39,270,-10.97
2011,"1",3,"Syracuse",77,14,"Indiana St.",60,3,27.62,138,3.02
2011,"1",7,"Washington",68,10,"Georgia",65,32,18.19,91,8.68
2011,"1",8,"George Mason",61,9,"Villanova",57,162,0.91,17,21.24
2011,"1",1,"Kansas",72,16,"Boston University",53,2,31.85,133,3.51
2011,"1",2,"Notre Dame",69,15,"Akron",56,35,17.71,121,5.2
2011,"1",3,"Purdue",65,14,"Saint Peter's",43,15,22.05,176,-0.49
2011,"1",1,"Duke",87,16,"Hampton",45,1,33.29,228,-6.21
2011,"1",4,"Texas",85,13,"Oakland",81,19,20.75,135,3.19
2011,"1",8,"Michigan",75,9,"Tennessee",45,70,11.48,30,18.5
2011,"1",9,"Illinois",73,8,"UNLV",62,57,14.38,41,16.56
2011,"2",8,"Butler",71,1,"Pittsburgh",70,12,22.45,28,18.66
2011,"2",4,"Kentucky",71,5,"West Virginia",63,4,26.54,5,25.54
2011,"2",2,"Florida",73,7,"UCLA",65,50,15.23,117,5.48
2011,"2",3,"BYU",89,11,"Gonzaga",67,10,23.27,44,16.14
2011,"2",4,"Wisconsin",70,5,"Kansas St.",65,9,23.56,6,25.52
2011,"2",12,"Richmond",65,13,"Morehead St.",48,54,15.01,102,7
2011,"2",2,"San Diego St.",71,7,"Temple",64,40,16.58,21,20.12
2011,"2",3,"Connecticut",69,6,"Cincinnati",58,51,15.19,68,11.92
2011,"2",11,"Marquette",66,3,"Syracuse",62,24,19.65,3,27.62
2011,"2",10,"Florida St.",71,2,"Notre Dame",57,33,18.02,35,17.71
2011,"2",11,"VCU",94,3,"Purdue",76,56,14.39,15,22.05
2011,"2",5,"Arizona",70,4,"Texas",69,87,8.83,19,20.75
2011,"2",1,"Ohio St.",98,8,"George Mason",66,7,24.99,162,0.91
2011,"2",2,"North Carolina",86,7,"Washington",83,61,13.39,32,18.19
2011,"2",1,"Kansas",73,9,"Illinois",59,2,31.85,57,14.38
2011,"2",1,"Duke",73,8,"Michigan",71,1,33.29,70,11.48
2011,"3",8,"Butler",61,4,"Wisconsin",54,12,22.45,9,23.56
2011,"3",2,"Florida",83,3,"BYU",74,50,15.23,10,23.27
2011,"3",5,"Arizona",93,1,"Duke",77,87,8.83,1,33.29
2011,"3",3,"Connecticut",74,2,"San Diego St.",67,51,15.19,40,16.58
2011,"3",4,"Kentucky",62,1,"Ohio St.",60,4,26.54,7,24.99
2011,"3",2,"North Carolina",81,11,"Marquette",63,61,13.39,24,19.65
2011,"3",1,"Kansas",77,12,"Richmond",57,2,31.85,54,15.01
2011,"3",11,"VCU",72,10,"Florida St.",71,56,14.39,33,18.02
2011,"4",8,"Butler",74,2,"Florida",71,12,22.45,50,15.23
2011,"4",3,"Connecticut",65,5,"Arizona",63,51,15.19,87,8.83
2011,"4",11,"VCU",71,1,"Kansas",61,56,14.39,2,31.85
2011,"4",4,"Kentucky",76,2,"North Carolina",69,4,26.54,61,13.39
2011,"5",3,"Connecticut",56,4,"Kentucky",55,51,15.19,4,26.54
2011,"5",8,"Butler",70,11,"VCU",62,12,22.45,56,14.39
2011,"6",3,"Connecticut",53,8,"Butler",41,51,15.19,12,22.45
2012,"PI",16,"Western Kentucky",59,16,"Mississippi Valley St.",58,193,-2.67,237,-6.3
2012,"PI",14,"BYU",78,14,"Iona",72,50,12.79,54,12.26
2012,"PI",12,"South Florida",65,12,"California",54,48,13.13,29,16.37
2012,"PI",16,"Vermont",71,16,"Lamar",59,118,5.17,108,6.33
2012,"1",12,"VCU",62,5,"Wichita St.",59,46,13.45,11,22.36
2012,"1",11,"Colorado",68,6,"UNLV",64,81,8.89,37,14.97
2012,"1",1,"Syracuse",72,16,"UNC Asheville",65,5,26.04,114,5.5
2012,"1",2,"Ohio St.",78,15,"Loyola MD",59,2,30.07,129,3.91
2012,"1",4,"Wisconsin",73,13,"Montana",49,8,24.09,104,6.76
2012,"1",5,"Vanderbilt",79,12,"Harvard",70,16,20.9,41,14.34
2012,"1",7,"Gonzaga",77,10,"West Virginia",54,21,18.39,44,13.56
2012,"1",8,"Kansas St.",70,9,"Southern Miss",64,23,17.52,68,10.83
2012,"1",1,"Kentucky",81,16,"Western Kentucky",66,1,32.59,193,-2.67
2012,"1",3,"Baylor",68,14,"South Dakota St.",60,13,21.29,61,11.62
2012,"1",4,"Indiana",79,13,"New Mexico St.",66,9,22.55,65,11.22
2012,"1",8,"Iowa St.",77,9,"Connecticut",64,26,16.69,38,14.53
2012,"1",3,"Marquette",88,14,"BYU",68,18,20.22,50,12.79
2012,"1",4,"Louisville",69,13,"Davidson",62,17,20.67,71,10.65
2012,"1",5,"New Mexico",75,12,"Long Beach St.",68,20,19.45,36,15.27
2012,"1",6,"Murray St.",58,11,"Colorado St.",41,35,15.34,88,8.17
2012,"1",15,"Lehigh",75,2,"Duke",70,79,9.29,19,19.7
2012,"1",15,"Norfolk St.",86,2,"Missouri",84,183,-1.82,7,25.28
2012,"1",13,"Ohio",65,4,"Michigan",60,57,11.88,22,17.52
2012,"1",12,"South Florida",58,5,"Temple",44,48,13.13,39,14.49
2012,"1",11,"North Carolina St.",79,6,"San Diego St.",65,43,14.22,66,11.16
2012,"1",10,"Purdue",72,7,"Saint Mary's",69,30,16.25,34,15.48
2012,"1",10,"Xavier",67,7,"Notre Dame",63,53,12.59,42,14.22
2012,"1",3,"Florida St.",66,14,"St. Bonaventure",63,24,17.14,60,11.78
2012,"1",6,"Cincinnati",65,11,"Texas",59,31,16.03,32,15.9
2012,"1",1,"North Carolina",77,16,"Vermont",58,6,25.44,118,5.17
2012,"1",2,"Kansas",65,15,"Detroit",50,4,26.91,115,5.48
2012,"1",3,"Georgetown",74,14,"Belmont",59,15,21.05,25,16.96
2012,"1",8,"Creighton",58,9,"Alabama",57,28,16.47,27,16.69
2012,"1",1,"Michigan St.",89,16,"LIU Brooklyn",67,3,27.87,162,0.75
2012,"1",7,"Florida",71,10,"Virginia",45,10,22.47,33,15.85
2012,"1",9,"Saint Louis",61,8,"Memphis",54,14,21.2,12,21.9
2012,"2",1,"Syracuse",75,8,"Kansas St.",59,5,26.04,23,17.52
2012,"2",2,"Ohio St.",73,7,"Gonzaga",66,2,30.07,21,18.39
2012,"2",4,"Wisconsin",60,5,"Vanderbilt",57,8,24.09,16,20.9
2012,"2",1,"Kentucky",87,8,"Iowa St.",71,1,32.59,26,16.69
2012,"2",3,"Baylor",80,11,"Colorado",63,13,21.29,81,8.89
2012,"2",4,"Indiana",63,12,"VCU",61,9,22.55,46,13.45
2012,"2",3,"Marquette",62,6,"Murray St.",53,18,20.22,35,15.34
2012,"2",4,"Louisville",59,5,"New Mexico",56,17,20.67,20,19.45
2012,"2",11,"North Carolina St.",66,3,"Georgetown",63,43,14.22,15,21.05
2012,"2",6,"Cincinnati",62,3,"Florida St.",56,31,16.03,24,17.14
2012,"2",1,"North Carolina",87,8,"Creighton",73,6,25.44,28,16.47
