"Year","Round","WSeed","Winner","WScore","LSeed","Loser","LScore","Rank.x","AdjEM.x","Rank.y","AdjEM.y"
2017,"3",1,"North Carolina",92,4,"Butler",80,3,28.22,25,20.76
2017,"3",2,"Kentucky",86,3,"UCLA",75,4,27.72,16,23.63
2017,"3",4,"Florida",84,8,"Wisconsin",83,5,27.5,21,22.99
2017,"4",3,"Oregon",74,1,"Kansas",60,10,25.02,6,27.45
2017,"4",1,"Gonzaga",83,11,"Xavier",59,1,32.05,31,16.7
2017,"4",7,"South Carolina",77,4,"Florida",70,24,20.8,5,27.5
2017,"4",1,"North Carolina",75,2,"Kentucky",73,3,28.22,4,27.72
2017,"5",1,"Gonzaga",77,7,"South Carolina",73,1,32.05,24,20.8
2017,"5",1,"North Carolina",77,3,"Oregon",76,3,28.22,10,25.02
2017,"6",1,"North Carolina",71,1,"Gonzaga",65,3,28.22,1,32.05
2018,"PI",16,"Radford",71,16,"LIU Brooklyn",61,170,0.07,259,-8.27
2018,"PI",11,"St. Bonaventure",65,11,"UCLA",58,68,11.21,56,13.52
2018,"PI",16,"Texas Southern",64,16,"North Carolina Central",46,243,-6.65,316,-13.41
2018,"PI",11,"Syracuse",60,11,"Arizona St.",56,41,14.82,49,14.13
2018,"1",3,"Tennessee",73,14,"Wright St.",47,13,22.27,133,2.89
2018,"1",4,"Gonzaga",68,13,"UNC Greensboro",64,10,23.03,82,9.22
2018,"1",7,"Rhode Island",83,10,"Oklahoma",78,52,13.93,48,14.16
2018,"1",1,"Kansas",76,16,"Penn",60,9,23.49,125,3.69
2018,"1",2,"Duke",89,15,"Iona",67,3,28.86,137,2.63
2018,"1",5,"Ohio St.",81,12,"South Dakota St.",73,16,21.16,78,10.2
2018,"1",11,"Loyola Chicago",64,6,"Miami FL",62,31,16.39,37,15.43
2018,"1",8,"Seton Hall",94,9,"North Carolina St.",83,26,18.04,46,14.52
2018,"1",1,"Villanova",87,16,"Radford",61,1,33.76,170,0.07
2018,"1",5,"Kentucky",78,12,"Davidson",73,17,20.44,43,14.7
2018,"1",3,"Texas Tech",70,14,"Stephen F. Austin",60,11,22.59,112,5.58
2018,"1",6,"Houston",67,11,"San Diego St.",65,18,20.24,50,14.09
2018,"1",9,"Alabama",86,8,"Virginia Tech",83,57,13.41,33,16.03
2018,"1",13,"Buffalo",89,4,"Arizona",68,67,11.53,28,17.7
2018,"1",6,"Florida",77,11,"St. Bonaventure",62,22,18.96,68,11.21
2018,"1",3,"Michigan",61,14,"Montana",47,7,24.2,72,10.4
2018,"1",2,"Cincinnati",68,15,"Georgia St.",53,4,26.6,101,6.92
2018,"1",2,"Purdue",74,15,"Cal St. Fullerton",48,5,26.27,162,0.62
2018,"1",13,"Marshall",81,4,"Wichita St.",75,105,6.53,21,19.03
2018,"1",7,"Texas A&M",73,10,"Providence",69,29,16.96,63,12.17
2018,"1",2,"North Carolina",84,15,"Lipscomb",66,8,23.59,167,0.43
2018,"1",10,"Butler",79,7,"Arkansas",62,20,19.05,44,14.69
2018,"1",7,"Nevada",87,10,"Texas",83,25,18.39,36,15.43
2018,"1",5,"West Virginia",85,12,"Murray St.",68,12,22.44,62,12.19
2018,"1",1,"Xavier",102,16,"Texas Southern",83,15,21.51,243,-6.65
2018,"1",3,"Michigan St.",82,14,"Bucknell",78,6,25.41,97,7.31
2018,"1",4,"Auburn",62,13,"Charleston",58,23,18.69,115,5.16
2018,"1",9,"Kansas St.",69,8,"Creighton",59,42,14.77,30,16.91
2018,"1",5,"Clemson",79,12,"New Mexico St.",68,14,21.65,60,12.92
2018,"1",16,"UMBC",74,1,"Virginia",54,166,0.5,2,29.53
2018,"1",11,"Syracuse",57,6,"TCU",52,41,14.82,24,18.47
2018,"1",9,"Florida St.",67,8,"Missouri",54,27,17.77,40,14.83
2018,"2",1,"Villanova",81,9,"Alabama",58,1,33.76,57,13.41
2018,"2",2,"Duke",87,7,"Rhode Island",62,3,28.86,52,13.93
2018,"2",4,"Gonzaga",90,5,"Ohio St.",84,10,23.03,16,21.16
2018,"2",5,"Buffalo",95,13,"Buffalo",75,67,11.53,67,11.53
2018,"2",11,"Loyola Chicago",63,3,"Tennessee",62,31,16.39,13,22.27
2018,"2",1,"Kansas",83,8,"Seton Hall",79,9,23.49,26,18.04
2018,"2",3,"Texas Tech",69,6,"Florida",66,11,22.59,22,18.96
2018,"2",3,"Michigan",64,6,"Houston",63,7,24.2,18,20.24
2018,"2",5,"Clemson",84,4,"Auburn",53,14,21.65,23,18.69
2018,"2",7,"Nevada",75,2,"Cincinnati",73,25,18.39,4,26.6
2018,"2",7,"Texas A&M",86,2,"North Carolina",65,29,16.96,8,23.59
2018,"2",2,"Purdue",76,10,"Butler",73,5,26.27,20,19.05
2018,"2",11,"Syracuse",55,3,"Michigan St.",53,41,14.82,6,25.41
2018,"2",9,"Kansas St.",50,16,"UMBC",43,42,14.77,166,0.5
2018,"2",9,"Florida St.",75,1,"Xavier",70,27,17.77,15,21.51
2018,"2",5,"West Virginia",89,13,"Marshall",62,12,22.44,105,6.53
2018,"3",3,"Michigan",99,7,"Texas A&M",72,7,24.2,29,16.96
2018,"3",11,"Loyola Chicago",69,7,"Nevada",68,31,16.39,25,18.39
2018,"3",9,"Kansas",61,5,"Kentucky",58,9,23.49,17,20.44
2018,"3",9,"Florida St.",75,4,"Gonzaga",60,27,17.77,10,23.03
2018,"3",1,"Villanova",90,5,"West Virginia",78,1,33.76,12,22.44
2018,"3",1,"Kansas",80,5,"Clemson",76,9,23.49,14,21.65
2018,"3",2,"Duke",69,11,"Syracuse",65,3,28.86,41,14.82
2018,"3",3,"Texas Tech",78,2,"Purdue",65,11,22.59,5,26.27
2018,"4",11,"Loyola Chicago",78,9,"Kansas St.",62,31,16.39,42,14.77
2018,"4",3,"Michigan",58,9,"Florida St.",54,7,24.2,27,17.77
2018,"4",1,"Villanova",71,3,"Texas Tech",59,1,33.76,11,22.59
2018,"4",1,"Kansas",85,2,"Duke",81,9,23.49,3,28.86
2018,"5",3,"Michigan",69,11,"Loyola Chicago",57,7,24.2,31,16.39
2018,"5",1,"Villanova",95,1,"Kansas",79,1,33.76,9,23.49
2018,"6",1,"Villanova",79,3,"Michigan",62,1,33.76,7,24.2
2019,"PI",16,"Fairleigh Dickinson",82,16,"Prairie View A&M",76,208,-4.25,209,-4.3
2019,"PI",11,"Belmont",81,11,"Temple",70,54,13.07,76,9.43
2019,"PI",11,"Arizona St.",74,11,"St. John's",65,61,11.2,79,8.74
2019,"PI",16,"Fairleigh Dickinson",82,16,"Prairie View A&M",76,208,-4.25,209,-4.3
2019,"1",10,"Minnesota",86,7,"Louisville",76,47,14.47,17,21.01
2019,"1",3,"LSU",79,14,"Yale",74,18,21,82,8.59
2019,"1",6,"Auburn",78,12,"New Mexico St.",77,15,22.11,49,13.6
2019,"1",4,"Florida St.",76,13,"Vermont",69,14,22.56,80,8.72
2019,"1",2,"Michigan St.",76,15,"Bradley",65,4,31.11,166,-0.36
2019,"1",6,"Maryland",79,11,"Belmont",77,24,19.98,54,13.07
2019,"1",4,"Kansas",87,13,"Northeastern",53,19,20.75,78,8.74
2019,"1",12,"Murray St.",83,5,"Marquette",64,52,13.29,27,18.41
2019,"1",6,"Villanova",61,11,"Saint Mary's",57,26,18.77,31,17.73
2019,"1",10,"Florida",70,7,"Nevada",61,28,18.32,25,18.93
2019,"1",2,"Kentucky",79,15,"Abilene Christian",44,8,27.48,145,2.1
2019,"1",1,"Gonzaga",87,16,"Fairleigh Dickinson",49,2,32.86,208,-4.25
2019,"1",1,"Wofford",84,10,"Seton Hall",68,20,20.72,55,12.9
2019,"1",3,"Purdue",61,14,"Old Dominion",48,10,26.04,111,5.57
2019,"1",2,"Michigan",74,15,"Montana",55,5,29.67,137,3.54
2019,"1",9,"Baylor",78,8,"Syracuse",69,41,15.3,34,16.3
2019,"1",10,"Iowa",79,7,"Cincinnati",72,36,15.95,35,16.16
2019,"1",9,"Oklahoma",95,8,"Mississippi",72,38,15.55,45,15.02
2019,"1",13,"UC Irvine",70,4,"Kansas St.",64,75,9.47,23,20.23
2019,"1",3,"Texas Tech",72,14,"Northern Kentucky",57,9,26.77,100,6.52
2019,"1",2,"Tennessee",77,15,"Colgate",70,7,28.33,129,4.29
2019,"1",1,"Virginia",71,16,"Gardner Webb",56,1,35.65,167,-0.75
2019,"1",6,"Buffalo",91,11,"Arizona St.",74,22,20.33,61,11.2
2019,"1",12,"Oregon",72,5,"Wisconsin",54,43,15.17,12,23.67
2019,"1",9,"UCF",73,8,"VCU",58,46,14.59,37,15.68
2019,"1",12,"Liberty",80,5,"Mississippi St.",76,63,10.8,21,20.66
2019,"1",9,"Washington",78,8,"Utah St.",61,51,13.33,33,16.66
2019,"1",11,"Ohio St.",62,6,"Iowa St.",59,44,15.03,16,21.86
2019,"1",3,"Houston",84,14,"Georgia St.",55,13,23.42,115,5.3
2019,"1",1,"North Carolina",88,16,"Iona",73,6,29.18,197,-3.08
2019,"1",1,"Duke",85,16,"North Dakota St.",62,3,31.97,199,-3.2
2019,"1",4,"Virginia Tech",66,13,"Saint Louis",52,11,24.47,105,6.21
2019,"2",3,"LSU",69,6,"Maryland",67,18,21,24,19.98
2019,"2",2,"Kentucky",62,7,"Wofford",56,8,27.48,20,20.72
2019,"2",2,"Michigan",64,10,"Florida",49,5,29.67,28,18.32
2019,"2",4,"Florida St.",90,12,"Murray St.",62,14,22.56,52,13.29
2019,"2",1,"Gonzaga",83,9,"Baylor",71,2,32.86,41,15.3
2019,"2",2,"Michigan St.",70,10,"Minnesota",50,4,31.11,47,14.47
2019,"2",3,"Purdue",87,6,"Villanova",61,10,26.04,26,18.77
2019,"2",5,"Auburn",89,4,"Kansas",75,15,22.11,19,20.75
2019,"2",2,"Tennessee",83,10,"Iowa",77,7,28.33,36,15.95
2019,"2",1,"North Carolina",81,9,"Washington",59,6,29.18,51,13.33
2019,"2",1,"Duke",77,9,"UCF",76,3,31.97,46,14.59
2019,"2",4,"Virginia Tech",67,12,"Liberty",58,11,24.47,63,10.8
2019,"2",3,"Texas Tech",78,6,"Buffalo",58,9,26.77,22,20.33
2019,"2",1,"Virginia",63,9,"Oklahoma",51,1,35.65,38,15.55
2019,"2",3,"Houston",74,11,"Ohio St.",59,13,23.42,44,15.03
2019,"2",12,"Oregon",73,13,"UC Irvine",54,43,15.17,75,9.47
2019,"3",3,"Purdue",99,2,"Tennessee",94,10,26.04,7,28.33
2019,"3",1,"Gonzaga",72,4,"Florida St.",58,2,32.86,14,22.56
2019,"3",1,"Virginia",53,12,"Oregon",49,1,35.65,43,15.17
2019,"3",3,"Texas Tech",63,2,"Michigan",44,9,26.77,5,29.67
2019,"3",1,"Duke",75,4,"Virginia Tech",73,3,31.97,11,24.47
2019,"3",5,"Auburn",97,1,"North Carolina",80,15,22.11,6,29.18
2019,"3",2,"Michigan St.",80,3,"LSU",63,4,31.11,18,21
2019,"3",2,"Kentucky",62,3,"Houston",58,8,27.48,13,23.42
2019,"4",3,"Texas Tech",75,1,"Gonzaga",69,9,26.77,2,32.86
2019,"4",1,"Virginia",80,3,"Purdue",75,1,35.65,10,26.04
2019,"4",5,"Auburn",77,2,"Kentucky",71,15,22.11,8,27.48
2019,"4",2,"Michigan St.",68,1,"Duke",67,4,31.11,3,31.97
2019,"5",1,"Virginia",63,5,"Auburn",62,1,35.65,15,22.11
2019,"5",3,"Texas Tech",61,2,"Michigan",51,9,26.77,5,29.67
2019,"6",1,"Virginia",85,3,"Texas Tech",77,1,35.65,9,26.77
