Date,Year,Round,Region,WSeed,Winner,wConf,WScore,LSeed,Loser,Lconf,LScore,Overtime,MV,SeD,Upset,LEW,LAW,LDW
18-Mar-88,1988,1,Midwest,2,Pittsburgh,BE,108,15,Eastern Michigan,MAC,90,,18,13,,0.064285714,0,-0.064285714
18-Mar-88,1988,1,Midwest,6,Kansas,B12,85,11,Xavier,A10,72,,13,5,,0.614285714,0,-0.614285714
18-Mar-88,1988,1,Midwest,7,Vanderbilt,SEC,80,10,Utah St.,BW,77,,3,3,,0.621428571,0,-0.621428571
18-Mar-88,1988,1,Southeast,2,Kentucky,SEC,99,15,Southern,SWAC,84,,15,13,,0.064285714,0,-0.064285714
18-Mar-88,1988,1,Southeast,3,Illinois,B10,81,14,UTSA,Slnd,72,,9,11,,0.164285714,0,-0.164285714
18-Mar-88,1988,1,Southeast,6,Villanova,BE,82,11,Arkansas,SEC,74,,8,5,,0.614285714,0,-0.614285714
18-Mar-88,1988,1,Southeast,7,Maryland,ACC,92,10,UC Santa Barbara,BW,82,,10,3,,0.621428571,0,-0.621428571
18-Mar-88,1988,1,West,1,Arizona,P10,90,16,Cornell,Ivy,50,,40,15,,0.007142857,0,-0.007142857
18-Mar-88,1988,1,West,4,UNLV,MWC,54,13,Missouri St.,MVC,50,,4,9,,0.25,0,-0.25
18-Mar-88,1988,1,West,5,Iowa,B10,102,12,Florida St.,ACC,98,,4,7,,0.514285714,0,-0.514285714
18-Mar-88,1988,1,West,8,Seton Hall,BE,80,9,UTEP,WAC,64,,16,1,,0.6,0,-0.6
19-Mar-88,1988,2,East,2,Duke,ACC,94,7,SMU,WAC,79,,15,5,,0.9,1,0.1
19-Mar-88,1988,2,Midwest,1,Purdue,B10,100,9,Memphis,CUSA,73,,27,8,,0.6,1,0.4
19-Mar-88,1988,2,Midwest,4,Kansas St.,B12,66,5,DePaul,CUSA,58,,8,1,,1.107142857,1,-0.107142857
19-Mar-88,1988,2,Southeast,1,Oklahoma,B12,107,8,Auburn,SEC,87,,20,7,,0.7,1,0.3
19-Mar-88,1988,2,West,2,North Carolina,ACC,123,10,Loyola Marymount,WCC,97,,26,8,,0.621428571,1,0.378571429
19-Mar-88,1988,2,West,3,Michigan,B10,108,6,Florida,SEC,85,,23,3,,1.078571429,1,-0.078571429
19-Mar-88,1988,2,East,11,Rhode Island,A10,97,3,Syracuse,BE,94,,3,-8,11 over 3,1.864285714,1,-0.864285714
19-Mar-88,1988,2,Southeast,5,Louisville,CUSA,97,4,BYU,MWC,76,,21,-1,,1.535714286,1,-0.535714286
20-Mar-88,1988,2,East,1,Temple,A10,74,8,Georgetown,BE,53,,21,7,,0.7,1,0.3
20-Mar-88,1988,2,Midwest,6,Kansas,B12,61,14,Murray St.,OVC,58,,3,8,,0.164285714,1,0.835714286
20-Mar-88,1988,2,Southeast,2,Kentucky,SEC,90,7,Maryland,ACC,81,,9,5,,0.9,1,0.1
20-Mar-88,1988,2,West,1,Arizona,P10,84,8,Seton Hall,BE,55,,29,7,,0.7,1,0.3
20-Mar-88,1988,2,East,13,Richmond,A10,59,5,Georgia Tech,ACC,55,,4,-8,13 over 5,1.107142857,1,-0.107142857
20-Mar-88,1988,2,Midwest,7,Vanderbilt,SEC,80,2,Pittsburgh,BE,74,1 OT,6,-5,7 over 2,2.371428571,1,-1.371428571
20-Mar-88,1988,2,Southeast,6,Villanova,BE,66,3,Illinois,B10,63,,3,-3,6 over 3,1.864285714,1,-0.864285714
20-Mar-88,1988,2,West,5,Iowa,B10,104,4,UNLV,MWC,86,,18,-1,,1.535714286,1,-0.535714286
24-Mar-88,1988,3,East,1,Temple,A10,69,13,Richmond,A10,47,,22,12,,0.25,2,1.75
24-Mar-88,1988,3,East,2,Duke,ACC,73,11,Rhode Island,A10,72,,1,9,,0.614285714,2,1.385714286
24-Mar-88,1988,3,Southeast,1,Oklahoma,B12,108,5,Louisville,CUSA,98,,10,4,,1.107142857,2,0.892857143
24-Mar-88,1988,3,Southeast,6,Villanova,BE,80,2,Kentucky,SEC,74,,6,-4,6 over 2,2.371428571,2,-0.371428571
25-Mar-88,1988,3,Midwest,6,Kansas,B12,77,7,Vanderbilt,SEC,64,,13,1,,0.9,2,1.1
25-Mar-88,1988,3,West,1,Arizona,P10,99,5,Iowa,B10,79,,20,4,,1.107142857,2,0.892857143
25-Mar-88,1988,3,West,2,North Carolina,ACC,78,3,Michigan,B10,69,,9,1,,1.864285714,2,0.135714286
25-Mar-88,1988,3,Midwest,4,Kansas St.,B12,73,1,Purdue,B10,70,,3,-3,4 over 1,3.357142857,2,-1.357142857
26-Mar-88,1988,4,Southeast,1,Oklahoma,B12,78,6,Villanova,BE,59,,19,5,,1.078571429,3,1.921428571
26-Mar-88,1988,4,East,2,Duke,ACC,63,1,Temple,A10,53,,10,-1,,3.357142857,3,-0.357142857
27-Mar-88,1988,4,West,1,Arizona,P10,70,2,North Carolina,ACC,52,,18,1,,2.371428571,3,0.628571429
27-Mar-88,1988,4,Midwest,6,Kansas,B12,71,4,Kansas St.,B12,58,,13,-2,,1.535714286,3,1.464285714
2-Apr-88,1988,5,Final Four,1,Oklahoma,B12,86,1,Arizona,P10,78,,8,0,,3.357142857,4,0.642857143
2-Apr-88,1988,5,Final Four,6,Kansas,B12,66,2,Duke,ACC,59,,7,-4,6 over 2,2.371428571,4,1.628571429
4-Apr-88,1988,6,Championship,6,Kansas,B12,83,1,Oklahoma,B12,79,,4,-5,6 over 1,3.357142857,5,1.642857143
16-Mar-89,1989,1,East,14,Siena,MAAC,80,3,Stanford,P10,78,,2,-11,14 over 3,1.864285714,0,-1.864285714
16-Mar-89,1989,1,Southeast,13,Middle Tennessee,SB,97,4,Florida St.,ACC,83,,14,-9,13 over 4,1.535714286,0,-1.535714286
16-Mar-89,1989,1,East,2,Duke,ACC,90,15,South Carolina St.,MEAC,69,,21,13,,0.064285714,0,-0.064285714
16-Mar-89,1989,1,East,7,West Virginia,BE,84,10,Tennessee,SEC,68,,16,3,,0.621428571,0,-0.621428571
16-Mar-89,1989,1,Midwest,1,Illinois,B10,77,16,McNeese St.,Slnd,71,,6,15,,0.007142857,0,-0.007142857
16-Mar-89,1989,1,Midwest,4,Louisville,CUSA,76,13,Arkansas Little Rock,SB,71,,5,9,,0.25,0,-0.25
16-Mar-89,1989,1,Midwest,5,Arkansas,SEC,120,12,Loyola Marymount,WCC,101,,19,7,,0.514285714,0,-0.514285714
16-Mar-89,1989,1,Southeast,1,Oklahoma,B12,72,16,East Tennessee St.,SC,71,,1,15,,0.007142857,0,-0.007142857
16-Mar-89,1989,1,Southeast,5,Virginia,ACC,100,12,Providence,BE,97,,3,7,,0.514285714,0,-0.514285714
16-Mar-89,1989,1,West,1,Arizona,P10,94,16,Robert Morris,NEC,60,,34,15,,0.007142857,0,-0.007142857
16-Mar-89,1989,1,West,4,UNLV,MWC,68,13,Idaho,BW,56,,12,9,,0.25,0,-0.25
16-Mar-89,1989,1,West,12,DePaul,CUSA,66,5,Memphis,CUSA,63,,3,-7,12 over 5,1.107142857,0,-1.107142857
16-Mar-89,1989,1,East,11,Minnesota,B10,86,6,Kansas St.,B12,75,,11,-5,11 over 6,1.078571429,0,-1.078571429
16-Mar-89,1989,1,Midwest,9,Ball St.,MAC,68,8,Pittsburgh,BE,64,,4,-1,,0.7,0,-0.7
16-Mar-89,1989,1,Southeast,9,Louisiana Tech,WAC,83,8,La Salle,A10,74,,9,-1,,0.7,0,-0.7
16-Mar-89,1989,1,West,9,Clemson,ACC,83,8,Saint Mary's,WCC,70,,13,-1,,0.7,0,-0.7
17-Mar-89,1989,1,East,1,Georgetown,BE,50,16,Princeton,Ivy,49,,1,15,,0.007142857,0,-0.007142857
17-Mar-89,1989,1,East,4,Iowa,B10,87,13,Rutgers,BE,73,,14,9,,0.25,0,-0.25
17-Mar-89,1989,1,East,5,North Carolina St.,ACC,81,12,South Carolina,SEC,66,,15,7,,0.514285714,0,-0.514285714
17-Mar-89,1989,1,Midwest,2,Syracuse,BE,104,15,Bucknell,Pat,81,,23,13,,0.064285714,0,-0.064285714
17-Mar-89,1989,1,Midwest,3,Missouri,B12,85,14,Creighton,MVC,69,,16,11,,0.164285714,0,-0.164285714
17-Mar-89,1989,1,Southeast,2,North Carolina,ACC,93,15,Southern,SWAC,79,,14,13,,0.064285714,0,-0.064285714
17-Mar-89,1989,1,Southeast,3,Michigan,B10,92,14,Xavier,A10,87,,5,11,,0.164285714,0,-0.164285714
17-Mar-89,1989,1,Southeast,7,UCLA,P10,84,10,Iowa St.,B12,74,,10,3,,0.621428571,0,-0.621428571
17-Mar-89,1989,1,West,2,Indiana,B10,99,15,George Mason,CAA,85,,14,13,,0.064285714,0,-0.064285714
17-Mar-89,1989,1,West,3,Seton Hall,BE,60,14,Missouri St.,MVC,51,,9,11,,0.164285714,0,-0.164285714
17-Mar-89,1989,1,West,7,UTEP,WAC,85,10,LSU,SEC,74,,11,3,,0.621428571,0,-0.621428571
17-Mar-89,1989,1,Midwest,11,Texas,B12,76,6,Georgia Tech,ACC,70,,6,-5,11 over 6,1.078571429,0,-1.078571429
17-Mar-89,1989,1,Southeast,11,South Alabama,SB,86,6,Alabama,SEC,84,,2,-5,11 over 6,1.078571429,0,-1.078571429
17-Mar-89,1989,1,West,11,Evansville,MVC,94,6,Oregon St.,P10,90,1 OT,4,-5,11 over 6,1.078571429,0,-1.078571429
17-Mar-89,1989,1,Midwest,10,Colorado St.,MWC,68,7,Florida,SEC,46,,22,-3,10 over 7,0.9,0,-0.9
17-Mar-89,1989,1,East,9,Notre Dame,BE,81,8,Vanderbilt,SEC,65,,16,-1,,0.7,0,-0.7
18-Mar-89,1989,2,East,2,Duke,ACC,70,7,West Virginia,BE,63,,7,5,,0.9,1,0.1
18-Mar-89,1989,2,East,11,Minnesota,B10,80,14,Siena,MAAC,67,,13,3,,0.164285714,1,0.835714286
18-Mar-89,1989,2,Midwest,1,Illinois,B10,72,9,Ball St.,MAC,60,,12,8,,0.6,1,0.4
18-Mar-89,1989,2,Midwest,4,Louisville,CUSA,93,5,Arkansas,SEC,84,,9,1,,1.107142857,1,-0.107142857
18-Mar-89,1989,2,Southeast,1,Oklahoma,B12,124,9,Louisiana Tech,WAC,81,,43,8,,0.6,1,0.4
18-Mar-89,1989,2,Southeast,5,Virginia,ACC,104,13,Middle Tennessee,SB,88,,16,8,,0.25,1,0.75
18-Mar-89,1989,2,West,1,Arizona,P10,94,9,Clemson,ACC,68,,26,8,,0.6,1,0.4
18-Mar-89,1989,2,West,4,UNLV,MWC,85,12,DePaul,CUSA,70,,15,8,,0.514285714,1,0.485714286
19-Mar-89,1989,2,East,1,Georgetown,BE,81,9,Notre Dame,BE,74,,7,8,,0.6,1,0.4
19-Mar-89,1989,2,Midwest,2,Syracuse,BE,65,10,Colorado St.,MWC,50,,15,8,,0.621428571,1,0.378571429
19-Mar-89,1989,2,Midwest,3,Missouri,B12,108,11,Texas,B12,89,,19,8,,0.614285714,1,0.385714286
19-Mar-89,1989,2,Southeast,2,North Carolina,ACC,88,7,UCLA,P10,81,,7,5,,0.9,1,0.1
19-Mar-89,1989,2,Southeast,3,Michigan,B10,91,11,South Alabama,SB,82,,9,8,,0.614285714,1,0.385714286
19-Mar-89,1989,2,West,2,Indiana,B10,92,7,UTEP,WAC,69,,23,5,,0.9,1,0.1
19-Mar-89,1989,2,West,3,Seton Hall,BE,87,11,Evansville,MVC,73,,14,8,,0.614285714,1,0.385714286
19-Mar-89,1989,2,East,5,North Carolina St.,ACC,102,4,Iowa,B10,96,2 OT,6,-1,,1.535714286,1,-0.535714286
23-Mar-89,1989,3,Southeast,5,Virginia,ACC,86,1,Oklahoma,B12,80,,6,-4,5 over 1,3.357142857,2,-1.357142857
23-Mar-89,1989,3,West,4,UNLV,MWC,68,1,Arizona,P10,67,,1,-3,4 over 1,3.357142857,2,-1.357142857
23-Mar-89,1989,3,Southeast,3,Michigan,B10,92,2,North Carolina,ACC,87,,5,-1,,2.371428571,2,-0.371428571
23-Mar-89,1989,3,West,3,Seton Hall,BE,78,2,Indiana,B10,65,,13,-1,,2.371428571,2,-0.371428571
24-Mar-89,1989,3,East,1,Georgetown,BE,69,5,North Carolina St.,ACC,61,,8,4,,1.107142857,2,0.892857143
24-Mar-89,1989,3,East,2,Duke,ACC,87,11,Minnesota,B10,70,,17,9,,0.614285714,2,1.385714286
24-Mar-89,1989,3,Midwest,1,Illinois,B10,83,4,Louisville,CUSA,69,,14,3,,1.535714286,2,0.464285714
24-Mar-89,1989,3,Midwest,2,Syracuse,BE,83,3,Missouri,B12,80,,3,1,,1.864285714,2,0.135714286
25-Mar-89,1989,4,Southeast,3,Michigan,B10,102,5,Virginia,ACC,65,,37,2,,1.107142857,3,1.892857143
25-Mar-89,1989,4,West,3,Seton Hall,BE,84,4,UNLV,MWC,61,,23,1,,1.535714286,3,1.464285714
26-Mar-89,1989,4,Midwest,1,Illinois,B10,89,2,Syracuse,BE,86,,3,1,,2.371428571,3,0.628571429
26-Mar-89,1989,4,East,2,Duke,ACC,85,1,Georgetown,BE,77,,8,-1,,3.357142857,3,-0.357142857
1-Apr-89,1989,5,Final Four,3,Michigan,B10,83,1,Illinois,B10,81,,2,-2,,3.357142857,4,0.642857143
1-Apr-89,1989,5,Final Four,3,Seton Hall,BE,95,2,Duke,ACC,78,,17,-1,,2.371428571,4,1.628571429
3-Apr-89,1989,6,Championship,3,Michigan,B10,80,3,Seton Hall,BE,79,1 OT,1,0,,1.864285714,5,3.135714286
15-Mar-90,1990,1,East,1,Connecticut,BE,76,16,Boston University,AE,52,,24,15,,0.007142857,0,-0.007142857
15-Mar-90,1990,1,East,4,La Salle,A10,79,13,Southern Miss,CUSA,63,,16,9,,0.25,0,-0.25
15-Mar-90,1990,1,East,5,Clemson,ACC,49,12,BYU,MWC,47,,2,7,,0.514285714,0,-0.514285714
15-Mar-90,1990,1,Midwest,1,Oklahoma,B12,77,16,Towson,CAA,68,,9,15,,0.007142857,0,-0.007142857
15-Mar-90,1990,1,Midwest,4,Arkansas,SEC,68,13,Princeton,Ivy,64,,4,9,,0.25,0,-0.25
15-Mar-90,1990,1,Midwest,8,North Carolina,ACC,83,9,Missouri St.,MVC,70,,13,1,,0.6,0,-0.6
15-Mar-90,1990,1,Southeast,1,Michigan St.,B10,75,16,Murray St.,OVC,71,1 OT,4,15,,0.007142857,0,-0.007142857
15-Mar-90,1990,1,Southeast,4,Georgia Tech,ACC,99,13,East Tennessee St.,SC,83,,16,9,,0.25,0,-0.25
15-Mar-90,1990,1,Southeast,5,LSU,SEC,70,12,Villanova,BE,63,,7,7,,0.514285714,0,-0.514285714
15-Mar-90,1990,1,West,1,UNLV,MWC,102,16,Arkansas Little Rock,SB,72,,30,15,,0.007142857,0,-0.007142857
15-Mar-90,1990,1,West,4,Louisville,CUSA,78,13,Idaho,BW,59,,19,9,,0.25,0,-0.25
15-Mar-90,1990,1,West,8,Ohio St.,B10,84,9,Providence,BE,83,1 OT,1,1,,0.6,0,-0.6
15-Mar-90,1990,1,Midwest,12,Dayton,A10,88,5,Illinois,B10,86,,2,-7,12 over 5,1.107142857,0,-1.107142857
15-Mar-90,1990,1,West,12,Ball St.,MAC,54,5,Oregon St.,P10,53,,1,-7,12 over 5,1.107142857,0,-1.107142857
15-Mar-90,1990,1,East,9,California,P10,65,8,Indiana,B10,63,,2,-1,,0.7,0,-0.7
15-Mar-90,1990,1,Southeast,9,UC Santa Barbara,BW,70,8,Houston,CUSA,66,,4,-1,,0.7,0,-0.7
16-Mar-90,1990,1,Southeast,14,Northern Iowa,MVC,74,3,Missouri,B12,71,,3,-11,14 over 3,1.864285714,0,-1.864285714
16-Mar-90,1990,1,East,2,Kansas,B12,79,15,Robert Morris,NEC,71,,8,13,,0.064285714,0,-0.064285714
16-Mar-90,1990,1,East,3,Duke,ACC,81,14,Richmond,A10,46,,35,11,,0.164285714,0,-0.164285714
16-Mar-90,1990,1,East,6,St. John's,BE,81,11,Temple,A10,65,,16,5,,0.614285714,0,-0.614285714
16-Mar-90,1990,1,East,7,UCLA,P10,68,10,UAB,CUSA,56,,12,3,,0.621428571,0,-0.621428571
16-Mar-90,1990,1,Midwest,2,Purdue,B10,75,15,Louisiana Monroe,Slnd,63,,12,13,,0.064285714,0,-0.064285714
16-Mar-90,1990,1,Midwest,3,Georgetown,BE,70,14,Texas Southern,SWAC,52,,18,11,,0.164285714,0,-0.164285714
16-Mar-90,1990,1,Midwest,6,Xavier,A10,87,11,Kansas St.,B12,79,,8,5,,0.614285714,0,-0.614285714
16-Mar-90,1990,1,Southeast,2,Syracuse,BE,70,15,Coppin St.,MEAC,48,,22,13,,0.064285714,0,-0.064285714
16-Mar-90,1990,1,Southeast,6,Minnesota,B10,64,11,UTEP,WAC,61,1 OT,3,5,,0.614285714,0,-0.614285714
16-Mar-90,1990,1,Southeast,7,Virginia,ACC,75,10,Notre Dame,BE,67,,8,3,,0.621428571,0,-0.621428571
16-Mar-90,1990,1,West,2,Arizona,P10,79,15,South Florida,CUSA,67,,12,13,,0.064285714,0,-0.064285714
16-Mar-90,1990,1,West,3,Michigan,B10,76,14,Illinois St.,MVC,70,,6,11,,0.164285714,0,-0.164285714
16-Mar-90,1990,1,West,7,Alabama,SEC,71,10,Colorado St.,MWC,54,,17,3,,0.621428571,0,-0.621428571
16-Mar-90,1990,1,West,11,Loyola Marymount,WCC,111,6,New Mexico St.,SB,92,,19,-5,11 over 6,1.078571429,0,-1.078571429
16-Mar-90,1990,1,Midwest,10,Texas,B12,100,7,Georgia,SEC,88,,12,-3,10 over 7,0.9,0,-0.9
17-Mar-90,1990,2,West,12,Ball St.,MAC,62,4,Louisville,CUSA,60,,2,-8,12 over 4,1.535714286,1,-0.535714286
17-Mar-90,1990,2,East,1,Connecticut,BE,74,9,California,P10,54,,20,8,,0.6,1,0.4
17-Mar-90,1990,2,Midwest,4,Arkansas,SEC,86,12,Dayton,A10,84,,2,8,,0.514285714,1,0.485714286
17-Mar-90,1990,2,Southeast,1,Michigan St.,B10,62,9,UC Santa Barbara,BW,58,,4,8,,0.6,1,0.4
17-Mar-90,1990,2,Southeast,4,Georgia Tech,ACC,94,5,LSU,SEC,91,,3,1,,1.107142857,1,-0.107142857
17-Mar-90,1990,2,West,1,UNLV,MWC,76,8,Ohio St.,B10,65,,11,7,,0.7,1,0.3
17-Mar-90,1990,2,Midwest,8,North Carolina,ACC,79,1,Oklahoma,B12,77,,2,-7,8 over 1,3.357142857,1,-2.357142857
17-Mar-90,1990,2,East,5,Clemson,ACC,79,4,La Salle,A10,75,,4,-1,,1.535714286,1,-0.535714286
18-Mar-90,1990,2,Midwest,10,Texas,B12,73,2,Purdue,B10,72,,1,-8,10 over 2,2.371428571,1,-1.371428571
18-Mar-90,1990,2,West,11,Loyola Marymount,WCC,149,3,Michigan,B10,115,,34,-8,11 over 3,1.864285714,1,-0.864285714
18-Mar-90,1990,2,East,3,Duke,ACC,76,6,St. John's,BE,72,,4,3,,1.078571429,1,-0.078571429
18-Mar-90,1990,2,Southeast,2,Syracuse,BE,63,7,Virginia,ACC,61,,2,5,,0.9,1,0.1
18-Mar-90,1990,2,Southeast,6,Minnesota,B10,81,14,Northern Iowa,MVC,78,,3,8,,0.164285714,1,0.835714286
18-Mar-90,1990,2,East,7,UCLA,P10,71,2,Kansas,B12,70,,1,-5,7 over 2,2.371428571,1,-1.371428571
18-Mar-90,1990,2,West,7,Alabama,SEC,77,2,Arizona,P10,55,,22,-5,7 over 2,2.371428571,1,-1.371428571
18-Mar-90,1990,2,Midwest,6,Xavier,A10,74,3,Georgetown,BE,71,,3,-3,6 over 3,1.864285714,1,-0.864285714
22-Mar-90,1990,3,East,1,Connecticut,BE,71,5,Clemson,ACC,70,,1,4,,1.107142857,2,0.892857143
22-Mar-90,1990,3,East,3,Duke,ACC,90,7,UCLA,P10,81,,9,4,,0.9,2,1.1
22-Mar-90,1990,3,Midwest,4,Arkansas,SEC,96,8,North Carolina,ACC,73,,23,4,,0.7,2,1.3
22-Mar-90,1990,3,Midwest,10,Texas,B12,102,6,Xavier,A10,89,,13,-4,10 over 6,1.078571429,2,0.921428571
23-Mar-90,1990,3,West,1,UNLV,MWC,69,12,Ball St.,MAC,67,,2,11,,0.514285714,2,1.485714286
23-Mar-90,1990,3,Southeast,6,Minnesota,B10,82,2,Syracuse,BE,75,,7,-4,6 over 2,2.371428571,2,-0.371428571
23-Mar-90,1990,3,West,11,Loyola Marymount,WCC,62,7,Alabama,SEC,60,,2,-4,11 over 7,0.9,2,1.1
23-Mar-90,1990,3,Southeast,4,Georgia Tech,ACC,81,1,Michigan St.,B10,80,1 OT,1,-3,4 over 1,3.357142857,2,-1.357142857
24-Mar-90,1990,4,Midwest,4,Arkansas,SEC,88,10,Texas,B12,85,,3,6,,0.621428571,3,2.378571429
24-Mar-90,1990,4,East,3,Duke,ACC,79,1,Connecticut,BE,78,1 OT,1,-2,,3.357142857,3,-0.357142857
25-Mar-90,1990,4,Southeast,4,Georgia Tech,ACC,93,6,Minnesota,B10,91,,2,2,,1.078571429,3,1.921428571
25-Mar-90,1990,4,West,1,UNLV,MWC,131,11,Loyola Marymount,WCC,101,,30,10,,0.614285714,3,2.385714286
31-Mar-90,1990,5,Final Four,1,UNLV,MWC,90,4,Georgia Tech,ACC,81,,9,3,,1.535714286,4,2.464285714
31-Mar-90,1990,5,Final Four,3,Duke,ACC,97,4,Arkansas,SEC,83,,14,1,,1.535714286,4,2.464285714
2-Apr-90,1990,6,Championship,1,UNLV,MWC,103,3,Duke,ACC,73,,30,2,,1.864285714,5,3.135714286
14-Mar-91,1991,1,East,15,Richmond,A10,73,2,Syracuse,BE,69,,4,-13,15 over 2,2.371428571,0,-2.371428571
14-Mar-91,1991,1,Midwest,14,Xavier,A10,89,3,Nebraska,B12,84,,5,-11,14 over 3,1.864285714,0,-1.864285714
14-Mar-91,1991,1,East,3,Oklahoma St.,B12,67,14,New Mexico,MWC,54,,13,11,,0.164285714,0,-0.164285714
14-Mar-91,1991,1,East,6,North Carolina St.,ACC,114,11,Southern Miss,CUSA,85,,29,5,,0.614285714,0,-0.614285714
14-Mar-91,1991,1,Midwest,2,Duke,ACC,102,15,Louisiana Monroe,Slnd,73,,29,13,,0.064285714,0,-0.064285714
14-Mar-91,1991,1,Midwest,7,Iowa,B10,76,10,East Tennessee St.,SC,73,,3,3,,0.621428571,0,-0.621428571
14-Mar-91,1991,1,Southeast,2,Indiana,B10,79,15,Coastal Carolina,BSth,69,,10,13,,0.064285714,0,-0.064285714
14-Mar-91,1991,1,Southeast,3,Kansas,B12,55,14,New Orleans,SB,49,,6,11,,0.164285714,0,-0.164285714
14-Mar-91,1991,1,Southeast,6,Pittsburgh,BE,76,11,Georgia,SEC,68,1 OT,8,5,,0.614285714,0,-0.614285714
14-Mar-91,1991,1,Southeast,7,Florida St.,ACC,75,10,USC,P10,72,,3,3,,0.621428571,0,-0.621428571
14-Mar-91,1991,1,West,2,Arizona,P10,93,15,St. Francis PA,NEC,80,,13,13,,0.064285714,0,-0.064285714
14-Mar-91,1991,1,West,3,Seton Hall,BE,71,14,Pepperdine,WCC,51,,20,11,,0.164285714,0,-0.164285714
14-Mar-91,1991,1,Midwest,11,Connecticut,BE,79,6,LSU,SEC,62,,17,-5,11 over 6,1.078571429,0,-1.078571429
14-Mar-91,1991,1,West,11,Creighton,MVC,64,6,New Mexico St.,SB,56,,8,-5,11 over 6,1.078571429,0,-1.078571429
14-Mar-91,1991,1,East,10,Temple,A10,80,7,Purdue,B10,63,,17,-3,10 over 7,0.9,0,-0.9
14-Mar-91,1991,1,West,10,BYU,MWC,61,7,Virginia,ACC,48,,13,-3,10 over 7,0.9,0,-0.9
15-Mar-91,1991,1,East,13,Penn St.,B10,74,4,UCLA,P10,69,,5,-9,13 over 4,1.535714286,0,-1.535714286
15-Mar-91,1991,1,East,1,North Carolina,ACC,101,16,Northeastern,AE,66,,35,15,,0.007142857,0,-0.007142857
15-Mar-91,1991,1,Midwest,1,Ohio St.,B10,97,16,Towson,CAA,86,,11,15,,0.007142857,0,-0.007142857
15-Mar-91,1991,1,Midwest,4,St. John's,BE,75,13,Northern Illinois,MAC,68,,7,9,,0.25,0,-0.25
15-Mar-91,1991,1,Midwest,5,Texas,B12,73,12,Saint Peter's,MAAC,65,,8,7,,0.514285714,0,-0.514285714
15-Mar-91,1991,1,Midwest,8,Georgia Tech,ACC,87,9,DePaul,CUSA,70,,17,1,,0.6,0,-0.6
15-Mar-91,1991,1,Southeast,1,Arkansas,SEC,117,16,Georgia St.,ASun,76,,41,15,,0.007142857,0,-0.007142857
15-Mar-91,1991,1,Southeast,4,Alabama,SEC,89,13,Murray St.,OVC,79,,10,9,,0.25,0,-0.25
15-Mar-91,1991,1,Southeast,5,Wake Forest,ACC,71,12,Louisiana Tech,WAC,65,,6,7,,0.514285714,0,-0.514285714
15-Mar-91,1991,1,Southeast,8,Arizona St.,P10,79,9,Rutgers,BE,76,,3,1,,0.6,0,-0.6
15-Mar-91,1991,1,West,1,UNLV,MWC,99,16,Montana,BSky,65,,34,15,,0.007142857,0,-0.007142857
15-Mar-91,1991,1,West,4,Utah,MWC,82,13,South Alabama,SB,72,,10,9,,0.25,0,-0.25
15-Mar-91,1991,1,West,5,Michigan St.,B10,60,12,Green Bay,Horz,58,,2,7,,0.514285714,0,-0.514285714
15-Mar-91,1991,1,West,8,Georgetown,BE,70,9,Vanderbilt,SEC,60,,10,1,,0.6,0,-0.6
15-Mar-91,1991,1,East,12,Eastern Michigan,MAC,76,5,Mississippi St.,SEC,56,,20,-7,12 over 5,1.107142857,0,-1.107142857
15-Mar-91,1991,1,East,9,Villanova,BE,50,8,Princeton,Ivy,48,,2,-1,,0.7,0,-0.7
16-Mar-91,1991,2,East,3,Oklahoma St.,B12,73,6,North Carolina St.,ACC,64,,9,3,,1.078571429,1,-0.078571429
16-Mar-91,1991,2,East,10,Temple,A10,77,15,Richmond,A10,64,,13,5,,0.064285714,1,0.935714286
16-Mar-91,1991,2,Midwest,2,Duke,ACC,85,7,Iowa,B10,70,,15,5,,0.9,1,0.1
16-Mar-91,1991,2,Midwest,11,Connecticut,BE,66,14,Xavier,A10,50,,16,3,,0.164285714,1,0.835714286
16-Mar-91,1991,2,Southeast,2,Indiana,B10,82,7,Florida St.,ACC,60,,22,5,,0.9,1,0.1
16-Mar-91,1991,2,Southeast,3,Kansas,B12,77,6,Pittsburgh,BE,66,,11,3,,1.078571429,1,-0.078571429
16-Mar-91,1991,2,West,2,Arizona,P10,76,10,BYU,MWC,61,,15,8,,0.621428571,1,0.378571429
16-Mar-91,1991,2,West,3,Seton Hall,BE,81,11,Creighton,MVC,69,,12,8,,0.614285714,1,0.385714286
17-Mar-91,1991,2,East,1,North Carolina,ACC,84,9,Villanova,BE,69,,15,8,,0.6,1,0.4
17-Mar-91,1991,2,East,12,Eastern Michigan,MAC,71,13,Penn St.,B10,68,1 OT,3,1,,0.25,1,0.75
17-Mar-91,1991,2,Midwest,1,Ohio St.,B10,65,8,Georgia Tech,ACC,61,,4,7,,0.7,1,0.3
17-Mar-91,1991,2,Midwest,4,St. John's,BE,84,5,Texas,B12,76,,8,1,,1.107142857,1,-0.107142857
17-Mar-91,1991,2,Southeast,1,Arkansas,SEC,97,8,Arizona St.,P10,90,,7,7,,0.7,1,0.3
17-Mar-91,1991,2,Southeast,4,Alabama,SEC,96,5,Wake Forest,ACC,88,,8,1,,1.107142857,1,-0.107142857
17-Mar-91,1991,2,West,1,UNLV,MWC,62,8,Georgetown,BE,54,,8,7,,0.7,1,0.3
17-Mar-91,1991,2,West,4,Utah,MWC,85,5,Michigan St.,B10,84,2 OT,1,1,,1.107142857,1,-0.107142857
