"Year","Round","Fseed","Favored","Fscore","Useed","Underdog","Uscore","Winner","PAKE.x","PASE.x","Season.x","NCAA.x","G.x","W.x","L.x","W.L..x","SRS.x","SOS.x","CW.x","CL.x","HW.x","HL.x","CW2.x","CL3.x","TmP.x","OppP.x","MP.x","FG.x","FGA.x","FG..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","ORB.x","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","AdjEM.x","AdjO.x","AdjD.x","AdjT.x","Luck.x","SoS.AdjEM.x","OppO.x","OppD.x","NCSOS.AdjEM.x","PAKE.y","PASE.y","Season.y","NCAA.y","G.y","W.y","L.y","W.L..y","SRS.y","SOS.y","CW.y","CL.y","HW.y","HL.y","CW2.y","CL3.y","TmP.y","OppP.y","MP.y","FG.y","FGA.y","FG..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","ORB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","AdjEM.y","AdjO.y","AdjD.y","AdjT.y","Luck.y","SoS.AdjEM.y","OppO.y","OppD.y","NCSOS.AdjEM.y"
2010,"2",2,"Villanova",68,10,"Saint Mary's",75,"Saint Mary's",2.9,1.1,"2009-10","NCAAT",33,25,8,0.758,16.72,7.75,13,5,12,2,6,4,2700,2404,1330,899,1962,0.458,252,676,0.373,650,861,0.755,441,1272,448,259,133,452,731,21.24,117.2,96,71.2,0.025,10.03,108.7,98.7,-0.91,-2.7,-1.9,"2009-10","NCAAT",34,28,6,0.824,13.38,2.2,11,3,14,2,9,2,2668,2258,1365,944,1950,0.484,284,699,0.406,496,652,0.761,370,1244,543,168,176,394,560,18.59,116.5,97.9,66.2,0.038,2.72,105.4,102.7,1.18
2010,"2",1,"Kentucky",90,9,"Wake Forest",60,"Kentucky",8.7,9.2,"2009-10","NCAAT",38,35,3,0.921,21.13,6.82,14,2,18,0,7,2,3012,2468,1535,1066,2228,0.478,231,697,0.331,649,971,0.668,538,1584,573,279,273,538,641,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,-3.5,-4.2,"2009-10","NCAAT",31,20,11,0.645,11.45,8.85,9,7,13,2,5,7,2257,2155,1270,811,1869,0.434,134,435,0.308,501,762,0.657,463,1306,369,221,162,471,624,14.12,107.1,93,68.7,0.067,10.51,107.4,96.9,-0.82
2010,"2",6,"Tennessee",83,14,"Ohio",68,"Tennessee",-0.2,-0.2,"2009-10","NCAAT",37,28,9,0.757,16.05,7.75,11,5,15,1,5,5,2720,2413,1485,991,2174,0.456,218,681,0.32,520,775,0.671,441,1353,530,290,136,490,733,18.5,108.9,90.4,67.5,0.082,8.67,107.4,98.7,-0.48,1.9,2.3,"2009-10","NCAAT",37,22,15,0.595,4.56,-0.03,7,9,13,4,5,9,2763,2569,1510,925,2153,0.43,278,759,0.366,635,883,0.719,443,1371,524,278,97,473,696,8.25,107.3,99,68.8,-0.068,0.76,103.1,102.3,-0.9
2010,"2",3,"Baylor",76,11,"Old Dominion",68,"Baylor",0.3,0.1,"2009-10","NCAAT",36,28,8,0.778,17.97,8.03,11,5,15,1,6,4,2771,2362,1450,993,2040,0.487,255,662,0.385,530,731,0.725,443,1408,508,237,242,491,639,24.95,119.2,94.3,64.5,-0.021,10.59,108.3,97.7,-2.79,-1.3,-1.4,"2009-10","NCAAT",36,27,9,0.75,11.39,1.78,15,3,15,0,9,6,2415,2069,1445,922,2061,0.447,166,523,0.317,405,625,0.648,540,1394,554,282,105,457,560,17.51,107.8,90.3,62.6,0.009,3.17,105,101.9,6.16
2010,"2",2,"Kansas St.",84,7,"BYU",72,"Kansas St.",0,-0.7,"2009-10","NCAAT",37,29,8,0.784,19.88,10.28,11,5,13,3,7,2,2949,2584,1500,981,2182,0.45,253,703,0.36,734,1098,0.668,559,1437,541,274,187,529,828,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37,-5.2,-4.2,"2009-10","NCAAT",36,30,6,0.833,18.82,3,13,3,15,1,10,4,2992,2392,1450,1025,2120,0.483,292,700,0.417,650,823,0.79,367,1332,567,307,126,417,621,23.27,117.3,94,71.1,0.012,3.88,104.9,101,-0.03
2010,"2",5,"Butler",54,13,"Murray St.",52,"Butler",9.2,11,"2009-10","NCAAT",38,33,5,0.868,14.37,5.08,18,0,15,0,12,1,2611,2258,1525,845,1911,0.442,260,761,0.342,661,896,0.738,353,1241,464,267,86,456,685,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11,-0.5,-0.2,"2009-10","NCAAT",36,31,5,0.861,8.69,-3.89,17,1,15,0,11,4,2753,2175,1440,978,1961,0.499,226,599,0.377,571,821,0.695,439,1319,556,347,196,527,618,15.06,109,94,65.6,-0.011,-5.78,100.2,106,-5.24
2010,"2",4,"Wisconsin",69,12,"Cornell",87,"Cornell",3.9,7.7,"2009-10","NCAAT",33,24,9,0.727,17.84,7.66,13,5,16,1,5,5,2214,1878,1330,776,1750,0.443,246,690,0.357,416,568,0.732,320,1056,412,187,113,289,537,23.56,115.2,91.6,59.2,-0.013,8.69,107.9,99.2,1.01,1.1,1.2,"2009-10","NCAAT",34,29,5,0.853,8.76,-0.91,13,1,11,1,13,3,2596,2192,1370,913,1894,0.482,326,759,0.43,393,538,0.73,349,1149,543,243,122,414,598,15.92,117.4,101.5,63.9,0.068,-0.66,101.2,101.9,4.12
2010,"2",6,"Xavier",71,3,"Pittsburgh",68,"Xavier",4,3.4,"2009-10","NCAAT",35,26,9,0.743,16.23,5.94,14,2,15,0,7,5,2793,2433,1445,961,2082,0.462,250,664,0.377,621,873,0.711,444,1415,494,235,132,452,662,20.87,115.5,94.6,68.9,0.01,8.04,106.2,98.2,7.27,-6.7,-5.7,"2009-10","NCAAT",34,25,9,0.735,14.3,7.39,13,5,17,1,5,4,2336,2101,1390,809,1811,0.447,181,526,0.344,537,775,0.693,420,1269,536,177,139,421,594,18.66,111.4,92.8,61.3,0.041,7.87,107.7,99.8,-2.76
2010,"2",2,"West Virginia",68,10,"Missouri",59,"West Virginia",3,4.3,"2009-10","NCAAT",38,31,7,0.816,19.16,10.26,13,5,12,2,7,4,2752,2414,1545,942,2190,0.43,257,762,0.337,611,868,0.704,585,1467,589,213,155,451,686,25.54,117.2,91.7,62.6,0.057,12.58,110,97.5,5.45,-0.7,-0.6,"2009-10","NCAAT",34,23,11,0.676,17.39,6.36,10,6,16,2,4,6,2627,2252,1370,926,2104,0.44,258,701,0.368,517,714,0.724,441,1200,522,371,160,432,656,19.99,111.5,91.5,68.8,-0.035,8.17,107.1,98.9,-6.1
2010,"2",2,"Ohio St.",75,10,"Georgia Tech",66,"Ohio St.",-3.2,-2.8,"2009-10","NCAAT",37,29,8,0.784,19.49,7.37,14,4,17,1,6,5,2740,2274,1490,983,1999,0.492,276,708,0.39,498,716,0.696,325,1234,545,262,157,413,565,24.99,117.5,92.5,64.6,0.007,7.88,106.3,98.4,-2.92,1.3,2.1,"2009-10","NCAAT",36,23,13,0.639,14.11,9.02,7,9,14,2,3,8,2621,2365,1445,948,2064,0.459,213,587,0.363,512,779,0.657,464,1430,508,288,190,574,670,18.22,109.2,91,68.2,-0.034,10.94,107.4,96.4,-2.46
2010,"2",1,"Duke",68,8,"California",53,"Duke",-1.8,-5.1,"2009-10","NCAAT",40,35,5,0.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,0.442,301,782,0.385,682,899,0.759,569,1560,555,266,162,429,722,33.29,121,87.7,64.7,0.009,11.53,107.9,96.4,2.5,-2.6,-3,"2009-10","NCAAT",35,24,11,0.686,17.29,8.26,13,5,15,1,6,6,2703,2387,1405,966,2028,0.476,228,609,0.374,543,717,0.757,395,1241,500,198,86,421,593,22.15,119.6,97.4,67.1,-0.043,9.03,106.5,97.5,8.46
2010,"2",4,"Purdue",63,5,"Texas A&M",61,"Purdue",1.3,3,"2009-10","NCAAT",35,29,6,0.829,17.52,8.81,14,4,15,3,8,2,2467,2144,1405,867,1957,0.443,187,588,0.318,546,755,0.723,351,1170,493,248,162,381,651,22.05,109.8,87.7,66.2,0.07,8.81,107.8,99,-1.26,0.8,1.6,"2009-10","NCAAT",34,24,10,0.706,15.24,9.8,11,5,15,1,5,5,2426,2192,1370,813,1846,0.44,210,626,0.335,590,892,0.661,400,1252,417,223,113,417,619,21.33,112.6,91.2,64.3,-0.005,11.51,109.4,97.9,0.15
2010,"2",1,"Syracuse",87,8,"Gonzaga",65,"Syracuse",7.7,6,"2009-10","NCAAT",35,30,5,0.857,21.72,7.21,15,3,17,2,8,1,2832,2324,1400,1042,2021,0.516,244,624,0.391,504,745,0.677,417,1337,673,336,221,532,515,27.62,118.5,90.9,68.7,-0.008,8.62,108.5,99.8,-2.96,2.2,1.5,"2009-10","NCAAT",34,27,7,0.794,12.11,3.83,12,2,14,1,6,3,2614,2291,1375,912,1856,0.491,182,516,0.353,608,916,0.664,358,1286,456,227,142,444,614,16.14,112.3,96.1,67.5,0.079,3.42,105.5,102.1,4.43
2010,"2",4,"Maryland",83,5,"Michigan St.",85,"Michigan St.",2.7,2.8,"2009-10","NCAAT",33,24,9,0.727,17.75,7.95,13,3,15,1,7,3,2629,2254,1335,966,2052,0.471,195,510,0.382,502,689,0.729,421,1270,545,256,154,383,554,22.37,118.3,95.9,68.7,-0.023,8.87,106.7,97.8,-4.35,11.2,14,"2009-10","NCAAT",37,28,9,0.757,15.33,8.17,14,4,15,2,8,4,2658,2361,1485,974,2068,0.471,187,543,0.344,523,764,0.685,487,1426,606,242,123,514,666,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94
2010,"3",1,"Syracuse",59,5,"Butler",63,"Butler",7.7,6,"2009-10","NCAAT",35,30,5,0.857,21.72,7.21,15,3,17,2,8,1,2832,2324,1400,1042,2021,0.516,244,624,0.391,504,745,0.677,417,1337,673,336,221,532,515,27.62,118.5,90.9,68.7,-0.008,8.62,108.5,99.8,-2.96,9.2,11,"2009-10","NCAAT",38,33,5,0.868,14.37,5.08,18,0,15,0,12,1,2611,2258,1525,845,1911,0.442,260,761,0.342,661,896,0.738,353,1241,464,267,86,456,685,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11
2010,"3",1,"Kentucky",62,12,"Cornell",45,"Kentucky",8.7,9.2,"2009-10","NCAAT",38,35,3,0.921,21.13,6.82,14,2,18,0,7,2,3012,2468,1535,1066,2228,0.478,231,697,0.331,649,971,0.668,538,1584,573,279,273,538,641,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,1.1,1.2,"2009-10","NCAAT",34,29,5,0.853,8.76,-0.91,13,1,11,1,13,3,2596,2192,1370,913,1894,0.482,326,759,0.43,393,538,0.73,349,1149,543,243,122,414,598,15.92,117.4,101.5,63.9,0.068,-0.66,101.2,101.9,4.12
2010,"3",2,"West Virginia",69,11,"Washington",56,"West Virginia",3,4.3,"2009-10","NCAAT",38,31,7,0.816,19.16,10.26,13,5,12,2,7,4,2752,2414,1545,942,2190,0.43,257,762,0.337,611,868,0.704,585,1467,589,213,155,451,686,25.54,117.2,91.7,62.6,0.057,12.58,110,97.5,5.45,0.7,0.2,"2009-10","NCAAT",36,26,10,0.722,15.64,7.49,11,7,17,2,4,6,2851,2519,1445,1004,2212,0.454,191,568,0.336,652,905,0.72,476,1364,515,264,151,460,766,18.19,111.7,93.6,71.7,0.029,6.97,106.7,99.7,1.13
2010,"3",2,"Kansas St.",101,6,"Xavier",96,"Kansas St.",0,-0.7,"2009-10","NCAAT",37,29,8,0.784,19.88,10.28,11,5,13,3,7,2,2949,2584,1500,981,2182,0.45,253,703,0.36,734,1098,0.668,559,1437,541,274,187,529,828,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37,4,3.4,"2009-10","NCAAT",35,26,9,0.743,16.23,5.94,14,2,15,0,7,5,2793,2433,1445,961,2082,0.462,250,664,0.377,621,873,0.711,444,1415,494,235,132,452,662,20.87,115.5,94.6,68.9,0.01,8.04,106.2,98.2,7.27
2010,"3",2,"Ohio St.",73,6,"Tennessee",76,"Tennessee",-3.2,-2.8,"2009-10","NCAAT",37,29,8,0.784,19.49,7.37,14,4,17,1,6,5,2740,2274,1490,983,1999,0.492,276,708,0.39,498,716,0.696,325,1234,545,262,157,413,565,24.99,117.5,92.5,64.6,0.007,7.88,106.3,98.4,-2.92,-0.2,-0.2,"2009-10","NCAAT",37,28,9,0.757,16.05,7.75,11,5,15,1,5,5,2720,2413,1485,991,2174,0.456,218,681,0.32,520,775,0.671,441,1353,530,290,136,490,733,18.5,108.9,90.4,67.5,0.082,8.67,107.4,98.7,-0.48
2010,"3",5,"Michigan St.",59,9,"Northern Iowa",52,"Michigan St.",11.2,14,"2009-10","NCAAT",37,28,9,0.757,15.33,8.17,14,4,15,2,8,4,2658,2361,1485,974,2068,0.471,187,543,0.344,523,764,0.685,487,1426,606,242,123,514,666,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94,-0.6,-0.2,"2009-10","NCAAT",35,30,5,0.857,12.03,4.27,15,3,14,0,9,3,2216,1929,1400,747,1741,0.429,233,659,0.354,489,645,0.758,333,1130,367,198,70,372,556,18.87,109.6,90.8,58.9,0.034,4.08,105.7,101.6,-1.58
2010,"3",1,"Duke",70,4,"Purdue",57,"Duke",-1.8,-5.1,"2009-10","NCAAT",40,35,5,0.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,0.442,301,782,0.385,682,899,0.759,569,1560,555,266,162,429,722,33.29,121,87.7,64.7,0.009,11.53,107.9,96.4,2.5,1.3,3,"2009-10","NCAAT",35,29,6,0.829,17.52,8.81,14,4,15,3,8,2,2467,2144,1405,867,1957,0.443,187,588,0.318,546,755,0.723,351,1170,493,248,162,381,651,22.05,109.8,87.7,66.2,0.07,8.81,107.8,99,-1.26
2010,"3",3,"Baylor",72,10,"Saint Mary's",49,"Baylor",0.3,0.1,"2009-10","NCAAT",36,28,8,0.778,17.97,8.03,11,5,15,1,6,4,2771,2362,1450,993,2040,0.487,255,662,0.385,530,731,0.725,443,1408,508,237,242,491,639,24.95,119.2,94.3,64.5,-0.021,10.59,108.3,97.7,-2.79,-2.7,-1.9,"2009-10","NCAAT",34,28,6,0.824,13.38,2.2,11,3,14,2,9,2,2668,2258,1365,944,1950,0.484,284,699,0.406,496,652,0.761,370,1244,543,168,176,394,560,18.59,116.5,97.9,66.2,0.038,2.72,105.4,102.7,1.18
2010,"4",2,"Kansas St.",56,5,"Butler",63,"Butler",0,-0.7,"2009-10","NCAAT",37,29,8,0.784,19.88,10.28,11,5,13,3,7,2,2949,2584,1500,981,2182,0.45,253,703,0.36,734,1098,0.668,559,1437,541,274,187,529,828,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37,9.2,11,"2009-10","NCAAT",38,33,5,0.868,14.37,5.08,18,0,15,0,12,1,2611,2258,1525,845,1911,0.442,260,761,0.342,661,896,0.738,353,1241,464,267,86,456,685,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11
2010,"4",1,"Kentucky",66,2,"West Virginia",73,"West Virginia",8.7,9.2,"2009-10","NCAAT",38,35,3,0.921,21.13,6.82,14,2,18,0,7,2,3012,2468,1535,1066,2228,0.478,231,697,0.331,649,971,0.668,538,1584,573,279,273,538,641,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,3,4.3,"2009-10","NCAAT",38,31,7,0.816,19.16,10.26,13,5,12,2,7,4,2752,2414,1545,942,2190,0.43,257,762,0.337,611,868,0.704,585,1467,589,213,155,451,686,25.54,117.2,91.7,62.6,0.057,12.58,110,97.5,5.45
2010,"4",5,"Michigan St.",70,6,"Tennessee",69,"Michigan St.",11.2,14,"2009-10","NCAAT",37,28,9,0.757,15.33,8.17,14,4,15,2,8,4,2658,2361,1485,974,2068,0.471,187,543,0.344,523,764,0.685,487,1426,606,242,123,514,666,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94,-0.2,-0.2,"2009-10","NCAAT",37,28,9,0.757,16.05,7.75,11,5,15,1,5,5,2720,2413,1485,991,2174,0.456,218,681,0.32,520,775,0.671,441,1353,530,290,136,490,733,18.5,108.9,90.4,67.5,0.082,8.67,107.4,98.7,-0.48
2010,"4",1,"Duke",78,3,"Baylor",71,"Duke",-1.8,-5.1,"2009-10","NCAAT",40,35,5,0.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,0.442,301,782,0.385,682,899,0.759,569,1560,555,266,162,429,722,33.29,121,87.7,64.7,0.009,11.53,107.9,96.4,2.5,0.3,0.1,"2009-10","NCAAT",36,28,8,0.778,17.97,8.03,11,5,15,1,6,4,2771,2362,1450,993,2040,0.487,255,662,0.385,530,731,0.725,443,1408,508,237,242,491,639,24.95,119.2,94.3,64.5,-0.021,10.59,108.3,97.7,-2.79
2010,"5",1,"Duke",78,2,"West Virginia",57,"Duke",-1.8,-5.1,"2009-10","NCAAT",40,35,5,0.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,0.442,301,782,0.385,682,899,0.759,569,1560,555,266,162,429,722,33.29,121,87.7,64.7,0.009,11.53,107.9,96.4,2.5,3,4.3,"2009-10","NCAAT",38,31,7,0.816,19.16,10.26,13,5,12,2,7,4,2752,2414,1545,942,2190,0.43,257,762,0.337,611,868,0.704,585,1467,589,213,155,451,686,25.54,117.2,91.7,62.6,0.057,12.58,110,97.5,5.45
2010,"5",5,"Butler",52,5,"Michigan St.",50,"Butler",9.2,11,"2009-10","NCAAT",38,33,5,0.868,14.37,5.08,18,0,15,0,12,1,2611,2258,1525,845,1911,0.442,260,761,0.342,661,896,0.738,353,1241,464,267,86,456,685,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11,11.2,14,"2009-10","NCAAT",37,28,9,0.757,15.33,8.17,14,4,15,2,8,4,2658,2361,1485,974,2068,0.471,187,543,0.344,523,764,0.685,487,1426,606,242,123,514,666,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94
2010,"6",1,"Duke",61,5,"Butler",59,"Duke",-1.8,-5.1,"2009-10","NCAAT",40,35,5,0.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,0.442,301,782,0.385,682,899,0.759,569,1560,555,266,162,429,722,33.29,121,87.7,64.7,0.009,11.53,107.9,96.4,2.5,9.2,11,"2009-10","NCAAT",38,33,5,0.868,14.37,5.08,18,0,15,0,12,1,2611,2258,1525,845,1911,0.442,260,761,0.342,661,896,0.738,353,1241,464,267,86,456,685,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11
2011,"PI",12,"Clemson",70,12,"UAB",52,"Clemson",-3.6,-2.6,"2010-11","NCAAT",34,22,12,0.647,13.76,6.58,9,7,15,2,3,7,2330,2086,1370,810,1827,0.443,217,630,0.344,493,703,0.701,384,1177,445,272,161,449,624,18.16,109.6,91.5,63.9,-0.087,6.99,106.7,99.7,-2.81,1.9,2,"2010-11","NCAAT",31,22,9,0.71,8.55,2.78,12,4,13,2,8,5,2119,1940,1270,756,1725,0.438,239,698,0.342,368,513,0.717,352,1109,420,164,97,387,514,11.64,108.8,97.2,61.8,0.025,2.16,104.3,102.1,-2.02
2011,"PI",16,"UNC Asheville",81,16,"Arkansas Little Rock",77,"UNC Asheville",-0.3,-0.1,"2010-11","NCAAT",34,20,14,0.588,-0.69,-2.89,11,7,10,5,8,8,2506,2333,1390,881,1950,0.452,168,515,0.326,576,810,0.711,400,1213,492,310,152,506,664,1.91,101.9,100,67.4,-0.011,-3.97,101.1,105.1,7.07,NA,NA,"2010-11","NCAAT",36,19,17,0.528,-4.32,-2.97,7,9,10,5,3,10,2457,2426,1455,825,1938,0.426,242,615,0.393,565,819,0.69,377,1204,433,212,89,428,740,-4.53,101.1,105.6,64.1,0.032,-3.85,102.2,106.1,0.85
2011,"PI",16,"UTSA",70,16,"Alabama St.",61,"UTSA",-0.1,0,"2010-11","NCAAT",34,20,14,0.588,-5.8,-4.93,9,7,11,3,5,10,2384,2363,1360,802,1871,0.429,234,667,0.351,546,774,0.705,362,1186,430,240,76,461,657,-5.32,101.8,107.1,66.7,0.085,-5.71,100.3,106.1,-1.85,0,0,"2010-11","NCAAT",35,17,18,0.486,-13.37,-10.31,11,7,10,3,4,14,2146,2234,1410,728,1841,0.395,165,583,0.283,525,870,0.603,460,1271,404,255,163,551,777,-13.19,92.8,106,63.6,0.032,-11.26,94.9,106.1,6.29
2011,"PI",11,"VCU",59,11,"USC",46,"VCU",0.2,0.3,"2010-11","NCAAT",40,28,12,0.7,8.56,3.78,12,6,11,3,8,6,2864,2673,1620,968,2228,0.434,339,917,0.37,589,824,0.715,428,1292,583,328,140,452,735,13.49,112,98.5,65.6,0.021,4.79,105.8,101,2.26,0.7,0.3,"2010-11","NCAAT",34,19,15,0.559,11.52,7.97,10,8,12,4,5,8,2252,2131,1365,813,1832,0.444,204,577,0.354,422,648,0.651,340,1153,402,199,104,390,589,13.29,107.9,94.6,61.7,-0.05,7.56,107.8,100.2,2.66
2011,"1",4,"Louisville",61,13,"Morehead St.",62,"Morehead St.",1.1,3.7,"2010-11","NCAAT",35,25,10,0.714,18.6,8.2,12,6,19,2,4,6,2623,2259,1425,949,2097,0.453,309,854,0.362,416,627,0.663,434,1272,608,327,175,459,671,22.26,111.4,89.2,66.8,-0.037,8.77,108.3,99.5,-5.13,0.7,0.7,"2010-11","NCAAT",35,25,10,0.714,2.81,-3.13,13,5,14,1,8,8,2412,2162,1414,851,1874,0.454,204,601,0.339,506,751,0.674,484,1311,424,300,110,525,653,7.01,105.6,98.6,63.4,0.023,-2.89,102.2,105.1,2.66
2011,"1",5,"Vanderbilt",66,12,"Richmond",69,"Richmond",-1.5,-3.1,"2010-11","NCAAT",34,23,11,0.676,15.1,6.86,9,7,14,3,5,5,2581,2301,1375,848,1853,0.458,263,708,0.371,622,837,0.743,370,1255,454,175,162,441,552,17.33,116.6,99.2,66.1,-0.05,6.66,106.5,99.8,2.52,0.4,0.6,"2010-11","NCAAT",37,29,8,0.784,11.23,2.79,13,3,12,3,10,3,2577,2265,1490,922,2007,0.459,287,735,0.39,446,649,0.687,344,1222,548,220,155,383,587,16.01,112.6,96.5,62.1,0.052,3.11,104.8,101.7,1
2011,"1",11,"Gonzaga",86,6,"St. John's",71,"Gonzaga",2.2,1.5,"2010-11","NCAAT",35,25,10,0.714,13.86,4.01,11,3,14,2,6,4,2684,2307,1410,932,1947,0.479,203,548,0.37,617,810,0.762,398,1314,542,254,132,474,649,16.45,112.1,95.6,66.1,-0.007,3.82,106.4,102.6,4.5,-2,-3.6,"2010-11","NCAAT",33,21,12,0.636,13.1,10.01,12,6,12,3,5,7,2313,2211,1325,807,1773,0.455,143,427,0.335,556,783,0.71,354,1068,417,266,94,408,626,15.87,111.2,95.3,66,0.047,10.98,110,99,1.69
2011,"1",4,"Kentucky",59,13,"Princeton",57,"Kentucky",8.7,9.2,"2010-11","NCAAT",38,29,9,0.763,20.3,8.91,10,6,15,0,3,7,2845,2412,1525,1002,2183,0.459,281,707,0.397,560,789,0.71,445,1420,482,211,239,406,601,25.82,117.8,92,65,-0.044,9.81,108.4,98.5,4.46,-0.9,-1,"2010-11","NCAAT",32,25,7,0.781,3.71,-1.61,13,2,12,0,10,5,2215,2017,1305,788,1696,0.465,193,531,0.363,446,609,0.732,315,1105,427,191,134,389,551,9.09,107.2,98.1,62.6,0.091,-0.72,104,104.7,0.33
2011,"1",5,"West Virginia",84,12,"Clemson",76,"West Virginia",3,4.3,"2010-11","NCAAT",33,21,12,0.636,16.15,11.03,11,7,12,2,4,6,2303,2134,1320,783,1826,0.429,206,611,0.337,531,747,0.711,469,1227,491,154,136,397,598,20.11,114.9,94.8,62.5,-0.018,12.7,111,98.3,7.1,-3.6,-2.6,"2010-11","NCAAT",34,22,12,0.647,13.76,6.58,9,7,15,2,3,7,2330,2086,1370,810,1827,0.443,217,630,0.344,493,703,0.701,384,1177,445,272,161,449,624,18.16,109.6,91.5,63.9,-0.087,6.99,106.7,99.7,-2.81
2011,"1",1,"Pittsburgh",74,16,"UNC Asheville",51,"Pittsburgh",-6.7,-5.7,"2010-11","NCAAT",34,28,6,0.824,20.82,7.85,15,3,17,1,7,2,2514,2073,1365,886,1866,0.475,202,512,0.395,540,805,0.671,484,1359,595,160,111,397,610,27.08,120.6,93.5,61.8,-0.023,8.17,107.6,99.4,-3.68,-0.3,-0.1,"2010-11","NCAAT",34,20,14,0.588,-0.69,-2.89,11,7,10,5,8,8,2506,2333,1390,881,1950,0.452,168,515,0.326,576,810,0.711,400,1213,492,310,152,506,664,1.91,101.9,100,67.4,-0.011,-3.97,101.1,105.1,7.07
2011,"1",2,"Florida",79,15,"UC Santa Barbara",51,"Florida",8.6,11.3,"2010-11","NCAAT",37,29,8,0.784,16.27,7.57,13,3,14,3,8,2,2667,2345,1515,968,2083,0.465,233,661,0.352,498,744,0.669,467,1384,521,221,131,452,545,20.61,115.8,95.2,62.5,0.038,7.73,106.8,99.1,1.55,-0.6,-0.3,"2010-11","NCAAT",32,18,14,0.563,1.22,0.12,8,8,9,4,5,8,2170,2105,1295,742,1636,0.454,227,611,0.372,459,610,0.752,277,1038,457,233,133,456,611,3.15,103.7,100.5,64.1,0.002,0.29,104.1,103.9,6.12
2011,"1",3,"BYU",74,14,"Wofford",66,"BYU",-5.2,-4.2,"2010-11","NCAAT",37,32,5,0.865,18.65,5.76,14,2,13,1,10,1,3012,2512,1495,1019,2267,0.449,312,865,0.361,662,865,0.765,420,1425,538,298,150,404,647,23.22,117.5,94.3,70.2,0.055,7.04,106.8,99.8,3.59,-1.2,-0.9,"2010-11","NCAAT",34,21,13,0.618,4.35,-1.21,14,4,8,4,8,6,2502,2313,1390,883,1853,0.477,197,493,0.4,539,778,0.693,372,1108,487,227,86,404,654,8.17,112.3,104.2,63.2,-0.024,-0.59,104,104.6,6.96
2011,"1",4,"Wisconsin",72,13,"Belmont",58,"Wisconsin",3.9,7.7,"2010-11","NCAAT",34,25,9,0.735,18.77,9.42,13,5,16,0,5,6,2310,1992,1370,798,1808,0.441,278,744,0.374,436,533,0.818,355,1088,442,121,105,258,522,25.84,122.3,96.5,56.9,-0.003,10.81,110,99.2,-3.58,-2.6,-1.9,"2010-11","NCAAT",35,30,5,0.857,13.07,-4.42,19,1,12,0,12,4,2790,2178,1410,944,2045,0.462,327,864,0.378,575,781,0.736,451,1258,575,338,118,480,729,18.48,112.6,94.1,68.4,-0.006,-4.71,100.5,105.2,-1.05
2011,"1",5,"Kansas St.",73,12,"Utah St.",68,"Kansas St.",0,-0.7,"2010-11","NCAAT",34,23,11,0.676,14.59,8.41,10,6,16,1,5,5,2477,2249,1360,849,1939,0.438,237,631,0.376,542,828,0.655,490,1280,474,208,154,498,692,17.42,111.1,93.6,66.4,0.01,9.23,108.5,99.3,0.73,-4.1,-3.1,"2010-11","NCAAT",34,30,4,0.882,13.23,0.5,15,1,17,0,11,3,2449,1995,1370,840,1788,0.47,206,562,0.367,563,764,0.737,363,1266,500,162,110,402,591,19.32,111.2,91.8,62.4,0.033,-0.29,103.8,104.1,-2.4
2011,"1",10,"Michigan St.",76,7,"UCLA",78,"UCLA",11.2,14,"2010-11","NCAAT",34,19,15,0.559,13.7,11.67,9,9,12,3,3,8,2338,2263,1375,817,1894,0.431,220,620,0.355,484,691,0.7,407,1256,509,219,167,454,648,15.08,109.5,94.4,65,0.01,13.7,111,97.3,6.7,8.3,7.9,"2010-11","NCAAT",34,23,11,0.676,11.7,7.93,13,5,16,2,5,5,2382,2254,1375,830,1824,0.455,173,529,0.327,549,808,0.679,405,1265,493,186,198,502,594,13.57,108.7,95.1,65.5,0.033,6.92,107.3,100.4,0.26
