"Year","Round","Fseed","Favored","Fscore","Useed","Underdog","Uscore","Winner","PAKE.x","PASE.x","Season.x","NCAA.x","G.x","W.x","L.x","W.L..x","SRS.x","SOS.x","CW.x","CL.x","HW.x","HL.x","CW2.x","CL3.x","TmP.x","OppP.x","MP.x","FG.x","FGA.x","FG..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","ORB.x","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","AdjEM.x","AdjO.x","AdjD.x","AdjT.x","Luck.x","SoS.AdjEM.x","OppO.x","OppD.x","NCSOS.AdjEM.x","PAKE.y","PASE.y","Season.y","NCAA.y","G.y","W.y","L.y","W.L..y","SRS.y","SOS.y","CW.y","CL.y","HW.y","HL.y","CW2.y","CL3.y","TmP.y","OppP.y","MP.y","FG.y","FGA.y","FG..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","ORB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","AdjEM.y","AdjO.y","AdjD.y","AdjT.y","Luck.y","SoS.AdjEM.y","OppO.y","OppD.y","NCSOS.AdjEM.y"
2004,"2",1,"Duke",90,8,"Seton Hall",62,"Duke",-1.8,-5.1,"2003-04","NCAAT",37,31,6,0.838,25.67,10.86,13,3,14,1,8,2,2954,2406,1490,1018,2161,0.471,263,722,0.364,655,890,0.736,474,1351,536,340,240,511,699,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,-0.7,-0.9,"2003-04","NCAAT",31,21,10,0.677,14.28,7.78,10,6,13,2,6,5,2228,2028,1250,806,1759,0.458,181,521,0.347,435,609,0.714,359,1134,406,207,95,403,573,17.35,112.3,95,65.4,-0.004,7.85,107.2,99.4,-1.14
2004,"2",6,"North Carolina",75,3,"Texas",78,"Texas",11.7,9.1,"2003-04","NCAAT",30,19,11,0.633,19.4,12.04,8,8,12,3,4,7,2464,2243,1225,877,1912,0.459,195,554,0.352,515,749,0.688,460,1189,538,287,120,462,556,23.23,117.4,94.1,70.9,-0.091,13.85,110.2,96.4,2.76,-4.1,-3.4,"2003-04","NCAAT",33,25,8,0.758,18.52,8.4,12,4,15,1,6,3,2529,2195,1335,904,2046,0.442,227,610,0.372,494,726,0.68,517,1355,447,219,125,388,645,21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8
2004,"2",2,"Connecticut",72,7,"DePaul",55,"Connecticut",11.7,11.5,"2003-04","NCAAT",39,33,6,0.846,22.64,7.77,12,4,17,1,6,4,3073,2493,1565,1154,2403,0.48,249,619,0.402,516,828,0.623,586,1742,681,233,315,532,624,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,-0.3,-0.5,"2003-04","NCAAT",32,22,10,0.688,9.06,6.38,12,4,11,4,7,5,2257,2171,1300,813,1755,0.463,163,450,0.362,468,671,0.697,382,1159,437,176,74,422,562,11.36,113,101.6,63.2,0.091,5.83,106.4,100.6,-0.62
2004,"2",4,"Maryland",70,5,"Syracuse",72,"Syracuse",2.7,2.8,"2003-04","NCAAT",32,20,12,0.625,16.96,11.68,7,9,12,4,6,5,2477,2308,1300,891,2021,0.441,165,490,0.337,530,840,0.631,485,1322,451,274,215,485,631,19.81,110.9,91.1,71.1,-0.009,14.09,112.1,98,-1.13,7.7,6,"2003-04","NCAAT",31,23,8,0.742,13.06,7.61,11,5,14,3,6,3,2265,2096,1245,847,1827,0.464,141,430,0.328,430,669,0.643,423,1180,465,235,205,396,554,16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61
2004,"2",1,"Kentucky",75,9,"UAB",76,"UAB",8.7,9.2,"2003-04","NCAAT",32,27,5,0.844,18.83,8.55,13,3,11,2,7,2,2365,2036,NA,862,1828,0.472,204,572,0.357,437,627,0.697,371,1160,504,249,110,468,584,23.35,113.5,90.1,66.1,0.031,8.97,108.3,99.3,3.47,1.9,2,"2003-04","NCAAT",32,22,10,0.688,11.76,5.63,12,4,14,1,5,5,2414,2218,1285,882,2006,0.44,213,646,0.33,437,656,0.666,401,1119,564,371,115,431,681,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6
2004,"2",2,"Mississippi St.",74,7,"Xavier",89,"Xavier",-3.9,-4,"2003-04","NCAAT",30,26,4,0.867,16.78,6.08,14,2,12,2,12,0,2318,1997,1220,822,1766,0.465,198,559,0.354,476,717,0.664,444,1231,416,280,132,458,489,21.74,114.7,92.9,68.1,0.021,6.38,106.3,99.9,-1.89,4,3.4,"2003-04","NCAAT",37,26,11,0.703,13.84,5.84,10,6,13,3,6,6,2635,2339,1485,908,2058,0.441,284,756,0.376,535,777,0.689,439,1327,494,252,87,459,619,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75
2004,"2",2,"Oklahoma St.",70,7,"Memphis",53,"Oklahoma St.",-2.6,-2.7,"2003-04","NCAAT",35,31,4,0.886,20.85,7.23,14,2,15,0,7,2,2698,2188,NA,1002,1953,0.513,166,441,0.376,528,760,0.695,393,1253,561,271,128,468,655,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,1,-0.2,"2003-04","NCAAT",30,22,8,0.733,13.06,5.96,12,4,15,0,6,5,2172,1959,1200,736,1751,0.42,259,722,0.359,441,671,0.657,402,1139,425,218,150,383,543,16.17,111.8,95.6,66.6,0.012,5.55,105.7,100.2,1.83
2004,"2",3,"Pittsburgh",59,6,"Wisconsin",55,"Pittsburgh",-6.7,-5.7,"2003-04","NCAAT",36,31,5,0.861,18.2,6.49,13,3,19,1,7,2,2446,2031,1465,904,1921,0.471,150,490,0.306,488,748,0.652,466,1320,523,215,169,455,532,25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2,3.9,7.7,"2003-04","NCAAT",32,25,7,0.781,18.96,7.49,12,4,15,0,5,6,2190,1823,1290,754,1687,0.447,190,564,0.337,492,684,0.719,347,1049,425,220,90,320,493,25.74,116,90.3,60.7,-0.001,8.34,108,99.7,3.63
2004,"2",3,"Georgia Tech",57,6,"Boston College",54,"Georgia Tech",1.3,2.1,"2003-04","NCAAT",38,28,10,0.737,20.66,11.21,9,7,13,3,8,5,2911,2552,NA,1029,2213,0.465,267,729,0.366,586,847,0.692,429,1422,579,338,172,578,795,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,-0.9,-2.4,"2003-04","NCAAT",34,24,10,0.706,11.99,7.17,10,6,13,3,5,5,2312,2148,1380,819,1799,0.455,128,393,0.326,546,804,0.679,425,1224,543,241,102,457,537,15.42,110.5,95.1,62.6,0.045,7.21,106.2,99,-2.14
2004,"2",4,"Kansas",78,12,"Pacific",63,"Kansas",4.7,-0.2,"2003-04","NCAAT",33,24,9,0.727,17.1,9.44,12,4,13,1,5,5,2503,2218,1330,895,1923,0.465,188,562,0.335,525,743,0.707,409,1303,572,232,165,485,661,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,0.4,0.5,"2003-04","NCAAT",33,25,8,0.758,5.76,0.95,17,1,12,1,9,4,2272,2097,1330,764,1633,0.468,195,546,0.357,549,746,0.736,304,1101,478,194,103,471,561,8.93,108.6,99.7,63.6,0.096,0.28,103.4,103.1,3.56
2004,"2",3,"North Carolina St.",73,6,"Vanderbilt",75,"Vanderbilt",-0.4,1.3,"2003-04","NCAAT",31,21,10,0.677,18.45,10.61,11,5,15,3,5,6,2261,2018,1245,760,1688,0.45,260,753,0.345,481,602,0.799,317,1046,454,208,69,420,576,23.98,119.1,95.1,62.1,-0.072,12.81,109.5,96.7,-0.59,-1.5,-3.1,"2003-04","NCAAT",33,23,10,0.697,15.7,7.58,8,8,15,2,4,6,2414,2146,1325,841,1873,0.449,263,716,0.367,469,660,0.711,367,1150,541,248,112,419,576,18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57
2004,"2",5,"Illinois",92,4,"Cincinnati",68,"Illinois",-2,-0.1,"2003-04","NCAAT",33,26,7,0.788,16.93,7.08,13,3,12,1,7,2,2402,2077,1330,887,1899,0.467,231,662,0.349,397,571,0.695,381,1151,565,224,122,401,618,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52,-7.4,-7.5,"2003-04","NCAAT",32,25,7,0.781,18.75,6.28,12,4,18,1,6,5,2455,2056,1285,867,1893,0.458,237,612,0.387,484,723,0.669,420,1197,517,241,168,393,620,21.56,116.1,94.5,66.7,0.003,5.62,105.6,100,-0.28
2004,"3",1,"Saint Joseph's",84,4,"Wake Forest",80,"Saint Joseph's",-1.7,-1.8,"2003-04","NCAAT",32,30,2,0.938,20.03,4.97,16,0,9,0,13,0,2476,1994,NA,866,1822,0.475,313,775,0.404,431,614,0.702,308,1043,520,285,111,370,546,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,-3.5,-4.2,"2003-04","NCAAT",31,21,10,0.677,18.45,11.03,9,7,12,4,5,5,2590,2360,1260,882,1854,0.476,236,611,0.386,590,829,0.712,417,1148,487,277,95,457,641,21.69,121.6,99.9,70.4,-0.019,13.52,109.6,96.1,1.79
2004,"3",2,"Oklahoma St.",63,3,"Pittsburgh",51,"Oklahoma St.",-2.6,-2.7,"2003-04","NCAAT",35,31,4,0.886,20.85,7.23,14,2,15,0,7,2,2698,2188,NA,1002,1953,0.513,166,441,0.376,528,760,0.695,393,1253,561,271,128,468,655,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,-6.7,-5.7,"2003-04","NCAAT",36,31,5,0.861,18.2,6.49,13,3,19,1,7,2,2446,2031,1465,904,1921,0.471,150,490,0.306,488,748,0.652,466,1320,523,215,169,455,532,25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2
2004,"3",2,"Connecticut",73,6,"Vanderbilt",53,"Connecticut",11.7,11.5,"2003-04","NCAAT",39,33,6,0.846,22.64,7.77,12,4,17,1,6,4,3073,2493,1565,1154,2403,0.48,249,619,0.402,516,828,0.623,586,1742,681,233,315,532,624,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,-1.5,-3.1,"2003-04","NCAAT",33,23,10,0.697,15.7,7.58,8,8,15,2,4,6,2414,2146,1325,841,1873,0.449,263,716,0.367,469,660,0.711,367,1150,541,248,112,419,576,18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57
2004,"3",8,"Alabama",80,5,"Syracuse",71,"Alabama",-0.2,-0.6,"2003-04","NCAAT",33,20,13,0.606,14.29,10.2,8,8,11,4,4,6,2380,2245,NA,813,1802,0.451,233,616,0.378,521,735,0.709,366,1148,395,213,111,423,598,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59,7.7,6,"2003-04","NCAAT",31,23,8,0.742,13.06,7.61,11,5,14,3,6,3,2265,2096,1245,847,1827,0.464,141,430,0.328,430,669,0.643,423,1180,465,235,205,396,554,16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61
2004,"3",3,"Texas",71,7,"Xavier",79,"Xavier",-4.1,-3.4,"2003-04","NCAAT",33,25,8,0.758,18.52,8.4,12,4,15,1,6,3,2529,2195,1335,904,2046,0.442,227,610,0.372,494,726,0.68,517,1355,447,219,125,388,645,21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8,4,3.4,"2003-04","NCAAT",37,26,11,0.703,13.84,5.84,10,6,13,3,6,6,2635,2339,1485,908,2058,0.441,284,756,0.376,535,777,0.689,439,1327,494,252,87,459,619,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75
2004,"3",3,"Georgia Tech",72,10,"Nevada",67,"Georgia Tech",1.3,2.1,"2003-04","NCAAT",38,28,10,0.737,20.66,11.21,9,7,13,3,8,5,2911,2552,NA,1029,2213,0.465,267,729,0.366,586,847,0.692,429,1422,579,338,172,578,795,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,0.9,0.4,"2003-04","NCAAT",34,25,9,0.735,14.91,5.82,13,5,15,0,5,8,2579,2257,NA,901,1991,0.453,172,501,0.343,605,830,0.729,449,1322,478,218,154,445,624,20.27,112.3,92,68.7,-0.039,7.09,107.6,100.5,4.97
2004,"3",4,"Kansas",100,9,"UAB",74,"Kansas",4.7,-0.2,"2003-04","NCAAT",33,24,9,0.727,17.1,9.44,12,4,13,1,5,5,2503,2218,1330,895,1923,0.465,188,562,0.335,525,743,0.707,409,1303,572,232,165,485,661,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,1.9,2,"2003-04","NCAAT",32,22,10,0.688,11.76,5.63,12,4,14,1,5,5,2414,2218,1285,882,2006,0.44,213,646,0.33,437,656,0.666,401,1119,564,371,115,431,681,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6
2004,"3",1,"Duke",72,5,"Illinois",62,"Duke",-1.8,-5.1,"2003-04","NCAAT",37,31,6,0.838,25.67,10.86,13,3,14,1,8,2,2954,2406,1490,1018,2161,0.471,263,722,0.364,655,890,0.736,474,1351,536,340,240,511,699,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,-2,-0.1,"2003-04","NCAAT",33,26,7,0.788,16.93,7.08,13,3,12,1,7,2,2402,2077,1330,887,1899,0.467,231,662,0.349,397,571,0.695,381,1151,565,224,122,401,618,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52
2004,"4",2,"Connecticut",87,8,"Alabama",71,"Connecticut",11.7,11.5,"2003-04","NCAAT",39,33,6,0.846,22.64,7.77,12,4,17,1,6,4,3073,2493,1565,1154,2403,0.48,249,619,0.402,516,828,0.623,586,1742,681,233,315,532,624,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,-0.2,-0.6,"2003-04","NCAAT",33,20,13,0.606,14.29,10.2,8,8,11,4,4,6,2380,2245,NA,813,1802,0.451,233,616,0.378,521,735,0.709,366,1148,395,213,111,423,598,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59
2004,"4",1,"Saint Joseph's",62,2,"Oklahoma St.",64,"Oklahoma St.",-1.7,-1.8,"2003-04","NCAAT",32,30,2,0.938,20.03,4.97,16,0,9,0,13,0,2476,1994,NA,866,1822,0.475,313,775,0.404,431,614,0.702,308,1043,520,285,111,370,546,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,-2.6,-2.7,"2003-04","NCAAT",35,31,4,0.886,20.85,7.23,14,2,15,0,7,2,2698,2188,NA,1002,1953,0.513,166,441,0.376,528,760,0.695,393,1253,561,271,128,468,655,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55
2004,"4",3,"Georgia Tech",79,4,"Kansas",71,"Georgia Tech",1.3,2.1,"2003-04","NCAAT",38,28,10,0.737,20.66,11.21,9,7,13,3,8,5,2911,2552,NA,1029,2213,0.465,267,729,0.366,586,847,0.692,429,1422,579,338,172,578,795,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,4.7,-0.2,"2003-04","NCAAT",33,24,9,0.727,17.1,9.44,12,4,13,1,5,5,2503,2218,1330,895,1923,0.465,188,562,0.335,525,743,0.707,409,1303,572,232,165,485,661,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53
2004,"4",1,"Duke",66,7,"Xavier",63,"Duke",-1.8,-5.1,"2003-04","NCAAT",37,31,6,0.838,25.67,10.86,13,3,14,1,8,2,2954,2406,1490,1018,2161,0.471,263,722,0.364,655,890,0.736,474,1351,536,340,240,511,699,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,4,3.4,"2003-04","NCAAT",37,26,11,0.703,13.84,5.84,10,6,13,3,6,6,2635,2339,1485,908,2058,0.441,284,756,0.376,535,777,0.689,439,1327,494,252,87,459,619,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75
2004,"5",1,"Duke",78,2,"Connecticut",79,"Connecticut",-1.8,-5.1,"2003-04","NCAAT",37,31,6,0.838,25.67,10.86,13,3,14,1,8,2,2954,2406,1490,1018,2161,0.471,263,722,0.364,655,890,0.736,474,1351,536,340,240,511,699,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,11.7,11.5,"2003-04","NCAAT",39,33,6,0.846,22.64,7.77,12,4,17,1,6,4,3073,2493,1565,1154,2403,0.48,249,619,0.402,516,828,0.623,586,1742,681,233,315,532,624,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05
2004,"5",2,"Oklahoma St.",65,3,"Georgia Tech",67,"Georgia Tech",-2.6,-2.7,"2003-04","NCAAT",35,31,4,0.886,20.85,7.23,14,2,15,0,7,2,2698,2188,NA,1002,1953,0.513,166,441,0.376,528,760,0.695,393,1253,561,271,128,468,655,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,1.3,2.1,"2003-04","NCAAT",38,28,10,0.737,20.66,11.21,9,7,13,3,8,5,2911,2552,NA,1029,2213,0.465,267,729,0.366,586,847,0.692,429,1422,579,338,172,578,795,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97
2004,"6",2,"Connecticut",82,3,"Georgia Tech",73,"Connecticut",11.7,11.5,"2003-04","NCAAT",39,33,6,0.846,22.64,7.77,12,4,17,1,6,4,3073,2493,1565,1154,2403,0.48,249,619,0.402,516,828,0.623,586,1742,681,233,315,532,624,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,1.3,2.1,"2003-04","NCAAT",38,28,10,0.737,20.66,11.21,9,7,13,3,8,5,2911,2552,NA,1029,2213,0.465,267,729,0.366,586,847,0.692,429,1422,579,338,172,578,795,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97
2005,"PI",16,"Oakland",79,16,"Alabama A&M",69,"Oakland",-0.5,-0.4,"2004-05","NCAAT",32,13,19,0.406,-2.66,0.86,7,9,6,5,3,13,2269,2352,1285,811,1804,0.45,201,593,0.339,446,671,0.665,384,1044,474,228,77,390,561,-1.2,108.1,109.3,65.2,-0.022,1.99,105.2,103.2,14.37,NA,NA,"2004-05","NCAAT",32,18,14,0.563,-11.96,-12.86,12,6,9,3,6,8,2229,2169,NA,762,1899,0.401,198,656,0.302,507,827,0.613,423,1210,426,338,124,488,619,-12.49,90.5,102.9,72.8,-0.023,-14.52,92.4,106.9,1.14
2005,"1",5,"Alabama",73,12,"Milwaukee",83,"Milwaukee",-0.2,-0.6,"2004-05","NCAAT",32,24,8,0.75,16.74,6.81,12,4,14,1,8,4,2426,2083,1295,819,1694,0.483,249,632,0.394,539,732,0.736,334,1179,453,164,143,410,471,20.51,118.8,98.3,62.8,0.033,6.84,106.5,99.6,-1.28,1.2,1.3,"2004-05","NCAAT",32,26,6,0.813,10.41,1.44,14,2,13,1,11,3,2400,2059,NA,831,1859,0.447,262,735,0.356,476,677,0.703,421,1149,450,267,114,435,610,14.69,110.1,95.4,68.8,0.079,2.31,104.6,102.3,7.63
2005,"1",6,"LSU",68,11,"UAB",82,"UAB",1,1,"2004-05","NCAAT",30,20,10,0.667,11.6,7.77,12,4,14,1,4,6,2257,2142,1225,776,1690,0.459,205,571,0.359,500,685,0.73,349,1097,442,209,127,405,490,13.8,113.9,100.1,66.7,0.07,7.49,107,99.5,0.64,1.9,2,"2004-05","NCAAT",33,22,11,0.667,10.42,4.78,10,6,11,3,7,5,2557,2371,1330,900,1996,0.451,217,625,0.347,540,776,0.696,390,1090,516,382,99,444,646,12.51,109.2,96.7,71,-0.001,4.75,105.5,100.7,1.33
2005,"1",1,"Illinois",67,16,"Fairleigh Dickinson",55,"Illinois",-2,-0.1,"2004-05","NCAAT",39,37,2,0.949,24.1,8.47,15,1,15,0,9,1,3002,2382,1570,1092,2258,0.484,344,877,0.392,474,651,0.728,425,1338,727,300,123,428,611,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,0,0,"2004-05","NCAAT",33,20,13,0.606,-4.13,-6.91,13,5,12,3,7,8,2432,2310,NA,894,1975,0.453,218,626,0.348,426,640,0.666,408,1200,498,237,145,466,624,-2.52,102.7,105.2,68.6,-0.003,-7.88,99.4,107.3,0.75
2005,"1",3,"Arizona",66,14,"Utah St.",53,"Arizona",2.7,1.2,"2004-05","NCAAT",37,30,7,0.811,18,8.03,15,3,15,1,8,3,2948,2579,1495,1077,2255,0.478,253,630,0.402,541,697,0.776,493,1361,610,296,144,548,596,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33,-4.1,-3.1,"2004-05","NCAAT",32,24,8,0.75,12.75,-1.47,13,5,14,1,6,5,2315,1848,NA,851,1621,0.525,185,473,0.391,428,619,0.691,307,1095,549,179,92,396,441,19.62,116,96.4,61.1,-0.094,-2.48,101.3,103.8,-4.48
2005,"1",4,"Boston College",85,13,"Penn",65,"Boston College",-0.9,-2.4,"2004-05","NCAAT",30,25,5,0.833,14.38,6.41,13,3,16,1,7,2,2174,1935,1215,768,1685,0.456,124,493,0.252,514,722,0.712,424,1135,527,217,123,403,453,18.3,114.3,96,64.8,0.078,6.6,105.8,99.2,-4.21,-2.3,-1.9,"2004-05","NCAAT",29,20,9,0.69,4.71,-1.98,13,1,12,1,8,7,1982,1788,1170,684,1580,0.433,192,563,0.341,422,640,0.659,362,1084,420,233,93,455,570,9.6,102.1,92.5,68.2,0.034,-1.72,101.8,103.5,3.31
2005,"1",2,"Kentucky",72,15,"Eastern Kentucky",64,"Kentucky",8.7,9.2,"2004-05","NCAAT",34,28,6,0.824,19.16,8.1,14,2,14,1,7,3,2503,2127,1375,901,1940,0.464,218,635,0.343,483,728,0.663,417,1197,509,311,147,445,582,24.1,113,88.9,66.6,0.032,8.85,107.9,99.1,-2.71,-0.3,-0.1,"2004-05","NCAAT",31,22,9,0.71,-2.68,-5.18,11,5,12,1,8,7,2256,2078,1250,845,1773,0.477,194,552,0.351,372,555,0.67,360,1103,480,232,122,451,599,1.98,102.8,100.8,66.1,0.099,-3.87,102.4,106.3,1.72
2005,"1",3,"Oklahoma",84,14,"Niagara",67,"Oklahoma",-0.9,-2.7,"2004-05","NCAAT",33,25,8,0.758,19.96,8.84,12,4,14,1,6,3,2480,2088,1325,908,1907,0.476,214,576,0.372,450,652,0.69,428,1172,511,291,135,449,607,22.55,114.4,91.8,65.4,-0.006,7.68,107.5,99.8,0.09,-0.3,-0.2,"2004-05","NCAAT",30,20,10,0.667,3.12,-3.08,13,5,13,0,5,9,2537,2351,NA,833,1915,0.435,270,753,0.359,601,791,0.76,471,1222,473,206,98,387,568,5.43,115.2,109.8,70.1,-0.027,-3.52,101.3,104.8,0.83
2005,"1",6,"Utah",60,11,"UTEP",54,"Utah",-1.5,-1.6,"2004-05","NCAAT",35,29,6,0.829,14.01,4.54,13,1,16,0,7,3,2379,2005,1400,837,1628,0.514,155,473,0.328,550,769,0.715,374,1194,516,211,94,503,506,20.33,113.1,92.7,59.1,0.032,3.6,105.9,102.3,-4.04,-1.6,-1.4,"2004-05","NCAAT",35,27,8,0.771,9.61,0.91,14,4,16,2,7,4,2616,2278,NA,901,1955,0.461,208,571,0.364,606,765,0.792,386,1197,579,255,104,426,581,11.62,112.7,101.1,65.9,0.015,-0.68,102.2,102.9,-5.3
2005,"1",7,"Cincinnati",76,10,"Iowa",64,"Cincinnati",-7.4,-7.5,"2004-05","NCAAT",33,25,8,0.758,17.64,6.74,12,4,15,2,7,3,2505,2130,1330,839,1923,0.436,221,634,0.349,606,878,0.69,471,1355,493,179,225,435,586,20.43,112.5,92,68,-0.006,5.48,106.1,100.6,0.62,-1.5,-1.8,"2004-05","NCAAT",33,21,12,0.636,14.97,9.34,7,9,13,3,3,6,2407,2221,1335,841,1831,0.459,210,558,0.376,515,745,0.691,371,1196,501,247,174,476,618,17.17,111.9,94.7,68.1,-0.034,9.51,107.4,97.9,3.4
2005,"1",1,"Washington",88,16,"Montana",77,"Washington",0.7,0.2,"2004-05","NCAAT",35,29,6,0.829,19.77,7.66,14,4,15,0,6,5,3026,2596,1410,1102,2271,0.485,257,670,0.384,565,771,0.733,523,1305,660,288,87,499,718,22.18,120.6,98.4,71.9,0.06,8.61,107.5,98.9,6.73,-0.6,-0.5,"2004-05","NCAAT",31,18,13,0.581,-3.63,-3.49,9,5,12,2,4,10,2152,2132,NA,735,1606,0.458,182,514,0.354,500,739,0.677,322,1118,424,182,93,528,533,-2.73,99.9,102.6,68.2,0.049,-4.35,100.4,104.8,4.56
2005,"1",2,"Wake Forest",70,15,"Chattanooga",54,"Wake Forest",-3.5,-4.2,"2004-05","NCAAT",33,27,6,0.818,20.24,10.27,13,3,16,0,8,4,2801,2441,1340,965,1966,0.491,251,629,0.399,620,906,0.684,465,1315,531,284,118,484,640,24.86,124.3,99.5,68.9,0.046,10.94,108.4,97.5,4.87,-0.3,-0.6,"2004-05","NCAAT",31,20,11,0.645,-1.37,-3.59,10,6,13,3,7,7,2253,2034,1240,795,1746,0.455,168,554,0.303,495,729,0.679,509,1284,450,231,60,535,523,0.03,98.9,98.8,67.6,0.059,-3.78,101.1,104.9,5.69
2005,"1",3,"Gonzaga",74,14,"Winthrop",64,"Gonzaga",2.2,1.5,"2004-05","NCAAT",31,26,5,0.839,13.3,4.37,12,2,14,0,6,3,2454,2159,1240,856,1702,0.503,153,403,0.38,589,797,0.739,368,1191,486,169,106,416,536,17.88,119.3,101.4,67.1,0.012,3.46,104,100.5,2.18,-0.8,-0.5,"2004-05","NCAAT",33,27,6,0.818,0.48,-6.65,15,1,16,0,9,4,2245,1961,1330,767,1724,0.445,220,604,0.364,491,725,0.677,371,1154,477,269,125,464,616,4.97,101.5,96.5,63.1,0.065,-7.69,99.6,107.3,2.26
2005,"1",6,"Texas Tech",78,11,"UCLA",66,"Texas Tech",2.3,3.1,"2004-05","NCAAT",33,22,11,0.667,16.24,9.11,10,6,13,2,5,5,2535,2287,1330,932,1957,0.476,145,366,0.396,526,696,0.756,368,1156,553,259,123,424,554,15.47,110.3,94.8,69,0.037,8.93,108.8,99.9,-3.94,8.3,7.9,"2004-05","NCAAT",29,18,11,0.621,9.16,7.09,11,7,12,3,6,5,2138,2078,1175,748,1654,0.452,186,538,0.346,456,634,0.719,343,1068,417,169,74,464,532,10.74,107.8,97.1,69.2,0.036,6.73,106.7,100,-0.43
2005,"1",7,"West Virginia",63,10,"Creighton",61,"West Virginia",3,4.3,"2004-05","NCAAT",35,24,11,0.686,11.76,7.62,8,8,11,3,6,5,2501,2356,1420,868,1930,0.45,319,885,0.36,446,601,0.742,340,1065,578,280,130,412,530,15,114.1,99.1,63.6,0.082,9.14,108.6,99.5,-7.33,-5,-5.3,"2004-05","NCAAT",34,23,11,0.676,10.14,3.84,11,7,11,5,7,5,2421,2207,1370,823,1820,0.452,293,707,0.414,482,660,0.73,336,1063,483,234,111,412,598,14.33,114.3,100,63.1,-0.033,4.44,104.9,100.4,-1.69
2005,"1",9,"Pittsburgh",71,8,"Pacific",79,"Pacific",-6.7,-5.7,"2004-05","NCAAT",29,20,9,0.69,14.53,5.73,10,6,13,4,6,3,2097,1842,1170,738,1567,0.471,175,462,0.379,446,677,0.659,414,1103,439,189,120,419,496,18.41,114.8,96.3,64,-0.057,5.63,106.3,100.7,-10.09,0.4,0.5,"2004-05","NCAAT",31,27,4,0.871,8.95,1.16,18,0,12,1,13,1,2258,2011,1250,794,1598,0.497,201,526,0.382,469,631,0.743,310,1104,462,154,96,424,455,14.08,114.5,100.5,63.6,0.091,0.66,103.1,102.4,1.74
