"Year","Round","WSeed","Winner","WScore","LSeed","Loser","LScore","AdjEM.x","AdjO.x","AdjD.x","AdjT.x","Luck.x","SoS.AdjEM.x","OppO.x","OppD.x","NCSOS.AdjEM.x","AdjEM.y","AdjO.y","AdjD.y","AdjT.y","Luck.y","SoS.AdjEM.y","OppO.y","OppD.y","NCSOS.AdjEM.y"
2003,"5",3,"Syracuse",95,1,"Texas",84,23.28,114.4,91.1,71,0.083,10.32,106.6,96.3,-3.63,23.49,119.3,95.8,69.4,-0.009,10.36,107.1,96.7,2.16
2003,"6",3,"Syracuse",81,2,"Kansas",78,23.28,114.4,91.1,71,0.083,10.32,106.6,96.3,-3.63,28.62,115,86.4,72.2,-0.017,11.84,108.6,96.8,6.07
2004,"PI",16,"Florida A&M",72,16,"Lehigh",57,-9.35,98.9,108.3,70.9,0.005,-9.84,96.9,106.7,1.67,-7.01,97.7,104.7,63.4,0.055,-11.5,95.4,106.9,-9.88
2004,"1",12,"Manhattan",75,5,"Florida",60,13.38,109.1,95.7,65,0.012,-1.77,103.2,105,1.31,18.26,116.9,98.6,65.9,-0.023,9.6,107.9,98.3,0.08
2004,"1",1,"Saint Joseph's",82,16,"Liberty",63,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,-2.5,98.3,100.8,67.5,0,-5.73,100.5,106.2,5.71
2004,"1",4,"Wake Forest",79,13,"VCU",78,21.69,121.6,99.9,70.4,-0.019,13.52,109.6,96.1,1.79,9.09,105.6,96.5,64.4,0.076,-0.29,102.3,102.6,0.29
2004,"1",8,"Texas Tech",76,9,"Charlotte",73,17.11,111.4,94.3,66.7,0.01,8.29,108.4,100.1,2.29,14.25,112.7,98.5,69.7,0.015,5.72,105,99.3,2.66
2004,"1",2,"Gonzaga",76,15,"Valparaiso",49,25.34,120.8,95.5,66.6,0.013,3.28,105.5,102.2,7,0.53,100.1,99.6,69.2,0.068,-1.31,104.7,106,0.85
2004,"1",1,"Duke",96,16,"Alabama St.",61,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,-10.72,93.8,104.5,61.4,0.023,-12.06,94.6,106.7,0.53
2004,"1",3,"Texas",66,14,"Princeton",49,21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8,4.86,106.3,101.4,56.4,0.033,-4.32,100.2,104.6,-0.07
2004,"1",6,"North Carolina",63,11,"Air Force",52,23.23,117.4,94.1,70.9,-0.091,13.85,110.2,96.4,2.76,15.42,111.4,96,51.9,0.025,0.58,103.3,102.8,-10.49
2004,"1",8,"Seton Hall",80,9,"Arizona",76,17.35,112.3,95,65.4,-0.004,7.85,107.2,99.4,-1.14,16.18,118.5,102.3,73,-0.072,5.72,106.7,101,4.6
2004,"1",1,"Stanford",71,16,"UTSA",45,22.52,111.9,89.3,64.5,0.051,3.76,105.9,102.2,-1.79,-7.69,98,105.7,68.7,0.103,-7.71,99.1,106.8,-5.14
2004,"1",2,"Connecticut",70,15,"Vermont",53,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,-1.37,101,102.4,63.9,0.113,-8.08,97.4,105.5,-2.5
2004,"1",4,"Maryland",86,13,"UTEP",83,19.81,110.9,91.1,71.1,-0.009,14.09,112.1,98,-1.13,14.69,112.5,97.8,68.2,0.046,4.31,104.2,99.9,-6.38
2004,"1",5,"Syracuse",80,12,"BYU",75,16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61,15.64,113,97.4,65.9,0.02,7.13,108.1,101,6.41
2004,"1",7,"DePaul",76,10,"Dayton",69,11.36,113,101.6,63.2,0.091,5.83,106.4,100.6,-0.62,9.75,108.1,98.4,62.2,0.084,3.26,105.6,102.3,-1.55
2004,"1",8,"Alabama",65,9,"Southern Illinois",64,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59,14.33,109.1,94.8,65.2,0.046,2.54,105.1,102.5,2.25
2004,"1",10,"Nevada",72,7,"Michigan St.",66,20.27,112.3,92,68.7,-0.039,7.09,107.6,100.5,4.97,15.66,117.2,101.5,64,-0.014,8.92,107.1,98.2,7.6
2004,"1",12,"Pacific",66,5,"Providence",58,8.93,108.6,99.7,63.6,0.096,0.28,103.4,103.1,3.56,18.32,112.3,93.9,65,0.003,8.8,107.9,99.1,4.05
2004,"1",2,"Oklahoma St.",75,15,"Eastern Washington",56,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,3.09,105.4,102.3,64.5,0.014,-0.25,103.3,103.5,7.22
2004,"1",3,"Pittsburgh",53,14,"UCF",44,25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2,5.91,103.3,97.4,62.6,0.087,-5.87,101.4,107.2,-3.79
2004,"1",6,"Wisconsin",76,11,"Richmond",64,25.74,116,90.3,60.7,-0.001,8.34,108,99.7,3.63,15.07,105.9,90.9,62.7,-0.06,6.95,107.2,100.2,7.66
2004,"1",7,"Memphis",59,10,"South Carolina",43,16.17,111.8,95.6,66.6,0.012,5.55,105.7,100.2,1.83,15.02,109.7,94.7,65.5,0,6.15,105.8,99.6,-8.05
2004,"1",1,"Kentucky",96,16,"Florida A&M",76,23.35,113.5,90.1,66.1,0.031,8.97,108.3,99.3,3.47,-9.35,98.9,108.3,70.9,0.005,-9.84,96.9,106.7,1.67
2004,"1",3,"Georgia Tech",65,14,"Northern Iowa",60,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,8.78,107.4,98.6,64.8,0.022,2.45,103.9,101.4,-1.91
2004,"1",4,"Kansas",78,13,"Illinois Chicago",53,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,10.39,107.5,97.1,64.6,0.037,-0.52,103.6,104.1,-2.97
2004,"1",6,"Boston College",58,11,"Utah",51,15.42,110.5,95.1,62.6,0.045,7.21,106.2,99,-2.14,14.13,110.1,96,58.8,0.064,4.45,106.8,102.3,-0.97
2004,"1",2,"Mississippi St.",85,15,"Monmouth",52,21.74,114.7,92.9,68.1,0.021,6.38,106.3,99.9,-1.89,-3.99,98.1,102.1,66,0.112,-6.71,100.6,107.3,2.53
2004,"1",4,"Cincinnati",80,13,"East Tennessee St.",77,21.56,116.1,94.5,66.7,0.003,5.62,105.6,100,-0.28,8.6,104.4,95.8,73.2,0.016,-2.39,102.2,104.6,0.64
2004,"1",5,"Illinois",72,12,"Murray St.",53,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52,10.62,110.5,99.9,68.7,0.064,-3.8,103.1,106.9,1.25
2004,"1",7,"Xavier",80,10,"Louisville",70,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75,20.44,107.1,86.6,67.4,-0.079,7.09,107,99.9,4.23
2004,"1",3,"North Carolina St.",61,14,"Lafayette",52,23.98,119.1,95.1,62.1,-0.072,12.81,109.5,96.7,-0.59,-5.28,106.6,111.9,68.2,0.074,-6.81,97.8,104.6,0.83
2004,"1",6,"Vanderbilt",71,11,"Western Michigan",58,18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57,16.29,114.3,98,65.6,0.037,-0.63,103.5,104.1,-1.21
2004,"1",9,"UAB",102,8,"Washington",100,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6,10.78,113.1,102.3,73.5,0.031,6.16,106.6,100.4,2.14
2004,"2",10,"Nevada",91,2,"Gonzaga",72,20.27,112.3,92,68.7,-0.039,7.09,107.6,100.5,4.97,25.34,120.8,95.5,66.6,0.013,3.28,105.5,102.2,7
2004,"2",8,"Alabama",70,1,"Stanford",67,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59,22.52,111.9,89.3,64.5,0.051,3.76,105.9,102.2,-1.79
2004,"2",1,"Saint Joseph's",70,8,"Texas Tech",65,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,17.11,111.4,94.3,66.7,0.01,8.29,108.4,100.1,2.29
2004,"2",4,"Wake Forest",84,12,"Manhattan",80,21.69,121.6,99.9,70.4,-0.019,13.52,109.6,96.1,1.79,13.38,109.1,95.7,65,0.012,-1.77,103.2,105,1.31
2004,"2",1,"Duke",90,8,"Seton Hall",62,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,17.35,112.3,95,65.4,-0.004,7.85,107.2,99.4,-1.14
2004,"2",3,"Texas",78,6,"North Carolina",75,21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8,23.23,117.4,94.1,70.9,-0.091,13.85,110.2,96.4,2.76
2004,"2",2,"Connecticut",72,7,"DePaul",55,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,11.36,113,101.6,63.2,0.091,5.83,106.4,100.6,-0.62
2004,"2",5,"Syracuse",72,4,"Maryland",70,16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61,19.81,110.9,91.1,71.1,-0.009,14.09,112.1,98,-1.13
2004,"2",9,"UAB",76,1,"Kentucky",75,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6,23.35,113.5,90.1,66.1,0.031,8.97,108.3,99.3,3.47
2004,"2",7,"Xavier",89,2,"Mississippi St.",74,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75,21.74,114.7,92.9,68.1,0.021,6.38,106.3,99.9,-1.89
2004,"2",2,"Oklahoma St.",70,7,"Memphis",53,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,16.17,111.8,95.6,66.6,0.012,5.55,105.7,100.2,1.83
2004,"2",3,"Pittsburgh",59,6,"Wisconsin",55,25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2,25.74,116,90.3,60.7,-0.001,8.34,108,99.7,3.63
2004,"2",3,"Georgia Tech",57,6,"Boston College",54,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,15.42,110.5,95.1,62.6,0.045,7.21,106.2,99,-2.14
2004,"2",4,"Kansas",78,12,"Pacific",63,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,8.93,108.6,99.7,63.6,0.096,0.28,103.4,103.1,3.56
2004,"2",6,"Vanderbilt",75,3,"North Carolina St.",73,18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57,23.98,119.1,95.1,62.1,-0.072,12.81,109.5,96.7,-0.59
2004,"2",5,"Illinois",92,4,"Cincinnati",68,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52,21.56,116.1,94.5,66.7,0.003,5.62,105.6,100,-0.28
2004,"3",1,"Saint Joseph's",84,4,"Wake Forest",80,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,21.69,121.6,99.9,70.4,-0.019,13.52,109.6,96.1,1.79
2004,"3",2,"Oklahoma St.",63,3,"Pittsburgh",51,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2
2004,"3",2,"Connecticut",73,6,"Vanderbilt",53,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57
2004,"3",8,"Alabama",80,5,"Syracuse",71,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59,16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61
2004,"3",7,"Xavier",79,3,"Texas",71,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75,21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8
2004,"3",3,"Georgia Tech",72,10,"Nevada",67,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,20.27,112.3,92,68.7,-0.039,7.09,107.6,100.5,4.97
2004,"3",4,"Kansas",100,9,"UAB",74,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6
2004,"3",1,"Duke",72,5,"Illinois",62,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52
2004,"4",2,"Connecticut",87,8,"Alabama",71,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59
2004,"4",2,"Oklahoma St.",64,1,"Saint Joseph's",62,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86
2004,"4",3,"Georgia Tech",79,4,"Kansas",71,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53
2004,"4",1,"Duke",66,7,"Xavier",63,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75
2004,"5",2,"Connecticut",79,1,"Duke",78,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42
2004,"5",3,"Georgia Tech",67,2,"Oklahoma St.",65,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55
2004,"6",2,"Connecticut",82,3,"Georgia Tech",73,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97
2005,"PI",16,"Oakland",79,16,"Alabama A&M",69,-1.2,108.1,109.3,65.2,-0.022,1.99,105.2,103.2,14.37,-12.49,90.5,102.9,72.8,-0.023,-14.52,92.4,106.9,1.14
2005,"1",12,"Milwaukee",83,5,"Alabama",73,14.69,110.1,95.4,68.8,0.079,2.31,104.6,102.3,7.63,20.51,118.8,98.3,62.8,0.033,6.84,106.5,99.6,-1.28
2005,"1",11,"UAB",82,6,"LSU",68,12.51,109.2,96.7,71,-0.001,4.75,105.5,100.7,1.33,13.8,113.9,100.1,66.7,0.07,7.49,107,99.5,0.64
2005,"1",1,"Illinois",67,16,"Fairleigh Dickinson",55,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,-2.52,102.7,105.2,68.6,-0.003,-7.88,99.4,107.3,0.75
2005,"1",3,"Arizona",66,14,"Utah St.",53,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33,19.62,116,96.4,61.1,-0.094,-2.48,101.3,103.8,-4.48
2005,"1",4,"Boston College",85,13,"Penn",65,18.3,114.3,96,64.8,0.078,6.6,105.8,99.2,-4.21,9.6,102.1,92.5,68.2,0.034,-1.72,101.8,103.5,3.31
2005,"1",2,"Kentucky",72,15,"Eastern Kentucky",64,24.1,113,88.9,66.6,0.032,8.85,107.9,99.1,-2.71,1.98,102.8,100.8,66.1,0.099,-3.87,102.4,106.3,1.72
2005,"1",3,"Oklahoma",84,14,"Niagara",67,22.55,114.4,91.8,65.4,-0.006,7.68,107.5,99.8,0.09,5.43,115.2,109.8,70.1,-0.027,-3.52,101.3,104.8,0.83
2005,"1",6,"Utah",60,11,"UTEP",54,20.33,113.1,92.7,59.1,0.032,3.6,105.9,102.3,-4.04,11.62,112.7,101.1,65.9,0.015,-0.68,102.2,102.9,-5.3
2005,"1",7,"Cincinnati",76,10,"Iowa",64,20.43,112.5,92,68,-0.006,5.48,106.1,100.6,0.62,17.17,111.9,94.7,68.1,-0.034,9.51,107.4,97.9,3.4
2005,"1",1,"Washington",88,16,"Montana",77,22.18,120.6,98.4,71.9,0.06,8.61,107.5,98.9,6.73,-2.73,99.9,102.6,68.2,0.049,-4.35,100.4,104.8,4.56
2005,"1",2,"Wake Forest",70,15,"Chattanooga",54,24.86,124.3,99.5,68.9,0.046,10.94,108.4,97.5,4.87,0.03,98.9,98.8,67.6,0.059,-3.78,101.1,104.9,5.69
2005,"1",3,"Gonzaga",74,14,"Winthrop",64,17.88,119.3,101.4,67.1,0.012,3.46,104,100.5,2.18,4.97,101.5,96.5,63.1,0.065,-7.69,99.6,107.3,2.26
2005,"1",6,"Texas Tech",78,11,"UCLA",66,15.47,110.3,94.8,69,0.037,8.93,108.8,99.9,-3.94,10.74,107.8,97.1,69.2,0.036,6.73,106.7,100,-0.43
2005,"1",7,"West Virginia",63,10,"Creighton",61,15,114.1,99.1,63.6,0.082,9.14,108.6,99.5,-7.33,14.33,114.3,100,63.1,-0.033,4.44,104.9,100.4,-1.69
2005,"1",8,"Pacific",79,9,"Pittsburgh",71,14.08,114.5,100.5,63.6,0.091,0.66,103.1,102.4,1.74,18.41,114.8,96.3,64,-0.057,5.63,106.3,100.7,-10.09
2005,"1",9,"Nevada",61,8,"Texas",57,12.11,104,91.8,65.7,0.045,1.1,104.5,103.4,0.35,17.01,114.1,97.1,66.5,-0.051,6.62,107,100.4,-2.46
2005,"1",14,"Bucknell",64,3,"Kansas",63,6.69,102.2,95.6,63.1,0.063,-2.34,101.4,103.7,2.28,23.08,115.6,92.5,66.5,0.008,10.45,108.1,97.7,10.37
2005,"1",13,"Vermont",60,4,"Syracuse",57,13.53,111.3,97.8,64.7,0.032,-1.71,100.7,102.4,5.11,20.98,115.6,94.7,65.8,0.002,6.29,106.8,100.5,-4.57
2005,"1",1,"North Carolina",96,16,"Oakland",68,32.77,122.5,89.7,73.1,0.011,11.64,108.7,97.1,4.26,-1.2,108.1,109.3,65.2,-0.022,1.99,105.2,103.2,14.37
2005,"1",2,"Connecticut",77,15,"UCF",71,21.94,112.1,90.2,70.6,-0.031,8.52,108.5,100,-1.04,-2.56,105,107.6,60.1,0.067,-8.61,99,107.7,-4.62
2005,"1",4,"Florida",67,13,"Ohio",62,23.93,116.4,92.5,65.2,-0.027,7.13,106.6,99.5,-4.3,8.29,109.8,101.5,65.7,0.042,2.72,104.9,102.2,-4.24
2005,"1",5,"Villanova",55,12,"New Mexico",47,25.02,114.7,89.7,67,-0.054,9.16,107.9,98.7,-0.89,15.54,112.8,97.3,65.4,-0.002,-0.46,103.4,103.9,-10.69
2005,"1",6,"Wisconsin",57,11,"Northern Iowa",52,20.81,112,91.2,62.8,0.042,10.24,108.5,98.3,1.27,13.36,112.2,98.9,64.5,-0.035,5.44,105.8,100.3,1.09
2005,"1",2,"Oklahoma St.",63,15,"Southeastern Louisiana",50,25.02,121.2,96.2,66.2,-0.015,9.59,108,98.4,5.03,3.2,97.1,93.9,60,0.007,-4.75,100.3,105.1,-1.78
2005,"1",7,"Southern Illinois",65,10,"Saint Mary's",56,16.75,109.1,92.4,63.4,0.015,6.1,106.7,100.6,4.17,9.41,106.8,97.4,64.9,0.08,3.04,105.2,102.2,-0.59
2005,"1",1,"Duke",57,16,"Delaware St.",46,27.41,115.7,88.3,68.3,-0.002,10.89,109.5,98.6,1.51,-4.95,102.3,107.2,59.3,0.077,-7.47,97.1,104.6,9.89
2005,"1",5,"Michigan St.",89,12,"Old Dominion",81,25.67,119.7,94,66.4,-0.013,7.89,107,99.1,-3.18,10.04,104.7,94.6,66.4,0.049,-3.2,101,104.2,-3.98
2005,"1",4,"Louisville",68,13,"Lafayette",62,25.78,118.8,93,66.3,0.045,6.42,106.1,99.7,-2.03,-12.19,95.2,107.4,71.2,0.019,-1.92,100.8,102.7,1.26
2005,"1",5,"Georgia Tech",80,12,"George Washington",68,19.23,109.2,90,68.6,-0.038,10.91,108.9,98,-4.87,14.41,109.9,95.5,70.8,-0.013,0.49,103.6,103.1,0.84
2005,"1",10,"North Carolina St.",75,7,"Charlotte",63,18.93,115,96.1,63.1,-0.062,10.05,108.3,98.3,-3.82,12.15,111.6,99.5,70.6,0.042,3.68,104.9,101.2,-1.74
2005,"1",9,"Iowa St.",64,8,"Minnesota",53,13.02,103.1,90.1,66.8,0.003,7.22,107.5,100.3,-3.06,14.06,104,89.9,67.3,0.016,6.18,106,99.8,-3.99
2005,"1",9,"Mississippi St.",93,8,"Stanford",70,15.25,109.3,94,68.1,0.038,6.49,106.9,100.4,-1.84,10.63,106.6,95.9,67.1,0.049,8.47,107.5,99.1,4.14
2005,"2",12,"Milwaukee",83,4,"Boston College",75,14.69,110.1,95.4,68.8,0.079,2.31,104.6,102.3,7.63,18.3,114.3,96,64.8,0.078,6.6,105.8,99.2,-4.21
2005,"2",7,"West Virginia",111,2,"Wake Forest",105,15,114.1,99.1,63.6,0.082,9.14,108.6,99.5,-7.33,24.86,124.3,99.5,68.9,0.046,10.94,108.4,97.5,4.87
2005,"2",1,"Illinois",71,9,"Nevada",59,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,12.11,104,91.8,65.7,0.045,1.1,104.5,103.4,0.35
2005,"2",3,"Arizona",85,11,"UAB",63,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33,12.51,109.2,96.7,71,-0.001,4.75,105.5,100.7,1.33
2005,"2",2,"Kentucky",69,7,"Cincinnati",60,24.1,113,88.9,66.6,0.032,8.85,107.9,99.1,-2.71,20.43,112.5,92,68,-0.006,5.48,106.1,100.6,0.62
2005,"2",1,"Washington",97,8,"Pacific",79,22.18,120.6,98.4,71.9,0.06,8.61,107.5,98.9,6.73,14.08,114.5,100.5,63.6,0.091,0.66,103.1,102.4,1.74
2005,"2",6,"Utah",67,3,"Oklahoma",58,20.33,113.1,92.7,59.1,0.032,3.6,105.9,102.3,-4.04,22.55,114.4,91.8,65.4,-0.006,7.68,107.5,99.8,0.09
2005,"2",6,"Texas Tech",71,3,"Gonzaga",69,15.47,110.3,94.8,69,0.037,8.93,108.8,99.9,-3.94,17.88,119.3,101.4,67.1,0.012,3.46,104,100.5,2.18
2005,"2",10,"North Carolina St.",65,2,"Connecticut",62,18.93,115,96.1,63.1,-0.062,10.05,108.3,98.3,-3.82,21.94,112.1,90.2,70.6,-0.031,8.52,108.5,100,-1.04
2005,"2",1,"North Carolina",92,9,"Iowa St.",65,32.77,122.5,89.7,73.1,0.011,11.64,108.7,97.1,4.26,13.02,103.1,90.1,66.8,0.003,7.22,107.5,100.3,-3.06
2005,"2",6,"Wisconsin",71,14,"Bucknell",62,20.81,112,91.2,62.8,0.042,10.24,108.5,98.3,1.27,6.69,102.2,95.6,63.1,0.063,-2.34,101.4,103.7,2.28
2005,"2",2,"Oklahoma St.",85,7,"Southern Illinois",77,25.02,121.2,96.2,66.2,-0.015,9.59,108,98.4,5.03,16.75,109.1,92.4,63.4,0.015,6.1,106.7,100.6,4.17
2005,"2",1,"Duke",63,9,"Mississippi St.",55,27.41,115.7,88.3,68.3,-0.002,10.89,109.5,98.6,1.51,15.25,109.3,94,68.1,0.038,6.49,106.9,100.4,-1.84
2005,"2",5,"Michigan St.",72,13,"Vermont",61,25.67,119.7,94,66.4,-0.013,7.89,107,99.1,-3.18,13.53,111.3,97.8,64.7,0.032,-1.71,100.7,102.4,5.11
2005,"2",4,"Louisville",76,5,"Georgia Tech",54,25.78,118.8,93,66.3,0.045,6.42,106.1,99.7,-2.03,19.23,109.2,90,68.6,-0.038,10.91,108.9,98,-4.87
2005,"2",5,"Villanova",76,4,"Florida",65,25.02,114.7,89.7,67,-0.054,9.16,107.9,98.7,-0.89,23.93,116.4,92.5,65.2,-0.027,7.13,106.6,99.5,-4.3
2005,"3",1,"Illinois",77,12,"Milwaukee",63,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,14.69,110.1,95.4,68.8,0.079,2.31,104.6,102.3,7.63
2005,"3",4,"Louisville",93,1,"Washington",79,25.78,118.8,93,66.3,0.045,6.42,106.1,99.7,-2.03,22.18,120.6,98.4,71.9,0.06,8.61,107.5,98.9,6.73
2005,"3",3,"Arizona",79,2,"Oklahoma St.",78,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33,25.02,121.2,96.2,66.2,-0.015,9.59,108,98.4,5.03
2005,"3",7,"West Virginia",65,6,"Texas Tech",60,15,114.1,99.1,63.6,0.082,9.14,108.6,99.5,-7.33,15.47,110.3,94.8,69,0.037,8.93,108.8,99.9,-3.94
2005,"3",5,"Michigan St.",78,1,"Duke",68,25.67,119.7,94,66.4,-0.013,7.89,107,99.1,-3.18,27.41,115.7,88.3,68.3,-0.002,10.89,109.5,98.6,1.51
2005,"3",1,"North Carolina",67,5,"Villanova",66,32.77,122.5,89.7,73.1,0.011,11.64,108.7,97.1,4.26,25.02,114.7,89.7,67,-0.054,9.16,107.9,98.7,-0.89
2005,"3",6,"Wisconsin",65,10,"North Carolina St.",56,20.81,112,91.2,62.8,0.042,10.24,108.5,98.3,1.27,18.93,115,96.1,63.1,-0.062,10.05,108.3,98.3,-3.82
2005,"3",2,"Kentucky",62,6,"Utah",52,24.1,113,88.9,66.6,0.032,8.85,107.9,99.1,-2.71,20.33,113.1,92.7,59.1,0.032,3.6,105.9,102.3,-4.04
2005,"4",1,"Illinois",90,3,"Arizona",89,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33
2005,"4",4,"Louisville",93,7,"West Virginia",85,25.78,118.8,93,66.3,0.045,6.42,106.1,99.7,-2.03,15,114.1,99.1,63.6,0.082,9.14,108.6,99.5,-7.33
2005,"4",5,"Michigan St.",94,2,"Kentucky",88,25.67,119.7,94,66.4,-0.013,7.89,107,99.1,-3.18,24.1,113,88.9,66.6,0.032,8.85,107.9,99.1,-2.71
2005,"4",1,"North Carolina",88,6,"Wisconsin",82,32.77,122.5,89.7,73.1,0.011,11.64,108.7,97.1,4.26,20.81,112,91.2,62.8,0.042,10.24,108.5,98.3,1.27
2005,"5",1,"North Carolina",87,5,"Michigan St.",71,32.77,122.5,89.7,73.1,0.011,11.64,108.7,97.1,4.26,25.67,119.7,94,66.4,-0.013,7.89,107,99.1,-3.18
2005,"5",1,"Illinois",72,4,"Louisville",57,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,25.78,118.8,93,66.3,0.045,6.42,106.1,99.7,-2.03
2005,"6",1,"North Carolina",75,1,"Illinois",70,32.77,122.5,89.7,73.1,0.011,11.64,108.7,97.1,4.26,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31
2006,"PI",16,"Monmouth",71,16,"Hampton",49,-0.68,95.8,96.4,64.6,0.018,-3.55,101.2,104.7,4.12,-10.4,91.9,102.3,68.5,-0.057,-14.27,93.3,107.6,-8.98
2006,"1",12,"Montana",87,5,"Nevada",79,8.95,111.6,102.7,66.2,0.056,-0.62,103.6,104.2,-0.71,15.22,110,94.8,65.8,0.024,1.9,103.6,101.7,3.89
2006,"1",12,"Texas A&M",66,5,"Syracuse",58,15.9,106.7,90.8,63,-0.008,4.22,104.8,100.6,-12.2,13.15,110,96.8,68.3,0.077,8.71,107.5,98.8,-3.79
2006,"1",11,"Milwaukee",82,6,"Oklahoma",74,11.86,108.3,96.5,67.7,0.017,1.54,104.9,103.4,4.95,13.99,113,99,62.4,0.049,6.16,105.5,99.3,-0.61
2006,"1",10,"Alabama",90,7,"Marquette",85,12.48,112.8,100.3,63.4,0.005,9.21,107.7,98.4,1.6,15.36,112.8,97.4,68.1,-0.012,8.82,108.6,99.8,-1.71
2006,"1",2,"Tennessee",63,15,"Winthrop",61,19.44,116.6,97.2,71.1,0.012,9.44,108,98.5,-0.74,10.27,104.4,94.2,64,-0.027,-5.29,102.1,107.4,8.15
2006,"1",4,"Illinois",78,13,"Air Force",69,23.2,114.5,91.3,62.1,-0.019,6.77,106.4,99.6,-4.52,14.87,113.2,98.3,54.7,-0.001,0.57,102.8,102.2,-6.63
