Year,Round,Fseed,Favored,Fscore,Useed,Underdog,Uscore,Winner,PAKE.d,PASE.d,G.d,W.d,L.d,W.L..d,SRS.d,SOS.d,CW.d,CL.d,HW.d,HL.d,CW2.d,CL3.d,TmP.d,OppP.d,MP.d,FG.d,FGA.d,FG..d,X3P.d,X3PA.d,X3P..d,FT.d,FTA.d,FT..d,ORB.d,TRB.d,AST.d,STL.d,BLK.d,TOV.d,PF.d,AdjEM.d,AdjO.d,AdjD.d,AdjT.d,Luck.d,SoS.AdjEM.d,OppO.d,OppD.d,NCSOS.AdjEM.d
2007,PI,16,Niagara,77,16,Florida A&M,69,Niagara,-0.3,-0.2,0,2,-2,0.057,6.32,2.79,1,-1,-2,4,3,-5,187,142,,43,244,-0.032,65,218,-0.017,36,-31,0.069,,51,-10,-21,-8,-150,-37,6.81,6.6,-0.2,0.7,0.014,4.22,3.6,-0.5,-15.8
2007,1,6,Duke,77,11,VCU,79,VCU,-2,-5.4,-2,-6,4,-0.133,9.35,10.29,-8,6,0,2,-6,2,-303,-251,,-79,-217,0.012,-46,-89,-0.02,-99,-99,-0.039,-48,0,-42,-27,51,115,-66,8.75,-3.4,-12.1,-1,-0.076,11.1,6.5,-4.6,3.63
2007,1,1,North Carolina,86,16,Eastern Kentucky,65,North Carolina,12,9.2,5,10,-5,0.18,30.6,14.58,-2,-2,5,-2,-1,-4,1107,519,,405,688,0.037,-49,-158,0.01,346,465,0.032,242,621,219,46,89,78,198,33.95,18.3,-15.7,11.1,-0.124,17.12,9.2,-7.8,-3.56
2007,1,2,Georgetown,80,15,Belmont,55,Georgetown,-0.1,-2.1,4,7,-3,0.114,20.01,14.19,-1,-1,5,1,-1,-3,165,18,155,75,-10,0.043,-53,-176,0.015,68,80,0.019,36,22,32,-9,84,-31,4,24.1,15.4,-8.7,-6.7,-0.016,17.15,9.7,-7.5,-3.24
2007,1,3,Washington St.,70,14,Oral Roberts,54,Washington St.,0.4,0,0,3,-3,0.089,8.79,7.04,1,3,0,0,2,-4,-167,-182,,2,10,-0.001,-8,-38,0.011,-163,-234,0.006,-101,-161,13,14,1,-158,-52,10.51,4.6,-5.9,-6.5,0.011,7.72,2.7,-4.9,-9.19
2007,1,6,Vanderbilt,77,11,George Washington,44,Vanderbilt,-0.2,-1.7,2,-1,3,-0.072,7.15,7.15,-1,1,1,2,-1,1,347,320,,80,185,-0.002,146,378,0.008,41,32,0.029,-43,56,116,-35,-49,-22,-19,8.95,10.7,1.7,-0.3,-0.081,9.91,4.8,-5.1,2.42
2007,1,7,Boston College,84,10,Texas Tech,75,Boston College,-3.2,-5.5,-1,0,-1,0.018,4.05,2.05,1,-1,1,1,-1,1,16,-46,-40,0,-95,0.025,-12,57,-0.063,28,54,-0.015,73,100,31,-43,129,59,-87,5.2,5.1,-0.2,-0.6,-0.03,2.57,2.4,-0.1,-4.7
2007,1,4,Maryland,82,13,Davidson,70,Maryland,3.8,2.5,0,-4,4,-0.118,10.75,9.85,-7,5,4,2,-4,1,-80,-41,,2,-125,0.029,-132,-379,0.016,48,124,-0.058,-28,-53,28,-19,142,49,10,9.1,0.6,-8.5,-0.5,-0.094,10.18,5.7,-4.5,-7.71
2007,1,5,Butler,57,12,Old Dominion,46,Butler,10.5,12.4,3,5,-2,0.079,6.51,3.5,-2,0,-1,0,0,-1,144,10,,-8,-36,0.004,86,193,0.022,74,65,0.038,-74,-140,-46,-57,-50,-65,68,8.75,9.4,0.6,-7.7,0.003,3.93,1,-3,5.97
2007,1,1,Ohio St.,78,16,Central Connecticut,57,Ohio St.,-2.9,-2.6,5,13,-8,0.25,25.17,15.51,-1,-1,6,-4,-2,-2,561,170,,239,356,0.038,25,106,-0.02,58,109,-0.027,32,210,159,61,103,-38,-10,31.57,16.9,-14.6,1.6,-0.003,18.26,8.6,-9.6,3.39
2007,1,3,Texas A&M,68,14,Penn,52,Texas A&M,3.1,3.5,3,5,-2,0.084,17.11,6.77,0,2,6,-2,-2,-1,273,-79,,72,111,0.01,27,-10,0.06,102,95,0.052,21,185,52,-39,19,-18,90,19.28,9.5,-9.8,-4.2,-0.094,8.12,4.2,-3.9,-7.12
2007,1,6,Louisville,78,11,Stanford,58,Louisville,4.5,8.8,3,6,-3,0.125,4.92,-1.37,2,-4,4,-1,1,-4,277,63,,67,208,-0.014,76,252,-0.016,67,102,-0.004,61,56,35,107,-40,-25,127,7.98,3.8,-4.2,-1.7,-0.074,-2.21,-1.3,0.9,-3.28
2007,1,2,UCLA,70,15,Weber St.,42,UCLA,9,8.5,4,10,-6,0.208,24.93,13.17,4,-2,3,-2,0,-4,237,-133,,151,343,-0.009,60,182,-0.019,-125,-177,-0.01,79,108,70,51,38,-75,-42,29.86,13.3,-16.5,-1.5,-0.079,14.54,6.2,-8.4,4.1
2007,1,3,Pittsburgh,79,14,Wright St.,58,Pittsburgh,-6.4,-5.4,4,6,-2,0.087,15.05,8.84,-1,1,2,1,1,-5,512,273,,195,285,0.034,49,80,0.035,73,171,-0.071,111,260,245,-2,83,41,39,16.24,13.6,-2.6,-0.8,-0.104,9.31,3.9,-5.4,3.29
2007,1,7,Indiana,70,10,Gonzaga,57,Indiana,-2.2,-1.4,-2,-2,0,-0.02,4.63,4.58,-1,3,3,-2,-3,3,-422,-407,,-150,-177,-0.037,22,78,-0.014,-144,-159,-0.041,22,-189,-68,-6,17,-77,3,6.27,0.1,-6.2,-2.2,-0.026,5.81,1.8,-4,-8.01
2007,1,9,Michigan St.,61,8,Marquette,49,Michigan St.,11.7,14.9,1,-1,2,-0.049,2.16,1.5,-2,2,2,-3,-4,4,-167,-206,,-45,-233,0.033,-35,-165,0.041,-42,-112,0.049,-94,-34,85,-115,47,25,-39,3.79,1,-2.8,-7.3,-0.045,1.48,0.9,-0.5,2.64
2007,1,9,Xavier,79,8,BYU,77,Xavier,9.2,7.6,0,0,0,0,2.8,-0.56,0,0,-1,1,-1,-2,-59,-119,,-123,-197,-0.015,13,72,-0.025,174,159,0.081,-47,-127,-34,-14,2,-26,-58,2.02,0.6,-1.4,-1.4,-0.048,-1.41,-0.3,1.1,3.7
2007,1,6,Notre Dame,64,11,Winthrop,74,Winthrop,0.4,-0.9,-2,-5,3,-0.103,7.77,6.17,-3,5,3,0,-8,2,47,88,,-54,-42,-0.018,9,-38,0.03,146,88,0.119,-17,-50,-15,3,-16,-31,-2,5.21,5.2,0.1,8.8,-0.073,6.74,2.8,-3.9,-28.18
2007,1,4,Texas,79,13,New Mexico St.,67,Texas,-1.4,-0.6,1,0,1,-0.021,10.56,6.11,1,-1,-4,0,0,-2,208,66,75,57,274,-0.034,109,279,0.001,-15,-125,0.079,23,106,7,20,103,-139,-87,11.97,11.2,-0.8,-2.1,-0.043,7.86,3.9,-3.9,1.75
2007,1,5,USC,77,12,Arkansas,60,USC,4.3,3.3,2,4,-2,0.076,0.01,-0.88,4,-2,2,0,2,-2,169,102,,65,78,0.015,-5,-90,0.05,44,49,0.012,-43,44,-49,-34,-73,8,48,0.24,0.4,0.3,1,0.037,-1.84,-2,-0.2,-7.9
2007,1,1,Florida,112,16,Jackson St.,69,Florida,8.6,11.3,5,14,-9,0.275,36.1,17.28,1,-3,10,-2,-3,-6,703,-68,,247,31,0.109,103,107,0.096,106,177,-0.021,-23,254,145,-23,87,28,-98,40.29,22.6,-17.7,-3.9,-0.112,18.89,13.5,-5.5,-13.96
2007,1,2,Wisconsin,76,15,Texas A&M Corpus Chris,63,Wisconsin,4.1,7.8,3,4,-1,0.045,16.21,11.75,-1,1,6,-1,-1,-2,-88,-219,,-45,139,-0.062,18,119,-0.05,-16,1,-0.019,30,85,-101,-50,21,-130,-80,17.69,1.5,-16.3,-4.3,-0.023,12.9,7.3,-5.6,-3.69
2007,1,3,Oregon,58,14,Miami OH,56,Oregon,6.8,5.9,4,11,-7,0.239,11.14,3.52,1,1,5,0,3,-6,845,555,,243,566,-0.008,181,389,0.057,178,200,0.052,172,275,92,67,-61,27,46,12.38,12.6,0.2,7.9,0.055,3.1,1.8,-1.3,-15.53
2007,1,10,Georgia Tech,63,7,UNLV,67,UNLV,2.8,4.9,-5,-10,5,-0.186,4.19,3.99,-4,4,-2,0,-7,3,-257,-248,,-44,-293,0.045,-88,-262,0.012,-81,-81,-0.035,-15,-127,-57,27,-83,93,-5,2.78,4.3,1.5,2,-0.165,4.02,0.4,-3.6,-5.4
2007,1,2,Memphis,73,15,North Texas,58,Memphis,1.2,-0.1,3,10,-7,0.216,22.83,10.5,6,-8,6,-3,2,-5,301,-87,100,98,219,-0.001,52,182,-0.019,53,132,-0.036,66,112,107,120,66,-44,43,25.79,12.4,-13.4,-0.7,-0.004,9.33,3.1,-6.2,6.29
2007,1,4,Virginia,84,13,Albany,57,Virginia,-5.1,-5.7,-1,-2,1,-0.041,14.49,12.71,-2,2,5,-1,-7,-1,222,120,-45,14,98,-0.016,30,99,-0.01,164,205,0.02,58,136,-24,-42,21,0,10,13.18,6.7,-6.5,4.2,-0.103,11.74,6.8,-5,-5.29
2007,1,5,Tennessee,121,12,Long Beach St.,86,Tennessee,0.7,0.8,3,0,3,-0.064,12.73,11.22,-2,4,4,-1,-6,2,256,219,135,75,195,-0.006,54,168,-0.01,52,132,-0.049,63,83,92,99,17,51,144,12.85,3.7,-9.2,0.3,-0.075,13.91,8.3,-5.6,4.77
2007,1,10,Creighton,71,7,Nevada,77,Nevada,-5.9,-5.7,-1,-7,6,-0.186,1.99,5.15,-1,3,-3,1,-5,6,-412,-285,,-209,-299,-0.039,-48,-16,-0.068,54,74,-0.002,-59,-220,-128,27,-65,-34,-19,2.44,-3.4,-5.9,-3.6,-0.053,6.86,4.1,-2.8,2.57
2007,1,1,Kansas,107,16,Niagara,67,Kansas,5,0,3,10,-7,0.211,26.03,11.56,1,-3,7,-4,-1,-2,324,-265,120,217,116,0.076,-43,-215,0.053,-67,-13,-0.071,-31,165,184,126,191,66,107,30.57,8.1,-22.5,0.4,-0.087,13.03,6.8,-6.3,4.26
2007,1,4,Southern Illinois,61,13,Holy Cross,51,Southern Illinois,0.7,0.6,2,4,-2,0.071,10.27,10.59,2,2,-1,-1,0,-2,95,69,,24,7,0.013,33,68,0.015,14,61,-0.041,-40,-15,-49,-87,-7,-17,107,13.63,6.8,-6.8,-1.5,-0.008,13.89,8.7,-5.2,6.32
2007,1,12,Illinois,52,5,Virginia Tech,54,Virginia Tech,-1.2,0.8,1,1,0,0.01,-0.17,-1.17,-1,1,1,1,-2,0,-183,-184,,-96,-64,-0.036,78,242,-0.014,-69,-67,-0.036,71,100,39,-80,-60,120,-15,0.12,-5.1,-5.2,-1.7,-0.013,-1.79,-1.5,0.3,-0.99
2007,1,8,Kentucky,67,9,Villanova,58,Kentucky,5.8,8.1,1,0,1,-0.02,0.99,2.25,0,0,4,-2,-5,2,104,170,,115,41,0.052,-17,-54,0.003,-109,-71,-0.078,-68,39,118,-66,54,43,-98,1.62,3.6,2,0,0.007,2.21,0.5,-1.7,5.39
2007,1,8,Arizona,63,9,Purdue,72,Purdue,1.4,-1.8,-3,-2,-1,-0.002,1.59,1.87,2,0,-5,4,5,-4,41,93,-110,3,-64,0.018,-47,-109,-0.016,82,42,0.072,-8,37,46,-80,14,-48,-249,1.12,8.8,7.7,1.8,-0.011,2.83,0.6,-2.2,9.15
2007,2,3,Washington St.,74,6,Vanderbilt,78,Vanderbilt,1.1,2.7,0,4,-4,0.118,0.57,-1.79,3,-1,-2,-1,3,-2,-321,-363,,-78,-207,0.009,-121,-316,-0.004,-44,-50,-0.012,-75,-103,-106,-31,62,-67,-35,2.64,-4,-6.6,-6.6,-0.004,-2.55,-1.9,0.7,-2.22
2007,2,1,North Carolina,81,9,Michigan St.,67,North Carolina,0.5,-4.9,3,8,-5,0.159,10.11,0.85,3,-3,-2,0,5,-4,982,607,,381,661,0.03,33,114,-0.016,187,269,-0.006,128,334,136,129,11,3,-5,10.4,8.2,-2.2,12.1,-0.01,1.88,1.8,-0.1,4.73
2007,2,2,Georgetown,62,7,Boston College,55,Georgetown,-1.8,-1.6,4,9,-5,0.175,5.86,0.27,3,-3,0,-1,4,-3,102,-157,155,81,63,0.027,39,73,0.021,-99,-124,-0.013,15,108,62,4,-2,42,104,12.3,4.7,-7.6,-4.9,-0.02,0.05,-1,-1.1,1.39
2007,2,1,Ohio St.,78,9,Xavier,71,Ohio St.,-7.2,-6.2,5,10,-5,0.162,7.36,5.64,2,-2,3,-1,2,-2,310,189,,180,394,-0.004,18,105,-0.029,-68,-50,-0.038,66,244,75,74,98,13,-70,11.2,3.7,-7.5,-1.3,0.104,6.99,2.5,-4.4,-5.11
2007,2,3,Texas A&M,72,6,Louisville,69,Texas A&M,-0.3,-2.1,0,3,-3,0.088,5.19,-2.56,1,-1,2,-3,1,1,137,-123,,63,-123,0.064,-35,-241,0.089,46,26,0.038,-111,-40,96,-27,-33,-19,-35,6.62,5.8,-0.8,-0.5,-0.001,-1.91,-1.2,0.8,-2.37
2007,2,2,UCLA,54,7,Indiana,49,UCLA,8.3,7.8,4,9,-5,0.177,4.12,1.49,5,-3,1,0,3,-4,257,105,,140,167,0.034,-12,-23,-0.005,-11,27,-0.048,11,76,83,57,-24,44,-88,5.57,0,-5.5,-1.2,0.077,1.12,2.5,1.4,4.42
2007,2,3,Pittsburgh,84,11,VCU,79,Pittsburgh,-6.9,-6,2,1,1,-0.016,7.49,8.33,-4,2,1,0,-3,1,11,26,,60,64,0.015,-15,-10,-0.019,-94,-62,-0.067,18,155,172,-74,27,47,-30,8.35,1.5,-6.8,-3.3,0.031,9.34,5.4,-3.9,0.47
2007,2,4,Maryland,59,5,Butler,62,Butler,-6.5,-8.2,-2,-4,2,-0.071,4.72,3.65,-3,3,3,1,-2,0,251,239,-100,191,240,0.043,-125,-362,0.016,-6,59,-0.065,111,257,150,58,169,203,-76,0.97,-5.6,-6.5,13.3,-0.043,3.71,2.3,-1.4,-9.68
2007,2,2,Wisconsin,68,7,UNLV,74,UNLV,5.4,10.5,-1,0,-1,0.022,6.3,1.58,1,-1,0,-1,-1,-2,-245,-387,,-112,-316,0.015,-79,-205,-0.008,58,115,-0.028,-56,-35,-54,-82,-81,-3,-119,8.62,3,-5.7,-1.4,-0.064,2.17,-1,-3.2,-3.86
2007,2,1,Florida,74,9,Purdue,67,Florida,7.3,8.3,6,13,-7,0.228,9.17,-1.55,4,-4,2,-1,3,-4,817,350,,282,304,0.066,78,113,0.052,175,241,0.012,59,383,149,-3,105,90,-48,12.5,12.1,-0.4,-0.7,0.026,-0.64,-0.7,-0.1,-7.95
2007,2,3,Oregon,75,11,Winthrop,61,Oregon,7.3,6.2,3,0,3,-0.069,6.78,7.5,-3,7,1,2,-6,2,262,362,125,40,196,-0.025,72,124,0.03,110,23,0.137,10,-6,-54,-14,-52,16,22,5.95,5.4,-0.4,4.1,-0.024,9.9,4.9,-5,-24.15
2007,2,2,Memphis,78,7,Nevada,62,Memphis,0.1,-0.6,3,4,-1,0.039,9.14,2.82,2,-2,4,-1,-1,0,286,37,110,75,288,-0.029,25,169,-0.055,111,317,-0.135,151,168,-32,161,69,42,161,8.72,-1.8,-10.6,2.1,0,0.95,1.1,0.2,1.88
2007,2,1,Kansas,88,8,Kentucky,76,Kansas,-4,-9.4,4,11,-7,0.221,5.5,-4.55,5,-5,2,0,4,-4,482,42,,216,373,0.018,0,-66,0.041,50,121,-0.043,116,272,114,149,85,46,171,6.08,-1.7,-7.8,2.9,0.06,-6.37,-2.9,3.4,-9.14
2007,2,4,Southern Illinois,63,5,Virginia Tech,48,Southern Illinois,0.6,1,2,7,-5,0.159,-0.76,-0.73,5,-3,0,-2,5,-2,-162,-158,,-124,-192,-0.02,61,163,0.003,25,1,0.033,-20,-55,-35,-48,-43,133,109,3.65,-2.6,-6.2,-2.7,0.021,0.34,0.3,-0.1,6.51
2007,2,4,Texas,68,5,USC,87,USC,-4.8,-3.7,-2,0,-2,0.038,1.82,-1.75,1,-3,0,-2,2,-1,204,115,,17,176,-0.031,101,269,-0.007,69,71,0.021,133,114,7,56,49,-106,-49,2.38,8.5,6.1,0.5,-0.024,-0.7,-0.2,0.6,4.62
2007,2,5,Tennessee,77,4,Virginia,74,Tennessee,5.7,6,3,3,0,0.03,2.08,1.19,-1,1,0,-1,-1,1,368,360,130,169,329,0.011,70,190,0.001,-40,46,-0.089,51,6,134,187,5,59,60,2.86,1.8,-1.1,3.4,0.029,2.3,1.1,-1.1,6.16
2007,3,1,Ohio St.,85,5,Tennessee,84,Ohio St.,-3,-2.6,4,11,-7,0.211,6.57,-0.12,5,-5,3,0,4,-4,74,-210,,48,-11,0.024,-40,-102,-0.004,18,-33,0.05,-40,136,37,-71,110,-53,-170,11.04,5.1,-5.9,-6.4,0.022,-0.75,-1.3,-0.6,-3.52
2007,3,3,Texas A&M,64,2,Memphis,65,Memphis,-0.2,1.8,-3,-6,3,-0.098,1.55,1.22,-3,3,-1,1,-2,1,-348,-312,-115,-116,-426,0.043,-63,-282,0.071,-53,-200,0.095,-205,-259,54,-120,-106,-78,-69,2.16,3.9,1.7,-4.7,-0.077,2.45,1.4,-1,-9.39
2007,3,1,Kansas,61,4,Southern Illinois,58,Kansas,4.9,-0.3,2,4,-2,0.062,9.03,-0.67,-1,-1,3,2,-2,-2,712,321,,344,539,0.046,7,-28,0.03,17,63,-0.033,140,431,237,113,130,35,-10,6.78,5.5,-1.3,7.7,0.014,-3.33,-2.1,1.2,-8.23
2007,3,2,UCLA,64,3,Pittsburgh,55,UCLA,15,13.6,-1,1,-2,0.049,3.91,1.31,3,-1,0,-2,-2,1,-134,-243,,-38,-113,0.008,11,39,-0.006,-69,-105,0.001,-59,-162,-140,69,-17,-1,-44,4.25,-2.7,-6.9,1.5,-0.014,1.54,1.4,-0.2,5.21
2007,3,1,North Carolina,74,5,USC,64,North Carolina,11,8.8,1,6,-5,0.14,12.63,1.43,0,-2,1,-2,3,-2,602,195,,241,391,0.023,8,77,-0.038,112,161,-0.003,173,274,224,103,25,-16,-13,14.51,10,-4.6,5.3,-0.062,2.69,2.7,0.1,9.72
2007,3,2,Georgetown,66,6,Vanderbilt,65,Georgetown,-1.2,-0.9,3,8,-5,0.164,6.86,1.69,3,-3,0,0,4,-3,-39,-241,,19,-158,0.049,-82,-208,-0.006,5,24,-0.018,63,104,-33,-65,96,75,25,12.25,6.3,-5.9,-7.2,-0.002,1.07,0.2,-0.9,1.72
2007,3,1,Florida,65,5,Butler,57,Florida,-0.6,0.3,4,6,-2,0.069,9.48,3.4,0,0,4,-2,-3,0,759,448,,345,346,0.091,-24,-144,0.04,93,208,-0.07,121,436,177,71,130,224,-62,9.36,4.8,-4.5,7.7,0.012,3.96,2.5,-1.5,-13.48
2007,3,3,Oregon,76,7,UNLV,72,Oregon,8,8.5,0,-1,1,-0.027,2.97,0.93,-1,3,-3,1,-2,0,35,-20,,-16,-71,0.007,61,95,0.03,6,-35,0.045,-28,-20,-35,-35,-123,51,-64,3.93,5.7,1.8,0.8,-0.067,1.58,-1.1,-2.7,-11.38
2007,4,1,Ohio St.,92,2,Memphis,76,Ohio St.,-4.2,-2.6,2,2,0,0.005,1.82,5.12,-1,1,0,0,-2,1,-13,84,,5,-71,0.017,9,2,0.01,-32,-156,0.082,-117,-78,46,-79,1,-50,-198,4.52,5.6,1.1,-3.5,0.027,6.89,3.7,-3.2,-5.12
2007,4,1,Kansas,55,2,UCLA,68,UCLA,-3.6,-8.1,2,3,-1,0.035,1.72,-2.98,-1,-1,0,2,2,-2,475,263,,183,319,0.014,-9,-54,0.02,118,181,-0.002,100,349,144,87,130,99,149,0.66,-0.1,-0.8,5,0.012,-4.22,-2.9,1.3,-6.86
2007,4,1,Florida,85,3,Oregon,77,Florida,2.1,5.6,3,6,-3,0.091,7.87,1.04,2,-4,2,-2,-1,-1,386,54,,162,7,0.074,-53,-170,0.019,115,238,-0.071,15,231,101,12,120,104,20,10.05,4.5,-5.6,-0.2,-0.003,1.54,1.1,-0.5,2.22
2007,4,1,North Carolina,84,2,Georgetown,96,Georgetown,14.4,13.1,1,1,0,0.005,6.79,-0.18,-2,2,2,-2,-2,1,703,462,,264,553,-0.006,-20,-35,-0.012,195,273,0.001,113,301,151,117,-16,27,38,2.89,-1,-3.9,13,-0.052,0.54,1.3,0.8,4.12
2007,5,1,Florida,76,2,UCLA,66,Florida,0.3,3.4,4,5,-1,0.042,2.92,-2.5,-2,0,2,0,-1,0,690,423,,202,216,0.046,57,89,0.033,229,306,0.028,61,346,107,3,78,125,57,3.66,7.4,3.7,2.1,0.009,-2.35,-1.9,0.4,-12.8
2007,5,1,Ohio St.,67,2,Georgetown,60,Ohio St.,-0.5,1.2,2,5,-3,0.086,1.92,-0.45,2,-2,5,-3,-2,0,350,271,,106,352,-0.033,52,159,-0.009,86,130,-0.008,24,140,38,73,29,-54,-75,0.85,-1,-1.8,5.5,0.051,-0.59,-0.7,-0.1,-0.69
2007,6,1,Florida,84,1,Ohio St.,75,Florida,11.8,14.1,1,0,1,-0.022,2.28,-1.69,-2,2,-1,0,-2,1,288,87,,96,-40,0.054,10,-67,0.048,86,139,-0.013,14,114,31,1,-24,122,92,1.48,1.8,0.3,0.9,-0.029,-1.09,0.1,1.1,-5.16
2008,PI,16,Mount St. Mary's,69,16,Coppin St.,60,Mount St. Mary's,,,-3,3,-6,0.127,10.92,1.08,4,-2,3,2,6,-7,141,-142,-140,47,-84,0.044,57,99,0.046,-10,-3,-0.011,-64,-6,90,-15,43,-53,-22,13.09,6.9,-6.2,3.2,-0.051,2.03,3.5,1.4,-7.92
2008,1,11,Kansas St.,80,6,USC,67,Kansas St.,-0.7,-1,0,0,0,0,1.9,-0.8,-1,-1,4,-3,-4,1,297,172,-5,96,357,-0.037,26,186,-0.07,79,113,0.002,234,256,102,61,-32,19,136,0.23,3.7,3.4,4.5,-0.044,-2.09,-1.7,0.4,-3.13
2008,1,4,Washington St.,71,13,Winthrop,40,Washington St.,0.4,0.1,1,4,-3,0.096,12.74,7.8,1,3,-3,1,4,-3,120,-15,,20,-98,0.037,-3,-5,-0.002,83,-12,0.137,-119,-151,47,-66,-22,-81,-57,17.94,15.6,-2.3,-3.3,-0.004,10,3.9,-6.1,-14.32
2008,1,5,Notre Dame,68,12,George Mason,50,Notre Dame,-2.9,-4.4,-1,2,-3,0.082,10.08,7.78,2,-2,4,-1,0,-3,252,173,,87,237,-0.011,69,86,0.058,9,-21,0.035,96,201,163,16,17,23,-28,9.39,3.9,-5.4,7.9,0.052,7.45,4.9,-2.6,-9.3
2008,1,1,Kansas,85,16,Portland St.,61,Kansas,5,0.1,7,14,-7,0.228,25.18,11.21,-1,1,6,-1,0,-4,783,215,,330,492,0.044,-23,-66,0.004,146,184,0.025,101,418,200,125,127,45,115,29.81,12.3,-17.5,0.5,-0.05,13.07,6.5,-6.6,-5.36
2008,1,3,Wisconsin,71,14,Cal St. Fullerton,56,Wisconsin,4.2,7.9,3,7,-4,0.134,13.95,9.79,4,-2,5,-1,1,-3,-279,-440,115,-133,-188,-0.024,-73,-145,-0.029,60,82,0.003,28,110,-50,-75,69,-7,-112,18.21,1.2,-17.1,-10.5,0.053,11.3,5.6,-5.7,2.82
2008,1,8,UNLV,71,9,Kent St.,58,UNLV,-2.8,-4.7,0,-1,1,-0.029,2.76,3.61,-1,1,4,2,-2,0,28,16,,5,190,-0.042,62,245,-0.035,-44,-92,0.033,-29,43,25,-22,-28,-137,-48,0.67,2.4,1.7,-1.2,0.006,2.07,0.8,-1.3,-0.75
2008,1,3,Stanford,77,14,Cornell,53,Stanford,-4.5,-6.3,8,6,2,-0.008,15.55,11.69,-1,5,4,0,-3,1,417,299,335,143,446,-0.036,-29,-14,-0.043,160,280,-0.067,220,470,98,-12,99,61,103,18.34,3.5,-14.8,-4.5,-0.046,16.25,10,-6.3,-2.73
2008,1,4,Pittsburgh,82,13,Oral Roberts,63,Pittsburgh,-5.9,-5.3,4,3,1,0.003,9.91,8.1,-6,6,4,1,-3,1,449,363,160,212,402,0.016,2,67,-0.034,23,38,-0.003,162,217,133,45,-7,14,44,9.64,11.8,2.1,0.3,-0.005,9.53,2.4,-7.1,-10.44
2008,1,5,Michigan St.,72,12,Temple,61,Michigan St.,13.7,16.5,2,6,-4,0.132,8.16,3.11,1,1,7,-3,-3,1,107,-82,,92,147,0.011,-87,-238,0.002,10,16,-0.003,138,222,121,-6,4,58,64,8.78,3,-5.7,-0.3,0.05,2.63,0.8,-1.8,-3.14
2008,1,6,Marquette,74,11,Kentucky,66,Marquette,-9.2,-10.1,4,7,-3,0.133,9.43,1,-1,3,1,-2,1,-1,534,235,150,194,516,-0.023,64,204,-0.016,82,141,-0.027,173,249,120,119,-17,-39,147,12.15,7.5,-4.7,4.2,-0.037,1.88,0.5,-1.4,-3.24
2008,1,1,UCLA,70,16,Mississippi Valley St.,29,UCLA,8.3,7.9,6,18,-12,0.382,36.99,17.21,4,-4,8,-2,3,-7,831,126,240,331,409,0.078,67,176,0.013,102,86,0.054,103,325,183,79,77,18,-13,45.15,26.1,-19,1.1,-0.068,21.03,12.6,-8.4,-14.67
2008,1,2,Duke,71,15,Belmont,70,Duke,0.8,-3.2,0,3,-3,0.089,21.64,12.72,-1,1,1,0,-3,-3,116,-136,-15,26,6,0.012,-49,-163,0.012,113,163,-0.001,2,7,-90,5,68,-36,28,22.87,6.6,-16.3,2.9,-0.081,15.27,8.2,-7.1,2.85
2008,1,3,Xavier,73,14,Georgia,61,Xavier,6.5,6.4,3,13,-10,0.311,9.93,-1.56,10,-10,5,-4,5,-4,466,57,,96,17,0.045,78,102,0.061,196,203,0.07,-39,27,168,-22,9,-25,31,13.97,13,-1,-0.9,0.086,-0.61,-0.4,0.2,7.6
2008,1,6,Purdue,90,11,Baylor,79,Purdue,1,2.9,2,4,-2,0.079,1.64,0.15,6,-4,4,-2,0,1,-234,-274,,-93,-79,-0.03,-22,-48,-0.005,-26,-6,-0.031,5,-72,63,49,9,33,6,3.48,-5.2,-8.7,-3.2,0.003,-1.17,-0.7,0.4,1.22
2008,1,7,West Virginia,75,10,Arizona,65,West Virginia,0.3,3.1,3,7,-4,0.144,3.42,-3.06,3,-3,2,-4,-2,-2,326,76,125,140,404,-0.025,43,177,-0.035,3,66,-0.06,172,280,45,68,68,-1,154,2.15,-1.8,-4,0.3,0.06,-3.72,-1.8,1.9,-10.73
2008,1,9,Texas A&M,67,8,BYU,62,Texas A&M,6,5.8,1,-2,3,-0.077,4.38,6.13,-6,6,0,4,-4,0,-32,3,,3,-25,0.007,-74,-176,-0.014,36,83,-0.022,59,51,-101,-49,10,-34,-7,4.17,4.9,0.6,-6,-0.023,6.81,3.2,-3.6,-0.9
2008,1,4,Vanderbilt,62,13,Siena,83,Siena,-1.9,-4,0,3,-3,0.089,6.9,7.16,-3,1,6,-4,-4,0,108,117,20,0,-63,0.014,64,134,0.017,44,13,0.046,-31,49,117,-113,-1,109,97,4.66,3.7,-1.1,0.6,0.074,6.61,3.3,-3.3,-5.39
2008,1,4,Connecticut,69,13,San Diego,70,San Diego,11.5,11,-3,2,-5,0.116,12.15,5.31,2,2,3,-4,0,-2,191,-30,,0,-45,0.011,-9,-55,0.021,200,232,0.048,65,177,12,-61,172,-87,-123,14.26,13.6,-0.7,4.1,-0.046,6.24,3.4,-2.9,-3.88
2008,1,5,Clemson,69,12,Villanova,75,Villanova,-6.5,-3.7,-1,2,-3,0.077,7.05,1.39,1,-3,1,-1,3,-2,146,-59,,132,178,0.025,29,25,0.028,-147,-106,-0.104,79,48,69,51,87,2,-63,7.82,4.8,-3.1,-0.1,-0.081,0.39,0.4,0,2.71
