Year,Round,Fseed,Favored,Fscore,Useed,Underdog,Uscore,Winner,PAKE.d,PASE.d,G.d,W.d,L.d,W.L..d,SRS.d,SOS.d,CW.d,CL.d,HW.d,HL.d,CW2.d,CL3.d,TmP.d,OppP.d,MP.d,FG.d,FGA.d,FG..d,X3P.d,X3PA.d,X3P..d,FT.d,FTA.d,FT..d,ORB.d,TRB.d,AST.d,STL.d,BLK.d,TOV.d,PF.d,AdjEM.d,AdjO.d,AdjD.d,AdjT.d,Luck.d,SoS.AdjEM.d,OppO.d,OppD.d,NCSOS.AdjEM.d
2015,1,2,Kansas,75,15,New Mexico St.,56,Kansas,7.4,2.6,2,4,-2,0.074,14.76,15.8,0,4,0,-2,-1,-3,245,300,75,61,228,-0.022,48,112,0.012,75,71,0.03,-2,165,69,18,51,-7,98,16.09,7.1,-9,4,0.112,18.54,9.5,-9.1,7.79
2015,1,4,Maryland,65,13,Valparaiso,62,Maryland,4.2,3.5,1,0,1,-0.024,7.03,9.63,1,1,3,0,-2,0,51,197,45,-56,-59,-0.016,22,67,-0.005,141,114,0.081,-83,-53,-67,-34,-6,9,21,4.55,3.9,-0.6,1.6,0.074,9.21,4.1,-5.2,0.36
2015,1,5,West Virginia,68,12,Buffalo,62,West Virginia,3.1,4.3,2,2,0,0.017,7.19,7.69,-1,1,1,1,-4,-2,80,85,90,35,216,-0.027,28,136,-0.025,-18,44,-0.057,155,12,61,128,-36,75,208,5.77,1.3,-4.5,-0.4,0.086,7.73,2.9,-4.9,-3.46
2015,1,7,Wichita St.,81,10,Indiana,76,Wichita St.,0,1.3,1,10,-9,0.269,2.62,-3.52,8,-8,0,-4,7,-4,-173,-430,45,-63,-56,-0.019,-80,-116,-0.049,33,64,-0.018,8,21,3,80,26,-65,-19,8.38,-4,-12.4,-4.3,0.066,-3.68,-2.3,1.4,9.4
2015,1,1,Duke,85,16,Robert Morris,56,Duke,-1.6,-5,4,15,-11,0.326,27.99,13.37,3,-3,5,-5,1,-6,677,105,160,245,265,0.059,62,142,0.012,125,189,-0.01,78,274,160,-22,49,-46,-43,33.87,21.4,-12.5,0.4,0.012,15.76,8,-7.8,-1.18
2015,1,2,Gonzaga,86,15,North Dakota St.,76,Gonzaga,2.1,1.2,5,12,-7,0.224,22.84,8.75,5,-3,1,1,5,-7,848,286,190,341,370,0.086,34,60,0.017,132,192,-0.001,117,343,305,70,3,72,133,26.37,17.9,-8.5,3.9,-0.087,8.58,4.4,-4.2,8.5
2015,1,7,Iowa,83,10,Davidson,52,Iowa,-0.4,-2.1,2,-2,4,-0.103,3.86,5.2,-2,2,0,3,-2,0,-157,-102,85,-77,-19,-0.036,-151,-301,-0.058,148,170,0.039,87,130,-65,47,65,74,-65,4.02,-5.5,-9.6,-3,-0.063,5.42,3.6,-1.8,2.2
2015,1,8,San Diego St.,76,9,St. John's,64,San Diego St.,-0.3,0.9,3,6,-3,0.114,-0.04,-4.8,4,-4,1,-2,1,-1,-117,-301,130,-35,26,-0.024,-9,22,-0.028,-38,7,-0.061,103,106,-31,1,-31,58,-81,2.25,-5.8,-8,-6.3,-0.024,-5.09,-2.9,2.2,5
2015,1,1,Wisconsin,86,16,Coastal Carolina,72,Wisconsin,4,7.7,6,12,-6,0.194,25.63,16.47,4,-4,1,-1,2,-5,462,206,250,178,216,0.039,60,157,0.005,46,-15,0.073,-64,0,119,-66,16,-103,-58,31.34,22.3,-9.1,-5.4,0.009,17.48,7.6,-9.8,6.35
2015,1,9,Oklahoma St.,73,8,Oregon,79,Oregon,-9.1,-8.4,-4,-8,4,-0.159,1.52,1.98,-5,5,-5,2,-3,4,-553,-539,-170,-259,-476,-0.023,-37,-79,-0.013,2,32,-0.034,-85,-259,-142,46,-1,-29,-41,1.04,-3.4,-4.5,-3.3,-0.164,3.14,-0.2,-3.3,0.69
2015,2,1,Villanova,68,8,North Carolina St.,71,North Carolina St.,3.3,-0.2,0,11,-11,0.306,9.02,-2.17,6,-6,1,-6,4,-3,229,-174,0,21,-103,0.034,90,176,0.032,97,88,0.045,-64,-134,155,140,-38,7,-41,14.72,7.8,-6.9,0.1,0.034,-2.17,-1.1,1.1,0.88
2015,2,1,Kentucky,64,8,Cincinnati,51,Kentucky,16.1,16.7,5,15,-10,0.298,18,4.27,5,-5,4,-3,4,-5,787,220,195,245,445,0.022,36,75,0.02,261,310,0.056,108,304,159,31,83,-24,158,22.76,13.1,-9.6,2.6,0.064,5.19,3.8,-1.4,1.44
2015,2,3,Notre Dame,67,6,Butler,64,Notre Dame,-9.6,-12.4,4,9,-5,0.166,2.59,-1.6,2,-2,4,-1,0,-2,617,426,165,236,179,0.076,110,235,0.034,35,-11,0.056,-95,-8,189,39,35,-19,-52,4.87,15.2,10.3,0.2,0.085,-2.13,-2.9,-0.8,-12.31
2015,2,11,UCLA,92,14,UAB,75,UCLA,6.4,5.9,0,2,-2,0.055,10.13,6.65,-1,1,3,-3,-1,0,114,1,-30,57,57,0.015,21,-1,0.035,-21,35,-0.062,6,45,-18,1,-45,-52,15,11.59,8,-3.7,1.1,0.007,8.11,4,-4.1,-0.77
2015,2,2,Arizona,73,10,Ohio St.,58,Arizona,5.9,4,3,10,-7,0.209,4.65,0.04,5,-5,-1,-2,4,-3,276,64,115,45,73,0.005,-43,-101,-0.01,229,281,0.039,24,158,-6,9,-47,23,118,11.61,4.3,-7.3,0.6,0.01,0.61,0.2,-0.5,7.5
2015,2,4,North Carolina,87,5,Arkansas,78,North Carolina,15.3,12.1,2,-1,3,-0.066,6.56,4.97,-2,2,-7,3,0,-1,166,91,80,121,113,0.031,-54,-167,0.009,-22,-5,-0.023,56,251,82,-26,-8,51,54,7.41,4.4,-3,-0.1,-0.071,6.67,3.9,-2.8,11.08
2015,2,6,Xavier,75,14,Georgia St.,67,Xavier,2.9,2.4,2,-2,4,-0.092,9.95,11.51,-6,4,1,2,-3,-1,213,308,90,54,133,-0.005,60,144,0.018,45,56,0.005,42,166,117,-98,-37,81,19,9.17,5,-4.2,2.6,-0.059,11.76,7.1,-4.7,-1.56
2015,2,5,Utah,75,4,Georgetown,64,Utah,1.2,2.4,2,4,-2,0.076,5.5,-2.39,1,-1,3,-2,1,1,156,-154,65,50,7,0.026,63,85,0.051,-7,-9,-0.001,-45,52,62,-43,19,-8,-87,8.11,2.1,-5.9,-3.5,-0.054,-2.04,-1.7,0.3,-2.64
2015,2,2,Virginia,54,7,Michigan St.,60,Michigan St.,-17.1,-20.2,-5,3,-8,0.19,4.27,-2.19,4,-4,3,-3,4,-3,-549,-731,-235,-210,-423,-0.008,-124,-280,-0.033,-5,-100,0.094,-78,-226,-216,-17,-33,-125,-254,8.34,-1,-9.4,-5.1,0.04,-2.28,-1.8,0.5,1.34
2015,2,2,Kansas,65,7,Wichita St.,78,Wichita St.,4.7,-1.6,1,-3,4,-0.107,2.91,8.45,-4,4,0,0,-5,3,101,325,35,9,43,-0.005,-26,-108,0.022,109,127,0.023,11,119,-1,-13,41,136,52,0.51,-1.3,-1.8,4.7,0.048,9.93,5.1,-4.9,6.13
2015,2,3,Oklahoma,72,11,Dayton,66,Oklahoma,-1.7,-1.3,-1,-3,2,-0.064,7.67,5.88,-1,1,-2,1,0,0,62,6,-35,75,280,-0.027,-3,18,-0.014,-85,-178,0.055,134,211,-60,-13,83,4,-3,8.56,3.3,-5.3,3.3,-0.067,7.61,4.8,-2.8,0.98
2015,2,4,Louisville,66,5,Northern Iowa,53,Louisville,1.7,3.9,1,-4,5,-0.136,5.58,6.98,-4,4,-1,4,-2,0,202,242,30,102,430,-0.051,-59,-1,-0.091,57,148,-0.065,199,280,6,76,108,45,115,0.23,-6.1,-6.4,6.4,0.009,8.27,5.1,-3.2,-2.97
2015,2,1,Duke,68,8,San Diego St.,49,Duke,0.5,-2.4,3,8,-5,0.147,13.16,5.63,1,-1,-1,0,3,-3,865,563,115,299,275,0.084,94,141,0.067,173,179,0.069,6,166,211,31,-30,11,101,16.53,19.6,3,5.4,0.041,7.54,4.6,-3,-2.19
2015,2,2,Gonzaga,87,7,Iowa,69,Gonzaga,3.7,3.3,4,13,-9,0.274,5.29,-3.27,5,-5,1,-3,3,-3,617,224,155,263,178,0.089,72,84,0.067,19,83,-0.053,-31,167,138,8,-32,20,101,8.76,7.5,-1.2,1,0.025,-4.21,-1.6,2.5,4.58
2015,2,1,Wisconsin,72,8,Oregon,65,Wisconsin,-2.6,2,4,10,-6,0.178,13.18,2.64,3,-3,-2,-1,4,-2,187,-223,150,22,-28,0.016,25,64,0.003,118,152,0.003,11,40,-4,-33,-30,-125,-154,19.84,13.8,-6.1,-7.9,-0.104,3.75,1.4,-2.3,7.64
2015,2,5,West Virginia,69,4,Maryland,59,West Virginia,0.3,1.5,0,-3,3,-0.086,1.8,1.66,-3,3,-6,2,-1,1,125,120,0,91,361,-0.032,-31,32,-0.06,-26,73,-0.094,261,49,118,207,-55,22,237,1.96,1.3,-0.8,4,-0.04,2.41,0.6,-1.8,0.68
2015,3,1,Kentucky,78,5,West Virginia,39,Kentucky,5.7,4.9,4,13,-9,0.26,13.6,-0.62,7,-7,7,-3,5,-5,358,-220,165,134,12,0.06,-24,-137,0.033,114,80,0.064,-84,210,59,-123,172,-45,-156,19.27,8.7,-10.5,-5.5,-0.039,-0.98,-0.2,0.8,5.78
2015,3,3,Notre Dame,81,7,Wichita St.,70,Notre Dame,-0.4,-2.8,3,2,1,-0.015,3.67,3.34,-3,3,2,2,-3,0,503,491,135,190,128,0.064,63,105,0.033,60,41,0.041,-102,-14,100,6,4,30,-47,2.75,9.6,6.8,1.1,0.04,4.35,2.2,-2.2,-15.06
2015,3,1,Wisconsin,79,4,North Carolina,72,Wisconsin,-7.8,-1.4,2,10,-8,0.216,3.98,-1.47,5,-5,5,-4,3,-2,-53,-289,80,-85,-194,0.003,104,276,0.007,13,-49,0.062,-143,-203,-157,-77,-33,-185,-237,9.87,9.9,-0.1,-10.5,0.041,-1.73,-1.3,0.5,-2.34
2015,3,2,Arizona,68,6,Xavier,60,Arizona,-1.3,-2.2,1,11,-10,0.273,8.91,-2.07,7,-7,4,-3,3,-4,199,-224,20,53,57,0.013,-41,-130,0.009,134,199,-0.011,47,117,-68,52,25,-28,20,12.87,3.3,-9.6,0.8,0.029,-2.92,-1.2,1.7,-1.98
2015,3,3,Oklahoma,58,7,Michigan St.,62,Michigan St.,-12.1,-16.7,-4,-3,-1,-0.006,1.19,-0.06,0,0,2,-3,-2,2,-272,-286,-195,-129,-146,-0.03,-58,-75,-0.042,44,-46,0.109,-47,-126,-216,34,-2,-22,-168,1.08,-4.1,-5.2,3.6,-0.028,0.51,-0.1,-0.6,1.93
2015,3,4,Louisville,75,8,North Carolina St.,65,Louisville,1.5,2.4,0,5,-5,0.139,4.01,-0.74,2,-2,1,-2,2,-2,-42,-213,0,-17,-6,-0.007,-38,-17,-0.05,30,65,-0.018,19,-18,4,145,8,33,-14,5.28,-4.7,-10,0.5,0.03,-0.15,0.2,0.3,-1.71
2015,3,1,Duke,63,5,Utah,57,Duke,-0.3,-3.5,4,9,-5,0.154,3.99,2.45,2,-2,-1,0,3,-3,595,503,165,250,431,0.02,19,78,-0.017,76,113,-0.004,123,232,99,70,-26,14,26,5.24,8.1,2.8,5.3,0.121,2.98,1.9,-1.1,0.71
2015,3,2,Gonzaga,74,11,UCLA,62,Gonzaga,-6.1,-6.4,2,13,-11,0.31,9.05,-3.15,6,-6,-1,0,8,-7,399,-110,75,154,-16,0.077,41,54,0.032,50,56,0.015,-49,74,122,-12,-13,-33,-8,13.13,8.8,-4.3,-1.1,-0.014,-4.03,-0.6,3.4,0.37
2015,4,1,Kentucky,68,3,Notre Dame,66,Kentucky,9.1,10.6,1,6,-5,0.132,9.49,1.65,4,-4,2,-2,3,-2,-63,-381,30,-44,89,-0.041,-99,-193,-0.041,124,187,-0.016,178,251,-23,-3,130,51,125,11.95,-4.1,-16,-1,-0.014,0.99,1,0,14.75
2015,4,1,Wisconsin,85,2,Arizona,78,Wisconsin,1.2,6.5,2,2,0,0.005,0.28,2.88,0,0,-2,1,2,-1,-11,59,85,5,47,-0.009,95,254,0.005,-116,-209,0.044,-28,-61,-24,-101,-4,-123,-180,1.36,9.1,7.7,-7.1,0.048,3.66,1.5,-2.1,5.21
2015,4,7,Michigan St.,76,4,Louisville,70,Michigan St.,10.1,10.3,3,0,3,-0.058,-0.66,1.02,0,0,-3,0,0,1,290,328,155,136,133,0.036,96,119,0.078,-78,-78,-0.036,-18,107,227,-80,-16,33,115,0.51,6.4,6,-1.5,-0.044,0.8,0.8,0,1.48
2015,4,1,Duke,66,2,Gonzaga,52,Duke,-4,-6.6,1,0,1,-0.024,3.85,4.75,-2,2,0,0,-1,1,102,159,45,15,108,-0.018,19,72,-0.013,53,67,0.008,54,-5,-32,52,23,24,-30,4.7,2.8,-1.9,1.1,0.049,6.8,3.4,-3.4,-1.69
2015,5,1,Duke,81,7,Michigan St.,61,Duke,-13,-19.1,0,8,-8,0.205,7.51,-0.13,3,-3,3,-3,2,-2,318,20,-35,85,10,0.037,-11,-31,0.002,159,159,0.067,9,-22,-58,75,-27,-20,-131,10.76,7.9,-2.9,2.7,0.084,0.68,0.4,-0.3,2.19
2015,5,1,Kentucky,64,1,Wisconsin,71,Wisconsin,4.8,1.5,-1,2,-3,0.074,4.11,-1.62,2,-2,4,-1,0,-2,0,-209,-35,-8,35,-0.011,-85,-208,-0.016,101,178,-0.037,108,144,49,79,141,112,164,3.19,-7.7,-10.8,3.7,0.033,-2.45,-1.1,1.3,-2.17
2015,6,1,Wisconsin,63,1,Duke,68,Duke,5.7,12.8,1,1,0,0.003,-0.36,0.42,1,-1,0,0,1,0,-191,-175,40,-85,-76,-0.023,5,58,-0.022,-26,-108,0.064,-62,-98,-84,-104,-22,-125,-106,1.24,4.5,3.2,-7.1,-0.052,-0.14,-0.9,-0.7,3.99
2016,PI,16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,Florida Gulf Coast,1.5,1.8,2,3,-1,0.055,10.11,4.49,-3,-1,7,-2,-5,0,145,-127,100,79,77,0.021,-52,-130,-0.009,39,115,-0.053,70,314,11,-20,54,15,-46,10.55,-0.8,-11.3,-4.5,-0.135,3.61,5.4,1.9,-1.7
2016,PI,11,Wichita St.,70,11,Vanderbilt,50,Wichita St.,1.5,4.5,2,7,-5,0.167,0.19,-4.44,5,-5,0,-1,6,-6,29,-159,80,10,144,-0.027,-23,57,-0.058,32,21,0.022,94,32,2,116,-57,-40,73,3.77,-2.3,-6.2,-1.8,0.027,-4.99,-4.4,0.6,2.77
2016,PI,11,Michigan,67,11,Tulsa,62,Michigan,3.6,3.4,4,3,1,0.014,3.96,2.16,-2,2,1,1,-2,1,300,199,155,126,199,0.018,123,230,0.054,-75,-162,0.061,-33,29,102,-13,-7,2,-5,2.65,3.4,0.8,-2.6,0.016,3.42,3.1,-0.3,-3.61
2016,PI,16,Southern,55,16,Holy Cross,59,Holy Cross,0.7,0.5,0,7,-7,0.2,3.52,-3.26,6,-6,4,-5,1,-3,267,-39,-25,134,167,0.032,-40,-159,0.02,39,76,-0.017,86,206,-99,39,37,5,95,5.64,3.4,-2.2,5.3,-0.025,-2.43,-2.8,-0.4,9.76
2016,1,5,Purdue,83,12,Arkansas Little Rock,85,Arkansas Little Rock,,,0,-4,4,-0.114,13.05,9.22,-5,3,3,1,-7,1,239,152,0,74,84,0.017,2,38,-0.017,89,107,0.015,85,248,164,-83,59,64,-33,10.61,7.7,-2.9,4.5,-0.102,8.2,4.9,-3.2,-2.47
2016,1,5,Baylor,75,12,Yale,79,Yale,0.3,-0.2,4,-1,5,-0.12,7.05,10.79,-3,7,3,5,-3,-1,373,452,170,138,310,-0.004,20,49,0.004,77,53,0.055,60,59,151,99,-2,34,130,4.73,8.5,3.8,0.6,-0.038,12.06,4.2,-8,-2.12
2016,1,11,Gonzaga,68,6,Seton Hall,52,Gonzaga,2.9,2.4,2,3,-1,0.043,2.26,-4.05,3,-3,-2,1,2,-2,318,55,80,119,82,0.04,75,144,0.034,5,-100,0.1,-56,71,46,-67,-44,-51,-13,2.55,5.2,2.6,-2.4,-0.054,-5.04,-1.2,3.8,9.04
2016,1,11,Wichita St.,65,6,Arizona,55,Wichita St.,-2.7,0.2,1,1,0,0.008,-1.4,-2.99,4,-4,-3,0,4,-2,-200,-276,20,-79,53,-0.051,29,191,-0.057,-71,-95,-0.004,13,-63,4,91,-36,-96,84,1.56,-5.5,-7.1,-2.3,-0.041,-3.05,-3.1,-0.1,10.11
2016,1,1,North Carolina,83,16,Florida Gulf Coast,67,North Carolina,10.2,7.3,5,12,-7,0.225,24.23,14.51,6,-2,-1,-3,2,-3,608,328,165,227,454,0.003,38,158,-0.026,116,48,0.103,151,202,225,39,36,-7,44,29.9,20.8,-9.1,3.5,-0.017,17.28,7.6,-9.8,5
2016,1,4,Kentucky,85,13,Stony Brook,57,Kentucky,8.9,9.5,3,1,2,-0.038,16.48,14.12,-1,3,2,-1,-7,2,346,336,130,95,157,0.01,24,68,-0.002,132,176,0.017,26,83,-29,2,57,10,212,17.01,14.5,-2.5,0.2,-0.095,13.97,5.3,-8.6,-1.19
2016,1,5,Indiana,99,12,Chattanooga,74,Indiana,0.3,0.7,0,-2,2,-0.058,16.35,10.36,0,0,4,-1,-4,0,239,83,-5,124,71,0.045,83,102,0.056,-92,-123,-0.002,33,47,56,-33,-28,37,51,16.55,14.2,-2.3,1.9,-0.132,9.58,4.4,-5.2,-3.08
2016,1,1,Virginia,81,16,Hampton,45,Virginia,-6.5,-7.1,5,8,-3,0.128,30.78,19.57,0,2,6,-2,-3,-1,263,-148,180,154,-3,0.079,18,-121,0.098,-63,-185,0.093,-124,-133,170,30,2,-95,-53,37.04,20.8,-16.2,-9.9,-0.197,22.42,13.2,-9.2,3.07
2016,1,3,Utah,80,14,Fresno St.,69,Utah,-1.2,-1.2,1,2,-1,0.036,10.23,6.55,0,0,0,-1,-1,-2,148,27,40,51,-126,0.053,54,108,0.023,-8,-41,0.027,-62,42,91,-96,11,73,-215,10.16,8.2,-2,-3.7,0.027,8.14,4.5,-3.7,4.79
2016,1,4,Iowa St.,94,13,Iona,81,Iowa St.,-1.4,-2,2,1,1,-0.01,13.34,11.94,-6,4,3,0,-4,1,234,174,90,168,148,0.046,-34,-126,0.017,-68,-88,-0.009,-44,26,26,-30,7,-24,-100,13.82,10.7,-3.1,-0.7,-0.057,13.83,6.5,-7.4,-3.17
2016,1,1,Kansas,105,16,Austin Peay,79,Kansas,5,0.1,2,15,-13,0.368,29.91,14.2,8,-6,9,-7,0,-6,349,-195,80,147,158,0.034,81,83,0.072,-26,-93,0.043,-20,117,125,3,57,-24,86,34.77,15.5,-19.2,-0.5,-0.017,15.53,6.3,-9.2,3.81
2016,1,3,Miami FL,79,14,Buffalo,72,Miami FL,-0.3,-2.1,0,7,-7,0.2,17.18,9.79,3,-3,5,-4,1,-4,-76,-275,-5,-8,-201,0.042,-22,-133,0.036,-38,-95,0.039,-95,-156,-3,-25,3,-92,-167,19.49,13.5,-6,-6.2,0.033,10.7,5.1,-5.7,0.63
2016,1,4,Duke,93,13,UNC Wilmington,85,Duke,-0.2,-3.8,3,0,3,-0.064,12.98,10.24,-3,3,3,1,-3,-1,300,230,115,55,97,0.005,98,174,0.045,92,106,0.02,29,59,40,-20,11,-20,-190,12.66,11.2,-1.5,-2.6,-0.059,10.38,6.3,-4.2,7.42
2016,1,9,Providence,70,8,USC,69,Providence,-4.4,-3.9,1,3,-2,0.068,-1.58,0.82,1,-1,-3,2,4,-3,-160,-82,35,-101,-45,-0.038,-17,88,-0.066,59,31,0.049,1,-74,46,14,-58,-18,1,0.24,-3.9,-4.2,-2.6,0.09,1.32,0.8,-0.5,-1.48
2016,1,9,Butler,71,8,Texas Tech,61,Butler,6.9,7.9,1,3,-2,0.073,4.05,-2.7,1,-1,-1,0,2,-2,333,108,30,133,215,0.018,51,67,0.047,16,33,-0.011,40,102,50,37,-27,-50,57,3.49,4.8,1.3,1.9,-0.037,-2.56,-1.9,0.7,-4.72
2016,1,9,Connecticut,74,8,Colorado,67,Connecticut,13.3,13.7,2,3,-1,0.047,3.85,-1.36,1,-1,-2,2,2,-3,55,-122,90,79,49,0.028,3,52,-0.024,-106,-193,0.058,-111,-134,28,33,15,-69,19,5.8,3.1,-2.7,-3.1,-0.051,-1.34,-1.9,-0.6,1.24
2016,1,2,Michigan St.,81,15,Middle Tennessee,90,Middle Tennessee,10.1,12.6,0,4,-4,0.115,19.93,7.64,0,0,3,-1,-1,-3,254,-165,5,100,53,0.037,42,23,0.044,12,-95,0.113,46,171,264,-59,54,-13,-29,23.21,18.8,-4.4,-1.1,-0.1,7.77,2,-5.8,-1.71
2016,1,3,West Virginia,56,14,Stephen F. Austin,70,Stephen F. Austin,2.9,3.8,1,-2,3,-0.081,12.38,15.25,-5,5,-1,2,-2,0,21,182,50,-29,70,-0.029,-60,-98,-0.038,139,271,-0.062,153,192,-125,33,-29,87,119,8.83,3.1,-5.7,2.2,-0.004,17.12,8.2,-9,-4.07
2016,1,4,California,66,13,Hawaii,77,Hawaii,-2.1,-2.6,0,-5,5,-0.148,6.36,8.91,-1,3,2,-3,-3,5,-75,22,10,-3,-15,0.002,-1,-86,0.041,-68,-67,-0.028,26,79,-95,-118,35,-24,11,6.16,4.3,-1.9,-2.5,-0.066,9.97,6.9,-3.1,6.34
2016,1,6,Texas,72,11,Northern Iowa,75,Northern Iowa,-3.5,-3.2,-3,-3,0,-0.033,6.02,7.27,0,0,3,0,-1,-3,-120,-50,-125,-35,20,-0.023,-66,-115,-0.033,16,110,-0.091,168,48,-52,-37,50,-16,128,5.06,3.4,-1.7,2.4,0.009,7.74,5.4,-2.3,-2.02
2016,1,10,Syracuse,70,7,Dayton,51,Syracuse,6.9,7.4,4,-2,6,-0.136,3.28,4.99,-5,5,-1,1,-5,5,196,233,160,48,244,-0.03,94,233,0.016,6,-13,0.02,118,54,13,104,17,13,-28,5.94,6.1,0.1,-2.8,-0.109,6.32,3.6,-2.7,-3.4
2016,1,10,VCU,75,7,Oregon St.,67,VCU,0.7,1.2,4,6,-2,0.1,3.44,-4.91,5,-5,3,-1,3,-3,480,196,170,199,395,0.011,44,158,-0.019,38,34,0.021,98,245,83,73,29,44,64,5.42,1.4,-4.1,2.5,-0.113,-5.79,-2.5,3.3,0.49
2016,1,2,Xavier,71,15,Weber St.,53,Xavier,4.7,4,-1,2,-3,0.081,18.4,13.56,-1,1,2,0,2,-4,75,48,-60,20,169,-0.03,-36,-83,-0.008,71,36,0.054,136,91,71,71,-18,-33,67,20.07,13.7,-6.3,5.1,0.028,13.83,4.9,-9,0.57
2016,1,6,Notre Dame,70,11,Michigan,63,Notre Dame,-5.9,-7.9,0,1,-1,0.028,0.35,1.65,1,-1,1,-2,1,-1,48,115,0,25,-6,0.014,-80,-201,-0.006,78,102,0.004,91,113,-57,-6,62,11,-14,2.45,6,3.5,-1.2,0.041,1.79,1.2,-0.6,0.51
2016,1,10,Pittsburgh,43,7,Wisconsin,47,Wisconsin,-10.6,-13.4,-2,-1,-1,0.007,2.07,-0.65,-3,3,2,-1,-3,1,103,-13,-80,62,2,0.032,-25,-67,-0.003,4,-42,0.049,19,29,147,-43,7,-2,-7,0.05,4.8,4.7,2,0.011,-0.51,0.5,1,-8.26
2016,1,2,Villanova,86,15,UNC Asheville,56,Villanova,3.2,1.2,6,13,-7,0.228,22.98,12.96,4,-4,4,-2,4,-5,566,230,235,188,274,0.028,152,356,0.039,38,-42,0.088,-45,107,215,-30,24,-4,94,28.57,19.2,-9.3,-4.1,0.031,14.86,7.1,-7.8,0.34
2016,1,5,Maryland,79,12,South Dakota St.,74,Maryland,3.9,4.2,2,1,1,-0.015,11.27,9.53,0,2,3,1,-4,-1,134,84,85,66,-9,0.036,12,24,0.004,-10,-38,0.025,-62,9,107,41,110,59,-65,10.68,4.8,-5.9,-0.9,0.012,8.83,4.6,-4.2,-3.77
2016,1,7,Iowa,72,10,Temple,70,Iowa,1,0.7,0,1,-1,0.031,9.32,2.14,-2,2,2,-1,-2,1,294,57,-15,84,6,0.04,14,-38,0.037,112,131,0.033,21,32,78,50,53,34,3,11.42,9.1,-2.2,2.9,-0.166,2.79,2.4,-0.4,-2.42
2016,1,1,Oregon,91,16,Holy Cross,52,Oregon,7.4,6.2,3,16,-13,0.387,29.25,14.75,9,-9,10,-6,0,-8,723,169,100,266,351,0.055,9,-11,0.017,182,228,0.028,163,330,37,56,135,45,90,34.07,22,-12.1,4.5,-0.024,15.15,7.1,-8,7.31
2016,1,2,Oklahoma,82,15,Cal St. Bakersfield,68,Oklahoma,-0.7,-2.6,4,5,-1,0.057,17.18,16.29,1,3,0,0,0,-2,543,525,165,143,286,0.007,203,382,0.08,54,8,0.066,-7,155,21,-16,23,79,-77,17.52,13.9,-3.7,2.2,0.085,19.55,10.9,-8.6,5.69
2016,1,3,Texas A&M,92,14,Green Bay,65,Texas A&M,1,1.8,1,5,-4,0.118,17.29,9.12,2,-2,6,-2,-3,-4,-185,-422,45,-57,-142,0.003,26,94,-0.008,-97,-166,0.015,2,76,111,-98,-33,-7,-56,17.52,5.5,-12.1,-9.1,-0.051,8.37,5.2,-3.2,1.23
2016,1,9,Cincinnati,76,8,Saint Joseph's,78,Saint Joseph's,-5.7,-5.7,-3,-6,3,-0.111,3.09,0.32,-1,1,2,-1,-4,4,-362,-432,-90,-125,-173,-0.023,1,-42,0.021,-113,-148,-0.011,82,-87,-26,73,73,8,-70,1.69,-3.1,-4.8,-6.2,-0.097,0.54,0.3,-0.2,-3.18
2016,2,11,Gonzaga,82,3,Utah,59,Gonzaga,3.7,3.1,0,1,-1,0.028,1.42,-4.56,2,-2,-5,3,4,-3,62,-142,-15,34,81,-0.003,8,-8,0.015,-14,-56,0.037,35,91,-56,-15,-38,-33,74,4.03,0.7,-3.3,2,-0.15,-6.28,-2.5,3.8,4.22
2016,2,1,North Carolina,85,9,Providence,66,North Carolina,15.4,12.7,5,9,-4,0.139,11.5,2.23,4,-4,2,-3,-1,1,734,346,185,354,467,0.061,-25,-91,0.006,51,45,0.022,166,361,158,40,54,34,127,15.33,14.4,-0.9,2.1,-0.117,2.52,2.2,-0.4,6.26
2016,2,1,Virginia,77,9,Butler,69,Virginia,-15.1,-17.2,4,7,-3,0.117,5.58,3.57,3,-3,2,-3,0,1,-12,-122,160,46,-5,0.025,-12,-44,0.009,-92,-144,0.021,-43,1,83,-28,12,10,-50,12.37,2.6,-9.7,-6.6,-0.031,4.57,3.6,-0.9,9.08
2016,2,4,Iowa St.,78,12,Arkansas Little Rock,61,Iowa St.,,,0,-7,7,-0.2,9.81,11.92,-7,5,0,2,-8,3,375,496,0,201,201,0.05,27,65,0.003,-54,-53,-0.027,-11,49,126,-12,36,43,-98,7.71,12,4.3,7.8,-0.118,12.82,6,-6.8,2.74
2016,2,1,Kansas,73,9,Connecticut,61,Kansas,-7,-11.7,2,8,-6,0.174,7.98,4.94,4,-4,2,-3,1,-1,458,285,80,148,129,0.041,49,29,0.053,113,228,-0.08,67,143,115,43,-24,93,62,10.96,8.1,-2.8,3.1,0.08,6.44,3.8,-2.6,4.53
2016,2,11,Wichita St.,57,3,Miami FL,65,Miami FL,0.4,3.5,0,-1,1,-0.028,-1.13,-6.45,3,-3,-1,0,3,-2,-98,-293,5,-40,128,-0.05,9,128,-0.051,-27,-4,-0.032,77,98,51,40,-2,-37,124,0.09,-8.1,-8.2,0.1,-0.156,-8.06,-6.8,1.3,3.82
